B_Index,N_Index,Cl_Index,conf_idxs_ts,TS_G,deltaG(kcal/mol),deltaGa(kcal/mol),B_Cl,C_Cl,G_energy_qharm,TS_G_qharm,deltaG_react_qharm,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol)
396,377,483,0,-1970.183298,40.89925775,55.02603975,2.001232149,2.261181674,-1970.383448,-1970.302795,39.90706464,39.90706464,50.61041139
397,160,453,0,-2075.925956,1.966083,28.07832835,2.256371205,2.146305891,-2076.010418,-2075.972346,3.417450796,3.417450796,23.89052687
397,178,489,20,-2501.90174,2.34578325,25.01738962,2.359662317,2.155900668,-2502.034675,-2501.997846,3.742068555,3.742068555,23.11008778
397,254,489,10,-2452.996195,13.7632085,41.35575773,2.137609689,2.141531043,-2453.147724,-2453.091168,13.74347226,13.74347226,35.48954289
397,263,489,0,-2499.753577,1.2799745,27.77552195,2.364751398,2.12381927,-2499.878106,-2499.836131,3.107127471,3.107127471,26.33940458
397,280,489,10,-2439.380786,4.7314755,32.69424345,2.318250138,2.108497912,-2439.515092,-2439.468571,6.441150449,6.441150449,29.19246026
397,292,483,0,-1830.631598,32.18943225,49.83232893,2.009293093,2.186976129,-1830.832371,-1830.758519,32.48024017,32.48024017,46.34267707
397,293,489,0,-2513.588188,1.523821,31.55181695,2.369067417,2.073298123,-2513.70423,-2513.661549,1.921763892,1.921763892,26.78249807
397,301,489,0,-2552.387428,4.54554725,30.73195682,2.411537559,2.073921926,-2552.522728,-2552.480479,5.132528367,5.132528367,26.51168276
397,302,489,10,-2469.015366,23.845753,46.1119881,2.117501167,2.22202035,-2469.173841,-2469.1082,24.5272215,24.5272215,41.19093441
397,304,489,0,-2363.16684,2.890014,30.57786792,2.364290946,2.08964026,-2363.279979,-2363.237157,4.746857415,4.746857415,26.87100007
397,306,489,20,-2469.025013,25.81704425,46.3545545,2.025193597,2.2583187,-2469.184489,-2469.11589,27.04677212,27.04677212,43.04656461
398,143,480,12,-2097.583921,19.9975465,25.70334752,2.284283457,2.027579811,-2097.718418,-2097.682943,-4.025976871,-4.025976871,22.26084798
398,143,483,0,-2042.208583,2.5106275,29.41233688,2.082134466,1.974944546,-2042.348264,-2042.307011,3.371436585,3.371436585,25.88676394
398,143,492,1,-1912.786344,25.18540275,30.43346135,2.031801341,2.03669262,-1912.923584,-1912.880052,4.219862606,4.219862606,27.31695095
398,144,490,10,-1681.488988,11.99886675,35.74808515,2.215126464,2.184800764,-1681.567166,-1681.519629,10.15205374,10.15205374,29.82969123
398,160,490,0,-1235.255089,19.845566,39.61734427,2.065612441,2.35415365,-1235.385141,-1235.328949,20.68501785,20.68501785,35.26100484
398,178,490,10,-1262.799361,8.360559,32.24237442,2.239483895,2.197726448,-1262.958981,-1262.912928,8.591290911,8.591290911,28.89840194
398,193,490,0,-1353.114143,13.59271675,38.54184692,2.148697888,2.222850017,-1353.260063,-1353.206435,14.28093127,14.28093127,33.65210515
398,195,490,10,-1466.181223,20.1747525,45.2935022,2.165139448,2.224093664,-1466.37326,-1466.310446,19.36912848,19.36912848,39.41659733
398,254,490,0,-1213.900234,19.348837,45.6540386,2.013440861,2.260851276,-1214.074039,-1214.01395,18.49345535,18.49345535,37.70644532
398,263,490,10,-1260.652192,8.543789,34.98798813,2.246102988,2.17092852,-1260.802109,-1260.752083,8.559369787,8.559369787,31.39177657
398,273,490,0,-1213.91526,12.930014,40.8767556,2.124847074,2.190675299,-1214.079392,-1214.023332,12.28339977,12.28339977,35.17824847
398,280,490,0,-1200.281944,11.1387525,38.92551298,2.165426639,2.182726673,-1200.440651,-1200.387216,10.75606538,10.75606538,33.53044851
398,291,490,0,-1442.47154,16.33376225,44.61499273,2.064524836,2.218458767,-1442.576502,-1442.518511,14.82862296,14.82862296,36.39005329
398,293,490,0,-1274.490729,7.77177575,36.56007015,2.268506894,2.155858128,-1274.62924,-1274.581981,6.722806551,6.722806551,29.65521919
398,298,490,10,-1124.07075,11.83759925,37.42504752,2.222917421,2.194994405,-1124.209537,-1124.157037,11.6902326,11.6902326,32.94406065
398,304,490,0,-1124.070987,8.46428475,34.6887522,2.222823469,2.180313344,-1124.205466,-1124.156817,8.643828966,8.643828966,30.52733347
398,324,490,10,-1124.099851,3.9204945,32.28838272,2.270554144,2.143547628,-1124.229021,-1124.183168,4.692272073,4.692272073,28.77327252
398,377,483,10,-1860.155467,38.7329395,54.44993828,2.018153019,2.221887334,-1860.356926,-1860.277265,36.49144919,36.49144919,49.98800615
399,160,456,1,-2793.631087,7.78507875,27.45738572,2.577656195,2.421328808,-2793.744171,-2793.707199,7.618359192,7.618359192,23.20032472
399,184,492,10,-1974.620394,56.333436,65.30140245,2.688685835,2.335152405,-1974.851734,-1974.778796,35.0815377,35.0815377,45.76925793
399,195,483,0,-2181.453268,39.89764225,49.5031738,2.396113437,2.213817197,-2181.675998,-2181.605154,38.08620441,38.08620441,44.45502677
399,292,483,10,-1945.2045,42.670502,57.97838332,2.084027944,2.222969366,-1945.420822,-1945.334932,40.38699514,40.38699514,53.89709059
399,296,483,1,-2023.793482,37.7253,51.44318418,2.169987515,2.156617747,-2024.013077,-2023.937512,36.87366549,36.87366549,47.41797626
399,306,479,10,-2120.796126,43.33860125,55.03673235,2.059241269,2.354992386,-2121.0675,-2120.988035,43.00609616,43.00609616,49.86469275
399,306,485,0,-1967.196736,44.10452775,54.63483115,2.024410526,2.416810197,-1967.428153,-1967.347,43.32392038,43.32392038,50.92428147
399,313,483,10,-1914.361523,32.713583,43.72813442,2.274968456,2.156326482,-1914.55645,-1914.496174,30.71077401,30.71077401,37.82316967
399,366,483,0,-2327.580993,42.86759975,54.6098943,2.274058428,2.21254236,-2327.798104,-2327.721296,40.24439316,40.24439316,48.19731203
399,367,483,3,-2067.934001,42.3169685,51.95912095,2.386366937,2.306345766,-2068.180436,-2068.105425,39.45602085,39.45602085,47.07034496
399,377,479,13,-2109.831246,43.08471475,56.89990535,2.076219835,2.318979817,-2110.098157,-2110.012687,41.97389672,41.97389672,53.63320533
399,377,485,1,-1956.229669,43.85064125,57.86978817,2.047776819,2.381772055,-1956.458811,-1956.373462,42.29172094,42.29172094,53.55685934
400,67,483,11,-1799.107534,-2.17384825,9.4636789,2.273332699,2.073216477,-1799.199319,-1799.186614,-1.881086462,-1.881086462,7.972595297
400,89,492,12,-2322.607691,16.0784325,24.10406337,2.498872706,2.011096549,-2322.796443,-2322.759514,-2.71094182,-2.71094182,23.17310373
400,114,492,10,-2319.289552,19.825235,24.59449855,2.564630179,2.065627094,-2319.469302,-2319.431005,-0.246041075,-0.246041075,24.03185038
400,121,492,0,-2935.262987,17.566235,24.92079228,2.694494267,1.941809364,-2935.456974,-2935.424525,-1.797695642,-1.797695642,20.36179272
400,139,492,0,-2366.6685,22.4826975,26.12916275,2.54413925,1.910860743,-2366.848753,-2366.810961,1.358093183,1.358093183,23.71437072
400,160,456,10,-2829.595175,11.7318655,30.01481217,2.633920804,2.444791579,-2829.709901,-2829.674131,11.54721808,11.54721808,22.44596715
400,160,457,11,-2354.55869,14.753278,32.61155778,2.816762418,2.391517607,-2354.681577,-2354.644328,15.33129137,15.33129137,23.37424187
400,178,535,1,-1927.505678,2.0791585,28.0570561,2.769875337,2.37660591,-1927.675908,-1927.641404,2.370647799,2.370647799,21.65161245
400,254,483,11,-1965.129794,36.909299,52.5804589,2.173281512,2.241950595,-1965.336233,-1965.260691,35.66273231,35.66273231,47.40342815
400,292,483,11,-1981.170819,41.930554,55.94278588,2.149427147,2.260396434,-1981.381074,-1981.301352,40.38640273,40.38640273,50.02665381
400,294,492,0,-1856.570852,38.42301725,39.6307916,2.57296866,2.129084062,-1856.731118,-1856.679547,14.5393411,14.5393411,32.36097935
400,302,479,10,-2156.74658,37.950949,53.40197563,2.050023991,2.222018025,-2157.012635,-2156.932457,37.80047267,37.80047267,50.31262597
400,302,483,1,-1981.144476,44.8545785,58.02332487,2.112705452,2.327147453,-1981.358543,-1981.271469,44.43892393,44.43892393,54.64012881
400,306,483,1,-1981.155824,49.837807,59.71936325,2.121768042,2.348431834,-1981.372785,-1981.283269,50.07845615,50.07845615,56.17244666
400,306,485,0,-2003.155983,43.700104,56.29831483,2.030650204,2.411322681,-2003.387531,-2003.303006,43.75782912,43.75782912,53.04021003
400,336,492,0,-1727.672117,27.7858255,32.1053347,2.614347836,2.072152973,-1727.801168,-1727.757198,6.510867846,6.510867846,27.59150537
400,366,483,11,-2363.547838,42.03239725,53.54588648,2.272133775,2.28450203,-2363.76056,-2363.684701,38.8632249,38.8632249,47.60214769
400,377,479,0,-2145.792133,44.9060335,59.56037985,2.177389927,2.35806914,-2146.060448,-2145.971329,44.13404455,44.13404455,55.9228119
400,377,483,10,-1970.191582,51.809663,63.20793695,2.146042472,2.266286754,-1970.406356,-1970.312455,50.77249581,50.77249581,58.9239051
400,377,485,0,-1992.194629,45.67196,57.9748756,2.045782463,2.455050886,-1992.421102,-1992.333968,44.45186878,44.45186878,54.6771886
400,384,483,10,-2081.374531,35.7616015,49.50717097,2.264719058,2.205679272,-2081.562194,-2081.490718,35.03503683,35.03503683,44.85181444
401,141,480,0,-2154.461762,24.33696,27.92090115,2.213484757,2.039780227,-2154.550543,-2154.512241,-1.94849235,-1.94849235,24.03486969
401,141,483,0,-2099.086196,6.850041,31.77286638,2.154111678,2.045621502,-2099.180389,-2099.133609,5.448921105,5.448921105,29.35454865
401,141,492,0,-1969.663026,29.52481625,33.3784067,2.135558038,2.059936667,-1969.755708,-1969.706842,6.297347127,6.297347127,30.66435532
401,143,478,1,-1582.331898,-0.9468975,30.56699962,2.093796843,2.030199985,-1582.502498,-1582.45925,-1.690752141,-1.690752141,27.13830344
401,143,481,0,-1575.242627,-2.971087,30.61553047,2.131585972,2.046555809,-1575.371826,-1575.328139,-2.877545677,-2.877545677,27.41414496
401,143,483,0,-2077.887187,2.00103475,30.75589595,2.146275892,2.000884402,-2078.042204,-2077.996589,1.181403764,1.181403764,28.62360528
401,143,486,0,-1531.490153,1.5415165,32.28992638,2.111858521,2.078154732,-1531.66669,-1531.620798,0.857090933,0.857090933,28.79758295
401,143,492,1,-1948.464534,24.67581,32.03616538,2.098794666,2.00665058,-1948.617523,-1948.570192,2.029829785,2.029829785,29.70063409
401,152,498,0,-1892.145371,12.96245575,41.42115577,2.476803368,2.277712587,-1892.339442,-1892.283393,10.60510267,10.60510267,35.17185571
401,152,584,0,-1457.862716,11.87324125,37.9665612,2.413198934,2.251093098,-1458.020158,-1457.969098,10.123346,10.123346,32.04006941
401,152,608,12,-1854.37433,10.73847025,37.86466148,2.460202343,2.231053476,-1854.571701,-1854.523426,8.535553181,8.535553181,30.29252374
401,160,457,2,-2280.190324,2.5635885,28.9370621,2.236363051,2.259747962,-2280.320556,-2280.285961,2.889139638,2.889139638,21.70892028
401,171,474,12,-1575.593841,27.16491425,46.09375922,2.332169565,2.241834579,-1575.802754,-1575.739815,24.16066067,24.16066067,39.49506049
401,171,477,13,-1872.520291,26.9745935,46.14818857,2.301477345,2.263828477,-1872.734496,-1872.667479,24.10525152,24.10525152,42.05368032
401,171,478,12,-1504.184425,27.8631335,45.9748919,2.2948251,2.257868441,-1504.399036,-1504.333601,24.94856236,24.94856236,41.06130534
401,171,481,0,-1497.093164,25.838944,47.27177125,2.27483274,2.258358475,-1497.268364,-1497.199467,23.76176883,23.76176883,43.23346294
401,171,490,12,-1358.548193,25.50731025,45.6107913,2.325430965,2.242724086,-1358.723717,-1358.661529,22.24247667,22.24247667,39.02370836
401,171,497,15,-1378.388481,17.08048725,45.2833618,2.385223158,2.332631112,-1378.589065,-1378.52919,14.20500847,14.20500847,37.5723696
401,171,499,10,-1298.602736,1.14173625,38.4929835,2.668848756,2.310938165,-1298.782868,-1298.73795,-2.189920879,-2.189920879,28.18657389
401,171,554,0,-1488.319103,16.22834225,44.73455657,2.389652517,2.283999464,-1488.515268,-1488.456798,13.37349056,13.37349056,36.69044452
401,171,606,0,-1335.740969,16.95586575,43.93072908,2.438922381,2.32505029,-1335.912785,-1335.860862,14.52427649,14.52427649,32.58192859
401,171,608,0,-1855.550631,13.75523925,42.16279803,2.485744244,2.253973925,-1855.749923,-1855.696433,10.4207727,10.4207727,33.56522645
401,193,493,11,-1330.060797,9.8257715,35.21699425,2.172684677,2.395367749,-1330.230535,-1330.182102,11.47398347,11.47398347,30.39221591
401,261,493,1,-1463.222058,1.89486175,34.32263105,2.290751989,2.341057044,-1463.405933,-1463.358717,5.073363875,5.073363875,29.62861227
401,263,493,10,-1237.591288,4.98002825,35.10552515,2.25233309,2.372431138,-1237.773055,-1237.722633,9.217686925,9.217686925,31.63997607
401,304,493,1,-1101.010679,2.76884375,36.09034247,2.179300541,2.304261922,-1101.176516,-1101.127113,6.142999573,6.142999573,31.00120123
401,333,488,0,-1961.615135,16.6399195,21.65144825,2.120221606,2.045223581,-1961.81061,-1961.779597,17.43748757,17.43748757,19.46100228
402,66,514,0,-2269.616083,-3.84525725,36.16706063,2.753288257,1.892441679,-2269.701009,-2269.651627,-2.899522848,-2.899522848,30.98750475
402,141,480,0,-2132.462745,24.98485375,27.32685945,2.234401492,2.06498431,-2132.542263,-2132.502956,0.330689287,0.330689287,24.66526857
402,141,483,10,-2077.085259,7.49793475,32.3843212,2.171412119,2.076954332,-2077.172109,-2077.124077,7.728102743,7.728102743,30.14028238
402,145,494,10,-1852.073966,6.184891,37.84511485,2.528735119,2.108609143,-1852.232106,-1852.178483,9.735297411,9.735297411,33.64931049
402,160,457,2,-2258.200275,0.34769775,26.3260597,2.23225013,2.260411637,-2258.317179,-2258.287869,2.529254175,2.529254175,18.39243999
402,160,459,0,-2337.238686,-2.33862975,27.6503357,2.251726343,2.236357194,-2337.365164,-2337.329799,-0.093732518,-0.093732518,22.19144632
402,160,494,0,-1774.699691,9.21979475,33.63461495,2.163837538,2.235686405,-1774.836468,-1774.79199,10.37732896,10.37732896,27.91060717
402,163,494,10,-2222.133723,5.1792595,30.67118345,2.377808015,2.14073576,-2222.215338,-2222.179217,2.732754574,2.732754574,22.66634564
402,193,490,11,-1366.797435,16.5922295,39.7405288,2.178301444,2.263697518,-1366.949631,-1366.890431,17.70731444,17.70731444,37.14915181
402,193,494,10,-1892.561042,3.57354975,31.25428782,2.352270991,2.173053934,-1892.712101,-1892.671284,4.234891913,4.234891913,25.61287896
402,263,494,10,-1800.092925,-3.8828445,29.03978385,2.445396278,2.134564918,-1800.252269,-1800.21441,-1.420787124,-1.420787124,23.75684502
402,306,526,1,-1352.3621,-0.65266275,8.2579251,2.581675961,2.279071282,-1352.507329,-1352.496431,1.274368163,1.274368163,6.838345468
402,333,488,12,-1939.622243,14.64616375,17.0197327,2.163406025,2.009238348,-1939.801547,-1939.779956,17.01978099,17.01978099,13.54846283
402,377,483,0,-1873.839872,36.431144,52.93535407,2.008568916,2.188088551,-1874.042834,-1873.966271,36.10684764,36.10684764,48.04457292
403,74,490,13,-2397.608272,5.65672425,34.6515038,2.31586321,2.060783926,-2397.692012,-2397.640138,6.652589156,6.652589156,32.55155947
403,145,495,0,-1309.214434,13.24734075,42.99603017,2.332935963,2.33095122,-1309.383668,-1309.319323,16.85588962,16.85588962,40.37734092
403,155,495,11,-2179.695503,5.18107925,33.1077283,2.484284855,2.300388049,-2179.834773,-2179.79254,4.134472382,4.134472382,26.50133327
403,160,495,0,-1231.859907,18.583538,33.29438445,2.370916955,2.402298531,-1231.995294,-1231.943222,18.59923884,18.59923884,32.67586765
403,160,527,11,-1190.201317,0.4817945,29.63658028,2.324123926,2.25471328,-1190.329433,-1190.293587,0.068276119,0.068276119,22.49423509
403,160,530,10,-1670.904404,0.800941,29.86637705,2.393600494,2.23959208,-1671.015813,-1670.979285,0.553660858,0.553660858,22.9217694
403,160,531,1,-1917.930355,2.59703425,29.76566958,2.432221713,2.288108112,-1918.088236,-1918.05168,1.789438148,1.789438148,22.93927587
403,160,532,0,-1770.15126,-0.19245425,27.62615812,2.419615824,2.252989781,-1770.250571,-1770.215595,-0.637201482,-0.637201482,21.94791784
403,160,533,1,-1749.261534,0.637038,28.31777607,2.316631985,2.275523358,-1749.407175,-1749.373035,-0.788598624,-0.788598624,21.42323548
403,160,538,11,-2220.660588,8.91520625,33.9947623,2.258274251,2.3906527,-2220.782194,-2220.739457,9.467300318,9.467300318,26.81822843
403,160,584,1,-1296.476885,16.3527755,35.83004292,2.115045038,2.496064068,-1296.581382,-1296.532443,16.98022818,16.98022818,30.70981443
403,160,586,11,-1368.232766,1.854137,22.54796378,2.301001246,2.473075521,-1368.391373,-1368.365111,1.364051554,1.364051554,16.47967605
403,163,495,10,-1679.278219,14.75170925,39.297062,2.312907233,2.361491194,-1679.372862,-1679.324641,11.0668106,11.0668106,30.25932329
403,178,495,10,-1259.388084,4.023028,33.53260855,2.355514509,2.307193576,-1259.565133,-1259.520475,3.325476048,3.325476048,28.02322921
403,193,495,10,-1349.70685,14.0064275,38.90663777,2.235049001,2.4174788,-1349.867857,-1349.818974,12.38760053,12.38760053,30.67507645
403,223,495,13,-1218.890602,7.4109005,35.7515866,2.383262131,2.331069204,-1219.073154,-1219.024963,6.411581833,6.411581833,30.24006978
403,263,495,1,-1257.234615,10.11348025,42.07620302,2.341758398,2.373898043,-1257.411813,-1257.355081,10.82516011,10.82516011,35.59981665
403,263,584,11,-1321.862032,7.88271775,38.06206043,2.448634438,2.372042481,-1321.997901,-1321.947647,9.20614945,9.20614945,31.53499349
403,280,495,1,-1196.881232,7.7256545,38.795815,2.164362077,2.358571186,-1197.05478,-1197.00151,7.051349787,7.051349787,33.42710229
403,300,495,0,-1194.320454,16.0023795,43.65970555,2.0817993,2.417899502,-1194.504417,-1194.443929,13.91872806,13.91872806,37.95695649
403,302,495,14,-1226.547694,24.79760775,30.73353185,2.283756749,2.353585154,-1226.712383,-1226.669667,22.8671001,22.8671001,26.80461914
403,304,495,10,-1120.666981,5.61242275,37.6262805,2.298765178,2.325197834,-1120.821423,-1120.771637,5.839100543,5.839100543,31.24134096
403,306,483,10,-1831.85465,41.52838925,52.8057565,2.033476477,2.247701016,-1832.052715,-1831.975527,39.77023302,39.77023302,48.43657486
403,324,495,12,-1120.68707,-1.2084395,34.8496181,2.349064889,2.239839448,-1120.834883,-1120.790012,-1.709625548,-1.709625548,28.15674076
403,366,483,0,-2214.231771,38.9151655,50.72040458,2.193002942,2.120858515,-2214.432131,-2214.363223,35.65592625,35.65592625,43.24006572
403,377,483,1,-1820.887185,42.89357825,54.7232208,2.057541454,2.196840377,-1821.080531,-1821.001584,40.62452542,40.62452542,49.53971568
404,74,479,0,-3289.66184,1.26761275,17.8181637,2.116725246,2.17702564,-3289.805046,-3289.778095,3.535413565,3.535413565,16.91257003
404,74,483,0,-3114.05624,8.17124225,24.63314627,2.35218809,2.059139081,-3114.150954,-3114.11279,10.17386482,10.17386482,23.94837698
404,74,485,10,-3136.059292,2.03353925,19.39719843,2.043623927,2.311012731,-3136.1657,-3136.137722,3.853237789,3.853237789,17.55625894
404,145,496,1,-1548.351247,5.28524425,33.23918328,2.687762273,2.280534796,-1548.464901,-1548.418719,8.418560146,8.418560146,28.97915259
404,155,496,10,-2418.831426,5.804124,32.2199413,2.648699732,2.236863085,-2418.932436,-2418.891399,5.913506719,5.913506719,25.75117694
404,160,453,0,-2152.40857,7.00898675,23.24826005,2.493573411,2.432595789,-2152.481218,-2152.4496,6.818406648,6.818406648,19.8401973
404,160,458,3,-2245.059511,1.08475925,22.8750356,2.552632951,2.415305107,-2245.160549,-2245.132318,2.042705042,2.042705042,17.71577188
404,160,459,2,-2359.53542,4.07793425,25.0473904,2.583476502,2.451199341,-2359.649002,-2359.617896,4.766963952,4.766963952,19.5195146
404,160,460,0,-1801.510953,5.35188475,28.6984615,2.681623982,2.420733347,-1801.623693,-1801.592268,4.496226903,4.496226903,19.71950167
404,160,461,1,-1784.226867,2.23245675,25.00814027,2.713267619,2.36994061,-1784.34512,-1784.316745,1.799448018,1.799448018,17.80534008
404,160,479,10,-2088.022147,27.0551645,38.14450765,2.320344383,2.443028501,-2088.226955,-2088.167366,27.65023831,27.65023831,37.39230664
404,160,489,10,-2550.830712,20.27433675,33.51156847,2.376838025,2.400533359,-2550.932192,-2550.881725,20.77706368,20.77706368,31.66868263
404,160,523,0,-1436.746157,5.046857,24.75709635,2.75193206,2.331340062,-1436.882348,-1436.854413,4.287659529,4.287659529,17.52936873
404,160,532,10,-1845.407165,1.49250875,22.22694733,2.637010685,2.366584589,-1845.50169,-1845.473827,0.85910716,0.85910716,17.48430825
404,163,496,10,-1918.412246,13.5330415,35.80432798,2.748499195,2.307259886,-1918.462275,-1918.420995,10.86217305,10.86217305,25.90372215
404,176,496,10,-1549.463638,3.9591485,32.34642647,2.705336802,2.178571209,-1549.572712,-1549.530617,5.625632043,5.625632043,26.41463411
404,177,496,10,-1396.946534,-2.896791,24.2295069,2.713796862,2.21700523,-1397.025984,-1396.996831,-1.379889867,-1.379889867,18.29364734
404,178,496,1,-1498.526619,6.84546025,26.70515128,2.659835378,2.282810121,-1498.656361,-1498.623123,8.100292179,8.100292179,20.85675452
404,193,496,10,-1588.839958,14.68193125,36.16245478,2.655158743,2.355455946,-1588.961033,-1588.915168,15.2241885,15.2241885,28.78087473
404,200,496,11,-1475.254546,-1.9614395,25.4146034,2.654368916,2.220168959,-1475.377172,-1475.34557,-0.31994007,-0.31994007,19.83076555
404,262,483,1,-1989.703693,39.085218,50.19517453,2.467944268,2.325893808,-1989.889142,-1989.813186,38.76947227,38.76947227,47.66272923
404,264,496,20,-1435.996018,13.20680425,38.08689688,2.770638982,2.373943567,-1436.129562,-1436.077682,12.8741302,12.8741302,32.55516643
404,280,496,10,-1436.003573,9.065618,42.62406073,2.562562894,2.269006206,-1436.145527,-1436.090897,8.440730184,8.440730184,34.28063716
404,295,496,0,-1479.719549,5.68671875,35.57567325,2.341309738,2.307209194,-1479.802474,-1479.759367,4.720422044,4.720422044,27.05001376
404,296,483,0,-1985.6949,40.62717375,52.41378863,2.322857158,2.318196864,-1985.908218,-1985.830388,39.61526376,39.61526376,48.83915188
404,298,496,0,-1359.796534,3.0281895,30.97174968,2.557431303,2.283327445,-1359.902174,-1359.864574,2.936559166,2.936559166,23.59390161
404,301,496,1,-1549.015251,3.66604325,31.1845161,2.756600178,2.232615769,-1549.143632,-1549.106633,2.751868131,2.751868131,23.21680864
404,302,483,20,-1907.089265,44.11808175,56.93828325,2.167584928,2.333554245,-1907.296987,-1907.210551,42.96671737,42.96671737,54.23958574
404,304,584,1,-1260.542446,8.0855885,36.1064755,2.410069797,2.369292922,-1260.661666,-1260.615172,8.098414631,8.098414631,29.17550145
404,306,479,0,-2082.701006,44.42154075,54.59996097,2.082921582,2.268082221,-2082.964914,-2082.886434,43.96440357,43.96440357,49.24688281
404,306,483,1,-1907.100324,51.32517025,58.3291119,2.108893401,2.314567205,-1907.310822,-1907.220092,50.60285483,50.60285483,56.9342441
404,306,485,10,-1929.103014,45.18746725,53.32097792,2.08637651,2.439998663,-1929.325568,-1929.24536,44.2822278,44.2822278,50.33105131
404,306,496,10,-1465.661202,32.9097395,50.24966035,2.151376697,2.492748837,-1465.819769,-1465.749348,32.97271118,32.97271118,44.18983151
404,324,496,0,-1359.819583,0.0992705,32.44062677,2.668227235,2.203848246,-1359.925687,-1359.889298,-0.294409967,-0.294409967,22.8341605
404,331,496,1,-1415.165093,-0.0204565,34.2319573,2.691697895,2.273655349,-1415.279191,-1415.233076,1.273935333,1.273935333,28.93733524
404,367,483,1,-2029.831523,43.869027,53.584735,2.347306429,2.266605889,-2030.073483,-2030.000664,39.93699673,39.93699673,45.69496122
404,377,483,1,-1896.128423,44.84435025,58.22661605,2.163558313,2.147596969,-1896.331198,-1896.245243,42.81018939,42.81018939,53.93761575
404,377,485,10,-1918.130313,38.70664725,53.71976045,2.043397489,2.348537152,-1918.345944,-1918.26734,36.48956235,36.48956235,49.32443124
405,74,617,11,-4866.704423,-0.2892775,26.7323283,2.454093742,1.953399446,-4866.80229,-4866.762287,0.490150409,0.490150409,25.1022704
405,145,497,1,-1409.854191,13.1281785,45.82805063,2.383095043,2.373415142,-1410.04869,-1409.980684,17.67364082,17.67364082,42.67496287
405,155,497,3,-2280.332429,11.58082625,38.9774888,2.439071644,2.335754476,-2280.498142,-2280.44574,9.705994921,9.705994921,32.88242709
405,160,526,11,-1421.375124,-3.552654,14.6324466,2.483878869,2.422366214,-1421.503187,-1421.484493,-2.741137384,-2.741137384,11.7306927
405,193,497,11,-1450.350081,12.89016775,36.97206155,2.223612862,2.452229137,-1450.529209,-1450.479967,12.49184521,12.49184521,30.89971592
405,263,497,0,-1357.871885,10.01320575,45.6436472,2.144674601,2.331818996,-1358.074839,-1358.014303,11.25413424,11.25413424,37.98689949
405,333,479,10,-2232.387052,43.48895025,56.23625507,2.005637282,2.288663456,-2232.684326,-2232.603091,41.36267162,41.36267162,50.97587548
405,365,483,0,-2238.667226,35.11973175,45.78595793,2.272672794,2.142456782,-2238.859457,-2238.799436,30.58046639,30.58046639,37.6638205
405,377,483,10,-1937.553707,41.42660875,54.14257623,2.045224586,2.200992518,-1937.764753,-1937.685605,39.09067407,39.09067407,49.66597369
406,377,483,0,-2087.746745,39.1917675,54.25719538,2.05079533,2.188192094,-2087.99098,-2087.908701,39.40820786,39.40820786,51.63078217
407,21,492,13,-1582.800576,26.242301,34.29276205,2.616183425,1.868865431,-1582.933983,-1582.878934,6.112818641,6.112818641,34.54384081
407,160,462,12,-1596.84508,1.52438575,31.0814555,2.108769035,2.266467109,-1596.960199,-1596.921118,2.443178689,2.443178689,24.52361887
407,292,483,1,-1910.413422,30.4785535,49.7480494,2.021129507,2.140564942,-1910.620939,-1910.552326,28.53348534,28.53348534,43.05516744
407,306,499,0,-1209.286972,6.263203,31.88203883,2.039192439,2.431556052,-1209.460847,-1209.422646,4.603462267,4.603462267,23.9716269
407,333,488,11,-1965.218585,12.630069,24.18095723,2.125721154,2.10260877,-1965.411089,-1965.376945,13.71672153,13.71672153,21.42607643
407,366,483,1,-2292.796724,27.76304725,42.13331808,2.031106221,2.033941375,-2292.996837,-2292.939569,24.63577725,24.63577725,35.93627677
407,377,483,2,-1899.44156,38.1450975,52.15041433,2.013764085,2.266944276,-1899.645867,-1899.567272,36.4816097,36.4816097,49.31964261
408,184,483,2,-2182.401606,26.656702,37.3348695,2.148682905,2.077555443,-2182.624808,-2182.567535,26.43804321,26.43804321,35.93910355
408,306,483,10,-2023.521434,38.483822,50.88119517,2.022352482,2.254910885,-2023.762928,-2023.688163,38.66423903,38.66423903,46.91563237
408,333,479,1,-2307.388517,41.09666925,56.4766064,2.023986662,2.364859241,-2307.713811,-2307.62956,40.53027715,40.53027715,52.86832933
408,333,483,12,-2131.785329,48.00029875,61.77863,2.028315596,2.332801866,-2132.059719,-2131.967949,47.16872841,47.16872841,57.58639236
408,333,488,10,-2078.336391,21.66324525,27.04776627,2.562272712,2.209913175,-2078.564071,-2078.52968,23.0273743,23.0273743,21.58106315
408,366,483,1,-2405.903322,38.77629975,50.63564815,2.202008501,2.136798944,-2406.148772,-2406.079617,36.32655402,36.32655402,43.39501859
408,377,483,0,-2012.556022,39.8777505,53.6001966,2.038028319,2.21304147,-2012.793313,-2012.713243,39.04681738,39.04681738,50.24461447
409,145,501,0,-1487.22026,7.2419775,44.28933905,2.18603501,2.315612136,-1487.367298,-1487.308186,9.07321655,9.07321655,37.09330575
409,160,465,10,-1902.560998,4.240896,33.15802243,2.212354019,2.317393665,-1902.685515,-1902.645716,6.082557635,6.082557635,24.97450208
409,160,466,0,-2003.20043,7.4339925,31.44122008,2.139590382,2.355588114,-2003.3444,-2003.304761,8.87294304,8.87294304,24.87368075
