B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,component_id,identifier,in_final_ts,n_hit_files,n_ts_candidate_hit_files,n_hit_full_conf_files,n_hit_component_only_files,n_hit_component_only_ts_fallback_files,n_hit_component_only_non_ts_artifact_files,n_hit_folders,has_ambiguous_component_hit,hit_match_scopes,hit_search_spaces,hit_folders,hit_suffixes,hit_paths,has_file_hit,has_ts_candidate_file_hit,has_full_conf_file_hit,has_component_only_file_hit,has_component_only_ts_fallback_hit,has_component_only_non_ts_artifact_hit
B,388,0,[C]1N2CCCC2=NN1c1ccccc1,205,0,ClCCl,462,0,0,0,-15.46532609,B_00388_Nu_00205_Cl_00462,B_00388_Nu_00205_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]SC2CCCCC21,206,2,ClCCl,462,0,0,0,-15.44382104,B_00388_Nu_00206_Cl_00462,B_00388_Nu_00206_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]Oc2ccccc21,207,2,ClCCl,462,0,0,0,-9.499779602,B_00388_Nu_00207_Cl_00462,B_00388_Nu_00207_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]Sc2ccccc21,208,2,ClCCl,462,0,0,0,-7.03588642,B_00388_Nu_00208_Cl_00462,B_00388_Nu_00208_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]SC=C1,209,2,ClCCl,462,0,0,0,-9.198174238,B_00388_Nu_00209_Cl_00462,B_00388_Nu_00209_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]C(C)(C)CC1,210,2,ClCCl,462,0,0,0,-9.601856282,B_00388_Nu_00210_Cl_00462,B_00388_Nu_00210_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]C(C)(C)CC1,210,2,ClC1(Cl)OCCO1,592,0,0,0,-12.29289003,B_00388_Nu_00210_Cl_00592,B_00388_Nu_00210_Cl_00592_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1C(=O)N(c2ccccc2)[C]N1c1ccccc1,211,11,ClCCl,462,0,0,0,-11.71083798,B_00388_Nu_00211_Cl_00462,B_00388_Nu_00211_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1C(=O)N(c2ccccc2)[C]N1c1ccccc1,211,11,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-17.91424023,B_00388_Nu_00211_Cl_00488,B_00388_Nu_00211_Cl_00488_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1C(=O)N(c2ccccc2)[C]N1c1ccccc1,211,11,CN1CC(=O)C1Cl,526,6,0,0,-26.92482648,B_00388_Nu_00211_Cl_00526,B_00388_Nu_00211_Cl_00526_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC1=NN(c2ccccc2)[C]N1c1ccccc1,212,10,ClCCl,462,0,0,0,-15.16317731,B_00388_Nu_00212_Cl_00462,B_00388_Nu_00212_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC1=NN(C)[C]N1C,213,5,ClCCl,462,0,0,0,-16.75780793,B_00388_Nu_00213_Cl_00462,B_00388_Nu_00213_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC1=NN(C)[C]N1C,213,5,ClC1CC(Cl)C1,520,0,0,0,-11.60935868,B_00388_Nu_00213_Cl_00520,B_00388_Nu_00213_Cl_00520_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC1=C(C)N(C)N(C)[C]1,214,8,ClCCl,462,0,0,0,-18.56380187,B_00388_Nu_00214_Cl_00462,B_00388_Nu_00214_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)[C@H]2CC[C@@H]1C2,215,2,ClCCl,462,0,0,0,-20.45459115,B_00388_Nu_00215_Cl_00462,B_00388_Nu_00215_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CNC1=NN(C)[C]N1C,216,6,ClCCl,462,0,0,0,-18.07289419,B_00388_Nu_00216_Cl_00462,B_00388_Nu_00216_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)N(C)C1=O,217,2,ClCCl,462,0,0,0,-14.28155613,B_00388_Nu_00217_Cl_00462,B_00388_Nu_00217_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)N(C)C1=O,217,2,CN1CC(=O)C1Cl,526,6,0,0,-29.49554463,B_00388_Nu_00217_Cl_00526,B_00388_Nu_00217_Cl_00526_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)N(C)C1=O,217,2,ClC(Cl)c1ccccc1,533,0,0,0,-25.78457238,B_00388_Nu_00217_Cl_00533,B_00388_Nu_00217_Cl_00533_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CNN1[C]N(C)N=C1OC,218,3,ClCCl,462,0,0,0,-16.06415876,B_00388_Nu_00218_Cl_00462,B_00388_Nu_00218_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1C=C[C]N1c1ccccc1,219,4,ClCCl,462,0,0,0,-16.23275734,B_00388_Nu_00219_Cl_00462,B_00388_Nu_00219_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]SCC1,220,2,ClCCl,462,0,0,0,-9.05188077,B_00388_Nu_00220_Cl_00462,B_00388_Nu_00220_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)c2cccc3cccc1c23,221,2,ClCCl,462,0,0,0,-14.03152938,B_00388_Nu_00221_Cl_00462,B_00388_Nu_00221_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]N(C)c2ncn(C)c2C1=O,222,2,ClCCl,462,0,0,0,-10.45156345,B_00388_Nu_00222_Cl_00462,B_00388_Nu_00222_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN1[C]c2ccccc2C=C1,223,2,ClCCl,462,0,0,0,-6.932646983,B_00388_Nu_00223_Cl_00462,B_00388_Nu_00223_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1[c-]c(OC)[n+](C)n1C,225,3,ClCCl,462,0,0,0,-29.8031445,B_00388_Nu_00225_Cl_00462,B_00388_Nu_00225_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)s1,226,2,ClCCl,462,0,0,0,-20.30983254,B_00388_Nu_00226_Cl_00462,B_00388_Nu_00226_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(C)o1,227,2,ClCCl,462,0,0,0,-24.65739225,B_00388_Nu_00227_Cl_00462,B_00388_Nu_00227_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)o1,228,2,ClCCl,462,0,0,0,-22.29970344,B_00388_Nu_00228_Cl_00462,B_00388_Nu_00228_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)o1,228,2,CC(=O)CC(Cl)Cl,572,5,0,0,-23.89455744,B_00388_Nu_00228_Cl_00572,B_00388_Nu_00228_Cl_00572_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)o1,228,2,Fc1cc(F)cc(Cl)c1,596,7,0,0,-7.02541219,B_00388_Nu_00228_Cl_00596,B_00388_Nu_00228_Cl_00596_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)o1,228,2,ClCc1nccs1,604,0,0,0,-32.28762094,B_00388_Nu_00228_Cl_00604,B_00388_Nu_00228_Cl_00604_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(-c2ccccc2)o1,228,2,ClCc1ccco1,610,0,0,0,-33.26426194,B_00388_Nu_00228_Cl_00610,B_00388_Nu_00228_Cl_00610_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(C)n1C,229,2,ClCCl,462,0,0,0,-25.9048497,B_00388_Nu_00229_Cl_00462,B_00388_Nu_00229_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(C)s1,230,2,ClCCl,462,0,0,0,-22.82226473,B_00388_Nu_00230_Cl_00462,B_00388_Nu_00230_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-][n+](C)c(C)s1,230,2,ClC1(Cl)OCCO1,592,0,0,0,-25.51329848,B_00388_Nu_00230_Cl_00592,B_00388_Nu_00230_Cl_00592_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1sc(-c2ccccc2)[c-][n+]1C,231,10,ClCCl,462,0,0,0,-20.91236934,B_00388_Nu_00231_Cl_00462,B_00388_Nu_00231_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1sc(-c2ccccc2)[c-][n+]1C,231,10,CC1(Cl)CCCCC1,507,2,0,0,-17.42139859,B_00388_Nu_00231_Cl_00507,B_00388_Nu_00231_Cl_00507_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cn1n[n+](C)[c-]c1-c1ccccc1,232,5,ClCCl,462,0,0,0,-18.5591659,B_00388_Nu_00232_Cl_00462,B_00388_Nu_00232_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1[c-]n(C)n[n+]1C,233,2,ClCCl,462,0,0,0,-20.67482796,B_00388_Nu_00233_Cl_00462,B_00388_Nu_00233_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN(C)c1ccncc1,234,6,ClCCl,462,0,0,0,-24.57411358,B_00388_Nu_00234_Cl_00462,B_00388_Nu_00234_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN(C)c1ccncc1,234,6,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-45.61105108,B_00388_Nu_00234_Cl_00510,B_00388_Nu_00234_Cl_00510_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COC(=O)c1ccncc1,235,7,ClCCl,462,0,0,0,-6.28704549,B_00388_Nu_00235_Cl_00462,B_00388_Nu_00235_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,FC(F)(F)c1ccncc1,236,7,ClCCl,462,0,0,0,-5.810368253,B_00388_Nu_00236_Cl_00462,B_00388_Nu_00236_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,FC(F)(F)c1ccncc1,236,7,CC1(Cl)CC(=O)C=CO1,512,2,0,0,-7.551869003,B_00388_Nu_00236_Cl_00512,B_00388_Nu_00236_Cl_00512_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,FC(F)(F)c1ccncc1,236,7,C=CC(=O)C(Cl)(Cl)Cl,544,5,0,0,-24.53371325,B_00388_Nu_00236_Cl_00544,B_00388_Nu_00236_Cl_00544_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,FC(F)(F)c1ccncc1,236,7,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-30.555768,B_00388_Nu_00236_Cl_00549,B_00388_Nu_00236_Cl_00549_0001,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC(C)(C)c1ccncc1,237,7,ClCCl,462,0,0,0,-16.25544084,B_00388_Nu_00237_Cl_00462,B_00388_Nu_00237_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C#Cc1ccncc1,238,5,ClCCl,462,0,0,0,-7.962634895,B_00388_Nu_00238_Cl_00462,B_00388_Nu_00238_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C#Cc1ccncc1,238,5,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,514,8,0,0,-14.41132689,B_00388_Nu_00238_Cl_00514,B_00388_Nu_00238_Cl_00514_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C#Cc1ccncc1,238,5,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-32.70803465,B_00388_Nu_00238_Cl_00549,B_00388_Nu_00238_Cl_00549_0001,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC(=O)Nc1ccncc1,239,7,ClCCl,462,0,0,0,-16.73944288,B_00388_Nu_00239_Cl_00462,B_00388_Nu_00239_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1ccncc1,240,5,ClCCl,462,0,0,0,-20.0232238,B_00388_Nu_00240_Cl_00462,B_00388_Nu_00240_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc(C)nc(C)c1,242,5,ClCCl,462,0,0,0,-16.76789938,B_00388_Nu_00242_Cl_00462,B_00388_Nu_00242_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1nc(F)c(F)c(F)c1F,243,2,ClCCl,462,0,0,0,-8.277808065,B_00388_Nu_00243_Cl_00462,B_00388_Nu_00243_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1nc(F)c(F)c(F)c1F,243,2,ClC(Cl)(Cl)Cl,602,0,0,0,-22.80769607,B_00388_Nu_00243_Cl_00602,B_00388_Nu_00243_Cl_00602_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CNC(=S)c1ccncc1,244,7,ClCCl,462,0,1,0,-6.359324078,B_00388_Nu_00244_Cl_00462,B_00388_Nu_00244_Cl_00462_0100,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C=Cc1ccncc1,246,5,ClCCl,462,0,0,0,-9.947335193,B_00388_Nu_00246_Cl_00462,B_00388_Nu_00246_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C=Cc1ccncc1,246,5,O=C1C=CC(=O)C1Cl,523,7,0,0,-18.72568369,B_00388_Nu_00246_Cl_00523,B_00388_Nu_00246_Cl_00523_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CNC(=O)c1ccncc1,247,7,ClCCl,462,0,0,0,-8.99796346,B_00388_Nu_00247_Cl_00462,B_00388_Nu_00247_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1ccncc1,248,4,ClCCl,462,0,0,0,-15.14471313,B_00388_Nu_00248_Cl_00462,B_00388_Nu_00248_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1ccncc1,248,4,CC(C)(C)CCl,497,5,0,0,-8.741703128,B_00388_Nu_00248_Cl_00497,B_00388_Nu_00248_Cl_00497_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC(=O)Oc1ccncc1,249,7,ClCCl,462,0,0,0,-14.21299862,B_00388_Nu_00249_Cl_00462,B_00388_Nu_00249_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC(=O)Oc1ccncc1,249,7,CN1CC(=O)C1Cl,526,6,0,0,-29.42698712,B_00388_Nu_00249_Cl_00526,B_00388_Nu_00249_Cl_00526_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COC(=N)c1ccncc1,250,7,ClCCl,462,0,0,0,-9.07923726,B_00388_Nu_00250_Cl_00462,B_00388_Nu_00250_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1ccncc1,251,4,ClCCl,462,0,0,0,-16.09337202,B_00388_Nu_00251_Cl_00462,B_00388_Nu_00251_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cccc(C)n1,252,7,ClCCl,462,0,0,0,-15.34133398,B_00388_Nu_00252_Cl_00462,B_00388_Nu_00252_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cccc(F)n1,253,7,ClCCl,462,0,0,0,-11.65762095,B_00388_Nu_00253_Cl_00462,B_00388_Nu_00253_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,N#Cc1cccc(C#N)n1,254,9,O=C(Nc1ccccc1)C(Cl)Cl,531,10,0,0,-5.671659378,B_00388_Nu_00254_Cl_00531,B_00388_Nu_00254_Cl_00531_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cccc(OC)n1,255,9,ClCCl,462,0,0,0,-15.82703153,B_00388_Nu_00255_Cl_00462,B_00388_Nu_00255_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C=Cc1cccc(C=C)n1,256,9,ClCCl,462,0,0,0,-10.58728165,B_00388_Nu_00256_Cl_00462,B_00388_Nu_00256_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,C=Cc1cccc(C=C)n1,256,9,C=CCCl,499,3,0,0,-20.12302265,B_00388_Nu_00256_Cl_00499,B_00388_Nu_00256_Cl_00499_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN(C)c1cccc(N(C)C)n1,257,11,ClCCl,462,0,0,0,-18.44699651,B_00388_Nu_00257_Cl_00462,B_00388_Nu_00257_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cc(F)nc(F)c1,259,5,ClCCl,462,0,0,0,-13.53600079,B_00388_Nu_00259_Cl_00462,B_00388_Nu_00259_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cc(F)nc(F)c1,259,5,CC(=O)C(Cl)(Cl)C(C)=O,536,4,0,0,-29.24527504,B_00388_Nu_00259_Cl_00536,B_00388_Nu_00259_Cl_00536_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cc(F)nc(F)c1,259,5,C#CC(C)(C)Cl,578,5,0,0,-27.36258679,B_00388_Nu_00259_Cl_00578,B_00388_Nu_00259_Cl_00578_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc(N(C)C)cc(C)n1,260,10,ClCCl,462,0,0,0,-24.58664413,B_00388_Nu_00260_Cl_00462,B_00388_Nu_00260_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc(N(C)C)cc(C)n1,260,10,ClCN1CCCC1,500,0,0,0,-21.37647963,B_00388_Nu_00260_Cl_00500,B_00388_Nu_00260_Cl_00500_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COC(=O)c1cc(OC)nc(OC)c1,261,9,ClCCl,462,0,0,0,-7.360752582,B_00388_Nu_00261_Cl_00462,B_00388_Nu_00261_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc([N+](=O)[O-])cc(C)n1,262,10,CC1(Cl)C(=O)C=CC1=O,574,2,0,0,-15.79061017,B_00388_Nu_00262_Cl_00574,B_00388_Nu_00262_Cl_00574_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc([N+](=O)[O-])cc(C)n1,262,10,CC(=O)C(C)(Cl)C(C)=O,576,5,0,1,-14.23177467,B_00388_Nu_00262_Cl_00576,B_00388_Nu_00262_Cl_00576_0001,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc([N+](=O)[O-])cc(C)n1,262,10,COS(=O)(=O)C(C)(C)Cl,581,8,0,0,-8.511923922,B_00388_Nu_00262_Cl_00581,B_00388_Nu_00262_Cl_00581_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CC(=O)c1cc(C)nc(C)c1,263,7,ClCCl,462,0,0,0,-6.844102968,B_00388_Nu_00263_Cl_00462,B_00388_Nu_00263_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc(C#N)cc(C)n1,264,9,ClCCl,462,0,0,0,-5.470132105,B_00388_Nu_00264_Cl_00462,B_00388_Nu_00264_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cc(C)nc(C)c1,265,6,ClCCl,462,0,0,0,-20.63361564,B_00388_Nu_00265_Cl_00462,B_00388_Nu_00265_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Nc1cc(F)nc(F)c1,266,5,ClCCl,462,0,0,0,-22.3446657,B_00388_Nu_00266_Cl_00462,B_00388_Nu_00266_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Nc1c(F)c(F)nc(F)c1F,267,6,ClCCl,462,0,0,0,-17.07903584,B_00388_Nu_00267_Cl_00462,B_00388_Nu_00267_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Nc1c(F)c(F)nc(F)c1F,267,6,N#CC(Cl)Cl,471,3,0,0,-32.96526509,B_00388_Nu_00267_Cl_00471,B_00388_Nu_00267_Cl_00471_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cc(F)cc(OC)n1,268,10,ClCCl,462,0,0,0,-18.21369578,B_00388_Nu_00268_Cl_00462,B_00388_Nu_00268_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cc(OC)nc(OC)c1,269,7,ClCCl,462,0,0,0,-22.93027003,B_00388_Nu_00269_Cl_00462,B_00388_Nu_00269_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cncc(C)c1,270,3,ClCCl,462,0,0,0,-15.48336421,B_00388_Nu_00270_Cl_00462,B_00388_Nu_00270_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cncc(F)c1,271,3,ClCCl,462,0,0,0,-8.830884055,B_00388_Nu_00271_Cl_00462,B_00388_Nu_00271_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cncc(OC)c1,272,4,ClCCl,462,0,0,0,-15.01372564,B_00388_Nu_00272_Cl_00462,B_00388_Nu_00272_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cncc(OC)c1,272,4,CC(C)C(C)(Cl)Cl,534,5,0,0,-19.24295014,B_00388_Nu_00272_Cl_00534,B_00388_Nu_00272_Cl_00534_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,N#Cc1cncc(C#N)c1,273,4,ClCc1ncccn1,502,0,0,0,-8.70660015,B_00388_Nu_00273_Cl_00502,B_00388_Nu_00273_Cl_00502_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,N#Cc1cncc(C#N)c1,273,4,ClC(Cl)(Cl)Cl,602,0,0,0,-17.3544914,B_00388_Nu_00273_Cl_00602,B_00388_Nu_00273_Cl_00602_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1c(F)c(F)nc(F)c1F,274,7,ClCCl,462,0,0,0,-11.89533051,B_00388_Nu_00274_Cl_00462,B_00388_Nu_00274_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cc(C)c(C)nc1C,275,7,ClCCl,462,0,0,0,-16.98925126,B_00388_Nu_00275_Cl_00462,B_00388_Nu_00275_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cncc(OC)c1OC,276,4,ClCCl,462,0,0,0,-16.87503308,B_00388_Nu_00276_Cl_00462,B_00388_Nu_00276_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,COc1cncc(OC)c1OC,276,4,NCCl,553,2,0,0,-13.21068408,B_00388_Nu_00276_Cl_00553,B_00388_Nu_00276_Cl_00553_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,CN(C)c1c(F)cncc1F,277,7,ClCCl,462,0,0,0,-16.0802579,B_00388_Nu_00277_Cl_00462,B_00388_Nu_00277_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cncc(C)c1F,278,3,ClCCl,462,0,0,0,-17.12529263,B_00388_Nu_00278_Cl_00462,B_00388_Nu_00278_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cncc(F)c1F,279,3,ClCCl,462,0,0,0,-9.71015337,B_00388_Nu_00279_Cl_00462,B_00388_Nu_00279_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Fc1cncc(F)c1F,279,3,COS(=O)(=O)C(C)Cl,556,7,0,0,-14.04755887,B_00388_Nu_00279_Cl_00556,B_00388_Nu_00279_Cl_00556_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
B,388,0,Cc1cncc(C)c1C#N,280,3,ClCCl,462,0,0,0,-6.082046888,B_00388_Nu_00280_Cl_00462,B_00388_Nu_00280_Cl_00462_0000,True,0,0,0,0,0,0,0,False,,,,,,False,False,False,False,False,False
