B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,component_id,identifier,missing_identifiers_for_component,n_hit_files,n_ts_candidate_hit_files,n_hit_full_conf_files,n_hit_component_only_files,n_hit_component_only_ts_fallback_files,n_hit_component_only_non_ts_artifact_files,n_hit_folders,has_ambiguous_component_hit,hit_match_scopes,hit_search_spaces,hit_folders,hit_suffixes,hit_paths,has_file_hit,has_ts_candidate_file_hit,has_full_conf_file_hit,has_component_only_file_hit,has_component_only_ts_fallback_hit,has_component_only_non_ts_artifact_hit
BF,390,0,CC(C)(C)P(C(C)(C)C)C(C)(C)C,85,4,CN1CC(=O)C1Cl,526,6,0,0,-47.98473675,B_00390_Nu_00085_Cl_00526,B_00390_Nu_00085_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00085_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00085_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00085_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00085_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00085_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,C1N2CN3CN1CP(C2)C3,86,7,O=C(c1ccccc1)C(Cl)(Cl)Cl,448,9,0,0,-52.5585215,B_00390_Nu_00086_Cl_00448,B_00390_Nu_00086_Cl_00448_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00086_Cl_00448.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00086_Cl_00448_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00086_Cl_00448_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00086_Cl_00448_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00086_Cl_00448_0000.gjf,True,True,True,True,False,True
BF,390,0,CC(C)P(c1ccccc1)c1ccccc1,97,3,CCCCl,493,3,0,0,-28.34185325,B_00390_Nu_00097_Cl_00493,B_00390_Nu_00097_Cl_00493_0000,1,16,16,15,1,1,0,10,False,component_only | full_conf,Sum/* | Y backup Data/*/* | Y backup Sum/* | Y backup Sum/*/*,First_ts/Mols | First_ts/OM | First_ts/TS | First_ts/TS_ENG | IRC_full | IRC_full3 | IRC_full3_/subdir_194 | IRC_full4 | TS_ENG | TS_needIRC,.gjf | .log | .mol,E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00097_Cl_00493_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00097_Cl_00493_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00097_Cl_00493_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\Mols\B_00390_Nu_00097_Cl_00493.mol | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00390_Nu_00097_Cl_00493_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00390_Nu_00097_Cl_00493_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00390_Nu_00097_Cl_00493_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00390_Nu_00097_Cl_00493_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00390_Nu_00097_Cl_00493_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00390_Nu_00097_Cl_00493_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00390_Nu_00097_Cl_00493_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_194\B_00390_Nu_00097_Cl_00493_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00097_Cl_00493_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00097_Cl_00493_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00097_Cl_00493_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00097_Cl_00493_0000.log,True,True,True,True,True,False
BF,390,0,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,CN1CC(=O)C1Cl,526,6,2,0,-48.7325285,B_00390_Nu_00120_Cl_00526,B_00390_Nu_00120_Cl_00526_0200,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00120_Cl_00526.mol,True,False,False,True,False,True
BF,390,0,CC(C)(C)P(C1CCCCC1)C1CCCCC1,138,4,CN1CC(=O)C1Cl,526,6,0,0,-49.00844025,B_00390_Nu_00138_Cl_00526,B_00390_Nu_00138_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00138_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00138_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00138_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00138_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00138_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CN1CC(=O)C1Cl,526,6,0,0,-16.876738,B_00390_Nu_00145_Cl_00526,B_00390_Nu_00145_Cl_00526_0000,1,7,6,6,1,0,1,6,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS | first_10000/ts_dead | ts_dead,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00145_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00145_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00145_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00145_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\ts_dead\B_00390_Nu_00145_Cl_00526_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00145_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\ts_dead\B_00390_Nu_00145_Cl_00526_0000.log,True,True,True,True,False,True
BF,390,0,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-14.2827785,B_00390_Nu_00163_Cl_00526,B_00390_Nu_00163_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00163_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00163_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00163_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00163_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00163_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CN1[C]c2ccccc2C1(C)C,178,2,CN1CC(=O)C1Cl,526,6,0,0,-20.06525375,B_00390_Nu_00178_Cl_00526,B_00390_Nu_00178_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00178_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00178_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00178_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00178_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00178_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,[C]1c2ccccc2N2CCCCN12,182,0,C/C=C(\Cl)c1ccccc1,484,3,0,0,-5.14794725,B_00390_Nu_00182_Cl_00484,B_00390_Nu_00182_Cl_00484_0000,1,9,9,9,0,0,0,6,False,full_conf,Sum/* | Y backup Sum/* | Y backup Sum/*/*,IRC_full | IRC_full3 | IRC_full3_/subdir_196 | IRC_full4 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00182_Cl_00484_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00182_Cl_00484_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00182_Cl_00484_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00390_Nu_00182_Cl_00484_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_196\B_00390_Nu_00182_Cl_00484_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00182_Cl_00484_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00182_Cl_00484_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00182_Cl_00484_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00182_Cl_00484_0000.log,True,True,True,False,False,False
BF,390,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,0,0,-17.80273975,B_00390_Nu_00184_Cl_00526,B_00390_Nu_00184_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00184_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00184_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00184_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00184_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00184_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CN1[C]N(C)C(=O)C(C)(C)C1=O,193,2,CN1CC(=O)C1Cl,526,6,0,0,-15.6050465,B_00390_Nu_00193_Cl_00526,B_00390_Nu_00193_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00193_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00193_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00193_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00193_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00193_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,CN1CC(=O)C1Cl,526,6,0,0,-8.66295125,B_00390_Nu_00195_Cl_00526,B_00390_Nu_00195_Cl_00526_0000,1,7,6,6,1,0,1,6,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS | first_10000/ts_dead | ts_dead,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00195_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00195_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00195_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00195_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\ts_dead\B_00390_Nu_00195_Cl_00526_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00195_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\ts_dead\B_00390_Nu_00195_Cl_00526_0000.log,True,True,True,True,False,True
BF,390,0,Cc1cc(C)nc(C)c1,242,5,ClC(Cl)(Cl)Cl,602,0,0,0,-30.60599875,B_00390_Nu_00242_Cl_00602,B_00390_Nu_00242_Cl_00602_0000,1,8,8,8,0,0,0,5,False,full_conf,Sum/* | Y backup Sum/*,IRC | IRC_full | TS_ENG | TS_fail | TS_needIRC,.log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00242_Cl_00602_0000forward.log | E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00242_Cl_00602_0000reverse.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00242_Cl_00602_0000.log | E:\work\B_Cl_Nu\Sum\TS_fail\B_00390_Nu_00242_Cl_00602_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00390_Nu_00242_Cl_00602_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00390_Nu_00242_Cl_00602_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00242_Cl_00602_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00242_Cl_00602_0000.log,True,True,True,False,False,False
BF,390,0,C#Cc1cccc(C#C)n1,258,9,ClCc1nccs1,604,0,0,0,-12.239011,B_00390_Nu_00258_Cl_00604,B_00390_Nu_00258_Cl_00604_0000,1,4,4,4,0,0,0,3,False,full_conf,Sum/* | Sum/*/* | Y backup Sum/*,OtherConf/TS_OtherConf | TS | TS_ENG,.log,E:\work\B_Cl_Nu\Sum\OtherConf\TS_OtherConf\B_00390_Nu_00258_Cl_00604_0000.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00258_Cl_00604_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS\B_00390_Nu_00258_Cl_00604_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00258_Cl_00604_0000.log,True,True,True,False,False,False
BF,390,0,Cc1nc(C#N)c(C#N)nc1C,296,2,CN1CC(=O)C1Cl,526,6,0,0,-10.239043,B_00390_Nu_00296_Cl_00526,B_00390_Nu_00296_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00296_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00296_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00296_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00296_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00296_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,N#Cc1cnncc1C#N,306,4,ClC(Cl)(Cl)c1ccco1,543,0,0,0,-5.73729525,B_00390_Nu_00306_Cl_00543,B_00390_Nu_00306_Cl_00543_0000,1,8,8,8,0,0,0,5,False,full_conf,Sum/* | Y backup Sum/*,IRC | IRC_full | TS_ENG | TS_fail | TS_needIRC,.log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00306_Cl_00543_0000forward.log | E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00306_Cl_00543_0000reverse.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00306_Cl_00543_0000.log | E:\work\B_Cl_Nu\Sum\TS_fail\B_00390_Nu_00306_Cl_00543_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00390_Nu_00306_Cl_00543_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00390_Nu_00306_Cl_00543_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00306_Cl_00543_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00306_Cl_00543_0000.log,True,True,True,False,False,False
BF,390,0,Fc1cnc(F)nc1,328,3,ClCc1ccco1,610,0,0,0,-14.572809,B_00390_Nu_00328_Cl_00610,B_00390_Nu_00328_Cl_00610_0000,1,9,9,9,0,0,0,6,False,full_conf,Sum/* | Y backup Sum/* | Y backup Sum/*/*,IRC_full | IRC_full3 | IRC_full3_/subdir_26 | IRC_full4 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00328_Cl_00610_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00390_Nu_00328_Cl_00610_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00328_Cl_00610_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00390_Nu_00328_Cl_00610_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_26\B_00390_Nu_00328_Cl_00610_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00328_Cl_00610_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00390_Nu_00328_Cl_00610_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00390_Nu_00328_Cl_00610_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00390_Nu_00328_Cl_00610_0000.log,True,True,True,False,False,False
BF,390,0,Nc1nc(N)nc(N)n1,334,2,CN1CC(=O)C1Cl,526,6,0,0,-52.67793475,B_00390_Nu_00334_Cl_00526,B_00390_Nu_00334_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00334_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00334_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00334_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00334_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00334_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CNc1ncco1,338,3,CN1CC(=O)C1Cl,526,6,0,0,-48.29811025,B_00390_Nu_00338_Cl_00526,B_00390_Nu_00338_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00338_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00338_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00338_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00338_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00338_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CNc1nccs1,343,3,CN1CC(=O)C1Cl,526,6,0,0,-45.035926,B_00390_Nu_00343_Cl_00526,B_00390_Nu_00343_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00343_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00343_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00343_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00343_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00343_Cl_00526_0000.gjf,True,True,True,True,False,True
BF,390,0,CC(C)(C)c1cnc[nH]1,348,6,CN1CC(=O)C1Cl,526,6,0,0,-46.6251325,B_00390_Nu_00348_Cl_00526,B_00390_Nu_00348_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00390_Nu_00348_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00348_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00390_Nu_00348_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00348_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00390_Nu_00348_Cl_00526_0000.gjf,True,True,True,True,False,True
BC#C,391,0,C=CCN(C)C,26,3,ClC1CCOCC1,519,0,0,0,-31.6587555,B_00391_Nu_00026_Cl_00519,B_00391_Nu_00026_Cl_00519_0000,1,13,13,13,0,0,0,8,False,full_conf,Sum/* | Y backup Data/*/* | Y backup Sum/* | Y backup Sum/*/*,18/TS | 18/TS_ENG | IRC_full | IRC_full3 | IRC_full3_/subdir_38 | IRC_full4 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00391_Nu_00026_Cl_00519_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00391_Nu_00026_Cl_00519_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00391_Nu_00026_Cl_00519_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\18\TS\B_00391_Nu_00026_Cl_00519_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\18\TS\B_00391_Nu_00026_Cl_00519_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\18\TS_ENG\B_00391_Nu_00026_Cl_00519_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\18\TS_ENG\B_00391_Nu_00026_Cl_00519_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00391_Nu_00026_Cl_00519_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_38\B_00391_Nu_00026_Cl_00519_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00391_Nu_00026_Cl_00519_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00391_Nu_00026_Cl_00519_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00391_Nu_00026_Cl_00519_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00026_Cl_00519_0000.log,True,True,True,False,False,False
BC#C,391,0,CN(C)C1CCCCC1,50,1,CNC(=O)CCl,503,5,0,0,-27.7220715,B_00391_Nu_00050_Cl_00503,B_00391_Nu_00050_Cl_00503_0000,1,13,13,13,0,0,0,8,False,full_conf,Sum/* | Y backup Data/*/* | Y backup Sum/* | Y backup Sum/*/*,17/TS | 17/TS_ENG | IRC_full | IRC_full3 | IRC_full3_/subdir_47 | IRC_full3_/subdir_48 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00391_Nu_00050_Cl_00503_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00391_Nu_00050_Cl_00503_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00391_Nu_00050_Cl_00503_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\17\TS\B_00391_Nu_00050_Cl_00503_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\17\TS\B_00391_Nu_00050_Cl_00503_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\17\TS_ENG\B_00391_Nu_00050_Cl_00503_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\17\TS_ENG\B_00391_Nu_00050_Cl_00503_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00391_Nu_00050_Cl_00503_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00391_Nu_00050_Cl_00503_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_47\B_00391_Nu_00050_Cl_00503_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_48\B_00391_Nu_00050_Cl_00503_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00391_Nu_00050_Cl_00503_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00503_0000.log,True,True,True,False,False,False
BC#C,391,0,CN(C)C1CCCCC1,50,1,COC(=N)C(Cl)(Cl)Cl,599,5,0,0,-45.56371625,B_00391_Nu_00050_Cl_00599,B_00391_Nu_00050_Cl_00599_0000,1,2,2,2,0,0,0,2,False,full_conf,Y backup Data/*/*,18/TS | 18/ts_dust_bin,.gjf | .log,Y:\cold-data\数据备份\B_Cl_Nu\Data\18\TS\B_00391_Nu_00050_Cl_00599_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\18\ts_dust_bin\B_00391_Nu_00050_Cl_00599_0000.log,True,True,True,False,False,False
