B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,component_id,identifier,missing_identifiers_for_component,n_hit_files,n_ts_candidate_hit_files,n_hit_full_conf_files,n_hit_component_only_files,n_hit_component_only_ts_fallback_files,n_hit_component_only_non_ts_artifact_files,n_hit_folders,has_ambiguous_component_hit,hit_match_scopes,hit_search_spaces,hit_folders,hit_suffixes,hit_paths,has_file_hit,has_ts_candidate_file_hit,has_full_conf_file_hit,has_component_only_file_hit,has_component_only_ts_fallback_hit,has_component_only_non_ts_artifact_hit
B,388,0,CCN(CC)CC,0,2,ClCCl,462,0,1,0,-36.72060975,B_00388_Nu_00000_Cl_00462,B_00388_Nu_00000_Cl_00462_0100,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00000_Cl_00462.mol,True,False,False,True,False,True
B,388,0,CCN(CC)CC,0,2,ClC(Cl)c1ncncn1,463,0,1,0,-50.28063375,B_00388_Nu_00000_Cl_00463,B_00388_Nu_00000_Cl_00463_0100,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00000_Cl_00463.mol,True,False,False,True,False,True
B,388,0,CN(C)C,1,1,CC(=O)C(Cl)(Cl)Cl,443,4,0,0,-59.7882,B_00388_Nu_00001_Cl_00443,B_00388_Nu_00001_Cl_00443_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00443.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00443_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00443_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00443_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00443_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,O=C(Nc1ccccc1)C(Cl)(Cl)Cl,444,10,0,0,-58.34074575,B_00388_Nu_00001_Cl_00444,B_00388_Nu_00001_Cl_00444_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00444.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00444_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00444_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00444_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00444_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,O=C=NC(=O)C(Cl)(Cl)Cl,445,6,0,0,-61.2052205,B_00388_Nu_00001_Cl_00445,B_00388_Nu_00001_Cl_00445_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00445.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00445_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00445_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00445_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00445_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(Cl)c1ncccn1,446,0,0,0,-60.4251125,B_00388_Nu_00001_Cl_00446,B_00388_Nu_00001_Cl_00446_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00446.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00446_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00446_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00446_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00446_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(Cl)c1ccccc1,447,0,0,0,-59.90033425,B_00388_Nu_00001_Cl_00447,B_00388_Nu_00001_Cl_00447_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00447.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00447_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00447_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00447_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00447_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,O=C(c1ccccc1)C(Cl)(Cl)Cl,448,9,0,0,-60.214147,B_00388_Nu_00001_Cl_00448,B_00388_Nu_00001_Cl_00448_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00448.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00448_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00448_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00448_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00448_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,COC(=O)C(Cl)(Cl)Cl,449,5,0,0,-59.092177,B_00388_Nu_00001_Cl_00449,B_00388_Nu_00001_Cl_00449_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00449.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00449_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00449_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00449_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00449_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,COC(C(Cl)(Cl)Cl)P(=O)(OC)OC,450,4,0,0,-54.34482575,B_00388_Nu_00001_Cl_00450,B_00388_Nu_00001_Cl_00450_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00450.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00450_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00450_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00450_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00450_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1,451,0,0,0,-53.709984,B_00388_Nu_00001_Cl_00451,B_00388_Nu_00001_Cl_00451_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00451.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00451_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00451_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00451_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00451_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,FC(Cl)(Cl)Cl,453,2,0,0,-47.259786,B_00388_Nu_00001_Cl_00453,B_00388_Nu_00001_Cl_00453_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00453.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00453_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00453_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00453_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00453_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,C=CC(Cl)(Cl)Cl,454,3,0,0,-62.3068595,B_00388_Nu_00001_Cl_00454,B_00388_Nu_00001_Cl_00454_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00454.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00454_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00454_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00454_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00454_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,N#CC(Cl)(Cl)Cl,455,3,0,0,-63.70411375,B_00388_Nu_00001_Cl_00455,B_00388_Nu_00001_Cl_00455_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00455.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00455_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00455_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00455_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00455_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CS(=O)(=O)OCC(Cl)(Cl)Cl,456,7,0,1,-50.5261745,B_00388_Nu_00001_Cl_00456,B_00388_Nu_00001_Cl_00456_0001,1,7,6,6,1,0,1,6,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS | first_10000/ts_dead | ts_dead,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00456.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00456_0001.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00456_0001.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00456_0001.gjf | E:\work\B_Cl_Nu\Data\first_10000\ts_dead\B_00388_Nu_00001_Cl_00456_0001.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00456_0001.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\ts_dead\B_00388_Nu_00001_Cl_00456_0001.log,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(Cl)C1NCCN1,457,0,0,0,-47.50495025,B_00388_Nu_00001_Cl_00457,B_00388_Nu_00001_Cl_00457_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00457.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00457_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00457_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00457_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00457_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CC(=O)CC(Cl)(Cl)Cl,458,5,0,0,-53.184139,B_00388_Nu_00001_Cl_00458,B_00388_Nu_00001_Cl_00458_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00458.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00458_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00458_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00458_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00458_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(Cl)C1OCCCO1,459,0,0,0,-50.191215,B_00388_Nu_00001_Cl_00459,B_00388_Nu_00001_Cl_00459_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00459.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00459_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00459_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00459_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00459_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CNC(=O)C(Cl)Cl,460,5,0,0,-48.91720175,B_00388_Nu_00001_Cl_00460,B_00388_Nu_00001_Cl_00460_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00460.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00460_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00460_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00460_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00460_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,C=CC(=O)C(Cl)Cl,461,5,0,0,-52.0364415,B_00388_Nu_00001_Cl_00461,B_00388_Nu_00001_Cl_00461_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00461.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00461_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00461_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00461_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00461_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)c1ncncn1,463,0,0,0,-54.00371675,B_00388_Nu_00001_Cl_00463,B_00388_Nu_00001_Cl_00463_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00463.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00463_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00463_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00463_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00463_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CP(C)(=O)C(Cl)Cl,464,5,0,0,-46.03045075,B_00388_Nu_00001_Cl_00464,B_00388_Nu_00001_Cl_00464_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00464.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00464_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00464_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00464_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00464_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CC1(C(Cl)Cl)C=NC=N1,465,3,0,0,-44.473937,B_00388_Nu_00001_Cl_00465,B_00388_Nu_00001_Cl_00465_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00465.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00465_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00465_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00465_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00465_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,CC(C)(Cl)Cl,467,3,0,0,-43.649151,B_00388_Nu_00001_Cl_00467,B_00388_Nu_00001_Cl_00467_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00467.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00467_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00467_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00467_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00467_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,COC(F)(F)C(Cl)Cl,468,6,0,0,-45.19298925,B_00388_Nu_00001_Cl_00468,B_00388_Nu_00001_Cl_00468_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00468.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00468_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00468_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00468_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00468_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC1(Cl)CC1,469,0,0,0,-35.991141,B_00388_Nu_00001_Cl_00469,B_00388_Nu_00001_Cl_00469_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00469.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00469_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00469_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00469_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00469_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC1(Cl)CCCCC1,470,0,0,0,-41.31165075,B_00388_Nu_00001_Cl_00470,B_00388_Nu_00001_Cl_00470_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00470.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00470_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00470_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00470_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00470_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,N#CC(Cl)Cl,471,3,0,0,-56.329922,B_00388_Nu_00001_Cl_00471,B_00388_Nu_00001_Cl_00471_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00471.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00471_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00471_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00471_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00471_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,O=C(C(Cl)Cl)C(F)(F)F,472,3,0,1,-56.68176125,B_00388_Nu_00001_Cl_00472,B_00388_Nu_00001_Cl_00472_0001,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00472.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00472_0001.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00472_0001.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00472_0001.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00472_0001.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,ClC(Cl)(c1ccccc1)c1ccccc1,473,0,0,0,-59.90547975,B_00388_Nu_00001_Cl_00473,B_00388_Nu_00001_Cl_00473_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00473.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00473_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00473_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00473_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00473_0000.gjf,True,True,True,True,False,True
B,388,0,CN(C)C,1,1,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,479,3,0,0,-27.2135455,B_00388_Nu_00001_Cl_00479,B_00388_Nu_00001_Cl_00479_0000,1,7,6,6,1,0,1,6,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS | first_10000/ts_dead | ts_dead,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00388_Nu_00001_Cl_00479.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00479_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00388_Nu_00001_Cl_00479_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00479_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\ts_dead\B_00388_Nu_00001_Cl_00479_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00388_Nu_00001_Cl_00479_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\ts_dead\B_00388_Nu_00001_Cl_00479_0000.log,True,True,True,True,False,True
