identifier,component_id,match_scope,is_ts_candidate_folder,is_ts_candidate_hit,component_missing_candidates,component_match_is_ambiguous,file_identifier,search_space,folder,relative_folder,file_name,suffix,path
B_00436_Nu_00134_Cl_00505_0000,B_00436_Nu_00134_Cl_00505,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00505,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00505.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00505.mol
B_00436_Nu_00134_Cl_00506_0000,B_00436_Nu_00134_Cl_00506,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00506,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00506.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00506.mol
B_00436_Nu_00134_Cl_00507_0000,B_00436_Nu_00134_Cl_00507,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00507,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00507.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00507.mol
B_00436_Nu_00134_Cl_00508_0000,B_00436_Nu_00134_Cl_00508,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00508,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00508.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00508.mol
B_00436_Nu_00134_Cl_00510_0000,B_00436_Nu_00134_Cl_00510,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00510,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00510.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00510.mol
B_00436_Nu_00134_Cl_00511_0000,B_00436_Nu_00134_Cl_00511,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00511,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00511.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00511.mol
B_00436_Nu_00134_Cl_00512_0000,B_00436_Nu_00134_Cl_00512,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00512,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00512.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00512.mol
B_00436_Nu_00134_Cl_00514_0000,B_00436_Nu_00134_Cl_00514,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00514,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00514.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00514.mol
B_00436_Nu_00134_Cl_00515_0000,B_00436_Nu_00134_Cl_00515,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00515,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00515.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00515.mol
B_00436_Nu_00134_Cl_00516_0000,B_00436_Nu_00134_Cl_00516,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00516,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00516.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00516.mol
B_00436_Nu_00134_Cl_00517_0000,B_00436_Nu_00134_Cl_00517,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00517,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00517.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00517.mol
B_00436_Nu_00134_Cl_00520_0000,B_00436_Nu_00134_Cl_00520,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00520,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00520.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00520.mol
B_00436_Nu_00134_Cl_00523_0000,B_00436_Nu_00134_Cl_00523,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00523,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00523.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00523.mol
B_00436_Nu_00134_Cl_00525_0000,B_00436_Nu_00134_Cl_00525,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00525,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00525.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00525.mol
B_00436_Nu_00134_Cl_00526_0000,B_00436_Nu_00134_Cl_00526,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00526,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00526.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00526.mol
B_00436_Nu_00134_Cl_00529_0000,B_00436_Nu_00134_Cl_00529,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00529,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00529.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00529.mol
B_00436_Nu_00134_Cl_00534_0000,B_00436_Nu_00134_Cl_00534,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00534,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00534.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00534.mol
B_00436_Nu_00134_Cl_00537_0000,B_00436_Nu_00134_Cl_00537,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00537,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00537.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00537.mol
B_00436_Nu_00134_Cl_00539_0000,B_00436_Nu_00134_Cl_00539,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00539,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00539.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00539.mol
B_00436_Nu_00134_Cl_00543_0000,B_00436_Nu_00134_Cl_00543,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00543,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00543.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00543.mol
B_00436_Nu_00134_Cl_00544_0000,B_00436_Nu_00134_Cl_00544,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00544,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00544.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00544.mol
B_00436_Nu_00134_Cl_00545_0000,B_00436_Nu_00134_Cl_00545,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00545,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00545.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00545.mol
B_00436_Nu_00134_Cl_00546_0000,B_00436_Nu_00134_Cl_00546,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00546,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00546.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00546.mol
B_00436_Nu_00134_Cl_00549_0001,B_00436_Nu_00134_Cl_00549,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00549,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00549.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00549.mol
B_00436_Nu_00134_Cl_00550_0000,B_00436_Nu_00134_Cl_00550,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00550,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00550.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00550.mol
B_00436_Nu_00134_Cl_00552_0000,B_00436_Nu_00134_Cl_00552,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00552,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00552.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00552.mol
B_00436_Nu_00134_Cl_00553_0000,B_00436_Nu_00134_Cl_00553,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00553,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00553.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00553.mol
B_00436_Nu_00134_Cl_00554_0000,B_00436_Nu_00134_Cl_00554,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00554,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00554.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00554.mol
B_00436_Nu_00134_Cl_00555_0000,B_00436_Nu_00134_Cl_00555,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00555,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00555.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00555.mol
B_00436_Nu_00134_Cl_00557_0000,B_00436_Nu_00134_Cl_00557,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00557,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00557.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00557.mol
B_00436_Nu_00134_Cl_00558_0000,B_00436_Nu_00134_Cl_00558,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00558,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00558.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00558.mol
B_00436_Nu_00134_Cl_00560_0000,B_00436_Nu_00134_Cl_00560,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00560,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00560.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00560.mol
B_00436_Nu_00134_Cl_00561_0000,B_00436_Nu_00134_Cl_00561,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00561,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00561.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00561.mol
B_00436_Nu_00134_Cl_00562_0000,B_00436_Nu_00134_Cl_00562,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00562,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00562.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00562.mol
B_00436_Nu_00134_Cl_00566_0000,B_00436_Nu_00134_Cl_00566,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00566,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00566.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00566.mol
B_00436_Nu_00134_Cl_00570_0000,B_00436_Nu_00134_Cl_00570,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00570,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00570.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00570.mol
B_00436_Nu_00134_Cl_00573_0000,B_00436_Nu_00134_Cl_00573,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00573,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00573.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00573.mol
B_00436_Nu_00134_Cl_00574_0000,B_00436_Nu_00134_Cl_00574,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00574,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00574.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00574.mol
B_00436_Nu_00134_Cl_00575_0000,B_00436_Nu_00134_Cl_00575,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00575,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00575.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00575.mol
B_00436_Nu_00134_Cl_00576_0001,B_00436_Nu_00134_Cl_00576,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00576,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00576.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00576.mol
B_00436_Nu_00134_Cl_00577_0000,B_00436_Nu_00134_Cl_00577,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00577,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00577.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00577.mol
B_00436_Nu_00134_Cl_00578_0000,B_00436_Nu_00134_Cl_00578,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00578,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00578.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00578.mol
B_00436_Nu_00134_Cl_00582_0000,B_00436_Nu_00134_Cl_00582,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00582,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00582.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00582.mol
B_00436_Nu_00134_Cl_00583_0000,B_00436_Nu_00134_Cl_00583,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00583,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00583.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00583.mol
B_00436_Nu_00134_Cl_00584_0000,B_00436_Nu_00134_Cl_00584,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00584,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00584.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00584.mol
B_00436_Nu_00134_Cl_00585_0001,B_00436_Nu_00134_Cl_00585,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00585,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00585.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00585.mol
B_00436_Nu_00134_Cl_00586_0000,B_00436_Nu_00134_Cl_00586,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00586,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00586.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00586.mol
B_00436_Nu_00134_Cl_00587_0001,B_00436_Nu_00134_Cl_00587,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00587,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00587.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00587.mol
B_00436_Nu_00134_Cl_00588_0000,B_00436_Nu_00134_Cl_00588,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00588,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00588.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00588.mol
B_00436_Nu_00134_Cl_00590_0000,B_00436_Nu_00134_Cl_00590,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00590,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00590.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00590.mol
B_00436_Nu_00134_Cl_00591_0000,B_00436_Nu_00134_Cl_00591,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00591,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00591.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00591.mol
B_00436_Nu_00134_Cl_00592_0000,B_00436_Nu_00134_Cl_00592,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00592,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00592.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00592.mol
B_00436_Nu_00134_Cl_00596_0000,B_00436_Nu_00134_Cl_00596,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00596,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00596.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00596.mol
B_00436_Nu_00134_Cl_00597_0000,B_00436_Nu_00134_Cl_00597,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00597,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00597.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00597.mol
B_00436_Nu_00134_Cl_00598_0000,B_00436_Nu_00134_Cl_00598,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00598,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00598.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00598.mol
B_00436_Nu_00134_Cl_00599_0000,B_00436_Nu_00134_Cl_00599,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00599,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00599.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00599.mol
B_00436_Nu_00134_Cl_00604_0000,B_00436_Nu_00134_Cl_00604,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00604,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00604.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00604.mol
B_00436_Nu_00134_Cl_00606_0000,B_00436_Nu_00134_Cl_00606,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00606,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00606.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00606.mol
B_00436_Nu_00134_Cl_00608_0000,B_00436_Nu_00134_Cl_00608,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00608,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00608.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00608.mol
B_00436_Nu_00134_Cl_00609_0000,B_00436_Nu_00134_Cl_00609,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00609,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00609.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00609.mol
B_00436_Nu_00134_Cl_00610_0000,B_00436_Nu_00134_Cl_00610,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00610,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00610.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00610.mol
B_00436_Nu_00134_Cl_00614_0000,B_00436_Nu_00134_Cl_00614,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00614,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00614.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00614.mol
B_00436_Nu_00134_Cl_00616_0001,B_00436_Nu_00134_Cl_00616,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00616,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00616.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00616.mol
B_00436_Nu_00134_Cl_00617_0000,B_00436_Nu_00134_Cl_00617,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00617,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00617.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00617.mol
B_00436_Nu_00134_Cl_00618_0000,B_00436_Nu_00134_Cl_00618,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00618,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00618.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00618.mol
B_00436_Nu_00134_Cl_00619_0000,B_00436_Nu_00134_Cl_00619,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00619,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00619.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00619.mol
B_00436_Nu_00134_Cl_00621_0000,B_00436_Nu_00134_Cl_00621,component_only,False,False,1,False,B_00436_Nu_00134_Cl_00621,Data/first_10000/*,Mols,Mols,B_00436_Nu_00134_Cl_00621.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00134_Cl_00621.mol
B_00436_Nu_00137_Cl_00500_0000,B_00436_Nu_00137_Cl_00500,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00500,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00500.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00500.mol
B_00436_Nu_00137_Cl_00510_0000,B_00436_Nu_00137_Cl_00510,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00510,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00510.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00510.mol
B_00436_Nu_00137_Cl_00517_0000,B_00436_Nu_00137_Cl_00517,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00517,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00517.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00517.mol
B_00436_Nu_00137_Cl_00525_0000,B_00436_Nu_00137_Cl_00525,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00525,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00525.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00525.mol
B_00436_Nu_00137_Cl_00526_0000,B_00436_Nu_00137_Cl_00526,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00526,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00526.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00526.mol
B_00436_Nu_00137_Cl_00539_0000,B_00436_Nu_00137_Cl_00539,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00539,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00539.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00539.mol
B_00436_Nu_00137_Cl_00549_0001,B_00436_Nu_00137_Cl_00549,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00549,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00549.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00549.mol
B_00436_Nu_00137_Cl_00553_0000,B_00436_Nu_00137_Cl_00553,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00553,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00553.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00553.mol
B_00436_Nu_00137_Cl_00557_0000,B_00436_Nu_00137_Cl_00557,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00557,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00557.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00557.mol
B_00436_Nu_00137_Cl_00573_0000,B_00436_Nu_00137_Cl_00573,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00573,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00573.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00573.mol
B_00436_Nu_00137_Cl_00577_0000,B_00436_Nu_00137_Cl_00577,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00577,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00577.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00577.mol
B_00436_Nu_00137_Cl_00582_0000,B_00436_Nu_00137_Cl_00582,component_only,False,False,1,False,B_00436_Nu_00137_Cl_00582,Data/first_10000/*,Mols,Mols,B_00436_Nu_00137_Cl_00582.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00137_Cl_00582.mol
B_00436_Nu_00140_Cl_00488_0000,B_00436_Nu_00140_Cl_00488,component_only,False,False,1,False,B_00436_Nu_00140_Cl_00488,Data/first_10000/*,Mols,Mols,B_00436_Nu_00140_Cl_00488.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00140_Cl_00488.mol
B_00436_Nu_00140_Cl_00500_0000,B_00436_Nu_00140_Cl_00500,component_only,False,False,1,False,B_00436_Nu_00140_Cl_00500,Data/first_10000/*,Mols,Mols,B_00436_Nu_00140_Cl_00500.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00140_Cl_00500.mol
B_00436_Nu_00140_Cl_00526_0000,B_00436_Nu_00140_Cl_00526,component_only,False,False,1,False,B_00436_Nu_00140_Cl_00526,Data/first_10000/*,Mols,Mols,B_00436_Nu_00140_Cl_00526.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00140_Cl_00526.mol
B_00436_Nu_00149_Cl_00526_0000,B_00436_Nu_00149_Cl_00526,component_only,False,False,1,False,B_00436_Nu_00149_Cl_00526,Data/first_10000/*,Mols,Mols,B_00436_Nu_00149_Cl_00526.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00149_Cl_00526.mol
B_00436_Nu_00150_Cl_00526_0100,B_00436_Nu_00150_Cl_00526,component_only,False,False,1,False,B_00436_Nu_00150_Cl_00526,Data/first_10000/*,Mols,Mols,B_00436_Nu_00150_Cl_00526.mol,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00436_Nu_00150_Cl_00526.mol
