key,B_id,LB_id,Cl_id,barrier_kcal,delta_g_rxn_kcal,B_map,Cl_map,C_map,map_order_ok,center_candidate_count,endpoint_status,selected_endpoint,reactant_B_Cl_A,reactant_C_Cl_A,forward_B_Cl_A,forward_C_Cl_A,reverse_B_Cl_A,reverse_C_Cl_A,min_interfragment_distance_all_A,min_pair_all,min_interfragment_distance_heavy_A,min_pair_heavy,min_vdw_ratio,min_vdw_pair,precomplex_by_heavy_distance,precomplex_by_vdw_ratio
B_00388_LB_00001_Cl_00529,388,1,529,12.221616287619128,-34.92470365487784,1,2,19,True,1,threshold,reverse,3.3285658304311783,1.8426556772856397,1.8902843358212014,3.3639227163444168,3.3285658304311783,1.8426556772856397,2.914135111370267,H10--Cl2,3.3285658304311783,B1--Cl2,0.9069661663300214,B1--Cl2,True,True
B_00388_LB_00001_Cl_00550,388,1,550,12.176874895882275,-35.17558175312929,1,2,21,True,1,threshold,reverse,3.14484114959182,1.8580565449977562,1.8953079136082347,3.001207725901191,3.14484114959182,1.8580565449977562,2.847250482477964,H14--Cl2,3.14484114959182,B1--Cl2,0.8569049453928664,B1--Cl2,True,True
B_00388_LB_00001_Cl_00552,388,1,552,10.105844192246268,-46.421421545715134,1,2,18,True,1,threshold,reverse,4.100806172329899,1.8504138396945153,1.8811207280352846,3.241267559102457,4.100806172329899,1.8504138396945153,2.907089136778575,H13--Cl2,3.6894628659247948,C7--C24,0.9854539446707034,H13--Cl2,False,True
B_00388_LB_00001_Cl_00553,388,1,553,13.453039949234752,-36.779971663936436,1,2,19,True,1,threshold,reverse,3.6464283004027376,1.9424484152476225,1.8870855969854679,3.725040063438916,3.6464283004027376,1.9424484152476225,2.8782390372389153,H17--Cl2,3.6464283004027376,B1--Cl2,0.9756742499114966,H17--Cl2,False,True
B_00388_LB_00001_Cl_00554,388,1,554,12.634266205990308,-34.89339095583549,1,2,18,True,1,threshold,reverse,3.3938972097478146,1.8251879641930036,1.8766564858772101,3.292285877977488,3.3938972097478146,1.8251879641930036,2.634458599686281,H14--Cl2,3.3938972097478146,B1--Cl2,0.8930368134529766,H14--Cl2,True,True
B_00388_LB_00001_Cl_00555,388,1,555,13.695572177657462,-36.62826508809993,1,2,19,True,1,threshold,reverse,3.5062273331856275,1.8470106882554849,1.8895350089207132,3.379975137960781,3.5062273331856275,1.8470106882554849,2.8801269873970834,H12--Cl2,3.5062273331856275,B1--Cl2,0.9553752951459475,B1--Cl2,False,True
B_00388_LB_00001_Cl_00557,388,1,557,12.3505066361648,-36.13215647272545,1,2,20,True,1,threshold,reverse,3.5964309725245664,1.8933200145574969,1.8921676522911492,3.3422128072141066,3.5964309725245664,1.8933200145574969,2.9037933323311766,H10--Cl2,3.5964309725245664,B1--Cl2,0.9799539434671843,B1--Cl2,False,True
B_00388_LB_00001_Cl_00558,388,1,558,14.518989487475917,-36.21028134320655,1,2,19,True,1,threshold,reverse,3.4263440238862475,1.8589818294095832,1.8857265567205121,3.2766148449019763,3.4263440238862475,1.8589818294095832,2.8582134639727315,H12--Cl2,3.4263440238862475,B1--Cl2,0.9336087258545633,B1--Cl2,True,True
B_00388_LB_00001_Cl_00560,388,1,560,13.870772690471698,-37.47565324175774,1,2,19,True,1,threshold,reverse,3.465418516875848,1.867445605410235,1.8701767068135566,3.4003345539750938,3.465418516875848,1.867445605410235,2.778111136477625,H9--H28,3.465418516875848,B1--Cl2,0.9442557266691685,B1--Cl2,True,True
B_00388_LB_00001_Cl_00562,388,1,562,12.925053876626606,-38.09475362103572,1,2,19,True,1,threshold,reverse,3.4158099425525714,1.861917937534842,1.8975050908034474,3.414904921926378,3.4158099425525714,1.861917937534842,2.8669898479267415,H17--Cl2,3.4158099425525714,B1--Cl2,0.9307384039652783,B1--Cl2,True,True
B_00388_LB_00001_Cl_00566,388,1,566,10.522259164679284,-48.238750360642484,1,2,19,True,1,threshold,reverse,4.07542278375054,1.8626812070504712,1.9137542957872102,3.2414725319443938,4.07542278375054,1.8626812070504712,2.8587854830647923,H10--Cl2,3.733379943454456,C5--C25,0.9690798247677261,H10--Cl2,False,True
B_00388_LB_00001_Cl_00573,388,1,573,12.209693616577889,-37.35686578806516,1,2,19,True,1,threshold,reverse,3.57349901388625,1.933044147018893,1.8913092473241917,3.343180418605912,3.57349901388625,1.933044147018893,2.8608558882552964,H9--Cl2,3.57349901388625,B1--Cl2,0.9697816570356936,H9--Cl2,False,True
B_00388_LB_00001_Cl_00582,388,1,582,11.536376459565703,-37.4989338256489,1,2,20,True,1,threshold,reverse,3.412819029251185,1.9373063825678167,1.886915374397856,3.290411222527665,3.412819029251185,1.9373063825678167,2.845326950918822,H10--Cl2,3.412819029251185,B1--Cl2,0.929923441212857,B1--Cl2,True,True
B_00388_LB_00001_Cl_00583,388,1,583,12.990314812604517,-39.63955527730195,1,2,22,True,1,threshold,reverse,3.4940716651186476,1.8777294696449218,1.8811854023708032,3.255338507527136,3.4940716651186476,1.8777294696449218,2.88175853616121,H15--Cl2,3.4940716651186476,B1--Cl2,0.9520631240105307,B1--Cl2,True,True
B_00388_LB_00001_Cl_00596,388,1,596,11.730339491453968,-25.169762495358896,1,2,24,True,1,threshold,reverse,3.1761437237798287,1.7828206245612597,1.898138076602964,3.318343793905327,3.1761437237798287,1.7828206245612597,2.962667142875318,H10--Cl2,3.1761437237798287,B1--Cl2,0.8654342571607163,B1--Cl2,True,True
B_00388_LB_00001_Cl_00606,388,1,606,12.486613338299263,-34.16585702123178,1,2,20,True,1,threshold,reverse,3.2798637893908036,1.8512842898906694,1.9357848016525494,3.4925185210710046,3.2798637893908036,1.8512842898906694,2.9736405202899023,H13--Cl2,3.2798637893908036,B1--Cl2,0.8936958554198375,B1--Cl2,True,True
B_00388_LB_00001_Cl_00610,388,1,610,9.500360758226776,-51.409051330385466,1,2,18,True,1,threshold,reverse,3.9655984782257017,1.8548022765076606,1.9021359844987424,3.339962178262652,3.9655984782257017,1.8548022765076606,2.860312777652472,H9--Cl2,3.5374905835596224,C5--O23,0.9695975517466007,H9--Cl2,False,True
B_00388_LB_00002_Cl_00478,388,2,478,12.04967882155385,-23.810891755901086,1,2,30,True,1,threshold,reverse,3.2134895446956095,1.7791547308623836,1.9019303790060247,3.2030492808767397,3.2134895446956095,1.7791547308623836,2.8548632333724853,H16--Cl2,3.2134895446956095,B1--Cl2,0.8756102301622914,B1--Cl2,True,True
B_00388_LB_00002_Cl_00490,388,2,490,10.702479749480842,-26.166748794581434,1,2,27,True,1,threshold,reverse,3.183081383949521,1.7638349246599017,1.9004334310012019,3.2147853504545214,3.183081383949521,1.7638349246599017,2.9078591123288624,H16--Cl2,3.183081383949521,B1--Cl2,0.8673246277791611,B1--Cl2,True,True
