key,B_id,LB_id,Cl_id,barrier_kcal,delta_g_rxn_kcal,B_map,Cl_map,C_map,map_order_ok,center_candidate_count,endpoint_status,selected_endpoint,reactant_B_Cl_A,reactant_C_Cl_A,forward_B_Cl_A,forward_C_Cl_A,reverse_B_Cl_A,reverse_C_Cl_A,min_interfragment_distance_all_A,min_pair_all,min_interfragment_distance_heavy_A,min_pair_heavy,min_vdw_ratio,min_vdw_pair,precomplex_by_heavy_distance,precomplex_by_vdw_ratio
B_00391_LB_00293_Cl_00610,391,293,610,24.35638532958643,-16.671031603000007,1,4,25,True,1,threshold,reverse,3.3408462078111283,1.83770882438432,1.9076972397374798,3.528690807289015,3.3408462078111283,1.83770882438432,2.490004319248061,H23--H34,3.3265664595269997,N13--C28,0.9103123182046672,B1--Cl4,True,True
B_00391_LB_00293_Cl_00621,391,293,621,16.775762855213685,-28.213494899843205,1,4,32,True,1,threshold,reverse,3.1716066401169614,1.8106119272047225,1.909758404093041,3.3010757894118394,3.1716066401169614,1.8106119272047225,2.5249399549840787,H17--F36,3.073653793486345,C12--F28,0.8641979945822783,B1--Cl4,True,True
B_00391_LB_00294_Cl_00520,391,294,520,31.043811493488366,-6.677323269191524,1,4,27,True,1,threshold,reverse,3.4852214743388976,1.8121292385638503,1.9206413890601752,3.3622283471873233,3.4852214743388976,1.8121292385638503,2.546984026355289,H20--H33,3.4852214743388976,B1--Cl4,0.93457741963487,N8--H33,True,True
B_00391_LB_00294_Cl_00535,391,294,535,26.374517024506183,-14.898946186979702,1,4,32,True,1,threshold,reverse,3.27499351943145,1.805517226451191,1.9095119806770002,3.536733663966231,3.27499351943145,1.805517226451191,2.225618861393163,H20--O28,3.0680340196858964,N8--O28,0.8182422284533688,H20--O28,True,True
B_00391_LB_00297_Cl_00482,391,297,482,24.356134326001335,-7.766741643816488,1,4,27,True,1,threshold,reverse,3.323781151413703,1.732525356195112,1.9154079439349208,3.1864292065762267,3.323781151413703,1.732525356195112,2.588360671434335,H25--H48,3.2371486024677645,N14--C39,0.9056624390773033,B1--Cl4,True,True
B_00391_LB_00298_Cl_00446,391,298,446,22.2712984246142,-22.60331343608258,1,4,23,True,1,threshold,reverse,3.1543450957867627,1.8089000080123279,1.9094094823125292,3.1941287783771335,3.1543450957867627,1.8089000080123279,3.0414894755071895,H19--H34,3.1543450957867627,B1--Cl4,0.8594945765086547,B1--Cl4,True,True
B_00391_LB_00298_Cl_00456,391,298,456,24.315722746303614,-12.704358961605582,1,4,29,True,1,threshold,reverse,3.1571096318591785,1.7846356856058885,1.9309971585484011,3.158424552820124,3.1571096318591785,1.7846356856058885,3.1533098137782147,H19--O25,3.157109631859179,B1--Cl4,0.8602478560924194,B1--Cl4,True,True
B_00391_LB_00298_Cl_00463,391,298,463,24.366550975389302,-16.182327593849628,1,4,23,True,1,threshold,reverse,3.3976453672758433,1.805022812534235,1.9302996189672215,3.341574995698136,3.3976453672758433,1.805022812534235,2.8704752102049236,H20--N30,3.3976453672758433,B1--Cl4,0.9257889284130364,B1--Cl4,True,True
B_00391_LB_00298_Cl_00472,391,298,472,21.088443959533024,-18.860159500380398,1,4,25,True,1,threshold,reverse,3.360190239286758,1.7974941498533452,1.9113418718947168,3.1641492070768407,3.360190239286758,1.7974941498533452,2.605726528760261,H17--F29,3.055818444643104,C9--F30,0.9155831714677816,B1--Cl4,True,True
B_00391_LB_00298_Cl_00502,391,298,502,28.528880923388616,-8.503876466103094,1,4,23,True,1,threshold,reverse,3.2872266783346413,1.8278017821224488,1.9123695240298095,3.1677500696202348,3.2872266783346413,1.8278017821224488,2.9269966709665045,H16--H32,3.2872266783346413,B1--Cl4,0.8957020921892755,B1--Cl4,True,True
B_00391_LB_00298_Cl_00533,391,298,533,26.325006564367104,-14.125227590006986,1,4,23,True,1,threshold,reverse,3.356760398807308,1.807770704911715,1.9145566467101462,3.356910304060417,3.356760398807308,1.807770704911715,2.4749499250661615,H15--H35,3.356760398807308,B1--Cl4,0.9146486100292393,B1--Cl4,True,True
B_00391_LB_00301_Cl_00593,391,301,593,25.2471343550847,-10.504375158260105,1,4,38,True,1,threshold,reverse,3.2337993363262356,1.7787189235640914,1.9378320227788064,3.274431070917053,3.2337993363262356,1.7787189235640914,3.2337993363262356,B1--Cl4,3.2337993363262356,B1--Cl4,0.8811442333313994,B1--Cl4,True,True
B_00391_LB_00303_Cl_00452,391,303,452,22.918824961456206,-18.78554868044737,1,4,34,True,1,threshold,reverse,3.156939753932755,1.8091575072251171,1.9174072222485758,3.3536764358584152,3.156939753932755,1.8091575072251171,2.6572391598870055,H22--H37,3.1569397539327544,B1--Cl4,0.8602015678290884,B1--Cl4,True,True
B_00391_LB_00308_Cl_00621,391,308,621,16.46665192172377,-28.161662656702482,1,4,31,True,1,threshold,reverse,3.2352565007122696,1.8156687704096803,1.9043504690337332,3.207258982029671,3.2352565007122696,1.8156687704096803,3.022425682558464,C14--F27,3.022425682558464,C14--F27,0.8815412808480299,B1--Cl4,True,True
B_00391_LB_00309_Cl_00453,391,309,453,26.16894507611156,-6.6616982948242125,1,4,18,True,1,threshold,reverse,3.2642341111429185,1.78943967301583,1.899920908720676,3.1856985468590713,3.2642341111429185,1.78943967301583,3.2642341111429185,B1--Cl4,3.2642341111429185,B1--Cl4,0.8894370875048825,B1--Cl4,True,True
B_00391_LB_00309_Cl_00461,391,309,461,29.08874445308774,-11.438296802892179,1,4,21,True,1,threshold,reverse,3.449347765660778,1.8112896172757684,1.8970641881233223,3.361442525423423,3.449347765660778,1.8112896172757684,2.573277728000808,F14--H24,2.994729186202486,F7--C17,0.9398767753844082,B1--Cl4,True,True
B_00391_LB_00309_Cl_00463,391,309,463,27.038045041128814,-13.405851272454017,1,4,17,True,1,threshold,forward,3.4629941477185606,1.7930938217600327,3.4629941477185606,1.7930938217600327,1.8979904282466757,3.501511636258546,3.0131581679485393,H16--H26,3.3176488894447527,C13--N20,0.9435951356181365,B1--Cl4,True,True
B_00391_LB_00309_Cl_00464,391,309,464,29.207343654145006,-5.432470914810052,1,4,21,True,1,threshold,reverse,3.2882821856175903,1.7902851685019348,1.8990002994860216,3.357873919072156,3.2882821856175903,1.7902851685019348,2.9533676654358496,C2--H28,3.2882821856175903,B1--Cl4,0.8959896963535668,B1--Cl4,True,True
B_00391_LB_00309_Cl_00591,391,309,591,27.049967712027374,-12.663257121888327,1,4,19,True,1,threshold,reverse,3.4135215651388524,1.8143083744622908,1.898215871490121,3.4420957468107996,3.4135215651388524,1.8143083744622908,3.3957110176558016,N10--Cl4,3.3957110176558016,N10--Cl4,0.930114867885246,B1--Cl4,True,True
B_00391_LB_00309_Cl_00597,391,309,597,22.448444215016764,-15.33512769289848,1,4,20,True,1,threshold,reverse,3.2278124951671217,1.8180307273536385,1.902812412516536,3.353691612729024,3.2278124951671217,1.8180307273536385,3.1946850056881977,N10--Cl4,3.1946850056881977,N10--Cl4,0.8795129414624311,B1--Cl4,True,True
B_00391_LB_00309_Cl_00600,391,309,600,27.779760679110993,-8.628562504651875,1,4,18,True,1,threshold,reverse,3.3692233436364827,1.8121774445795864,1.9000043404595157,3.3623672586194386,3.3692233436364827,1.8121774445795864,3.2413381678666293,N10--Cl4,3.2413381678666293,N10--Cl4,0.9180445078028563,B1--Cl4,True,True
B_00391_LB_00309_Cl_00602,391,309,602,22.545080601200816,-14.37566643210936,1,4,17,True,1,threshold,reverse,3.748899889706979,1.7826758832749152,1.893038540555897,3.3191025517033967,3.748899889706979,1.7826758832749152,3.3508614394176313,N11--Cl4,3.3508614394176313,N11--Cl4,1.0154125573992823,N11--Cl4,True,False
B_00391_LB_00309_Cl_00604,391,309,604,27.558250002028196,-9.833191531899605,1,4,17,True,1,threshold,reverse,3.464979122935808,1.8360658536746441,1.8806221186535585,3.356546193750505,3.464979122935808,1.8360658536746441,2.7929824768111238,F14--H25,3.070066247306562,F14--C20,0.9441360007999477,B1--Cl4,True,True
B_00391_LB_00314_Cl_00617,391,314,617,17.052117818886423,-8.554641944310344,1,4,16,True,1,threshold,reverse,3.2766238928882276,1.7026747366423216,1.910172915275735,2.909709205444592,3.2766238928882276,1.7026747366423216,3.2766238928882276,B1--Cl4,3.2766238928882276,B1--Cl4,0.8928130498333046,B1--Cl4,True,True
B_00391_LB_00317_Cl_00476,391,317,476,33.879148159049514,-4.690567024049878,1,4,19,True,1,threshold,reverse,3.1654458567944266,1.7737171468416264,1.8912945639429095,3.4311812948267537,3.1654458567944266,1.7737171468416264,3.165445856794426,B1--Cl4,3.165445856794426,B1--Cl4,0.862519307028454,B1--Cl4,True,True
B_00391_LB_00320_Cl_00574,391,320,574,17.393419963788173,-27.73238374955226,1,4,30,True,1,threshold,reverse,3.475510568974003,1.8188157131015223,1.9021266045337257,3.244550546620286,3.475510568974003,1.8188157131015223,2.7317816215751947,N16--H40,3.045504498598713,C14--O32,0.9458088504964949,C14--O32,True,True
B_00391_LB_00320_Cl_00594,391,320,594,23.37583976615092,-14.38752635205814,1,4,29,True,1,threshold,forward,3.2372760215264313,1.8061809090226815,3.2372760215264313,1.8061809090226815,1.9162413650041583,3.2054272012293463,2.657809634605721,H28--H43,3.2372760215264313,B1--Cl4,0.8820915589990276,B1--Cl4,True,True
B_00391_LB_00321_Cl_00519,391,321,519,20.915690731762673,-14.267232876783629,1,4,34,True,1,threshold,forward,3.430890916977251,1.857957045206643,3.430890916977251,1.857957045206643,1.927951554009851,3.561938670259358,2.5847974498836463,N18--H45,3.430890916977251,B1--Cl4,0.9268542551765527,C16--H44,True,True
B_00391_LB_00321_Cl_00606,391,321,606,28.60800980821011,-5.724827357978059,1,4,36,True,1,threshold,forward,3.3295758916826026,1.8208658511318179,3.3295758916826026,1.8208658511318179,1.9299835398246274,3.467926512744756,3.0917182444555,H21--Cl4,3.3295758916826026,B1--Cl4,0.9072413873794558,B1--Cl4,True,True
B_00391_LB_00324_Cl_00519,391,324,519,25.15620830105019,-11.828356397391733,1,4,23,True,1,threshold,reverse,3.146070336514904,1.8351465191174792,1.902297266961975,3.4029260386498263,3.146070336514904,1.8351465191174792,3.1091043116656607,H21--Cl4,3.146070336514904,B1--Cl4,0.857239873709783,B1--Cl4,True,True
B_00391_LB_00324_Cl_00571,391,324,571,26.889827415175116,-13.567246587303105,1,4,25,True,1,threshold,reverse,3.245863115052297,1.8092918934348323,1.8798242876612166,3.2729468845677894,3.245863115052297,1.8092918934348323,2.4262256316173483,H19--H30,3.245863115052297,B1--Cl4,0.8844313664992635,B1--Cl4,True,True
B_00391_LB_00328_Cl_00516,391,328,516,26.654699793047854,-8.504692227879508,1,4,18,True,1,threshold,reverse,3.213619535980729,1.846535220444495,1.89613386557727,3.3053062972302585,3.213619535980729,1.846535220444495,2.5584135922192095,N13--H31,3.2136195359807296,B1--Cl4,0.875645650130989,B1--Cl4,True,True
B_00391_LB_00328_Cl_00602,391,328,602,21.03761573044733,-17.109911397405085,1,4,17,True,1,threshold,reverse,3.3106091892342113,1.796883213504428,1.889972810565803,3.2705685190434397,3.3106091892342113,1.796883213504428,3.3106091892342113,B1--Cl4,3.3106091892342113,B1--Cl4,0.9020733485651802,B1--Cl4,True,True
B_00391_LB_00328_Cl_00604,391,328,604,23.80304789338522,-12.567436497480687,1,4,17,True,1,threshold,reverse,3.3946574555985762,1.8376791427626857,1.8892771662657122,3.4760514238148144,3.3946574555985762,1.8376791427626857,2.799648971879689,F7--H25,3.017210465972999,F7--C20,0.9249747835418464,B1--Cl4,True,True
B_00391_LB_00328_Cl_00621,391,328,621,20.16161316651884,-25.086805805668465,1,4,24,True,1,threshold,reverse,3.403564974722092,1.8224846350902386,1.893093499075521,3.4396440561263026,3.403564974722092,1.8224846350902386,2.621490292078916,H16--F20,3.02036204332229,N13--F20,0.927401900469235,B1--Cl4,True,True
B_00391_LB_00328_Cl_00622,391,328,622,23.329906107438358,-13.540012696215417,1,4,20,True,1,threshold,forward,3.278138532395176,1.7941512326671354,3.278138532395176,1.7941512326671354,1.8810761885160312,3.2509372294604524,2.9360172158027273,F7--Cl25,2.9360172158027273,F7--Cl25,0.8932257581458246,B1--Cl4,True,True
B_00391_LB_00331_Cl_00519,391,331,519,22.694929750279307,-13.338770560359299,1,4,25,True,1,threshold,reverse,3.142489957048232,1.842599654801878,1.9060569412507067,3.429705765927596,3.142489957048232,1.842599654801878,3.0102534993028405,H16--Cl4,3.142489957048232,B1--Cl4,0.8562642934736328,B1--Cl4,True,True
B_00391_LB_00332_Cl_00443,391,332,443,24.143408774896358,-24.18921693199472,1,4,19,True,1,threshold,reverse,3.3012592650511414,1.8002313421793879,1.8948467877464394,3.348908355911371,3.3012592650511414,1.8002313421793879,2.6196791104034096,F7--H23,3.1823095326686874,F7--C16,0.8995256853000385,B1--Cl4,True,True
B_00391_LB_00332_Cl_00446,391,332,446,23.984021488870734,-24.825511057957705,1,4,16,True,1,threshold,reverse,3.289914287594739,1.808557271521419,1.886300756589468,3.499517676007652,3.289914287594739,1.808557271521419,2.758414400935799,F14--H26,3.064528761949543,F14--C22,0.8964344107887573,B1--Cl4,True,True
B_00391_LB_00332_Cl_00448,391,332,448,24.023554555984944,-24.614668034061992,1,4,24,True,1,threshold,reverse,3.1868107857433263,1.8054067758953936,1.8821960942763107,3.3495495843581717,3.1868107857433263,1.8054067758953936,3.0318950127609954,F14--H29,3.1868107857433263,B1--Cl4,0.8683408135540399,B1--Cl4,True,True
B_00391_LB_00332_Cl_00523,391,332,523,26.577641687785587,-13.622530130042126,1,4,22,True,1,threshold,forward,3.2921592267376742,1.7917913004253594,3.2921592267376742,1.7917913004253594,1.9001858517792414,3.199988383389071,2.989931919580444,C8--O21,2.989931919580444,C8--O21,0.8970461108277041,B1--Cl4,True,True
B_00391_LB_00332_Cl_00544,391,332,544,23.692229803965382,-23.567983021851038,1,4,20,True,1,threshold,reverse,3.213682298676862,1.8252950888785076,1.8681025447573802,3.3187190295181663,3.213682298676862,1.8252950888785076,2.8589881216377937,F11--H25,3.1805071427124636,N12--C16,0.8756627516830686,B1--Cl4,True,True
B_00391_LB_00332_Cl_00575,391,332,575,21.338380794037164,-6.135029991234017,1,4,20,True,1,threshold,reverse,3.2902595911418597,1.8740612626939388,1.8793869109456947,3.409586526862311,3.2902595911418597,1.8740612626939388,2.7235624089344825,F7--H25,3.0286435152447377,F7--O19,0.8965284989487357,B1--Cl4,True,True
B_00391_LB_00332_Cl_00590,391,332,590,22.026695416132885,-26.1449742322722,1,4,18,True,1,threshold,reverse,3.385770401462864,1.8546730899967248,1.8894628150908392,3.359133463245246,3.385770401462864,1.8546730899967248,2.7885818412006484,F14--H28,3.1416866366225964,F14--C23,0.9225532429054125,B1--Cl4,True,True
B_00391_LB_00332_Cl_00621,391,332,621,23.247325922875884,-27.35123478307276,1,4,23,True,1,threshold,reverse,3.4771384453177876,1.8381668496956416,1.8796015651368778,3.366212965471733,3.4771384453177876,1.8381668496956416,2.710895565711818,F14--F29,2.710895565711818,F14--F29,0.9220733216706865,F14--F29,True,True
B_00391_LB_00334_Cl_00487,391,334,487,25.056497120895173,-11.382511252768943,1,4,22,True,1,threshold,reverse,3.2973476475309664,1.7737372600278205,1.9232393192010713,3.6484328623879048,3.2973476475309664,1.7737372600278205,3.197280427546824,H17--Cl4,3.297347647530967,B1--Cl4,0.8984598494634787,B1--Cl4,True,True
B_00391_LB_00340_Cl_00519,391,340,519,17.487922819177864,-20.14605094317265,1,4,21,True,1,threshold,reverse,3.4149808982907945,1.8340654940023269,1.911305195290904,3.4402414719046974,3.4149808982907945,1.8340654940023269,3.4149808982907945,B1--Cl4,3.4149808982907945,B1--Cl4,0.9305125063462656,B1--Cl4,True,True
B_00391_LB_00340_Cl_00553,391,340,553,21.417886184485994,-14.217760067071737,1,4,22,True,1,threshold,reverse,3.4164490911897105,1.9386499378779039,1.9177764323666615,3.617867877973435,3.4164490911897105,1.9386499378779039,3.4164490911897105,B1--Cl4,3.4164490911897105,B1--Cl4,0.9309125589072781,B1--Cl4,True,True
B_00391_LB_00340_Cl_00619,391,340,619,9.23536370733262,-30.437010290522263,1,4,24,True,1,threshold,reverse,3.199662389724422,1.8198710306472268,1.917021647324829,3.101823069817007,3.199662389724422,1.8198710306472268,3.199662389724422,B1--Cl4,3.199662389724422,B1--Cl4,0.8718426130039297,B1--Cl4,True,True
B_00391_LB_00341_Cl_00621,391,341,621,10.88997943874963,-37.42382099833166,1,4,28,True,1,threshold,reverse,3.0604659389924604,1.8195226142746894,1.923346458536007,3.4040869364757707,3.0604659389924604,1.8195226142746894,2.564805725868726,H19--F34,3.0604659389924604,B1--Cl4,0.833914424793586,B1--Cl4,True,True
B_00391_LB_00342_Cl_00519,391,342,519,24.655079613688375,-19.4409818308977,1,4,22,True,1,threshold,reverse,3.3948621632894023,1.8415558982496298,1.9212549319072676,3.5644696427823592,3.3948621632894023,1.8415558982496298,2.3279365413494415,H16--O25,3.1422930263355453,C9--O25,0.8558590225549418,H16--O25,True,True
B_00391_LB_00348_Cl_00519,391,348,519,37.001946697690904,-13.117071630569844,1,4,28,True,1,threshold,reverse,3.359139918147203,1.8307343078254148,1.849033338747033,3.2446377322981683,3.359139918147203,1.8307343078254148,2.499878686443204,N13--H39,3.359139918147203,B1--Cl4,0.909046795070256,N13--H39,True,True
B_00391_LB_00348_Cl_00526,391,348,526,31.885740318795754,-26.067351369032636,1,4,33,True,1,threshold,reverse,3.328631117745101,1.894775823449571,1.8324326318648116,3.312255317507242,3.328631117745101,1.894775823449571,2.5238548365690527,H5--Cl4,3.328631117745101,B1--Cl4,0.855544012396289,H5--Cl4,True,True
B_00391_LB_00349_Cl_00460,391,349,460,17.743444484003323,-28.40024157842804,1,4,23,True,1,threshold,reverse,3.2842464941117013,1.8105769250283181,1.9254648672323262,3.2738671479009347,3.2842464941117013,1.8105769250283181,2.849076662351857,H14--O22,3.240819944167371,N12--Cl4,0.8948900528914717,B1--Cl4,True,True
B_00391_LB_00352_Cl_00476,391,352,476,32.720013534222595,-9.279038333993318,1,4,23,True,1,threshold,reverse,3.6021383938621794,1.7795479619709609,1.887149893477728,3.3609615225159892,3.6021383938621794,1.7795479619709609,2.784173456735948,H15--Cl4,3.4614251681268513,C8--C21,0.9437876124528637,H15--Cl4,True,True
B_00391_LB_00359_Cl_00458,391,359,458,12.945071413483449,-31.738024700297608,1,4,20,True,1,threshold,reverse,3.010409668678667,1.8471164743943465,1.9135507635547586,3.0651262994862054,3.010409668678667,1.8471164743943465,2.569238103981023,F13--H24,3.0104096686786668,B1--Cl4,0.8202751140813807,B1--Cl4,True,True
B_00391_LB_00369_Cl_00593,391,369,593,31.055796915336707,-6.761472226071684,1,4,34,True,1,threshold,reverse,3.5878031956312766,1.80508617706884,1.9114604699017452,3.486369350534593,3.5878031956312766,1.80508617706884,2.543547227291446,C11--H37,3.0030594162438744,C17--F31,0.8770852507901538,C11--H37,True,True
B_00391_LB_00370_Cl_00556,391,370,556,26.21374921858417,-9.270692464235916,1,4,36,True,1,threshold,reverse,3.358037337868804,1.7887456082422675,1.9325451220566623,3.1223951928854237,3.358037337868804,1.7887456082422675,2.745071454994569,H24--O34,3.017303243306844,C12--O34,0.914996549828012,B1--Cl4,True,True
B_00391_LB_00378_Cl_00520,391,378,520,30.33899338472718,-5.06224060488872,1,4,32,True,1,threshold,reverse,3.368365034959988,1.8248231851346584,1.9268559112152108,3.4936712115924706,3.368365034959988,1.8248231851346584,2.3312932647440565,H26--H42,3.368365034959988,B1--Cl4,0.9178106362288796,B1--Cl4,True,True
B_00392_LB_00004_Cl_00520,392,4,520,15.61242391996183,-32.00528078324363,1,3,25,True,1,threshold,forward,3.6387541911468824,1.8109377977967662,3.6387541911468824,1.8109377977967662,1.927283982098383,3.2681429551922907,2.546858132766723,O13--H35,3.500605556792139,O13--Cl3,0.9363449017524716,O13--H35,False,True
B_00392_LB_00046_Cl_00476,392,46,476,40.67795717049126,-11.1298761294218,1,3,23,True,1,threshold,reverse,3.485311860474612,1.767591001685062,1.9106645025113644,3.3869027602582573,3.485311860474612,1.767591001685062,3.130093790945728,H4--Cl3,3.485311860474612,B1--Cl3,0.9496762562601122,B1--Cl3,True,True
B_00392_LB_00085_Cl_00519,392,85,519,11.107913314405913,-29.96418225889626,1,3,48,True,1,threshold,reverse,3.340896671649843,1.827380189464141,1.9271524595407599,3.411271088709603,3.340896671649843,1.827380189464141,2.7442383565401163,H28--Cl3,3.340896671649843,B1--Cl3,0.9103260685694395,B1--Cl3,True,True
B_00392_LB_00085_Cl_00523,392,85,523,15.409424758510648,-36.4787296933423,1,3,54,True,1,threshold,reverse,2.994539398568501,1.836502080099285,1.9145382701617641,3.0573593629354403,2.994539398568501,1.836502080099285,2.230549099060812,H40--O53,2.994539398568501,B1--Cl3,0.8159507898006815,B1--Cl3,True,True
B_00392_LB_00085_Cl_00574,392,85,574,5.694455922254989,-41.987066446224894,1,3,49,True,1,threshold,reverse,2.8051062912456635,1.8872438697977008,1.9273365910086904,3.131751070112853,2.8051062912456635,1.8872438697977008,2.2039532220947886,H39--O51,2.8051062912456635,B1--Cl3,0.7643341393039955,B1--Cl3,True,True
B_00392_LB_00088_Cl_00481,392,88,481,22.682442321189434,-10.271820322933605,1,3,34,True,1,threshold,reverse,3.432753920733614,1.7500969682009049,1.9169869967091586,3.1021358984678606,3.432753920733614,1.7500969682009049,2.8395468790238345,H28--H36,3.432753920733614,B1--Cl3,0.9353552917530285,B1--Cl3,True,True
B_00392_LB_00088_Cl_00604,392,88,604,12.714336354345097,-35.42131427770788,1,3,30,True,1,threshold,reverse,3.3891596294267403,1.8425172094089108,1.918394198529072,3.217048990713384,3.3891596294267403,1.8425172094089108,2.8591369285814205,H28--C34,3.3891596294267403,B1--Cl3,0.923476738263417,B1--Cl3,True,True
B_00392_LB_00106_Cl_00519,392,106,519,14.240626495051051,-28.388318907386804,1,3,22,True,1,threshold,forward,3.5383156759086662,1.8441007163075447,3.5383156759086662,1.8441007163075447,1.921925043956189,3.328942048250615,2.9001579364322554,H14--H29,3.5383156759086662,B1--Cl3,0.964118712781653,B1--Cl3,False,True
B_00392_LB_00114_Cl_00481,392,114,481,25.528509390673424,-6.341417701333716,1,3,35,True,1,threshold,reverse,3.4861754039468527,1.7316889447317032,1.9177850262761462,3.375756781440719,3.4861754039468527,1.7316889447317032,3.2726241824092788,H24--Cl3,3.4861754039468527,B1--Cl3,0.9499115542089517,B1--Cl3,True,True
B_00392_LB_00114_Cl_00482,392,114,482,20.225305329893704,-14.359915955985171,1,3,31,True,1,threshold,reverse,3.4966621482508145,1.7431597420945102,1.894769729757682,3.3915620621838842,3.4966621482508145,1.7431597420945102,2.7514480689024463,H25--C43,3.4053244559702383,O10--Cl3,0.9487751961732573,H25--C43,True,True
B_00392_LB_00114_Cl_00526,392,114,526,12.913005703757149,-36.71730861528188,1,3,36,True,1,threshold,reverse,3.545343608561235,1.9316505682244913,1.9144989011563835,3.3127195434739116,3.545343608561235,1.9316505682244913,2.9182993430828854,H24--O35,3.545343608561235,B1--Cl3,0.966033680806876,B1--Cl3,False,True
B_00392_LB_00114_Cl_00604,392,114,604,15.74049850687377,-31.490911656250667,1,3,31,True,1,threshold,reverse,3.3796127268659055,1.8372323625252198,1.9237138841558532,3.457117134658443,3.3796127268659055,1.8372323625252198,2.701574269602633,H24--N33,3.3796127268659055,B1--Cl3,0.9208754024157781,B1--Cl3,True,True
B_00392_LB_00114_Cl_00610,392,114,610,18.351877210450915,-32.4678176671672,1,3,31,True,1,threshold,reverse,3.4776972716498773,1.853961437011299,1.909018092721229,3.5634958326392074,3.4776972716498773,1.853961437011299,2.7946150309155287,H25--O36,3.2800625464958744,C12--O36,0.9476014364168603,B1--Cl3,True,True
B_00392_LB_00121_Cl_00481,392,121,481,23.95402655884634,-8.794413132940276,1,3,46,True,1,threshold,reverse,3.2673955986860546,1.7340126123725284,1.9151913339554356,3.1608599635255907,3.2673955986860546,1.7340126123725284,2.724615048541353,F8--F44,2.724615048541353,F8--F44,0.8902985282523309,B1--Cl3,True,True
B_00392_LB_00121_Cl_00482,392,121,482,16.933957873906895,-16.812911387805748,1,3,42,True,1,threshold,forward,3.3427332096170943,1.7485896838998567,3.3427332096170943,1.7485896838998567,1.9105120381575722,3.498914205371432,2.4004917856508072,F8--H57,3.139261368611731,F29--C52,0.8990605938767069,F8--H57,True,True
B_00392_LB_00121_Cl_00502,392,121,502,15.527145447055737,-29.838115700879126,1,3,42,True,1,threshold,reverse,3.161127610638014,1.8368473097059537,1.898074280879966,3.3724836912342506,3.161127610638014,1.8368473097059537,2.575482692960487,H32--N44,3.049451338280052,F8--C46,0.861342673198369,B1--Cl3,True,True
B_00392_LB_00121_Cl_00541,392,121,541,9.991825806955914,-39.7016786681451,1,3,42,True,1,threshold,reverse,3.354666966586102,1.855125855309283,1.9066456409393435,3.4281667852681847,3.354666966586102,1.855125855309283,2.6285170111058824,F31--H52,2.8911945975843616,F31--O48,0.9140781925302731,B1--Cl3,True,True
B_00392_LB_00121_Cl_00615,392,121,615,15.763716340100508,-28.585482234860226,1,3,43,True,1,threshold,reverse,3.024443254586371,1.8584406747432105,1.904227845284014,3.417022762783122,3.024443254586371,1.8584406747432105,2.066499527429416,F13--H57,3.024443254586371,B1--Cl3,0.7739698604604555,F13--H57,True,True
B_00392_LB_00131_Cl_00519,392,131,519,10.537884138761235,-32.16510732563235,1,3,38,True,1,threshold,reverse,3.453285200098306,1.8552672567428123,1.9116292861857396,3.451003114843712,3.453285200098306,1.8552672567428123,2.720027598448773,H34--H51,3.4532852000983065,B1--Cl3,0.9409496458033533,B1--Cl3,True,True
B_00392_LB_00138_Cl_00519,392,138,519,13.331616957648949,-35.67595742973581,1,3,56,True,1,threshold,reverse,3.322917658477411,1.8602018472329824,1.9099610786115515,3.4203470848693116,3.322917658477411,1.8602018472329824,2.6037959526539325,H51--H69,3.3229176584774116,B1--Cl3,0.9054271548984772,B1--Cl3,True,True
B_00392_LB_00141_Cl_00526,392,141,526,14.791830400743258,-32.30397506720289,1,3,17,True,1,threshold,reverse,3.522858297166379,1.9930420639978976,1.8815957052315997,3.3486826238765897,3.522858297166379,1.9930420639978976,2.5963665316927034,F8--H20,3.446458751158644,F11--Cl3,0.9599068929608662,B1--Cl3,True,True
B_00392_LB_00144_Cl_00502,392,144,502,28.86943005760641,-7.729530360203303,1,3,23,True,1,threshold,reverse,3.2661878995824782,1.8260909283945856,1.9250132733778746,3.313559236729894,3.2661878995824782,1.8260909283945856,3.0541923972042104,H21--H34,3.116631950234419,F18--C24,0.8899694549271058,B1--Cl3,True,True
B_00392_LB_00144_Cl_00533,392,144,533,25.04093489762032,-13.350881484107195,1,3,23,True,1,threshold,reverse,3.585376349481181,1.8158558983699669,1.9637126254699289,3.4693239006368373,3.585376349481181,1.8158558983699669,2.8382787750344396,H22--C28,3.2559324621168044,F10--C29,0.9684584645590412,C13--Cl3,True,True
B_00392_LB_00144_Cl_00539,392,144,539,18.732586920781337,-5.496539583598232,1,3,23,True,1,threshold,reverse,3.6190518981469446,1.9601841891222875,1.939945864145183,3.463056136090635,3.6190518981469446,1.9601841891222875,2.4474244015372566,F8--H32,3.2270799679515223,F8--C27,0.9166383526356766,F8--H32,True,True
B_00392_LB_00144_Cl_00598,392,144,598,17.507689352734968,-16.918081896596544,1,3,28,True,1,threshold,reverse,3.2643025247377127,1.7789409292640943,1.9576904475828145,3.1812243510335763,3.2643025247377127,1.7789409292640943,2.6811642570297702,F10--H32,3.013888889966085,F8--O24,0.8894557288113658,B1--Cl3,True,True
