n,mean_all_atom_rmsd_A,median_all_atom_rmsd_A,min_all_atom_rmsd_A,max_all_atom_rmsd_A,max_rmsd_system
14,0.2103671618722571,0.042515484673147724,0.015133256000822127,1.3589579863589776,B_00427_L_00072_Cl_00477
