source,BN1_key,Cl1_key,BN2_key,Cl2_key,y11_BN1_Cl1,y12_BN1_Cl2,y21_BN2_Cl1,y22_BN2_Cl2,delta_BN1_inactive_minus_active,delta_BN2_inactive_minus_active,min_delta,diagonal_mean,cross_mean,delta_rule_pass,threshold_rule_pass,delta_margin,threshold_margin,BN1_B_Index,BN1_N_Index,BN1_B_smiles,BN1_N_smiles,BN1_B_type,BN1_Nu_type,BN2_B_Index,BN2_N_Index,BN2_B_smiles,BN2_N_smiles,BN2_B_type,BN2_Nu_type,Cl1_Cl_Index,Cl1_Cl_Atomid,Cl1_Cl_smiles,Cl1_Cl_type,Cl2_Cl_Index,Cl2_Cl_Atomid,Cl2_Cl_smiles,Cl2_Cl_type
observed_DFT,B_00391_Nu_00293,Cl_00455,B_00417_Nu_00254,Cl_00610,14.47591672,24.35623053,24.8236992,18.4551515,9.88031381,6.368547700000001,6.368547700000001,16.46553411,24.589964865,True,False,1.3685477000000006,-0.6437694699999987,391,293,BC#C,COc1nccnc1OC,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00406_Nu_00312,Cl_00455,B_00417_Nu_00254,Cl_00610,13.52025305,23.35028528,24.8236992,18.4551515,9.83003223,6.368547700000001,6.368547700000001,15.987702275,24.08699224,True,False,1.3685477000000006,-1.6497147199999986,406,312,Bc1ccc(OC)cc1,c1cncnc1,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00429_Nu_00191,Cl_00455,B_00417_Nu_00254,Cl_00610,16.40382262,25.19267548,24.8236992,18.4551515,8.788852859999999,6.368547700000001,6.368547700000001,17.42948706,25.00818734,True,False,1.3685477000000006,-0.17630079999999992,429,191,Bc1nc(F)c(F)c(F)n1,CN1[C]N(C)c2ccccc2C1=O,RBH2,NHC,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00388_Nu_00051,Cl_00455,B_00417_Nu_00254,Cl_00610,1.943398875,10.2368091,24.8236992,18.4551515,8.293410225,6.368547700000001,6.368547700000001,10.1992751875,17.53025415,True,False,1.3685477000000006,-14.7631909,388,51,B,CN(C)c1ccc(C#N)cc1,BH3,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00417_Nu_00195,Cl_00455,B_00417_Nu_00254,Cl_00610,20.55004143,28.7160064,24.8236992,18.4551515,8.165964970000001,6.368547700000001,6.368547700000001,19.502596465,26.769852800000002,True,False,1.3685477000000006,-0.5500414300000003,417,195,Bc1c(F)c(F)c(F)c(F)c1F,CN1[C]N(C)C(=O)c2ccccc2C1=O,RBH2,NHC,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00417_Nu_00258,Cl_00455,B_00417_Nu_00254,Cl_00610,18.48365255,26.11151745,24.8236992,18.4551515,7.627864900000002,6.368547700000001,6.368547700000001,18.469402025,25.467608325,True,False,1.3685477000000006,-0.17630079999999992,417,258,Bc1c(F)c(F)c(F)c(F)c1F,C#Cc1cccc(C#C)n1,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00406_Nu_00309,Cl_00455,B_00417_Nu_00254,Cl_00610,18.90829435,25.76568965,24.8236992,18.4551515,6.8573953,6.368547700000001,6.368547700000001,18.681722925,25.294694425,True,False,1.3685477000000006,-0.17630079999999992,406,309,Bc1ccc(OC)cc1,Fc1cnncc1F,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00417_Nu_00329,Cl_00455,B_00417_Nu_00254,Cl_00610,18.61821365,25.2125233,24.8236992,18.4551515,6.59430965,6.368547700000001,6.368547700000001,18.536682575,25.01811125,True,False,1.3685477000000006,-0.17630079999999992,417,329,Bc1c(F)c(F)c(F)c(F)c1F,Cc1ncc(C#N)cn1,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00415_Nu_00300,Cl_00455,B_00417_Nu_00254,Cl_00610,24.54471897,31.0439812,24.8236992,18.4551515,6.499262229999999,6.368547700000001,6.368547700000001,21.499935235000002,27.9338402,True,False,1.3685477000000006,-4.544718970000002,415,300,B[Si](C)(C)C,C#Cc1ccc(C#C)nn1,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
observed_DFT,B_00416_Nu_00309,Cl_00455,B_00417_Nu_00254,Cl_00610,22.22965185,28.64657353,24.8236992,18.4551515,6.4169216800000015,6.368547700000001,6.368547700000001,20.342401674999998,26.735136365000002,True,False,1.3685477000000006,-2.2296518499999998,416,309,BCC=C,Fc1cnncc1F,RBH2,Amine/Aryl N,417,254,Bc1c(F)c(F)c(F)c(F)c1F,N#Cc1cccc(C#N)n1,RBH2,Amine/Aryl N,455,3,N#CC(Cl)(Cl)Cl,CCl3,610,0,ClCc1ccco1,CCl
