,count,mean,std,min,25%,50%,75%,max
barrier_kcal,9237.0,21.006009011705462,6.345884309187424,0.3005768108831721,16.227131736322242,21.324701097828896,25.66116479328093,53.64831719690336
barrier_qharm_kcal,9237.0,15.426717341402558,5.178058040741575,-3.385036179416661,11.72497545942743,15.345377890085569,18.972020918934525,40.35484685144338
barrier_aarontools_rrho_kcal,9237.0,13.128741856428944,5.150498889756339,-5.102724053966044,9.393687259252737,13.108176901405368,16.763625787102146,38.43441680685984
delta_barrier_qharm_vs_original,9237.0,-5.579291670302904,2.631240483766725,-36.30450316177402,-7.440514788218561,-5.455651947607368,-3.679918239312181,6.874785660604236
delta_barrier_qharm_vs_at_rrho,9237.0,2.2979754849736147,0.859061683523759,-1.1345798104457767,1.7211530928214795,2.269423296499649,2.8429360183834174,5.478520982947662
delta_barrier_at_rrho_vs_original,9237.0,-7.877267155276519,2.3573689359683487,-38.54376827424053,-9.607603687325923,-7.743278055063625,-6.179618200986496,4.110131648316603
