B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,G_energy_qharm,deltaG_react_qharm,B_type,LB_type,Cl_type
B,388,0,CN(C)c1ccc(C#N)cc1,51,1,N#CC(Cl)(Cl)Cl,455,3,1,0,-62.53950826,-1995.8698073294947,-63.691987562052574,BH3,Amine/Aryl N,CCl3
B,388,0,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,ClCCl,462,0,0,0,-5.744808308,-1517.1792428465512,-0.8913478838627148,BH3,NHC,CCl2
B,388,0,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CNC(=O)CCl,503,5,0,0,-5.917496308,-1265.552809187528,-1.3023021733380653,BH3,NHC,CCl
B,388,0,CN1[C]N(C)C(Cl)C1Cl,172,2,C=CC(=C)Cl,476,4,0,0,-7.42614875,-1866.7746192342029,-3.276513323850219,BH3,NHC,CCl
B,388,0,CN1[C]N(C)C(Cl)C1Cl,172,2,O=C1NCC1Cl,518,5,0,0,-7.52316025,-1958.0748864727568,-3.5354010258688837,BH3,NHC,CCl
B,388,0,CN1[C]N(C)C(Cl)C1Cl,172,2,CC(Cl)C1(C)COC1,562,2,0,0,-6.8888205,-2021.7739655227208,-2.300490583045121,BH3,NHC,CCl
B,388,0,CN1[C]N(C)C(Cl)C1Cl,172,2,CO[Si](CCl)(OC)OC,608,4,0,0,-6.160293,-2385.656183127504,-2.6279167964899357,BH3,NHC,CCl
B,388,0,C=C1C(=C)N(C)[C]N1C,190,6,OCCCl,606,3,0,0,-4.691317382,-1022.7725427264588,-2.828373153104866,BH3,NHC,CCl
B,388,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,514,8,0,0,-4.645965448,-2382.876760505572,-3.09636393898796,BH3,NHC,CCl
B,388,0,CNC(=S)c1ccncc1,244,7,ClCCl,462,0,1,0,-6.359324078,-1764.9400080749842,-3.8136541880973134,BH3,Amine/Aryl N,CCl2
B,388,0,Cc1nc(C)c(C)nc1C,290,2,ClC(Cl)=C(Cl)Cl,489,0,0,0,-4.181326798,-2364.506240064829,-3.932597759071435,BH3,Amine/Aryl N,CCl2
B,388,0,c1cncnc1,312,2,CC1(CCl)COC1,501,3,0,0,-4.811679412,-1021.5925891698153,-3.4496854613197936,BH3,Amine/Aryl N,CCl
B,388,0,c1ncncn1,315,1,ClCCl,462,0,0,0,-4.784203697,-1266.0913320770687,-3.632618346327073,BH3,Amine/Aryl N,CCl2
BC#N,389,0,N#CP(C#N)C#N,143,2,ClC12CC3CC(CC(C3)C1)C2,508,0,0,0,-4.622708415,-1588.290316564257,-3.9545275109121305,RBH2,Phosphine,CCl
BC#N,389,0,CN1[C]N(C)C(=O)C1=O,160,2,O=C1C=CC(=O)C1Cl,523,7,0,0,-5.00168955,-1375.2967742908004,-3.611159732513069,RBH2,NHC,CCl
BC#N,389,0,Cn1n[n+](C)[c-]c1-c1ccccc1,232,5,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-5.851670303,-3659.9256501004666,-3.0339492894649767,RBH2,NHC,CCl
BC#N,389,0,C#Cc1ccc(C#C)nn1,300,8,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-5.628888978,-1759.9931290208465,-2.8150915368320724,RBH2,Amine/Aryl N,CCl
BC#N,389,0,c1ccc2cnncc2c1,307,5,C=CC(=C)Cl,476,4,0,0,-5.218680305,-1151.7608879290797,-2.614240370284473,RBH2,Amine/Aryl N,CCl
BC#N,389,0,c1cncnc1,312,2,ClC(Cl)=C(Cl)Cl,489,0,0,0,-5.08892209,-2299.5916561863637,-1.7626947683111909,RBH2,Amine/Aryl N,CCl2
BC#N,389,0,Fc1ncnc(F)c1F,317,2,ClC1CCCO1,517,0,0,0,-5.14309542,-1372.3124240155576,-1.9791771540380736,RBH2,Amine/Aryl N,CCl
BC#N,389,0,Fc1ncnc(F)c1F,317,2,CC1(Cl)CCCO1,573,2,0,0,-6.49987592,-1411.613350327939,-3.5891192209640184,RBH2,Amine/Aryl N,CCl
BC#N,389,0,COc1nc(OC)nc(OC)n1,330,3,Clc1ccc(Cl)cc1,477,0,0,0,-5.748272107,-1893.6131480446047,-1.1676540968314577,RBH2,Amine/Aryl N,CCl
BC#N,389,0,COc1nc(OC)nc(OC)n1,330,3,Fc1cc(F)cc(Cl)c1,596,7,0,0,-6.771348107,-1632.4830219030437,-2.1874521888428133,RBH2,Amine/Aryl N,CCl
BC#N,389,0,Fc1nc(F)nc(F)n1,332,2,ClCCCl,504,0,0,0,-6.756466945,-1695.3860332799522,-3.9615583018250144,RBH2,Amine/Aryl N,CCl
BF,390,0,CN1[C]N(C)C(=O)C1,177,2,NCCl,553,2,0,0,-6.245651198,-1060.7881333406765,-3.422938061685071,RBH2,NHC,CCl
BF,390,0,Cc1nc(C)nc(C)n1,331,2,O=CCCCl,550,4,0,0,-6.566293657,-1176.3113987859742,-3.8734649283094895,RBH2,Amine/Aryl N,CCl
BC#C,391,0,CN1[C]N(C)C(=O)C1=O,160,2,CN1CC(=O)C1Cl,526,6,0,0,-7.097899107,-1302.3774062242078,-3.1816165419879057,RBH2,NHC,CCl
BC#C,391,0,COc1nc(OC)c(F)cc1F,282,3,C=CC(=C)Cl,476,4,0,0,-4.443850208,-1393.461853859634,-4.00657992378326,RBH2,Amine/Aryl N,CCl
BC#C,391,0,c1ccncc1,289,3,CN(C)CCCl,495,5,0,1,-4.8315994,-1023.7474956624296,-2.6940359099434974,RBH2,Amine/Aryl N,CCl
BC#C,391,0,Fc1ncnc(F)c1F,317,2,C=CC(=C)Cl,476,4,0,0,-4.690179097,-1279.757624313312,-2.339824952241059,RBH2,Amine/Aryl N,CCl
BC#C,391,0,Cc1nc(C)c(N(C)C)c(C)n1,321,2,OCCCl,606,3,0,0,-5.724543822,-1232.898113837917,-2.047258704856839,RBH2,Amine/Aryl N,CCl
BC#C,391,0,Fc1nc(F)nc(F)n1,332,2,CC(=O)OC(C)(C)Cl,575,7,0,0,-6.134967728,-1486.822941355958,-3.193460096074613,RBH2,Amine/Aryl N,CCl
BC#C,391,0,CC1=Nc2ccccc2C1(C)C,378,2,ClC1CC(Cl)C1,520,0,1,0,-5.062365035,-1660.2186965417986,-2.2964769168058403,RBH2,Amine/Aryl N,CCl
BC,392,0,Cc1cc(N(C)C)cc(C)n1,260,10,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,0,0,-9.197162708,-1826.72896390132,-7.9012624899783965,RBH2,Amine/Aryl N,CCl
Bc1ccccc1,394,0,CN1[C]N(C)C(Cl)C1Cl,172,2,ClCCCl,504,0,1,0,-6.775261825,-2481.2386342419445,-1.6251333419465872,RBH2,NHC,CCl
Bc1ccccc1,394,0,CN1[C]N(C)C(=O)C1,177,2,CC(N)Cl,525,3,2,0,-7.927210637,-1231.7958132642989,-3.995883286117909,RBH2,NHC,CCl
Bc1ccccc1,394,0,[C]1N2C=CC=CC2=C2C=CC=CN12,180,0,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-5.43947622,-3780.2684094743177,-3.021566180851287,RBH2,NHC,CCl
Bc1ccccc1,394,0,CN1[C]SC=C1,209,2,CC1(Cl)CCCO1,573,2,2,0,-5.57290029,-1596.6733442455904,-2.7394016422660807,RBH2,NHC,CCl
Bc1ccccc1,394,0,Fc1cnncc1F,309,3,COC(F)(F)C(Cl)Cl,468,6,0,0,-4.96471474,-2031.78954727657,-3.645621845402044,RBH2,Amine/Aryl N,CCl2
Bc1ccccc1,394,0,Fc1cnncc1F,309,3,FC(F)(F)CC(Cl)Cl,593,6,0,0,-4.81963674,-2055.834421921525,-3.673934934601283,RBH2,Amine/Aryl N,CCl2
Bc1ccccc1,394,0,c1ccc2nccnc2c1,313,4,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-5.97427941,-1900.107110779744,-3.882670139330872,RBH2,Amine/Aryl N,CCl
Bc1ccccc1,394,0,Fc1ncnc(F)c1F,317,2,ClCCCl,504,0,0,0,-4.14200702,-1818.063134813974,-3.851656823308583,RBH2,Amine/Aryl N,CCl
BOC(C)=O,396,0,CN(C)CCO,4,1,CN1CC(=O)C1Cl,526,6,0,0,-63.42810913,-1288.9074943845878,-63.96107929025032,RBH2,Amine/Aryl N,CCl
BOC(C)=O,396,0,CN1[C]N(C)C(=O)C1=O,160,2,CN1CC(=O)C1Cl,526,6,0,0,-5.862317723,-1454.1256363052275,-2.883630996824785,RBH2,NHC,CCl
BOC(C)=O,396,0,CN1[C]Sc2ccccc21,208,2,C/C=C(\Cl)c1ccccc1,484,3,0,0,-4.865503225,-1824.37625484521,-2.851523257711562,RBH2,NHC,CCl
BC=C,397,0,C1CC1P(C1CC1)C1CC1,142,3,FC(F)/C=C/Cl,481,5,0,0,-4.845231837,-1572.470797099566,-3.858088098217083,RBH2,Phosphine,CCl
BC=C,397,0,c1cnccn1,286,2,COC(C)(C)C(Cl)Cl,535,6,1,0,-4.34789981,-1559.7969079037734,-3.659717057912817,RBH2,Amine/Aryl N,CCl2
BC=C,397,0,c1ccc(-c2ncc3ccccn23)cc1,362,5,Nc1nc(=O)c(Cl)c[nH]1,474,6,0,0,-5.305450377,-1568.711005584728,-1.193161938553497,RBH2,Amine/Aryl N,CCl
BC(C)C,398,0,CN1[C]N2C=CC=CC2=C1c1ccccc1,201,2,C=C(F)Cl,490,3,0,0,-4.583084927,-1431.4110116588586,-2.7344752270994768,RBH2,NHC,CCl
BC(C)C,398,0,CC(C)(C)c1ccncc1,237,7,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,3,0,-4.30300344,-3539.1756942453685,-3.460410099087757,RBH2,Amine/Aryl N,CCl
B1OCCO1,400,0,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,0,0,-14.5803892,-2589.5526484316324,-11.727081882868992,R2BH,Phosphine,CCl
B1OCCO1,400,0,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,O=C1NC(=O)C(Cl)=C1Cl,483,6,0,0,-5.108358275,-3064.881654083188,-2.6461216636984752,R2BH,Phosphine,CCl
B1C=CC=C1,401,0,COc1c(C)cncc1C,283,6,CN(CCCl)CCCl,498,4,0,0,-4.386308458,-1793.1640321963846,-2.281165527033967,R2BH,Amine/Aryl N,CCl
B1C=CC=C1,401,0,c1cncnc1,312,2,CNC(=O)CCl,503,5,0,0,-5.916435205,-1151.9894607306617,-3.503735966144668,R2BH,Amine/Aryl N,CCl
B1C=CC=C1,401,0,COc1nc(OC)nc(OC)n1,330,3,FC(F)(F)C1(Cl)CC1,509,5,0,0,-6.610400633,-1717.9966031317283,-2.791546143746888,R2BH,Amine/Aryl N,CCl
CBC#N,402,1,c1cncnc1,312,2,NCCl,553,2,1,0,-4.719917577,-977.353111645246,-0.1276917883222272,R2BH,Amine/Aryl N,CCl
CBC,403,1,CSP(SC)SC,74,2,ClCN1CCCC1,500,0,0,0,-5.96299445,-2471.700946528912,-2.071601004823177,R2BH,Phosphine,CCl
CBC,403,1,CSP(SC)SC,74,2,NCCl,553,2,0,0,-5.50880995,-2315.721408164245,-2.144774808194504,R2BH,Phosphine,CCl
CBOC,404,1,CN1[C]N(C)c2nccnc21,183,2,O=C1NCC1Cl,518,5,0,0,-5.682207652,-1377.2303349525132,-4.094030733251407,R2BH,NHC,CCl
B1CCCCC1,405,0,Cc1cc(N(C)C)cc(C)n1,260,10,ClC=C1CC1,487,0,1,0,-4.685879467,-1297.5986640029882,-3.2381487818347057,R2BH,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,CNC(=O)c1ccncc1,247,7,O=C1NCC1Cl,518,5,2,0,-4.561813305,-1534.6466323338504,-2.1325996215689043,RBH2,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,Cc1cccc(C)n1,252,7,ClC12CC3CC(CC(C3)C1)C2,508,0,0,0,-5.970557708,-1548.5820583187449,-4.061424743829802,RBH2,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,COc1c(C#N)cncc1C#N,284,7,ClCC1CO1,603,0,0,0,-4.605270818,-1571.4639853836402,-3.816770920428355,RBH2,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,N#Cc1nccnc1C#N,292,3,COS(=O)(=O)C(Cl)(Cl)Cl,598,6,0,0,-4.10698499,-2902.7050759101467,-3.526089037135469,RBH2,Amine/Aryl N,CCl3
Bc1ccc(OC)cc1,406,0,c1cncnc1,312,2,ClC1CCCO1,517,0,0,0,-4.736415808,-1327.8560096317417,-1.8590736138915764,RBH2,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,c1cncnc1,312,2,COC(C)Cl,557,4,0,0,-4.868504558,-1289.7501626227354,-1.7996329165116571,RBH2,Amine/Aryl N,CCl
Bc1ccc(OC)cc1,406,0,c1cscn1,339,4,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,3,0,-5.442193295,-3930.41445069788,-1.9837647054375105,RBH2,Amine/Aryl N,CCl
CBc1ccccc1,408,1,COP(OC)N(C)C,77,2,O=c1ccc(Cl)c[nH]1,478,5,0,0,-4.453674975,-1785.5322563532186,-3.680941132161273,R2BH,Phosphine,CCl
CBc1ccccc1,408,1,CC1=C(C)N(C)[C]N1C,151,6,FC(F)/C=C/Cl,481,5,0,0,-4.628619465,-1455.6633263504266,-0.8729119294599978,R2BH,NHC,CCl
CBc1ccccc1,408,1,CNC(=O)c1ccncc1,247,7,COP(=O)(CCl)OC,505,5,1,0,-4.6743479,-1898.94567049571,-3.2906743831387133,R2BH,Amine/Aryl N,CCl
CBc1ccccc1,408,1,c1cnccn1,286,2,COS(=O)(=O)C(C)Cl,556,7,2,0,-5.798251855,-1763.1283550408243,-3.567725166569566,R2BH,Amine/Aryl N,CCl
FBF,409,1,CN1[C]c2ccccc2N1C,200,2,CC1(CCl)COC1,501,3,0,0,-5.575402132,-1414.2729555721342,-3.628453391871628,R2BH,NHC,CCl
FBF,409,1,c1cncnc1,312,2,O=CCCCl,550,4,0,0,-4.567503475,-1141.6713344073023,-3.4894184903595127,R2BH,Amine/Aryl N,CCl
FBc1ccccc1,410,1,CN1[C]N(C)C(=O)C1=O,160,2,ClC(Cl)(Cl)Cl,602,0,0,0,-5.831031827,-2689.313549071124,-3.6750336372102064,R2BH,NHC,CCl4
FBc1ccccc1,410,1,CN1[C]N(C)N(C)C1=O,217,2,NCCl,553,2,1,0,-8.615187205,-1347.1320431204508,-3.533623204069008,R2BH,NHC,CCl
FBc1ccccc1,410,1,Cc1nc(C)c(N(C)C)c(C)n1,321,2,FC(F)(F)C1(Cl)CC1,509,5,0,0,-4.642062398,-1786.9665538195145,-1.8250368311437812,R2BH,Amine/Aryl N,CCl
FBc1ccccc1,410,1,Cc1nc(C)nc(C)n1,331,2,ClCCCl,504,0,1,0,-6.201842912,-1753.623209525752,-3.976651141404327,R2BH,Amine/Aryl N,CCl
FBc1ccccc1,410,1,Cc1ncsc1C,341,2,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,1,0,-4.36510335,-2304.6342721690803,-1.446189702931155,R2BH,Amine/Aryl N,CCl
FBc1ccccc1,410,1,c1ccc2scnc2c1,371,6,OCCCl,606,3,0,0,-6.3797172,-1693.6279692277126,-3.6441422908749184,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,C=CCOP(OCC=C)OCC=C,81,4,Fc1cc(F)cc(Cl)c1,596,7,0,0,-5.30524895,-2295.998200540008,-3.1897471306434166,R2BH,Phosphine,CCl
B1c2ccccc2-c2ccccc21,411,0,CN(C)P(C)N(C)C,135,3,FC(F)/C=C/Cl,481,5,0,0,-4.20722435,-1913.126469228628,-2.1896407153520774,R2BH,Phosphine,CCl
B1c2ccccc2-c2ccccc21,411,0,[C]1N2C=CC=CC2=C2C=CC=CN12,180,0,ClC(Cl)=C(Cl)Cl,489,0,0,0,-5.050728675,-2937.2686654155195,-2.017193667399162,R2BH,NHC,CCl2
B1c2ccccc2-c2ccccc21,411,0,CN1[C]N(C)c2nccnc21,183,2,C=CC(=C)Cl,476,4,0,0,-5.453033357,-1592.9438193638384,-1.383029941015035,R2BH,NHC,CCl
B1c2ccccc2-c2ccccc21,411,0,CN1[C]N(C)c2nccnc21,183,2,CNC(=O)CCl,503,5,0,0,-7.437941357,-1685.4632278919262,-3.780327820103075,R2BH,NHC,CCl
B1c2ccccc2-c2ccccc21,411,0,CN1[C]N(C)C(=O)C(C)(C)C1=O,193,2,CNC(c1ccccc1)C(Cl)(Cl)Cl,546,10,0,0,-6.307711575,-2843.048557071842,-3.0506144282910963,R2BH,NHC,CCl3
B1c2ccccc2-c2ccccc21,411,0,N#Cc1cccc(C#N)n1,254,9,ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1,451,0,0,0,-4.879350268,-2840.23817834739,-3.54000177694318,R2BH,Amine/Aryl N,CCl3
B1c2ccccc2-c2ccccc21,411,0,Cc1nc(C)c(C)c(C)n1,320,2,C=CC(=C)Cl,476,4,0,0,-5.92327621,-1523.941365397215,-0.4803680230046664,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,Fc1nc(F)nc(F)n1,332,2,CC1(Cl)CC(=O)C=CO1,512,2,0,0,-4.941142075,-1908.4048714893163,-0.8414563034806524,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,Fc1nc(F)nc(F)n1,332,2,ClC(Cl)C1OCCO1,540,0,0,0,-5.389490825,-2291.7827544204592,-0.5509416672435834,R2BH,Amine/Aryl N,CCl2
B1c2ccccc2-c2ccccc21,411,0,Fc1nc(F)nc(F)n1,332,2,CC(Cl)C(=O)Nc1ccccc1,615,2,0,0,-7.828959825,-2004.0642326608088,-3.490913041355522,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,Nc1nc(N)nc(N)n1,334,2,ClCC1OCCO1,554,0,0,0,-5.347679872,-1700.5486987591185,-3.863374992683181,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,Cc1ncoc1C,336,2,O=c1ccc(Cl)c[nH]1,478,5,0,0,-6.033006508,-1594.6237197172975,-1.5641517721115996,R2BH,Amine/Aryl N,CCl
B1c2ccccc2-c2ccccc21,411,0,c1ccc(-n2cccn2)cc1,356,8,Clc1ccc(Cl)cc1,477,0,0,0,-5.616243597,-2095.485622509532,-1.0453965212872276,R2BH,Amine/Aryl N,CCl
BC1CC1,412,0,COc1c(C#N)cncc1C#N,284,7,CC(Cl)C1(C)COC1,562,2,1,0,-4.991412355,-1460.498014978386,-3.5088431363715613,RBH2,Amine/Aryl N,CCl
BC1CC1,412,0,c1ccncc1,289,3,ClC1CCCO1,517,0,0,0,-4.230221598,-1082.9531041686937,-3.991449148247369,RBH2,Amine/Aryl N,CCl
BC1CC1,412,0,c1ccncc1,289,3,NCCl,553,2,0,0,-5.010078598,-946.3914738647524,-3.307548481087558,RBH2,Amine/Aryl N,CCl
BC1CC1,412,0,COc1c(C)ncnc1C,318,5,ClCC1OCCO1,554,0,1,0,-5.043890808,-1367.298612274219,-4.075451927820523,RBH2,Amine/Aryl N,CCl
CC(C)BC(C)C,414,3,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,C#CC(C)(C)Cl,578,5,0,0,-4.46058124,-1448.069476997735,-2.465730983270924,R2BH,NHC,CCl
B[Si](C)(C)C,415,0,N#CP(C#N)C#N,143,2,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-4.59943695,-4044.27486788368,-3.4829605958047063,RBH2,Phosphine,CCl
B[Si](C)(C)C,415,0,Cc1nc(C)c(C)c(C)n1,320,2,ClC=C1CC1,487,0,0,0,-4.170875158,-1471.6440053797985,-1.4106170204171913,RBH2,Amine/Aryl N,CCl
BCC=C,416,0,CN1[C]N(C)C(Cl)C1Cl,172,2,ClC1CCOCC1,519,0,0,0,-7.19126295,-2099.1693765498912,-4.097461258199966,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,ClC(Cl)=C(c1ccccc1)c1ccccc1,482,0,0,0,-6.123904275,-2832.8434441449763,-3.3354358067934124,RBH2,Phosphine,CCl2
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,ClC(Cl)=C(Cl)Cl,489,0,0,0,-6.817856525,-3290.0269247011,-3.3942704695872856,RBH2,Phosphine,CCl2
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,CCCCl,493,3,0,0,-7.498129275,-1951.729500027652,-3.9080527454404983,RBH2,Phosphine,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,CN(C)CCCl,495,5,0,1,-6.823629525,-2046.3411451885129,-4.075786676150706,RBH2,Phosphine,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,CC(C)(C)CCl,497,5,0,0,-6.863915025,-2030.3179187712867,-3.498354388555824,RBH2,Phosphine,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,FC(F)(F)C1(Cl)CC1,509,5,0,0,-7.270346775,-2287.5404864424795,-3.4449283640896486,RBH2,Phosphine,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,OCCCl,606,3,0,0,-6.988536525,-1987.6416381683423,-3.179086369396993,RBH2,Phosphine,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,CN1[C]N(C)C(=O)C1=O,160,2,CNC(c1ccccc1)C(Cl)(Cl)Cl,546,10,0,0,-6.894587225,-2991.5115058304877,-3.4631247582620586,RBH2,NHC,CCl3
Bc1c(F)c(F)c(F)c(F)c1F,417,0,[C]1N2C=CC=CC2=C2C=CC=CN12,180,0,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-4.129019025,-4276.455847709474,-1.4086708830017838,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,CN1[C]N(C)c2nccnc21,183,2,ClC1CCCO1,517,0,0,0,-5.0313452,-1935.733054868619,-1.526161357225606,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,CN1[C]N(C)c2nccnc21,183,2,CC(Cl)C1(C)COC1,562,2,0,0,-7.12600295,-2014.2860167475544,-3.539174477587011,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,CN1[C]N(C)CN(C)C1,197,2,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-4.326945075,-4143.631365479579,-1.5311399494029887,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,CN1c2ccccc2[C]N1c1ccccc1,203,8,C/C=C(\Cl)c1ccccc1,484,3,0,0,-4.5591138,-2211.7948304770507,-2.4307783939819325,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1[c-][n+](C)c(-c2ccccc2)s1,226,2,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-8.04315695,-4621.675360219372,-2.2688290154997564,RBH2,NHC,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Fc1nc(F)c(F)c(F)c1F,243,2,CC(N)Cl,525,3,0,0,-4.9932183,-2092.3820020538938,-2.457823812556369,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Fc1cccc(F)n1,253,7,CCCCl,493,3,0,0,-5.733134925,-1778.6473203711805,-3.783586706760065,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#Cc1cccc(C#N)n1,254,9,COS(=O)(=O)C(Cl)Cl,567,6,0,0,-4.102350275,-2808.745071728159,-3.023098702367895,RBH2,Amine/Aryl N,CCl2
Bc1c(F)c(F)c(F)c(F)c1F,417,0,C=Cc1cccc(C=C)n1,256,9,ClC1CCCO1,517,0,0,0,-4.481423025,-1848.2396058146564,-3.869486521009509,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1cc([N+](=O)[O-])cc(C)n1,262,10,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-8.768314775,-2509.722389123427,-3.717490219613496,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Fc1cncc(F)c1F,279,3,NCCl,553,2,0,0,-6.856598375,-1854.625586013342,-3.6889653540206617,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,COc1c(C#N)cncc1C#N,284,7,ClC(Cl)=C(Cl)Cl,489,0,1,0,-6.104250975,-3217.4575243550444,-3.527215383398854,RBH2,Amine/Aryl N,CCl2
Bc1c(F)c(F)c(F)c(F)c1F,417,0,C#Cc1ccc(C#C)nn1,300,8,ClC(Cl)(Cl)C1NCCN1,457,0,1,0,-4.115647,-2816.448659954685,-3.663781203031476,RBH2,Amine/Aryl N,CCl3
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#Cc1ccc(C#N)nn1,302,8,ClC(Cl)(Cl)C(Cl)(Cl)Cl,545,0,1,0,-4.45418325,-4039.387502795232,-3.92158341823882,RBH2,Amine/Aryl N,CCl3
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1cnncc1C,304,3,ClC1CCCO1,517,0,0,0,-5.77820825,-1788.110659731713,-2.197414294307971,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#Cc1cnncc1C#N,306,4,ClC(Cl)(Cl)C(Cl)(Cl)Cl,545,0,0,0,-4.4637087,-4039.3972948713135,-3.209203826170291,RBH2,Amine/Aryl N,CCl3
Bc1c(F)c(F)c(F)c(F)c1F,417,0,c1ccc2ocnc2c1,311,6,Clc1cc(Cl)c(Cl)cc1Cl,618,0,0,0,-4.1152203,-3223.537941939236,-1.9456192548678584,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1nc(N)nc(C)c1C,322,2,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,479,3,0,0,-6.5503219,-2645.0631402071103,-3.675336954075909,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#Cc1cnc(N)nc1,325,4,FC(F)(F)C1(Cl)CC1,509,5,0,0,-4.1411988,-2079.6399448518764,-2.815274728602307,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#Cc1cnc(N)nc1,325,4,NCCl,553,2,0,0,-6.47342805,-1720.5814247901635,-3.628596518127848,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Fc1cnc(F)nc1,328,3,ClCC1CO1,603,0,0,0,-4.602078725,-1868.6812937868888,-3.443191105860981,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1ncc(C#N)cn1,329,2,FC(F)(F)CCl,496,5,0,0,-6.407283275,-1986.2159969966497,-3.919157179229723,RBH2,Amine/Aryl N,CCl
Bc1c(F)c(F)c(F)c(F)c1F,417,0,Cc1ncc(C#N)cn1,329,2,ClCCCl,504,0,0,0,-5.021888775,-2148.08491853965,-3.8187866925028415,RBH2,Amine/Aryl N,CCl
