B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,G_energy_qharm,deltaG_react_qharm,B_type,LB_type,Cl_type
CN1BN(C)CC1,436,2,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,CC(C)(Cl)c1ccccc1,586,3,0,0,-12.0892895,-2634.7564840254004,-13.269019217066017,R2BH,Phosphine,CCl
B,388,0,CN(C)CCF,13,1,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-28.91137225,-3328.747774978409,-30.24203625212841,BH3,Amine/Aryl N,CCl
BSC,418,0,CC(=O)c1cc(C)nc(C)c1,263,7,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-22.91360175,-2136.146858986292,-25.199878425252983,RBH2,Amine/Aryl N,CCl
BSC,418,0,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-8.85885675,-2111.115345447173,-11.457371049891655,RBH2,NHC,CCl
CCBCC,433,2,CC(C)(C)P(c1ccccc1)C(C)(C)C,96,4,CN1CC(=O)C1Cl,526,6,0,0,-34.815206,-1817.7955960878785,-33.95812466407446,R2BH,Phosphine,CCl
FBF,409,1,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-15.96378825,-1872.2161161931515,-16.222109630211698,R2BH,NHC,CCl
BOC,393,0,CN(C)CC#N,67,1,COC(C)(C)Cl,582,5,0,0,-21.20479375,-1100.3963233763257,-20.24050420571187,RBH2,Amine/Aryl N,CCl
FBF,409,1,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,119,8,CN1CC(=O)C1Cl,526,6,0,0,-56.5958565,-2350.3953134169024,-56.208742738201096,R2BH,Phosphine,CCl
B1CCCO1,399,0,CNCCN(C)C,9,1,ClC1C=CC2(C=C1)OCCO2,491,0,0,0,-67.5873975,-1447.0288475786856,-70.71207721421742,R2BH,Amine/Aryl N,CCl
N#CBF,437,2,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-15.907376,-1865.1670791804045,-14.927557574136191,R2BH,NHC,CCl
B1OCCO1,400,0,CP(C)[Si](C)(C)C,104,1,ClC(Cl)N1CCCC1,539,0,0,0,-41.12089075,-2255.2781497032174,-39.487491433823166,R2BH,Phosphine,CCl2
B,388,0,CP(C)Cc1ccccc1,105,1,O=C(C(Cl)Cl)C(F)(F)F,472,3,0,1,-45.8261995,-2128.09098221306,-46.6753870151582,BH3,Phosphine,CCl2
Bc1c(F)c(F)c(F)c(F)c1F,417,0,N#CP(C#N)C#N,143,2,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-38.0123185,-3242.676489986536,-34.95101009634492,RBH2,Phosphine,CCl3
B1OCCO1,400,0,CCN1CCCCC1,35,2,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-49.70283175,-1809.4129897277612,-49.08339678695074,R2BH,Amine/Aryl N,CCl
FBF,409,1,CC(=O)CN(C)C,27,4,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-54.3416255,-1744.7660441358355,-56.495894650650456,R2BH,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1,122,10,ClC1CCCO1,517,0,0,0,-14.940775,-2251.900576124236,-11.681431473532651,R2BH,Phosphine,CCl
B1OCCO1,400,0,CC(C)P(C)C,130,3,CN1CC(=O)C1Cl,526,6,0,0,-52.98114275,-1539.645230968994,-50.49099934062828,R2BH,Phosphine,CCl
FBF,409,1,CP(C)C,69,1,CN1CC(=O)C1Cl,526,6,0,0,-56.91425,-1431.761660581314,-55.94774820353711,R2BH,Phosphine,CCl
COBC#N,441,2,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,0,0,-14.6201225,-1586.6215022760307,-10.760916611145484,R2BH,NHC,CCl
FBF,409,1,C1CC1P(C1CC1)C1CC1,142,3,CN1CC(=O)C1Cl,526,6,1,0,-54.37055325,-1663.8461262107726,-53.36943090033891,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,COC(=O)c1c(C)ncnc1C,316,7,CN1CC(=O)C1Cl,526,6,0,0,-7.799323,-1609.631571063578,-7.0284181984899865,R2BH,Amine/Aryl N,CCl
B1C=CC=C1,401,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,CN1CC(=O)C1Cl,526,6,0,0,-7.6154655,-1610.7753658840693,-6.113875559084504,R2BH,NHC,CCl
FBF,409,1,CC(=O)CN(C)C,27,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-58.05008775,-2421.287386930253,-57.0028243464324,R2BH,Amine/Aryl N,CCl3
BC#N,389,0,CN(C)CCF,13,1,O=C1NC(=O)C(Cl)=C1Cl,483,6,0,0,-5.50035125,-1709.8386509961624,-5.874412186508557,RBH2,Amine/Aryl N,CCl
CCBCC,433,2,CN(C)P(N(C)C)N(C)C,73,3,CN1CC(=O)C1Cl,526,6,2,0,-41.5228045,-1674.226205239977,-40.32380485117203,R2BH,Phosphine,CCl
BN(C)C,395,0,CC1=C(C)N(C)N(C)[C]1,214,8,CN1CC(=O)C1Cl,526,6,1,0,-23.14050575,-1289.4327876247614,-20.0602734870008,RBH2,NHC,CCl
CN1BN(C)CC1,436,2,CN1[C]N(C)N(C)C1=O,217,2,CN1CC(=O)C1Cl,526,6,1,0,-14.35939625,-1474.2034745602546,-12.47651281791548,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,CN1CCN(C)P1c1ccccc1,83,6,CC(N)Cl,525,3,0,0,-16.2764715,-1728.2771053290403,-13.553524074640386,R2BH,Phosphine,CCl
B1OCCO1,400,0,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,71,5,CC(N)Cl,525,3,0,0,-21.60501325,-2110.5147542845607,-20.117606316455586,R2BH,Phosphine,CCl
CBC,403,1,CN(C)C(C)(C)C,32,1,ClCN1CCCC1,500,0,0,0,-34.819473,-1108.2745376988046,-32.75829349712757,R2BH,Amine/Aryl N,CCl
BN(C)C,395,0,[C]1C2=C(CCCC2)N2CCCCN12,181,0,CN1CC(=O)C1Cl,526,6,1,0,-24.41684075,-1444.2345373400588,-21.50926137782388,RBH2,NHC,CCl
B,388,0,CN1CCN(C)P1c1ccccc1,83,6,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-48.6635035,-2736.462102585036,-48.44398575335407,BH3,Phosphine,CCl3
BOC,393,0,CN1C2CCC1CC(O)C2,63,1,CC(C)(N)Cl,577,4,0,0,-41.9065835,-1218.258584428314,-42.51244239665651,RBH2,Amine/Aryl N,CCl
CBOC,404,1,C1CCP2CCCCC2C1,113,3,CN1CC(=O)C1Cl,526,6,0,0,-49.405836,-1620.3755468865647,-47.76010787105344,R2BH,Phosphine,CCl
FBF,409,1,COc1ccccc1P(c1ccccc1)c1ccccc1,136,8,ClC(Cl)N1CCCC1,539,0,0,0,-42.258109,-2546.3015836503278,-41.698001949846194,R2BH,Phosphine,CCl2
BOC(C)=O,396,0,CC(C)(C)P(C(C)(C)C)C(C)(C)C,85,4,CN1CC(=O)C1Cl,526,6,1,0,-45.389585,-1814.6715413105808,-43.733236747625845,RBH2,Phosphine,CCl
CN1BN(C)CC1,436,2,c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1,122,10,NCCl,553,2,0,0,-15.720632,-2115.3389458202946,-10.997530806372843,R2BH,Phosphine,CCl
Bc1ccccc1,394,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,1,0,-18.43525975,-1610.8139599596907,-15.047508213399928,RBH2,NHC,CCl
FBF,409,1,Cc1cncc(C)c1C#N,280,3,ClC(Cl)N1CCCC1,539,0,0,0,-8.9430045,-1814.7965055573927,-7.50401865400584,R2BH,Amine/Aryl N,CCl2
BC#C,391,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,0,0,-20.44827975,-1455.9559731464392,-15.372696832053371,RBH2,NHC,CCl
B1CCCO1,399,0,COP(OC)N(C)C,77,2,CN1CC(=O)C1Cl,526,6,0,0,-43.30421425,-1670.1871672182128,-41.99810705202963,R2BH,Phosphine,CCl
N#CBC#N,423,2,CN(C)CCO,4,1,ClCN1CCCC1,500,0,2,0,-12.88188475,-1210.8834940653896,-11.94234807403493,R2BH,Amine/Aryl N,CCl
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,COS(=O)(=O)C(Cl)Cl,567,6,0,0,-17.75454775,-2453.129962099199,-16.03083116866199,R2BH,Phosphine,CCl2
FBF,409,1,CC(=O)c1cc(C)nc(C)c1,263,7,ClC(Cl)N1CCCC1,539,0,0,0,-10.6643625,-1875.1626539065687,-8.80793922051222,R2BH,Amine/Aryl N,CCl2
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CC(C)(C)CCl,497,5,0,0,-13.09310125,-1872.483619464472,-12.453475349854155,R2BH,Phosphine,CCl
CCBCC,433,2,CNc1nccs1,343,3,CN1CC(=O)C1Cl,526,6,1,0,-39.5996425,-1593.0008492089655,-37.57477208179585,R2BH,Amine/Aryl N,CCl
B1OCCO1,400,0,Cc1[c-][n+](C)c(C)n1C,229,2,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-44.1296905,-1830.403008459104,-46.75930966159881,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,ClC1C=CC2(C=C1)OCCO2,491,0,0,0,-40.091979,-2135.983706578661,-41.17796748964998,R2BH,Phosphine,CCl
B1C=CC=C1,401,0,N#CP(C#N)C#N,143,2,NCCl,553,2,0,0,-14.467891,-1354.8565746563504,-13.194201802096186,R2BH,Phosphine,CCl
B1C2CCCC1CCC2,413,0,CC(=O)CN(C)C,27,4,ClCN1CCCC1,500,0,1,0,-17.67793,-1376.4114215473774,-15.561905728391244,R2BH,Amine/Aryl N,CCl
B1OCCO1,400,0,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-46.27881525,-2979.3692059725154,-47.20755747633257,R2BH,Phosphine,CCl
CBOC,404,1,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CN1CC(=O)C1Cl,526,6,0,0,-11.64683925,-1457.452666431598,-7.90975981819449,R2BH,NHC,CCl
BOC,393,0,COC(=O)CN(C)C,6,5,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-63.1371675,-2412.4234710418723,-63.28215453839329,RBH2,Amine/Aryl N,CCl3
BN(C)C,395,0,c1ccc(CP(Cc2ccccc2)Cc2ccccc2)cc1,78,5,CN1CC(=O)C1Cl,526,6,0,0,-42.40965025,-2060.1262303586705,-42.1229642519092,RBH2,Phosphine,CCl
CC(=O)OBC#N,424,4,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-12.96885625,-1993.7676533068895,-11.51572016303173,R2BH,NHC,CCl
FBF,409,1,C=CP(c1ccccc1)c1ccccc1,91,2,ClC(Cl)N1CCCC1,539,0,2,0,-42.1540695,-2278.1645295881763,-39.98736753856638,R2BH,Phosphine,CCl2
BC1CC1,412,0,CN1[C]N(C)C(=O)C1=O,160,2,CN1CC(=O)C1Cl,526,6,0,0,-5.35226125,-1342.8815087745763,-2.682529232709986,RBH2,NHC,CCl
N#CBF,437,2,CC12COCN1COC2,66,5,O=C=NC(=O)C(Cl)(Cl)Cl,445,6,0,0,-76.31661275,-2357.966904112361,-77.62398035130246,R2BH,Amine/Aryl N,CCl3
B,388,0,C1CN2CCN1CC2,33,2,COC(C)(C)C(Cl)Cl,535,6,0,0,-43.6989745,-1563.2939948011583,-44.889721376947406,BH3,Amine/Aryl N,CCl2
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,CNC(=O)CCl,503,5,0,0,-10.141153,-1538.435503389931,-8.708907291506673,R2BH,Phosphine,CCl
CN(C)BC#N,434,3,CN1[C]c2ccccc2C=C1,223,2,CN1CC(=O)C1Cl,526,6,3,0,-5.8865775,-1439.5325003506634,-3.822177887805028,R2BH,NHC,CCl
CBC,403,1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,85,4,CC(C)(Cl)c1ccccc1,586,3,0,0,-39.2703305,-1728.931457687634,-40.67952271898688,R2BH,Phosphine,CCl
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,C=CC(C)(C)Cl,585,5,0,1,-36.185666,-1199.376753308036,-36.78497128722332,RBH2,NHC,CCl
B1CCCO1,399,0,CN1[C]c2ccccc2C=C1,223,2,CN1CC(=O)C1Cl,526,6,0,0,-11.44315275,-1405.2623894763171,-10.756100944058886,R2BH,NHC,CCl
N#CBF,437,2,CC12COCN1COC2,66,5,CC(=O)C(Cl)(Cl)Cl,443,4,0,0,-74.89959225,-2229.7751248992317,-76.17767925926962,R2BH,Amine/Aryl N,CCl3
CBOC,404,1,Cc1cc(C)c(C)nc1C,275,7,CN1CC(=O)C1Cl,526,6,0,0,-18.73106325,-1331.440612126171,-18.36696155045073,R2BH,Amine/Aryl N,CCl
CCBCC,433,2,C=CCN(C)Cc1ccccc1,8,3,O=C1NC(=O)C(Cl)=C1Cl,483,6,0,0,-4.824471,-1944.5864511325085,-6.572972480583642,R2BH,Amine/Aryl N,CCl
B1CCCO1,399,0,c1ccc(P(c2ccccc2)c2ccccn2)cc1,132,4,CN1CC(=O)C1Cl,526,6,0,0,-45.51828525,-2016.2884063842707,-42.6620076657022,R2BH,Phosphine,CCl
CCBCC,433,2,C=CCN(C)Cc1ccccc1,8,3,CC1(Cl)CCCO1,573,2,0,0,-21.87057125,-1397.263378826808,-23.242420780355705,R2BH,Amine/Aryl N,CCl
B1OCCO1,400,0,Cc1[c-][n+](C)c(C)n1C,229,2,NCCl,553,2,0,0,-19.428404,-1192.729827647753,-16.573479414651025,R2BH,NHC,CCl
Bc1ccc(OC)cc1,406,0,CN(C)c1ccc(C#N)cc1,51,1,CN1CC(=O)C1Cl,526,6,1,0,-51.09337175,-1575.9987069501267,-45.38962077773348,RBH2,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-26.67596625,-2552.85077441915,-23.10221962215841,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CN(CCCl)CCCl,498,4,0,0,-14.19448925,-2387.41221859534,-14.168161631709284,R2BH,Phosphine,CCl
BF,390,0,CN(C)c1ccc(C#N)cc1,51,1,CC1(Cl)CCCO1,573,2,2,0,-40.287508,-1314.954471656261,-40.36441129460594,RBH2,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,C=CC(Cl)(Cl)Cl,454,3,0,0,-41.359278,-2711.880180091501,-41.76065003912828,R2BH,Phosphine,CCl3
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,O=C=NC(=O)C(Cl)(Cl)Cl,445,6,0,0,-24.56003625,-2912.5060919178577,-24.105283295527578,R2BH,Phosphine,CCl3
CCBCC,433,2,COCCN(C)C,17,4,CN1CC(=O)C1Cl,526,6,0,0,-55.57748675,-1257.470660730853,-55.02583153537299,R2BH,Amine/Aryl N,CCl
FBF,409,1,Cc1cc(N(C)C)cc(C)n1,260,10,C=CC(=O)C(Cl)(Cl)Cl,544,5,0,0,-45.27456425,-2295.405480523893,-46.15233117088815,R2BH,Amine/Aryl N,CCl3
B1OCCO1,400,0,COC(=O)C1CN(C)C1,65,6,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-66.70193225,-2563.8723882080008,-66.51595336854054,R2BH,Amine/Aryl N,CCl3
FBF,409,1,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,118,6,CN1CC(=O)C1Cl,526,6,1,0,-55.07260025,-2350.399175262657,-53.905690923136426,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,C=CC(=O)C(Cl)(Cl)Cl,544,5,0,0,-38.21945625,-2825.201148826886,-38.71426211582323,R2BH,Phosphine,CCl3
BN(C)C,395,0,COP(C)C,106,2,CN1CC(=O)C1Cl,526,6,0,0,-36.84761575,-1442.332917054895,-34.6352244382493,RBH2,Phosphine,CCl
CC(C)BC(C)C,414,3,CC(C)(C)P(C1CCCCC1)C1CCCCC1,138,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-45.13362775,-3100.8441794149494,-45.83975728765506,R2BH,Phosphine,CCl3
BC(C)C,398,0,[C]1N(Cc2ccccc2)C=CN1Cc1ccccc1,159,0,CN1CC(=O)C1Cl,526,6,0,0,-35.954997,-1656.806100969966,-34.57057489584974,RBH2,NHC,CCl
BOC,393,0,COC(=O)CN(C)C,6,5,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-44.59517,-1767.9189289560863,-42.35514313833402,RBH2,Amine/Aryl N,CCl
CCBCC,433,2,CCN(C)C,29,2,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-46.997742,-1621.987694072315,-45.48235074803054,R2BH,Amine/Aryl N,CCl
FBF,409,1,CP1CCCC1,93,1,CN1CC(=O)C1Cl,526,6,0,0,-56.32785125,-1509.156265580122,-53.9348022684264,R2BH,Phosphine,CCl
CCBCC,433,2,CN1CCCCC1,34,1,CN1CN(C)C(Cl)=C1Cl,488,6,2,0,-48.02201025,-1699.387228652805,-46.909493123383385,R2BH,Amine/Aryl N,CCl
B1C2CCCC1CCC2,413,0,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-7.39515025,-1985.561317098863,-9.38416875071044,R2BH,NHC,CCl
C=CBC,440,2,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,0,0,-8.21780275,-1496.48447076841,-7.518586965525341,R2BH,NHC,CCl
CBC,403,1,CN(C)C(C)(C)C,32,1,CN(C)CCCl,495,5,0,1,-31.586342,-1070.154178141884,-32.64900382303441,R2BH,Amine/Aryl N,CCl
BC(C)C,398,0,CN1[C]N(C)C(=O)C(C)(C)C1=O,193,2,CN1CC(=O)C1Cl,526,6,2,0,-16.45085375,-1461.9717998353162,-14.099290744564293,RBH2,NHC,CCl
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,CC(=O)CC(Cl)(Cl)Cl,458,5,0,0,-22.70891125,-2441.574164851558,-20.50905184193644,R2BH,Phosphine,CCl3
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,514,8,0,0,-10.2472005,-2884.1999215913265,-6.7470963753848405,R2BH,Phosphine,CCl
BC,392,0,Cc1[c-][n+](C)c(C)n1C,229,2,ClC(Cl)N1CCCC1,539,0,0,0,-32.99514225,-1619.6909072505891,-31.40602499477145,RBH2,NHC,CCl2
BC(=O)OC,421,0,N#CP(C#N)C#N,143,2,ClC(Cl)N1CCCC1,539,0,0,0,-21.8612215,-2044.7183765116497,-20.277030573402264,RBH2,Phosphine,CCl2
FBF,409,1,C1CCP2CCCCC2C1,113,3,CN1CC(=O)C1Cl,526,6,0,0,-55.6982805,-1665.139206318515,-55.3470625210226,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,CC1(Cl)CC(=O)C=CO1,512,2,0,0,-5.54000925,-2055.828027618145,-4.278791136271543,R2BH,Phosphine,CCl
CBc1ccccc1,408,1,CC(=O)n1cccn1,352,7,CN1CC(=O)C1Cl,526,6,1,0,-7.43656525,-1421.297224821055,-3.5203596416292826,R2BH,Amine/Aryl N,CCl
BC,392,0,CN1CCOCC1,44,1,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,0,0,-31.55728875,-1692.9232116576788,-32.927810732154775,RBH2,Amine/Aryl N,CCl
BF,390,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,CN1CC(=O)C1Cl,526,6,0,0,-8.66295125,-1556.512243637137,-7.371175899061661,RBH2,NHC,CCl
CN(C)BC#N,434,3,CN1[C]c2ccccc2C1(C)C,178,2,CN1CC(=O)C1Cl,526,6,3,0,-10.10482075,-1480.0204606887369,-7.287105728244814,R2BH,NHC,CCl
BOC(C)=O,396,0,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-14.48677875,-1901.5021695167188,-14.302634662425538,RBH2,NHC,CCl
BC(F)(F)F,439,0,CN(C)c1ccc(C#N)cc1,51,1,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-59.34675375,-2691.0386229248984,-60.15646769762599,RBH2,Amine/Aryl N,CCl3
B1OCCO1,400,0,CC(C)P(c1ccccc1)c1ccccc1,97,3,ClC(Cl)N1CCCC1,539,0,1,0,-38.822923,-2347.9734154442317,-36.036296124449215,R2BH,Phosphine,CCl2
BC(F)(F)F,439,0,N#CP(C#N)C#N,143,2,CC(C)Cl,555,3,0,0,-15.4574585,-1561.5659771897604,-15.055435221543751,RBH2,Phosphine,CCl
BC=C,397,0,CN(C)CCO,4,1,CC(=O)C(F)(Cl)Cl,532,5,0,1,-37.74531725,-1603.8448267505028,-39.01229480456259,RBH2,Amine/Aryl N,CCl2
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,ClCc1ccco1,610,0,0,0,-14.763067,-1941.299092546093,-13.856775953635465,R2BH,Phosphine,CCl
B1OCCO1,400,0,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,71,5,CC1(Cl)CCCO1,573,2,0,0,-21.70503675,-2247.078100959116,-21.74749631329133,R2BH,Phosphine,CCl
BF,390,0,CN(C)c1ccc(C#N)cc1,51,1,CC(N)Cl,525,3,2,0,-40.1874845,-1178.3911249817056,-38.73452129777019,RBH2,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CC(Cl)C(C)(C)C,560,2,0,0,-16.52740875,-1911.7767600191205,-15.830187135550569,R2BH,Phosphine,CCl
B1OCCO1,400,0,CN1[C]c2ccccc2N1C,200,2,CN1CC(=O)C1Cl,526,6,0,0,-14.9065135,-1458.438092335519,-12.619657509848889,R2BH,NHC,CCl
FBF,409,1,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,117,5,ClC(Cl)N1CCCC1,539,0,0,0,-42.771404,-2729.5248426430094,-41.60409827693925,R2BH,Phosphine,CCl2
B1OCCO1,400,0,[C]1c2ccccc2N2CCCCN12,182,0,CN1CC(=O)C1Cl,526,6,0,0,-14.679735,-1535.8439233997435,-12.515339769026523,R2BH,NHC,CCl
B1CCCCC1,405,0,CN(C)Cc1ccccc1,7,1,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-53.1257815,-1851.8015247763065,-52.330959513888885,R2BH,Amine/Aryl N,CCl
B,388,0,CC(C)N(C)C(C)C,25,3,CC(Cl)C#N,527,2,1,0,-50.85580025,-989.1845519729144,-52.5026887777109,BH3,Amine/Aryl N,CCl
BC(C)(F)F,430,0,CN(C)c1ccc(C#N)cc1,51,1,ClCN1CCCC1,500,0,0,0,-32.438738,-1472.8640035647222,-30.12926314459566,RBH2,Amine/Aryl N,CCl
CBC,403,1,CSP(SC)SC,74,2,COC(C)Cl,557,4,0,0,-4.86105425,-2414.1771914591804,-2.7692347779743964,R2BH,Phosphine,CCl
N#CBC#N,423,2,Cc1nc2ccccc2nc1C,369,2,CN1CC(=O)C1Cl,526,6,0,0,-21.16777125,-1453.2045788677851,-16.679352456356035,R2BH,Amine/Aryl N,CCl
B(c1ccccc1)c1ccccc1,438,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CN1CC(=O)C1Cl,526,6,0,0,-8.2781055,-1841.8397982328347,-5.490469824177474,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,c1ccc(OP(c2ccccc2)c2ccccc2)cc1,137,5,COC(C)(C)Cl,582,5,0,0,-9.50380125,-2097.3183806842785,-9.195201026413397,R2BH,Phosphine,CCl
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,ClCc1nccs1,604,0,0,0,-19.9563825,-1898.3024905200004,-20.20623629713952,R2BH,Phosphine,CCl
CBOC,404,1,CN(C)C,1,1,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-50.66002025,-1579.3611148684656,-51.15259858956925,R2BH,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,ClC12CC3CC(CC(C3)C1)C2,508,0,0,0,-9.5637275,-2065.398472711204,-10.052755498539982,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-22.8401215,-3018.1744066793385,-26.4021256592567,R2BH,Phosphine,CCl
BOC,393,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,CN1CC(=O)C1Cl,526,6,0,0,-13.71570675,-1571.7417652579393,-12.952692175724938,RBH2,NHC,CCl
BC1CCCC1,426,0,CN(C)CC#N,67,1,ClC(Cl)N1CCCC1,539,0,0,0,-23.49140375,-1658.9586289587687,-22.90167392860794,RBH2,Amine/Aryl N,CCl2
BC(C)C,398,0,CN1[C]N(C)C(=O)c2ccccc2C1=O,195,2,CN1CC(=O)C1Cl,526,6,1,0,-9.86938275,-1575.084997075674,-9.011093536885747,RBH2,NHC,CCl
B1OCCO1,400,0,CP(C)C(C)(C)C,103,1,CN1CC(=O)C1Cl,526,6,1,0,-52.76465525,-1578.9376737953485,-50.579670148946825,R2BH,Phosphine,CCl
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,COS(=O)(=O)C(C)Cl,556,7,0,0,-14.3058705,-2032.8335316663256,-11.211850007081402,R2BH,Phosphine,CCl
BC,392,0,COC(OC)(OC)N(C)C,18,7,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,0,0,-29.37622425,-1883.82073565926,-30.734192653842648,RBH2,Amine/Aryl N,CCl
CBC#N,402,1,Cn1cccc1,46,1,CN1CC(=O)C1Cl,526,6,0,0,-25.5870655,-1153.1161063177897,-24.670671135885584,R2BH,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,COC(C)Cl,557,4,0,0,-18.80059025,-2214.9247749138663,-12.672889732496277,R2BH,Phosphine,CCl
B1C=CC=C1,401,0,CC(C)(C)N1[C]N(C(C)(C)C)CC1,171,5,CN1CC(=O)C1Cl,526,6,0,0,-4.53663675,-1467.435454283086,-6.137745345918313,R2BH,NHC,CCl
B1CCCO1,399,0,CN1[C]N(C)C(=O)NC1=O,194,2,CN1CC(=O)C1Cl,526,6,0,0,-8.13961625,-1473.5425643438275,-8.058439040071006,R2BH,NHC,CCl
FBF,409,1,Cc1nc2ccccc2n1C,376,2,CN1CC(=O)C1Cl,526,6,0,0,-46.1351805,-1429.181960550575,-42.093056599240136,R2BH,Amine/Aryl N,CCl
