component_key,component_type,spin_metric_label,spin_metric_value,max_abs_spin_density,spin_contamination_before,n_reactions,outlier_fraction,mean_abs_bep_residual,median_abs_bep_residual
BN_00388_00000,BN_radical_complex_r,BN B-atom spin density,1.10245,1.10245,0.0029,1,0.0,0.8323730183173552,0.8323730183173552
BN_00388_00001,BN_radical_complex_r,BN B-atom spin density,1.100749,1.100749,0.0026,41,0.0,2.337992683155209,1.3965539626019332
BN_00388_00002,BN_radical_complex_r,BN B-atom spin density,1.076253,1.076253,0.0027,13,0.0,2.049034289216494,1.0322119899174602
BN_00388_00003,BN_radical_complex_r,BN B-atom spin density,1.083807,1.083807,0.0028,1,0.0,5.458532936714531,5.458532936714531
BN_00388_00006,BN_radical_complex_r,BN B-atom spin density,1.035904,1.035904,0.0029,1,0.0,0.543744534301144,0.543744534301144
BN_00388_00013,BN_radical_complex_r,BN B-atom spin density,1.105091,1.105091,0.0026,2,0.0,2.127823853334881,2.127823853334881
BN_00388_00014,BN_radical_complex_r,BN B-atom spin density,1.103316,1.103316,0.0030999999999999,1,0.0,6.305462338589903,6.305462338589903
BN_00388_00015,BN_radical_complex_r,BN B-atom spin density,1.077067,1.077067,0.0027,2,0.0,3.743573601355777,3.743573601355777
BN_00388_00016,BN_radical_complex_r,BN B-atom spin density,1.108727,1.108727,0.0028,1,0.0,0.9863923064406315,0.9863923064406315
BN_00388_00017,BN_radical_complex_r,BN B-atom spin density,1.091973,1.091973,0.0028,1,0.0,5.68321510170467,5.68321510170467
BN_00388_00018,BN_radical_complex_r,BN B-atom spin density,1.091101,1.091101,0.0029,2,0.0,4.423564947076245,4.423564947076245
BN_00388_00019,BN_radical_complex_r,BN B-atom spin density,1.074994,1.074994,0.0029,1,0.0,1.6776689377604512,1.6776689377604512
BN_00388_00021,BN_radical_complex_r,BN B-atom spin density,1.086783,1.086783,0.003,2,0.0,5.340922601583708,5.340922601583708
BN_00388_00022,BN_radical_complex_r,BN B-atom spin density,1.099741,1.099741,0.0028,1,0.0,0.6147977543073075,0.6147977543073075
BN_00388_00024,BN_radical_complex_r,BN B-atom spin density,1.093356,1.093356,0.0027,2,0.0,2.1437258414987808,2.1437258414987808
BN_00388_00025,BN_radical_complex_r,BN B-atom spin density,1.095017,1.095017,0.0029,2,0.0,3.3853721341171816,3.3853721341171816
BN_00388_00027,BN_radical_complex_r,BN B-atom spin density,0.248119,0.612243,0.0057,5,0.2,4.954629447748911,4.596404557750411
BN_00388_00028,BN_radical_complex_r,BN B-atom spin density,1.104906,1.104906,0.0027,1,0.0,3.113502460809695,3.113502460809695
BN_00388_00029,BN_radical_complex_r,BN B-atom spin density,1.099451,1.099451,0.0028,1,0.0,3.7868297606239043,3.7868297606239043
BN_00388_00030,BN_radical_complex_r,BN B-atom spin density,1.106481,1.106481,0.0031999999999999,2,0.0,2.1764348208129674,2.1764348208129674
BN_00388_00032,BN_radical_complex_r,BN B-atom spin density,1.0837,1.0837,0.0028,1,0.0,2.8661891923582328,2.8661891923582328
BN_00388_00033,BN_radical_complex_r,BN B-atom spin density,1.092141,1.092141,0.0027,3,0.0,2.979099294178909,3.763410274235369
BN_00388_00042,BN_radical_complex_r,BN B-atom spin density,1.074455,1.074455,0.003,1,0.0,2.2347955376093207,2.2347955376093207
BN_00388_00046,BN_radical_complex_r,BN B-atom spin density,0.135455,0.610782,0.0302999999999999,1,1.0,11.703275088871408,11.703275088871408
BN_00388_00051,BN_radical_complex_r,BN B-atom spin density,1.078789,1.078789,0.0029,51,0.0,1.7212918321989183,1.433691349675807
BN_00388_00053,BN_radical_complex_r,BN B-atom spin density,1.088395,1.088395,0.0026,1,0.0,4.162992166367772,4.162992166367772
BN_00388_00054,BN_radical_complex_r,BN B-atom spin density,1.035008,1.035008,0.0038,1,0.0,0.5830688751934101,0.5830688751934101
BN_00388_00055,BN_radical_complex_r,BN B-atom spin density,1.085772,1.085772,0.0028,1,0.0,0.7986678248166754,0.7986678248166754
BN_00388_00056,BN_radical_complex_r,BN B-atom spin density,1.048689,1.048689,0.0029,1,0.0,0.32452644117900675,0.32452644117900675
BN_00388_00058,BN_radical_complex_r,BN B-atom spin density,1.096564,1.096564,0.0028,1,0.0,1.1075808053923737,1.1075808053923737
BN_00388_00063,BN_radical_complex_r,BN B-atom spin density,1.065486,1.065486,0.0029,1,0.0,4.738174171218411,4.738174171218411
BN_00388_00064,BN_radical_complex_r,BN B-atom spin density,1.091867,1.091867,0.0028,1,0.0,2.7793012718775767,2.7793012718775767
BN_00388_00068,BN_radical_complex_r,BN B-atom spin density,1.077708,1.077708,0.003,2,0.0,1.890774860812967,1.890774860812967
BN_00388_00069,BN_radical_complex_r,BN B-atom spin density,0.914036,0.914036,0.0030999999999999,7,0.14285714285714285,4.086204723344907,3.0409814737212066
BN_00388_00070,BN_radical_complex_r,BN B-atom spin density,0.792328,0.792328,0.0026,10,0.0,2.233423972584054,1.6485791553055904
BN_00388_00071,BN_radical_complex_r,BN B-atom spin density,0.709417,0.709417,0.0027,5,0.2,3.075928955942444,1.0789632297814364
BN_00388_00072,BN_radical_complex_r,BN B-atom spin density,0.935812,0.935812,0.0032999999999999,4,0.0,2.548190871191453,2.494946090419539
BN_00388_00073,BN_radical_complex_r,BN B-atom spin density,0.89595,0.89595,0.0031999999999999,1,0.0,2.680013691447636,2.680013691447636
BN_00388_00074,BN_radical_complex_r,BN B-atom spin density,0.726511,0.726511,0.0037,12,0.0,2.40360743356738,2.2226270144161937
BN_00388_00075,BN_radical_complex_r,BN B-atom spin density,0.882447,0.882447,0.0031999999999999,10,0.0,1.7276714394382295,1.120886820336663
BN_00388_00076,BN_radical_complex_r,BN B-atom spin density,0.897876,0.897876,0.0033999999999999,1,0.0,2.63065359194648,2.63065359194648
BN_00388_00077,BN_radical_complex_r,BN B-atom spin density,0.826793,0.826793,0.0028,2,0.0,3.1327068297958096,3.1327068297958096
BN_00388_00078,BN_radical_complex_r,BN B-atom spin density,0.894488,0.894488,0.0033999999999999,4,0.0,1.5437894810772517,1.2833849086641962
BN_00388_00079,BN_radical_complex_r,BN B-atom spin density,0.926977,0.926977,0.0032999999999999,24,0.0,2.7235700699737944,2.329264591909565
BN_00388_00080,BN_radical_complex_r,BN B-atom spin density,0.821083,0.821083,0.0028,3,0.0,1.7924443285948104,1.9916249543857028
BN_00388_00081,BN_radical_complex_r,BN B-atom spin density,0.830676,0.830676,0.0027,2,0.0,0.5930556458930223,0.5930556458930223
BN_00388_00082,BN_radical_complex_r,BN B-atom spin density,0.858657,0.858657,0.0030999999999999,2,0.0,1.7459006808644126,1.7459006808644126
BN_00388_00083,BN_radical_complex_r,BN B-atom spin density,0.71932,0.71932,0.003,10,0.0,1.1195580427428111,0.8701355304528633
BN_00388_00084,BN_radical_complex_r,BN B-atom spin density,0.91816,0.91816,0.0031999999999999,19,0.0,1.7490767757138397,1.7933395509786916
BN_00388_00085,BN_radical_complex_r,BN B-atom spin density,0.953401,0.953401,0.0034999999999999,3,0.3333333333333333,5.9637962209983115,4.088637672072808
BN_00388_00086,BN_radical_complex_r,BN B-atom spin density,0.8156,0.8156,0.0037,3,0.0,3.0822401052390163,2.5310874027322594
BN_00388_00087,BN_radical_complex_r,BN B-atom spin density,0.840904,0.840904,0.0030999999999999,2,0.0,1.6161480708041092,1.6161480708041092
BN_00388_00088,BN_radical_complex_r,BN B-atom spin density,0.755567,0.755567,0.0028,1,0.0,1.4929638607881301,1.4929638607881301
BN_00388_00089,BN_radical_complex_r,BN B-atom spin density,0.726791,0.726791,0.0033999999999999,1,0.0,1.0322792961567728,1.0322792961567728
BN_00388_00090,BN_radical_complex_r,BN B-atom spin density,0.779572,0.779572,0.0026,1,0.0,0.29880683658477736,0.29880683658477736
BN_00388_00091,BN_radical_complex_r,BN B-atom spin density,0.846109,0.846109,0.0036,2,0.0,3.153739337102693,3.153739337102693
BN_00388_00092,BN_radical_complex_r,BN B-atom spin density,0.796867,0.796867,0.0031999999999999,2,0.0,1.7120870762682223,1.7120870762682223
BN_00388_00093,BN_radical_complex_r,BN B-atom spin density,0.864158,0.864158,0.0032999999999999,2,0.0,2.311336730421635,2.311336730421635
BN_00388_00094,BN_radical_complex_r,BN B-atom spin density,0.865953,0.865953,0.0033999999999999,1,0.0,2.8736167264492884,2.8736167264492884
BN_00388_00095,BN_radical_complex_r,BN B-atom spin density,0.741017,0.741017,0.0023999999999999,4,0.0,1.5370599877329325,1.008932930657008
BN_00388_00096,BN_radical_complex_r,BN B-atom spin density,0.974344,0.974344,0.0032999999999999,1,0.0,2.372304485805257,2.372304485805257
BN_00388_00097,BN_radical_complex_r,BN B-atom spin density,0.890271,0.890271,0.0031999999999999,1,0.0,2.0272167508283214,2.0272167508283214
BN_00388_00098,BN_radical_complex_r,BN B-atom spin density,0.93449,0.93449,0.0031999999999999,2,0.0,2.1101744631941646,2.1101744631941646
BN_00388_00099,BN_radical_complex_r,BN B-atom spin density,0.794815,0.794815,0.0031999999999999,1,0.0,1.5088146230271136,1.5088146230271136
BN_00388_00100,BN_radical_complex_r,BN B-atom spin density,0.973693,0.973693,0.0033999999999999,1,0.0,2.519677832784893,2.519677832784893
BN_00388_00101,BN_radical_complex_r,BN B-atom spin density,0.830415,0.830415,0.0032999999999999,1,0.0,1.554552306648679,1.554552306648679
BN_00388_00102,BN_radical_complex_r,BN B-atom spin density,0.887903,0.887903,0.0031999999999999,1,0.0,1.6876000477356818,1.6876000477356818
BN_00388_00103,BN_radical_complex_r,BN B-atom spin density,0.926196,0.926196,0.0032999999999999,3,0.0,1.171066740939415,1.5069510322717186
BN_00388_00104,BN_radical_complex_r,BN B-atom spin density,0.94483,0.94483,0.0038,5,0.0,2.0404384066610017,2.035065692999689
BN_00388_00105,BN_radical_complex_r,BN B-atom spin density,0.903468,0.903468,0.0031999999999999,3,0.0,1.0587133390511347,0.26708057905302773
BN_00388_00106,BN_radical_complex_r,BN B-atom spin density,0.823541,0.823541,0.0027,2,0.0,1.4635638481453297,1.4635638481453297
BN_00388_00107,BN_radical_complex_r,BN B-atom spin density,0.858904,0.858904,0.0032999999999999,3,0.0,0.9277384741895011,0.1545111956543863
BN_00388_00108,BN_radical_complex_r,BN B-atom spin density,0.926149,0.926149,0.0033999999999999,3,0.0,1.325410037571227,1.1471832265008892
BN_00388_00109,BN_radical_complex_r,BN B-atom spin density,0.76055,0.76055,0.003,3,0.0,2.089030742588232,1.7932734103537538
BN_00388_00110,BN_radical_complex_r,BN B-atom spin density,0.848958,0.848958,0.0032999999999999,1,0.0,2.9896907045913395,2.9896907045913395
BN_00388_00111,BN_radical_complex_r,BN B-atom spin density,0.789751,0.789751,0.0028,1,0.0,0.6757702531524359,0.6757702531524359
BN_00388_00112,BN_radical_complex_r,BN B-atom spin density,0.812685,0.812685,0.0032999999999999,1,0.0,2.1507000486087566,2.1507000486087566
BN_00388_00113,BN_radical_complex_r,BN B-atom spin density,0.926207,0.926207,0.0032999999999999,1,0.0,5.017367020556296,5.017367020556296
BN_00388_00114,BN_radical_complex_r,BN B-atom spin density,0.762462,0.762462,0.0031999999999999,1,0.0,0.13985212998102625,0.13985212998102625
BN_00388_00115,BN_radical_complex_r,BN B-atom spin density,0.837195,0.837195,0.0032999999999999,1,0.0,1.4483307168508617,1.4483307168508617
BN_00388_00116,BN_radical_complex_r,BN B-atom spin density,0.893032,0.893032,0.0036,1,0.0,1.3329410646083772,1.3329410646083772
BN_00388_00117,BN_radical_complex_r,BN B-atom spin density,0.829074,0.829074,0.0031999999999999,1,0.0,2.333221018894955,2.333221018894955
BN_00388_00118,BN_radical_complex_r,BN B-atom spin density,0.858978,0.858978,0.0032999999999999,1,0.0,2.5808558914551583,2.5808558914551583
BN_00388_00119,BN_radical_complex_r,BN B-atom spin density,0.83233,0.83233,0.0032999999999999,1,0.0,1.6685064953840598,1.6685064953840598
BN_00388_00120,BN_radical_complex_r,BN B-atom spin density,0.848977,0.848977,0.0033999999999999,1,0.0,0.4760272649440047,0.4760272649440047
BN_00388_00121,BN_radical_complex_r,BN B-atom spin density,0.762191,0.874075,0.0030999999999999,1,0.0,2.440576907963294,2.440576907963294
BN_00388_00122,BN_radical_complex_r,BN B-atom spin density,0.820885,0.820885,0.0033999999999999,1,0.0,0.9267742899313269,0.9267742899313269
BN_00388_00123,BN_radical_complex_r,BN B-atom spin density,0.819116,0.819116,0.0031999999999999,1,0.0,1.143197835102999,1.143197835102999
BN_00388_00124,BN_radical_complex_r,BN B-atom spin density,0.787203,0.787203,0.0031999999999999,1,0.0,2.859512455250975,2.859512455250975
BN_00388_00125,BN_radical_complex_r,BN B-atom spin density,0.834009,0.834009,0.0032999999999999,1,0.0,2.0265708866736762,2.0265708866736762
BN_00388_00126,BN_radical_complex_r,BN B-atom spin density,0.87438,0.87438,0.0032999999999999,1,0.0,2.619756677439094,2.619756677439094
BN_00388_00127,BN_radical_complex_r,BN B-atom spin density,0.866656,0.866656,0.0032999999999999,2,0.0,4.758449846811774,4.758449846811774
BN_00388_00128,BN_radical_complex_r,BN B-atom spin density,0.861798,0.861798,0.0032999999999999,2,0.0,3.3612631023692385,3.3612631023692385
BN_00388_00129,BN_radical_complex_r,BN B-atom spin density,0.948489,0.948489,0.0033999999999999,4,0.25,5.264256341108039,4.837961036014013
BN_00388_00130,BN_radical_complex_r,BN B-atom spin density,0.920104,0.920104,0.0031999999999999,1,0.0,2.37508635527748,2.37508635527748
BN_00388_00131,BN_radical_complex_r,BN B-atom spin density,0.871834,0.871834,0.0033999999999999,2,0.0,1.9618511961540959,1.9618511961540959
BN_00388_00132,BN_radical_complex_r,BN B-atom spin density,0.845473,0.845473,0.0034999999999999,2,0.0,2.879634500402,2.879634500402
BN_00388_00133,BN_radical_complex_r,BN B-atom spin density,0.89917,0.89917,0.0029,1,0.0,1.3445141382744126,1.3445141382744126
BN_00388_00134,BN_radical_complex_r,BN B-atom spin density,0.842399,0.842399,0.003,1,0.0,6.914928644831745,6.914928644831745
BN_00388_00135,BN_radical_complex_r,BN B-atom spin density,0.882721,0.882721,0.0030999999999999,1,0.0,2.4091528054350473,2.4091528054350473
BN_00388_00136,BN_radical_complex_r,BN B-atom spin density,0.818599,0.818599,0.0033999999999999,4,0.0,3.0651384911597104,3.2670287992934615
BN_00388_00137,BN_radical_complex_r,BN B-atom spin density,0.645896,0.645896,0.0034999999999999,13,0.0,1.429542031408118,1.3220286777456831
BN_00388_00138,BN_radical_complex_r,BN B-atom spin density,0.92742,0.92742,0.0032999999999999,1,0.0,3.9495512246383626,3.9495512246383626
BN_00388_00139,BN_radical_complex_r,BN B-atom spin density,0.809625,0.809625,0.0029,1,0.0,1.423520636549032,1.423520636549032
BN_00388_00140,BN_radical_complex_r,BN B-atom spin density,0.792215,0.792215,0.0027,1,0.0,0.4179139891775705,0.4179139891775705
BN_00388_00141,BN_radical_complex_r,BN B-atom spin density,0.702962,0.702962,0.0021999999999999,3,0.0,0.9909834001767776,0.29076869410696915
BN_00388_00142,BN_radical_complex_r,BN B-atom spin density,0.961757,0.961757,0.0030999999999999,1,0.0,1.9564923064591646,1.9564923064591646
BN_00388_00143,BN_radical_complex_r,BN B-atom spin density,0.545201,0.545201,0.0028,41,0.0975609756097561,2.9700661341199464,1.6141040377113445
BN_00388_00145,BN_radical_complex_r,BN B-atom spin density,-0.061568,0.441725,0.0199,4,0.0,2.9820117190525313,2.401226263702549
BN_00388_00146,BN_radical_complex_r,BN B-atom spin density,0.579221,0.579221,0.0082999999999999,1,0.0,2.568802822456405,2.568802822456405
BN_00388_00147,BN_radical_complex_r,BN B-atom spin density,0.59178,0.59178,0.0086,1,0.0,4.133471062514863,4.133471062514863
BN_00388_00148,BN_radical_complex_r,BN B-atom spin density,0.603499,0.603499,0.0087,1,1.0,10.849856099984153,10.849856099984153
BN_00388_00149,BN_radical_complex_r,BN B-atom spin density,0.571908,0.571908,0.0072999999999999,1,0.0,2.6214347289444824,2.6214347289444824
BN_00388_00150,BN_radical_complex_r,BN B-atom spin density,0.548305,0.548305,0.0074999999999999,1,0.0,1.9633040191606348,1.9633040191606348
BN_00388_00151,BN_radical_complex_r,BN B-atom spin density,0.589979,0.589979,0.0083999999999999,1,0.0,3.187142725422561,3.187142725422561
BN_00388_00152,BN_radical_complex_r,BN B-atom spin density,0.581934,0.581934,0.0089,1,0.0,2.967117918578648,2.967117918578648
BN_00388_00153,BN_radical_complex_r,BN B-atom spin density,0.530295,0.530295,0.0079,1,0.0,1.9534369820206479,1.9534369820206479
BN_00388_00154,BN_radical_complex_r,BN B-atom spin density,0.528416,0.528416,0.008,1,0.0,2.211896372096426,2.211896372096426
BN_00388_00155,BN_radical_complex_r,BN B-atom spin density,0.389639,0.389639,0.0043999999999999,1,0.0,1.3823785102124582,1.3823785102124582
BN_00388_00156,BN_radical_complex_r,BN B-atom spin density,0.589994,0.589994,0.0086,2,0.0,4.117512488457036,4.117512488457036
BN_00388_00157,BN_radical_complex_r,BN B-atom spin density,0.55227,0.55227,0.008,1,0.0,1.8059452915685945,1.8059452915685945
BN_00388_00158,BN_radical_complex_r,BN B-atom spin density,0.457568,0.457568,0.0060999999999999,4,0.0,2.056932886510169,1.8496620111386193
BN_00388_00159,BN_radical_complex_r,BN B-atom spin density,0.597185,0.597185,0.0083999999999999,3,0.0,4.62843484808665,4.258744172907306
BN_00388_00160,BN_radical_complex_r,BN B-atom spin density,0.269482,0.461404,0.0109,2,0.5,11.544629493455194,11.544629493455194
BN_00388_00161,BN_radical_complex_r,BN B-atom spin density,0.566488,0.566488,0.0084999999999999,1,0.0,5.170193963616036,5.170193963616036
BN_00388_00162,BN_radical_complex_r,BN B-atom spin density,0.591664,0.591664,0.0083999999999999,1,0.0,3.0312936914011246,3.0312936914011246
BN_00388_00164,BN_radical_complex_r,BN B-atom spin density,0.53661,0.53661,0.003,2,0.0,2.006363182300051,2.006363182300051
BN_00388_00165,BN_radical_complex_r,BN B-atom spin density,0.562797,0.562797,0.003,2,0.0,1.1682342637771956,1.1682342637771956
BN_00388_00166,BN_radical_complex_r,BN B-atom spin density,0.56541,0.56541,0.0030999999999999,1,0.0,2.5508535591615846,2.5508535591615846
BN_00388_00167,BN_radical_complex_r,BN B-atom spin density,0.445322,0.445322,0.0029,2,0.0,1.8150730678516247,1.8150730678516247
BN_00388_00168,BN_radical_complex_r,BN B-atom spin density,0.563646,0.563646,0.0028,1,0.0,2.3553815342405713,2.3553815342405713
BN_00388_00169,BN_radical_complex_r,BN B-atom spin density,0.544078,0.544078,0.0028,1,0.0,2.4679020650688734,2.4679020650688734
BN_00388_00170,BN_radical_complex_r,BN B-atom spin density,0.560763,0.560763,0.0029,2,0.0,5.202799955045618,5.202799955045618
BN_00388_00171,BN_radical_complex_r,BN B-atom spin density,0.554055,0.554055,0.003,1,0.0,2.4744262698657558,2.4744262698657558
BN_00388_00172,BN_radical_complex_r,BN B-atom spin density,0.375227,0.429363,0.0030999999999999,14,0.0,1.2957903869028986,0.4232625011215774
BN_00388_00173,BN_radical_complex_r,BN B-atom spin density,0.460928,0.460928,0.0022999999999999,1,0.0,3.687915298563169,3.687915298563169
BN_00388_00174,BN_radical_complex_r,BN B-atom spin density,0.518579,0.518579,0.0026,1,0.0,2.8917072152232954,2.8917072152232954
BN_00388_00175,BN_radical_complex_r,BN B-atom spin density,0.533754,0.533754,0.0028,1,0.0,2.363813473958313,2.363813473958313
BN_00388_00176,BN_radical_complex_r,BN B-atom spin density,0.457488,0.457488,0.0026,1,0.0,7.672357911464596,7.672357911464596
BN_00388_00177,BN_radical_complex_r,BN B-atom spin density,0.456082,0.456082,0.0036,4,0.25,5.12657649518014,4.622435542400224
BN_00388_00178,BN_radical_complex_r,BN B-atom spin density,0.362306,0.362306,0.0076,3,0.0,1.8887542543591398,1.7740563597538568
BN_00388_00179,BN_radical_complex_r,BN B-atom spin density,0.468556,0.468556,0.0036,1,0.0,3.0678758381161053,3.0678758381161053
BN_00388_00180,BN_radical_complex_r,BN B-atom spin density,0.449799,0.449799,0.0262999999999999,1,0.0,2.4068577648834477,2.4068577648834477
BN_00388_00181,BN_radical_complex_r,BN B-atom spin density,0.447157,0.447157,0.0100999999999999,1,0.0,2.8417637999358796,2.8417637999358796
BN_00388_00182,BN_radical_complex_r,BN B-atom spin density,0.361381,0.361381,0.0102999999999999,5,0.0,1.086802780137602,0.5460909829829035
BN_00388_00183,BN_radical_complex_r,BN B-atom spin density,0.41299,0.41299,0.0168,5,0.0,2.107083283349117,1.500279836439848
BN_00388_00184,BN_radical_complex_r,BN B-atom spin density,-0.015661,0.277427,0.0312999999999999,1,0.0,4.285870459811804,4.285870459811804
BN_00388_00185,BN_radical_complex_r,BN B-atom spin density,0.472584,0.472584,0.0108,7,0.0,1.7327597991112564,0.9911787178989453
BN_00388_00186,BN_radical_complex_r,BN B-atom spin density,0.513252,0.513252,0.0088,1,0.0,1.872959037717596,1.872959037717596
BN_00388_00187,BN_radical_complex_r,BN B-atom spin density,0.498592,0.498592,0.0074999999999999,1,0.0,0.8268119599517689,0.8268119599517689
BN_00388_00188,BN_radical_complex_r,BN B-atom spin density,0.525697,0.525697,0.009,2,0.0,3.4447328225403293,3.4447328225403293
BN_00388_00189,BN_radical_complex_r,BN B-atom spin density,0.488637,0.488637,0.0078,1,0.0,1.5802306623930065,1.5802306623930065
BN_00388_00190,BN_radical_complex_r,BN B-atom spin density,0.443831,0.443831,0.0091999999999999,3,0.0,1.0768098255242553,0.6179478457388328
BN_00388_00191,BN_radical_complex_r,BN B-atom spin density,0.421696,0.421696,0.0054999999999999,1,0.0,1.1414074125893094,1.1414074125893094
BN_00388_00192,BN_radical_complex_r,BN B-atom spin density,0.504577,0.504577,0.0039,4,0.0,2.848377586668062,1.5127941052228735
BN_00388_00193,BN_radical_complex_r,BN B-atom spin density,0.332194,0.468242,0.0039,2,0.0,7.158597818072906,7.158597818072906
BN_00388_00194,BN_radical_complex_r,BN B-atom spin density,0.372842,0.452443,0.0022999999999999,1,0.0,0.9402507801926063,0.9402507801926063
BN_00388_00195,BN_radical_complex_r,BN B-atom spin density,0.249808,0.523404,0.0034999999999999,4,0.25,5.074231981999791,3.9071652372477885
BN_00388_00196,BN_radical_complex_r,BN B-atom spin density,0.403311,0.403311,0.0043999999999999,1,0.0,4.325586665355299,4.325586665355299
BN_00388_00197,BN_radical_complex_r,BN B-atom spin density,0.53769,0.53769,0.0029,1,0.0,2.7982935549522168,2.7982935549522168
BN_00388_00199,BN_radical_complex_r,BN B-atom spin density,0.515465,0.515465,0.0127,2,0.0,1.2230843987604123,1.2230843987604123
BN_00388_00200,BN_radical_complex_r,BN B-atom spin density,0.349853,0.349853,0.0101999999999999,1,0.0,1.1172987928688585,1.1172987928688585
BN_00388_00201,BN_radical_complex_r,BN B-atom spin density,0.502215,0.502215,0.0173999999999999,1,0.0,3.177698710165643,3.177698710165643
BN_00388_00202,BN_radical_complex_r,BN B-atom spin density,0.514194,0.514194,0.0159,1,0.0,2.381592683072064,2.381592683072064
BN_00388_00203,BN_radical_complex_r,BN B-atom spin density,0.335902,0.335902,0.0103999999999999,2,0.0,1.4807339094324519,1.4807339094324519
BN_00388_00204,BN_radical_complex_r,BN B-atom spin density,0.491868,0.491868,0.0094999999999999,1,0.0,2.1435177215624783,2.1435177215624783
BN_00388_00205,BN_radical_complex_r,BN B-atom spin density,0.494917,0.494917,0.0101999999999999,1,0.0,2.5523203978498863,2.5523203978498863
BN_00388_00206,BN_radical_complex_r,BN B-atom spin density,0.399065,0.399065,0.0033999999999999,1,0.0,4.932843768873365,4.932843768873365
BN_00388_00207,BN_radical_complex_r,BN B-atom spin density,0.435979,0.435979,0.0062999999999999,1,0.0,1.2927916808053475,1.2927916808053475
BN_00388_00208,BN_radical_complex_r,BN B-atom spin density,0.375597,0.375597,0.0070999999999999,1,0.0,0.45888955758328365,0.45888955758328365
BN_00388_00209,BN_radical_complex_r,BN B-atom spin density,0.389954,0.389954,0.0087,1,0.0,1.0625890434615926,1.0625890434615926
BN_00388_00210,BN_radical_complex_r,BN B-atom spin density,0.423158,0.423158,0.0043999999999999,2,0.0,2.413869214297712,2.413869214297712
BN_00388_00211,BN_radical_complex_r,BN B-atom spin density,0.414246,0.414246,0.0047,3,0.0,4.428404336211625,3.8161189127147708
BN_00388_00212,BN_radical_complex_r,BN B-atom spin density,0.475831,0.475831,0.0087,1,0.0,3.2144577406426365,3.2144577406426365
BN_00388_00213,BN_radical_complex_r,BN B-atom spin density,0.559366,0.559366,0.008,2,0.0,1.7415931909136564,1.7415931909136564
BN_00388_00214,BN_radical_complex_r,BN B-atom spin density,0.426731,0.426731,0.0099,1,0.0,3.128775661050181,3.128775661050181
BN_00388_00215,BN_radical_complex_r,BN B-atom spin density,0.558105,0.558105,0.003,1,0.0,2.886517668800323,2.886517668800323
BN_00388_00216,BN_radical_complex_r,BN B-atom spin density,0.555496,0.555496,0.0089,1,0.0,2.358899082371675,2.358899082371675
BN_00388_00217,BN_radical_complex_r,BN B-atom spin density,0.454091,0.454091,0.0050999999999999,3,0.0,0.7654355489240565,0.7802444804815103
BN_00388_00218,BN_radical_complex_r,BN B-atom spin density,0.545066,0.545066,0.0084999999999999,1,0.0,2.0570224973496103,2.0570224973496103
BN_00388_00219,BN_radical_complex_r,BN B-atom spin density,0.382627,0.382627,0.0112999999999999,1,0.0,2.0264727795713213,2.0264727795713213
BN_00388_00220,BN_radical_complex_r,BN B-atom spin density,0.404383,0.404383,0.0033999999999999,1,0.0,1.3629877064280294,1.3629877064280294
BN_00388_00221,BN_radical_complex_r,BN B-atom spin density,0.449957,0.449957,0.0042999999999999,1,0.0,0.5320197742383428,0.5320197742383428
BN_00388_00222,BN_radical_complex_r,BN B-atom spin density,0.442401,0.442401,0.0053999999999999,1,0.0,1.1311289424621123,1.1311289424621123
BN_00388_00223,BN_radical_complex_r,BN B-atom spin density,0.33411,0.33411,0.0111999999999999,1,0.0,0.9660086516085826,0.9660086516085826
BN_00388_00225,BN_radical_complex_r,BN B-atom spin density,0.503667,0.559474,0.0253999999999999,1,0.0,5.876351552531926,5.876351552531926
BN_00388_00226,BN_radical_complex_r,BN B-atom spin density,0.062321,0.449852,0.0313999999999999,1,0.0,2.9632294446678067,2.9632294446678067
BN_00388_00227,BN_radical_complex_r,BN B-atom spin density,0.675267,0.675267,0.0192999999999999,1,0.0,3.594826981612572,3.594826981612572
BN_00388_00228,BN_radical_complex_r,BN B-atom spin density,0.154749,0.39423,0.0483,5,0.0,3.0602591970216015,2.6633759817612077
BN_00388_00229,BN_radical_complex_r,BN B-atom spin density,0.700228,0.700228,0.0139,1,0.0,4.515103995971343,4.515103995971343
BN_00388_00230,BN_radical_complex_r,BN B-atom spin density,0.60581,0.60581,0.0221,2,0.0,5.101420422592786,5.101420422592786
BN_00388_00231,BN_radical_complex_r,BN B-atom spin density,0.432679,0.432679,0.0358,2,0.0,1.6032254637882684,1.6032254637882684
BN_00388_00232,BN_radical_complex_r,BN B-atom spin density,0.534085,0.534085,0.0205999999999999,1,0.0,4.602424572824827,4.602424572824827
BN_00388_00233,BN_radical_complex_r,BN B-atom spin density,0.516333,0.516333,0.0258,1,0.0,3.34734383563055,3.34734383563055
BN_00388_00234,BN_radical_complex_r,BN B-atom spin density,0.325108,0.401628,0.042,2,0.0,0.5105022304435591,0.5105022304435591
BN_00388_00235,BN_radical_complex_r,BN B-atom spin density,0.164015,0.434014,0.0276999999999999,1,0.0,3.0077393576531435,3.0077393576531435
BN_00388_00236,BN_radical_complex_r,BN B-atom spin density,0.186448,0.457148,0.0325999999999999,4,0.0,1.8370119281331148,1.871843215902631
BN_00388_00237,BN_radical_complex_r,BN B-atom spin density,0.25915,0.492035,0.0409,1,0.0,1.1974312619982008,1.1974312619982008
