identifier,B_Index,N_Index,Cl_Index,conf_idxs_ts,log_source,log_name_variant,log_found,log_path,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after
B_00417_Nu_00302_Cl_00611_0000,417,302,611,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00302_Cl_00611_0000.log,True,0,2,0.75,0.7683,0.7503,0.7503,0.018299999999999983,0.00029999999999996696
B_00417_Nu_00302_Cl_00612_0002,417,302,612,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00302_Cl_00612_0002.log,True,0,2,0.75,0.7692,0.7503,0.7503,0.019199999999999995,0.00029999999999996696
B_00417_Nu_00302_Cl_00613_0000,417,302,613,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00302_Cl_00613_0000.log,True,0,2,0.75,0.7744,0.7505,0.7505,0.024399999999999977,0.0004999999999999449
B_00417_Nu_00302_Cl_00621_0000,417,302,621,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00302_Cl_00621_0000.log,True,0,2,0.75,0.7746,0.7505,0.7505,0.024599999999999955,0.0004999999999999449
B_00417_Nu_00303_Cl_00476_0000,417,303,476,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00476_0000.log,True,0,2,0.75,0.7766,0.7506,0.7506,0.026599999999999957,0.0006000000000000449
B_00417_Nu_00303_Cl_00484_0000,417,303,484,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00484_0000.log,True,0,2,0.75,0.7646,0.7502,0.7502,0.014599999999999946,0.00019999999999997797
B_00417_Nu_00303_Cl_00502_0000,417,303,502,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00502_0000.log,True,0,2,0.75,0.7694,0.7503,0.7503,0.019399999999999973,0.00029999999999996696
B_00417_Nu_00303_Cl_00517_0000,417,303,517,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00517_0000.log,True,0,2,0.75,0.7699,0.7503,0.7503,0.01990000000000003,0.00029999999999996696
B_00417_Nu_00303_Cl_00533_0000,417,303,533,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00533_0000.log,True,0,2,0.75,0.7706,0.7503,0.7503,0.02059999999999995,0.00029999999999996696
B_00417_Nu_00303_Cl_00537_0001,417,303,537,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00537_0001.log,True,0,2,0.75,0.7702,0.7503,0.7503,0.020199999999999996,0.00029999999999996696
B_00417_Nu_00303_Cl_00552_0000,417,303,552,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00552_0000.log,True,0,2,0.75,0.7715,0.7504,0.7504,0.021499999999999964,0.00039999999999995595
B_00417_Nu_00303_Cl_00566_0000,417,303,566,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00566_0000.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00417_Nu_00303_Cl_00604_0000,417,303,604,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00604_0000.log,True,0,2,0.75,0.7702,0.7503,0.7503,0.020199999999999996,0.00029999999999996696
B_00417_Nu_00303_Cl_00610_0000,417,303,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00303_Cl_00610_0000.log,True,0,2,0.75,0.7723,0.7504,0.7504,0.022299999999999986,0.00039999999999995595
B_00417_Nu_00304_Cl_00499_0000,417,304,499,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00304_Cl_00499_0000.log,True,0,2,0.75,0.7728,0.7504,0.7504,0.022800000000000042,0.00039999999999995595
B_00417_Nu_00304_Cl_00502_0000,417,304,502,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00304_Cl_00502_0000.log,True,0,2,0.75,0.769,0.7503,0.7503,0.019000000000000017,0.00029999999999996696
B_00417_Nu_00304_Cl_00604_0001,417,304,604,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00304_Cl_00604_0001.log,True,0,2,0.75,0.7623,0.7501,0.7501,0.012299999999999978,9.999999999998899e-05
B_00417_Nu_00304_Cl_00610_0000,417,304,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00304_Cl_00610_0000.log,True,0,2,0.75,0.7709,0.7504,0.7504,0.02090000000000003,0.00039999999999995595
B_00417_Nu_00305_Cl_00466_0000,417,305,466,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00305_Cl_00466_0000.log,True,0,2,0.75,0.7675,0.7502,0.7502,0.01749999999999996,0.00019999999999997797
B_00417_Nu_00305_Cl_00543_0000,417,305,543,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00305_Cl_00543_0000.log,True,0,2,0.75,0.7652,0.7502,0.7502,0.015199999999999991,0.00019999999999997797
B_00417_Nu_00306_Cl_00443_0000,417,306,443,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00443_0000.log,True,0,2,0.75,0.7679,0.7502,0.7502,0.017900000000000027,0.00019999999999997797
B_00417_Nu_00306_Cl_00445_0000,417,306,445,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00445_0000.log,True,0,2,0.75,0.7685,0.7502,0.7502,0.01849999999999996,0.00019999999999997797
B_00417_Nu_00306_Cl_00446_0000,417,306,446,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00446_0000.log,True,0,2,0.75,0.7647,0.7502,0.7502,0.014700000000000046,0.00019999999999997797
B_00417_Nu_00306_Cl_00447_0000,417,306,447,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00447_0000.log,True,0,2,0.75,0.7643,0.7502,0.7502,0.01429999999999998,0.00019999999999997797
B_00417_Nu_00306_Cl_00449_0000,417,306,449,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00449_0000.log,True,0,2,0.75,0.7648,0.7502,0.7502,0.014800000000000035,0.00019999999999997797
B_00417_Nu_00306_Cl_00454_0001,417,306,454,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00454_0001.log,True,0,2,0.75,0.764,0.7502,0.7502,0.014000000000000012,0.00019999999999997797
B_00417_Nu_00306_Cl_00455_0000,417,306,455,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00455_0000.log,True,0,2,0.75,0.7673,0.7502,0.7502,0.017299999999999982,0.00019999999999997797
B_00417_Nu_00306_Cl_00471_0000,417,306,471,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00471_0000.log,True,0,2,0.75,0.7642,0.7502,0.7502,0.01419999999999999,0.00019999999999997797
B_00417_Nu_00306_Cl_00472_0000,417,306,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00472_0000.log,True,0,2,0.75,0.7661,0.7502,0.7502,0.016100000000000003,0.00019999999999997797
B_00417_Nu_00306_Cl_00473_0000,417,306,473,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00473_0000.log,True,0,2,0.75,0.7646,0.7501,0.7501,0.014599999999999946,9.999999999998899e-05
B_00417_Nu_00306_Cl_00510_0001,417,306,510,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00510_0001.log,True,0,2,0.75,0.7654,0.7501,0.7501,0.01539999999999997,9.999999999998899e-05
B_00417_Nu_00306_Cl_00513_0000,417,306,513,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00513_0000.log,True,0,2,0.75,0.763,0.7501,0.7501,0.013000000000000012,9.999999999998899e-05
B_00417_Nu_00306_Cl_00536_0000,417,306,536,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00536_0000.log,True,0,2,0.75,0.7635,0.7501,0.7501,0.013499999999999956,9.999999999998899e-05
B_00417_Nu_00306_Cl_00541_0001,417,306,541,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00541_0001.log,True,0,2,0.75,0.7646,0.7501,0.7501,0.014599999999999946,9.999999999998899e-05
B_00417_Nu_00306_Cl_00542_0000,417,306,542,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00542_0000.log,True,0,2,0.75,0.7669,0.7502,0.7502,0.016900000000000026,0.00019999999999997797
B_00417_Nu_00306_Cl_00544_0000,417,306,544,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00544_0000.log,True,0,2,0.75,0.7671,0.7502,0.7502,0.017100000000000004,0.00019999999999997797
B_00417_Nu_00306_Cl_00549_0001,417,306,549,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00549_0001.log,True,0,2,0.75,0.7632,0.7501,0.7501,0.01319999999999999,9.999999999998899e-05
B_00417_Nu_00306_Cl_00590_0000,417,306,590,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00590_0000.log,True,0,2,0.75,0.7641,0.7502,0.7502,0.014100000000000001,0.00019999999999997797
B_00417_Nu_00306_Cl_00597_0000,417,306,597,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00597_0000.log,True,0,2,0.75,0.7641,0.7502,0.7502,0.014100000000000001,0.00019999999999997797
B_00417_Nu_00306_Cl_00599_0000,417,306,599,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00599_0000.log,True,0,2,0.75,0.7676,0.7502,0.7502,0.01759999999999995,0.00019999999999997797
B_00417_Nu_00306_Cl_00611_0000,417,306,611,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00611_0000.log,True,0,2,0.75,0.7651,0.7502,0.7502,0.015100000000000002,0.00019999999999997797
B_00417_Nu_00306_Cl_00612_0000,417,306,612,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00612_0000.log,True,0,2,0.75,0.7654,0.7502,0.7502,0.01539999999999997,0.00019999999999997797
B_00417_Nu_00306_Cl_00613_0000,417,306,613,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00613_0000.log,True,0,2,0.75,0.768,0.7502,0.7502,0.018000000000000016,0.00019999999999997797
B_00417_Nu_00306_Cl_00621_0000,417,306,621,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00306_Cl_00621_0000.log,True,0,2,0.75,0.7675,0.7502,0.7502,0.01749999999999996,0.00019999999999997797
B_00417_Nu_00307_Cl_00443_0000,417,307,443,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00443_0000.log,True,0,2,0.75,0.765,0.7502,0.7502,0.015000000000000013,0.00019999999999997797
B_00417_Nu_00307_Cl_00461_0000,417,307,461,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00461_0000.log,True,0,2,0.75,0.7673,0.7502,0.7502,0.017299999999999982,0.00019999999999997797
B_00417_Nu_00307_Cl_00463_0001,417,307,463,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00463_0001.log,True,0,2,0.75,0.7645,0.7502,0.7502,0.014499999999999957,0.00019999999999997797
B_00417_Nu_00307_Cl_00472_0002,417,307,472,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00472_0002.log,True,0,2,0.75,0.7589,0.7501,0.7501,0.008900000000000019,9.999999999998899e-05
B_00417_Nu_00307_Cl_00473_0000,417,307,473,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00473_0000.log,True,0,2,0.75,0.7693,0.7503,0.7503,0.019299999999999984,0.00029999999999996696
B_00417_Nu_00307_Cl_00513_0000,417,307,513,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00513_0000.log,True,0,2,0.75,0.7653,0.7502,0.7502,0.01529999999999998,0.00019999999999997797
B_00417_Nu_00307_Cl_00533_0000,417,307,533,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00533_0000.log,True,0,2,0.75,0.7682,0.7503,0.7503,0.018199999999999994,0.00029999999999996696
B_00417_Nu_00307_Cl_00544_0000,417,307,544,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00544_0000.log,True,0,2,0.75,0.7667,0.7502,0.7502,0.016700000000000048,0.00019999999999997797
B_00417_Nu_00307_Cl_00546_0000,417,307,546,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00546_0000.log,True,0,2,0.75,0.7674,0.7502,0.7502,0.01739999999999997,0.00019999999999997797
B_00417_Nu_00307_Cl_00574_0000,417,307,574,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00574_0000.log,True,0,2,0.75,0.7653,0.7502,0.7502,0.01529999999999998,0.00019999999999997797
B_00417_Nu_00307_Cl_00590_0001,417,307,590,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00590_0001.log,True,0,2,0.75,0.7673,0.7503,0.7503,0.017299999999999982,0.00029999999999996696
B_00417_Nu_00307_Cl_00601_0000,417,307,601,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00601_0000.log,True,0,2,0.75,0.7687,0.7503,0.7503,0.01870000000000005,0.00029999999999996696
B_00417_Nu_00307_Cl_00602_0000,417,307,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00602_0000.log,True,0,2,0.75,0.7667,0.7502,0.7502,0.016700000000000048,0.00019999999999997797
B_00417_Nu_00307_Cl_00604_0001,417,307,604,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00604_0001.log,True,0,2,0.75,0.7671,0.7503,0.7503,0.017100000000000004,0.00029999999999996696
B_00417_Nu_00307_Cl_00610_0000,417,307,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00307_Cl_00610_0000.log,True,0,2,0.75,0.7669,0.7502,0.7502,0.016900000000000026,0.00019999999999997797
B_00417_Nu_00309_Cl_00443_0000,417,309,443,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00443_0000.log,True,0,2,0.75,0.7649,0.7502,0.7502,0.014900000000000024,0.00019999999999997797
B_00417_Nu_00309_Cl_00453_0000,417,309,453,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00453_0000.log,True,0,2,0.75,0.7681,0.7502,0.7502,0.018100000000000005,0.00019999999999997797
B_00417_Nu_00309_Cl_00455_0000,417,309,455,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00455_0000.log,True,0,2,0.75,0.7646,0.7502,0.7502,0.014599999999999946,0.00019999999999997797
B_00417_Nu_00309_Cl_00461_0000,417,309,461,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00461_0000.log,True,0,2,0.75,0.7698,0.7503,0.7503,0.01980000000000004,0.00029999999999996696
B_00417_Nu_00309_Cl_00472_0000,417,309,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00472_0000.log,True,0,2,0.75,0.764,0.7502,0.7502,0.014000000000000012,0.00019999999999997797
B_00417_Nu_00309_Cl_00523_0000,417,309,523,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00523_0000.log,True,0,2,0.75,0.762,0.7501,0.7501,0.01200000000000001,9.999999999998899e-05
B_00417_Nu_00309_Cl_00532_0000,417,309,532,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00532_0000.log,True,0,2,0.75,0.7696,0.7503,0.7503,0.01959999999999995,0.00029999999999996696
B_00417_Nu_00309_Cl_00544_0000,417,309,544,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00544_0000.log,True,0,2,0.75,0.7689,0.7503,0.7503,0.018900000000000028,0.00029999999999996696
B_00417_Nu_00309_Cl_00574_0000,417,309,574,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00574_0000.log,True,0,2,0.75,0.7637,0.7501,0.7501,0.013700000000000045,9.999999999998899e-05
B_00417_Nu_00309_Cl_00590_0000,417,309,590,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00590_0000.log,True,0,2,0.75,0.7697,0.7503,0.7503,0.01970000000000005,0.00029999999999996696
B_00417_Nu_00309_Cl_00591_0000,417,309,591,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00591_0000.log,True,0,2,0.75,0.7629,0.7501,0.7501,0.012900000000000023,9.999999999998899e-05
B_00417_Nu_00309_Cl_00601_0000,417,309,601,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00601_0000.log,True,0,2,0.75,0.7705,0.7503,0.7503,0.020499999999999963,0.00029999999999996696
B_00417_Nu_00309_Cl_00602_0000,417,309,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00309_Cl_00602_0000.log,True,0,2,0.75,0.7668,0.7502,0.7502,0.016800000000000037,0.00019999999999997797
B_00417_Nu_00312_Cl_00443_0001,417,312,443,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00443_0001.log,True,0,2,0.75,0.7649,0.7502,0.7502,0.014900000000000024,0.00019999999999997797
B_00417_Nu_00312_Cl_00445_0000,417,312,445,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00445_0000.log,True,0,2,0.75,0.7671,0.7502,0.7502,0.017100000000000004,0.00019999999999997797
B_00417_Nu_00312_Cl_00461_0000,417,312,461,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00461_0000.log,True,0,2,0.75,0.7691,0.7503,0.7503,0.019100000000000006,0.00029999999999996696
B_00417_Nu_00312_Cl_00463_0000,417,312,463,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00463_0000.log,True,0,2,0.75,0.7659,0.7502,0.7502,0.015900000000000025,0.00019999999999997797
B_00417_Nu_00312_Cl_00466_0000,417,312,466,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00466_0000.log,True,0,2,0.75,0.7711,0.7503,0.7503,0.021100000000000008,0.00029999999999996696
B_00417_Nu_00312_Cl_00472_0000,417,312,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00472_0000.log,True,0,2,0.75,0.7617,0.7501,0.7501,0.011700000000000044,9.999999999998899e-05
B_00417_Nu_00312_Cl_00513_0001,417,312,513,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00513_0001.log,True,0,2,0.75,0.7646,0.7502,0.7502,0.014599999999999946,0.00019999999999997797
B_00417_Nu_00312_Cl_00523_0002,417,312,523,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00523_0002.log,True,0,2,0.75,0.7628,0.7501,0.7501,0.012800000000000034,9.999999999998899e-05
B_00417_Nu_00312_Cl_00544_0000,417,312,544,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00544_0000.log,True,0,2,0.75,0.766,0.7502,0.7502,0.016000000000000014,0.00019999999999997797
B_00417_Nu_00312_Cl_00591_0000,417,312,591,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00591_0000.log,True,0,2,0.75,0.7634,0.7502,0.7502,0.013399999999999967,0.00019999999999997797
B_00417_Nu_00312_Cl_00592_0000,417,312,592,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00592_0000.log,True,0,2,0.75,0.7718,0.7504,0.7504,0.02180000000000004,0.00039999999999995595
B_00417_Nu_00312_Cl_00597_0001,417,312,597,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00597_0001.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00417_Nu_00312_Cl_00602_0000,417,312,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00312_Cl_00602_0000.log,True,0,2,0.75,0.7654,0.7502,0.7502,0.01539999999999997,0.00019999999999997797
B_00417_Nu_00313_Cl_00456_0000,417,313,456,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00456_0000.log,True,0,2,0.75,0.7733,0.7504,0.7504,0.023299999999999987,0.00039999999999995595
B_00417_Nu_00313_Cl_00502_0000,417,313,502,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00502_0000.log,True,0,2,0.75,0.7717,0.7504,0.7504,0.021700000000000053,0.00039999999999995595
B_00417_Nu_00313_Cl_00533_0001,417,313,533,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00533_0001.log,True,0,2,0.75,0.7652,0.7502,0.7502,0.015199999999999991,0.00019999999999997797
B_00417_Nu_00313_Cl_00537_0000,417,313,537,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00537_0000.log,True,0,2,0.75,0.7658,0.7502,0.7502,0.015800000000000036,0.00019999999999997797
B_00417_Nu_00313_Cl_00566_0000,417,313,566,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00566_0000.log,True,0,2,0.75,0.7648,0.7502,0.7502,0.014800000000000035,0.00019999999999997797
B_00417_Nu_00313_Cl_00602_0000,417,313,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00313_Cl_00602_0000.log,True,0,2,0.75,0.7692,0.7503,0.7503,0.019199999999999995,0.00029999999999996696
