identifier,B_Index,N_Index,Cl_Index,conf_idxs_ts,log_source,log_name_variant,log_found,log_path,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after
B_00391_Nu_00044_Cl_00470_0000,391,44,470,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00044_Cl_00470_0000.log,True,0,2,0.75,0.7623,0.7501,0.7501,0.012299999999999978,9.999999999998899e-05
B_00391_Nu_00044_Cl_00519_0000,391,44,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00044_Cl_00519_0000.log,True,0,2,0.75,0.7648,0.7501,0.7501,0.014800000000000035,9.999999999998899e-05
B_00391_Nu_00044_Cl_00535_0000,391,44,535,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00044_Cl_00535_0000.log,True,0,2,0.75,0.7621,0.7501,0.7501,0.0121,9.999999999998899e-05
B_00391_Nu_00044_Cl_00575_0000,391,44,575,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00044_Cl_00575_0000.log,True,0,2,0.75,0.7629,0.7501,0.7501,0.012900000000000023,9.999999999998899e-05
B_00391_Nu_00045_Cl_00519_0000,391,45,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00045_Cl_00519_0000.log,True,0,2,0.75,0.7653,0.7502,0.7502,0.01529999999999998,0.00019999999999997797
B_00391_Nu_00046_Cl_00507_0000,391,46,507,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00046_Cl_00507_0000.log,True,0,2,0.75,0.7652,0.7501,0.7501,0.015199999999999991,9.999999999998899e-05
B_00391_Nu_00047_Cl_00478_0000,391,47,478,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00047_Cl_00478_0000.log,True,0,2,0.75,0.7662,0.7502,0.7502,0.016199999999999992,0.00019999999999997797
B_00391_Nu_00047_Cl_00519_0000,391,47,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00047_Cl_00519_0000.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00391_Nu_00047_Cl_00562_0001,391,47,562,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00047_Cl_00562_0001.log,True,0,2,0.75,0.7658,0.7502,0.7502,0.015800000000000036,0.00019999999999997797
B_00391_Nu_00049_Cl_00519_0000,391,49,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00049_Cl_00519_0000.log,True,0,2,0.75,0.7646,0.7501,0.7501,0.014599999999999946,9.999999999998899e-05
B_00391_Nu_00050_Cl_00465_0001,391,50,465,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00465_0001.log,True,0,2,0.75,0.761,0.7501,0.7501,0.01100000000000001,9.999999999998899e-05
B_00391_Nu_00050_Cl_00466_0000,391,50,466,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00466_0000.log,True,0,2,0.75,0.7617,0.7501,0.7501,0.011700000000000044,9.999999999998899e-05
B_00391_Nu_00050_Cl_00467_0000,391,50,467,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00467_0000.log,True,0,2,0.75,0.7624,0.7501,0.7501,0.012399999999999967,9.999999999998899e-05
B_00391_Nu_00050_Cl_00470_0000,391,50,470,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00470_0000.log,True,0,2,0.75,0.7627,0.7501,0.7501,0.012700000000000045,9.999999999998899e-05
B_00391_Nu_00050_Cl_00481_0000,391,50,481,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00481_0000.log,True,0,2,0.75,0.7664,0.7502,0.7502,0.01639999999999997,0.00019999999999997797
B_00391_Nu_00050_Cl_00490_0001,391,50,490,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00490_0001.log,True,0,2,0.75,0.7657,0.7502,0.7502,0.015700000000000047,0.00019999999999997797
B_00391_Nu_00050_Cl_00516_0000,391,50,516,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00516_0000.log,True,0,2,0.75,0.7613,0.7501,0.7501,0.011299999999999977,9.999999999998899e-05
B_00391_Nu_00050_Cl_00519_0000,391,50,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00519_0000.log,True,0,2,0.75,0.7659,0.7502,0.7502,0.015900000000000025,0.00019999999999997797
B_00391_Nu_00050_Cl_00520_0000,391,50,520,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00520_0000.log,True,0,2,0.75,0.7635,0.7501,0.7501,0.013499999999999956,9.999999999998899e-05
B_00391_Nu_00050_Cl_00535_0000,391,50,535,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00535_0000.log,True,0,2,0.75,0.7619,0.7501,0.7501,0.011900000000000022,9.999999999998899e-05
B_00391_Nu_00050_Cl_00538_0002,391,50,538,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00538_0002.log,True,0,2,0.75,0.7617,0.7501,0.7501,0.011700000000000044,9.999999999998899e-05
B_00391_Nu_00050_Cl_00540_0000,391,50,540,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00540_0000.log,True,0,2,0.75,0.7617,0.7501,0.7501,0.011700000000000044,9.999999999998899e-05
B_00391_Nu_00050_Cl_00571_0000,391,50,571,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00571_0000.log,True,0,2,0.75,0.7619,0.7501,0.7501,0.011900000000000022,9.999999999998899e-05
B_00391_Nu_00050_Cl_00572_0000,391,50,572,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00572_0000.log,True,0,2,0.75,0.7622,0.7501,0.7501,0.012199999999999989,9.999999999998899e-05
B_00391_Nu_00050_Cl_00596_0000,391,50,596,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00596_0000.log,True,0,2,0.75,0.7643,0.7501,0.7501,0.01429999999999998,9.999999999998899e-05
B_00391_Nu_00050_Cl_00615_0000,391,50,615,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00050_Cl_00615_0000.log,True,0,2,0.75,0.761,0.7501,0.7501,0.01100000000000001,9.999999999998899e-05
B_00391_Nu_00052_Cl_00558_0000,391,52,558,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00052_Cl_00558_0000.log,True,0,2,0.75,0.7648,0.7501,0.7501,0.014800000000000035,9.999999999998899e-05
B_00391_Nu_00053_Cl_00484_0000,391,53,484,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00053_Cl_00484_0000.log,True,0,2,0.75,0.7652,0.7502,0.7502,0.015199999999999991,0.00019999999999997797
B_00391_Nu_00053_Cl_00519_0000,391,53,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00053_Cl_00519_0000.log,True,0,2,0.75,0.7652,0.7501,0.7501,0.015199999999999991,9.999999999998899e-05
B_00391_Nu_00057_Cl_00484_0001,391,57,484,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00057_Cl_00484_0001.log,True,0,2,0.75,0.7648,0.7502,0.7502,0.014800000000000035,0.00019999999999997797
B_00391_Nu_00057_Cl_00503_0000,391,57,503,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00057_Cl_00503_0000.log,True,0,2,0.75,0.7611,0.7501,0.7501,0.011099999999999999,9.999999999998899e-05
B_00391_Nu_00057_Cl_00519_0000,391,57,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00057_Cl_00519_0000.log,True,0,2,0.75,0.7652,0.7501,0.7501,0.015199999999999991,9.999999999998899e-05
B_00391_Nu_00058_Cl_00535_0000,391,58,535,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00058_Cl_00535_0000.log,True,0,2,0.75,0.7628,0.7501,0.7501,0.012800000000000034,9.999999999998899e-05
B_00391_Nu_00059_Cl_00457_0001,391,59,457,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00457_0001.log,True,0,2,0.75,0.7613,0.7501,0.7501,0.011299999999999977,9.999999999998899e-05
B_00391_Nu_00059_Cl_00460_0000,391,59,460,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00460_0000.log,True,0,2,0.75,0.7619,0.7501,0.7501,0.011900000000000022,9.999999999998899e-05
B_00391_Nu_00059_Cl_00464_0000,391,59,464,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00464_0000.log,True,0,2,0.75,0.7618,0.7501,0.7501,0.011800000000000033,9.999999999998899e-05
B_00391_Nu_00059_Cl_00466_0000,391,59,466,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00466_0000.log,True,0,2,0.75,0.7636,0.7501,0.7501,0.013599999999999945,9.999999999998899e-05
B_00391_Nu_00059_Cl_00469_0000,391,59,469,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00469_0000.log,True,0,2,0.75,0.763,0.7501,0.7501,0.013000000000000012,9.999999999998899e-05
B_00391_Nu_00059_Cl_00470_0000,391,59,470,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00470_0000.log,True,0,2,0.75,0.7639,0.7501,0.7501,0.013900000000000023,9.999999999998899e-05
B_00391_Nu_00059_Cl_00472_0001,391,59,472,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00472_0001.log,True,0,2,0.75,0.7626,0.7501,0.7501,0.012599999999999945,9.999999999998899e-05
B_00391_Nu_00059_Cl_00481_0000,391,59,481,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00481_0000.log,True,0,2,0.75,0.7665,0.7502,0.7502,0.01649999999999996,0.00019999999999997797
B_00391_Nu_00059_Cl_00487_0000,391,59,487,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00487_0000.log,True,0,2,0.75,0.7665,0.7502,0.7502,0.01649999999999996,0.00019999999999997797
B_00391_Nu_00059_Cl_00490_0000,391,59,490,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00490_0000.log,True,0,2,0.75,0.7667,0.7502,0.7502,0.016700000000000048,0.00019999999999997797
B_00391_Nu_00059_Cl_00494_0000,391,59,494,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00494_0000.log,True,0,2,0.75,0.7614,0.7501,0.7501,0.011399999999999966,9.999999999998899e-05
B_00391_Nu_00059_Cl_00503_0001,391,59,503,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00503_0001.log,True,0,2,0.75,0.7648,0.7502,0.7502,0.014800000000000035,0.00019999999999997797
B_00391_Nu_00059_Cl_00505_0001,391,59,505,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00505_0001.log,True,0,2,0.75,0.7624,0.7501,0.7501,0.012399999999999967,9.999999999998899e-05
B_00391_Nu_00059_Cl_00509_0000,391,59,509,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00509_0000.log,True,0,2,0.75,0.7628,0.7501,0.7501,0.012800000000000034,9.999999999998899e-05
B_00391_Nu_00059_Cl_00511_0000,391,59,511,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00511_0000.log,True,0,2,0.75,0.7619,0.7501,0.7501,0.011900000000000022,9.999999999998899e-05
B_00391_Nu_00059_Cl_00512_0000,391,59,512,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00512_0000.log,True,0,2,0.75,0.7629,0.7501,0.7501,0.012900000000000023,9.999999999998899e-05
B_00391_Nu_00059_Cl_00516_0000,391,59,516,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00516_0000.log,True,0,2,0.75,0.7633,0.7501,0.7501,0.013299999999999979,9.999999999998899e-05
B_00391_Nu_00059_Cl_00517_0000,391,59,517,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00517_0000.log,True,0,2,0.75,0.7669,0.7502,0.7502,0.016900000000000026,0.00019999999999997797
B_00391_Nu_00059_Cl_00518_0000,391,59,518,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00518_0000.log,True,0,2,0.75,0.7624,0.7501,0.7501,0.012399999999999967,9.999999999998899e-05
B_00391_Nu_00059_Cl_00519_0000,391,59,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00519_0000.log,True,0,2,0.75,0.7664,0.7502,0.7502,0.01639999999999997,0.00019999999999997797
B_00391_Nu_00059_Cl_00520_0001,391,59,520,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00520_0001.log,True,0,2,0.75,0.7645,0.7501,0.7501,0.014499999999999957,9.999999999998899e-05
B_00391_Nu_00059_Cl_00523_0000,391,59,523,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00523_0000.log,True,0,2,0.75,0.7616,0.7501,0.7501,0.011600000000000055,9.999999999998899e-05
B_00391_Nu_00059_Cl_00527_0000,391,59,527,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00527_0000.log,True,0,2,0.75,0.762,0.7501,0.7501,0.01200000000000001,9.999999999998899e-05
B_00391_Nu_00059_Cl_00528_0000,391,59,528,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00528_0000.log,True,0,2,0.75,0.7613,0.7501,0.7501,0.011299999999999977,9.999999999998899e-05
B_00391_Nu_00059_Cl_00533_0001,391,59,533,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00533_0001.log,True,0,2,0.75,0.762,0.7501,0.7501,0.01200000000000001,9.999999999998899e-05
B_00391_Nu_00059_Cl_00534_0000,391,59,534,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00534_0000.log,True,0,2,0.75,0.7638,0.7501,0.7501,0.013800000000000034,9.999999999998899e-05
B_00391_Nu_00059_Cl_00535_0000,391,59,535,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00535_0000.log,True,0,2,0.75,0.7639,0.7501,0.7501,0.013900000000000023,9.999999999998899e-05
B_00391_Nu_00059_Cl_00538_0000,391,59,538,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00538_0000.log,True,0,2,0.75,0.7628,0.7501,0.7501,0.012800000000000034,9.999999999998899e-05
B_00391_Nu_00059_Cl_00540_0000,391,59,540,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00540_0000.log,True,0,2,0.75,0.7633,0.7501,0.7501,0.013299999999999979,9.999999999998899e-05
B_00391_Nu_00059_Cl_00541_0001,391,59,541,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00541_0001.log,True,0,2,0.75,0.7618,0.7501,0.7501,0.011800000000000033,9.999999999998899e-05
B_00391_Nu_00059_Cl_00546_0000,391,59,546,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00546_0000.log,True,0,2,0.75,0.7612,0.7501,0.7501,0.011199999999999988,9.999999999998899e-05
B_00391_Nu_00059_Cl_00551_0000,391,59,551,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00551_0000.log,True,0,2,0.75,0.7614,0.7501,0.7501,0.011399999999999966,9.999999999998899e-05
B_00391_Nu_00059_Cl_00554_0000,391,59,554,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00554_0000.log,True,0,2,0.75,0.7648,0.7501,0.7501,0.014800000000000035,9.999999999998899e-05
B_00391_Nu_00059_Cl_00559_0000,391,59,559,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00559_0000.log,True,0,2,0.75,0.7633,0.7501,0.7501,0.013299999999999979,9.999999999998899e-05
B_00391_Nu_00059_Cl_00563_0000,391,59,563,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00563_0000.log,True,0,2,0.75,0.7622,0.7501,0.7501,0.012199999999999989,9.999999999998899e-05
B_00391_Nu_00059_Cl_00568_0001,391,59,568,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00568_0001.log,True,0,2,0.75,0.764,0.7501,0.7501,0.014000000000000012,9.999999999998899e-05
B_00391_Nu_00059_Cl_00569_0000,391,59,569,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00569_0000.log,True,0,2,0.75,0.7616,0.7501,0.7501,0.011600000000000055,9.999999999998899e-05
B_00391_Nu_00059_Cl_00572_0000,391,59,572,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00572_0000.log,True,0,2,0.75,0.7637,0.7501,0.7501,0.013700000000000045,9.999999999998899e-05
B_00391_Nu_00059_Cl_00575_0000,391,59,575,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00575_0000.log,True,0,2,0.75,0.7646,0.7501,0.7501,0.014599999999999946,9.999999999998899e-05
B_00391_Nu_00059_Cl_00579_0000,391,59,579,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00579_0000.log,True,0,2,0.75,0.7637,0.7501,0.7501,0.013700000000000045,9.999999999998899e-05
B_00391_Nu_00059_Cl_00581_0000,391,59,581,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00581_0000.log,True,0,2,0.75,0.762,0.7501,0.7501,0.01200000000000001,9.999999999998899e-05
B_00391_Nu_00059_Cl_00584_0000,391,59,584,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00584_0000.log,True,0,2,0.75,0.7662,0.7502,0.7502,0.016199999999999992,0.00019999999999997797
B_00391_Nu_00059_Cl_00588_0000,391,59,588,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00588_0000.log,True,0,2,0.75,0.7656,0.7502,0.7502,0.015599999999999947,0.00019999999999997797
B_00391_Nu_00059_Cl_00589_0000,391,59,589,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00589_0000.log,True,0,2,0.75,0.7617,0.7501,0.7501,0.011700000000000044,9.999999999998899e-05
B_00391_Nu_00059_Cl_00593_0000,391,59,593,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00593_0000.log,True,0,2,0.75,0.7626,0.7501,0.7501,0.012599999999999945,9.999999999998899e-05
B_00391_Nu_00059_Cl_00595_0000,391,59,595,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00595_0000.log,True,0,2,0.75,0.7613,0.7501,0.7501,0.011299999999999977,9.999999999998899e-05
B_00391_Nu_00059_Cl_00599_0001,391,59,599,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00599_0001.log,True,0,2,0.75,0.7615,0.7501,0.7501,0.011499999999999955,9.999999999998899e-05
B_00391_Nu_00059_Cl_00604_0000,391,59,604,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00604_0000.log,True,0,2,0.75,0.7616,0.7501,0.7501,0.011600000000000055,9.999999999998899e-05
B_00391_Nu_00059_Cl_00608_0000,391,59,608,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00608_0000.log,True,0,2,0.75,0.7635,0.7501,0.7501,0.013499999999999956,9.999999999998899e-05
B_00391_Nu_00059_Cl_00609_0000,391,59,609,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00059_Cl_00609_0000.log,True,0,2,0.75,0.7614,0.7501,0.7501,0.011399999999999966,9.999999999998899e-05
B_00391_Nu_00060_Cl_00588_0000,391,60,588,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00060_Cl_00588_0000.log,True,0,2,0.75,0.7656,0.7502,0.7502,0.015599999999999947,0.00019999999999997797
B_00391_Nu_00063_Cl_00481_0000,391,63,481,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00063_Cl_00481_0000.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00391_Nu_00063_Cl_00519_0001,391,63,519,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00063_Cl_00519_0001.log,True,0,2,0.75,0.7686,0.7502,0.7502,0.01859999999999995,0.00019999999999997797
B_00391_Nu_00063_Cl_00551_0001,391,63,551,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00063_Cl_00551_0001.log,True,0,2,0.75,0.7622,0.7501,0.7501,0.012199999999999989,9.999999999998899e-05
B_00391_Nu_00066_Cl_00519_0000,391,66,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00066_Cl_00519_0000.log,True,0,2,0.75,0.7654,0.7502,0.7502,0.01539999999999997,0.00019999999999997797
B_00391_Nu_00067_Cl_00520_0000,391,67,520,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00067_Cl_00520_0000.log,True,0,2,0.75,0.7644,0.7501,0.7501,0.014399999999999968,9.999999999998899e-05
B_00391_Nu_00069_Cl_00519_0000,391,69,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00069_Cl_00519_0000.log,True,0,2,0.75,0.7672,0.7502,0.7502,0.017199999999999993,0.00019999999999997797
B_00391_Nu_00069_Cl_00520_0000,391,69,520,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00391_Nu_00069_Cl_00520_0000.log,True,0,2,0.75,0.7651,0.7501,0.7501,0.015100000000000002,9.999999999998899e-05
