key,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key
B_00416_LB_00343_Cl_00595,8.319996812000957,-37.06053969678733,B_00416_LB_00343_r,Cl_00595_r,B_00416_LB_00343_p,Cl_00595_p
B_00416_LB_00344_Cl_00481,21.21794231312534,-10.207082710306269,B_00416_LB_00344_r,Cl_00481_r,B_00416_LB_00344_p,Cl_00481_p
B_00416_LB_00353_Cl_00519,13.257340749873014,-17.427496481602063,B_00416_LB_00353_r,Cl_00519_r,B_00416_LB_00353_p,Cl_00519_p
B_00416_LB_00355_Cl_00520,21.662207658769486,-14.236276205685295,B_00416_LB_00355_r,Cl_00520_r,B_00416_LB_00355_p,Cl_00520_p
B_00416_LB_00370_Cl_00514,20.056869727373943,-9.042355677722648,B_00416_LB_00370_r,Cl_00514_r,B_00416_LB_00370_p,Cl_00514_p
B_00416_LB_00381_Cl_00451,14.452744367800502,-24.55206879058904,B_00416_LB_00381_r,Cl_00451_r,B_00416_LB_00381_p,Cl_00451_p
B_00416_LB_00381_Cl_00457,16.271888958818344,-18.69710554378357,B_00416_LB_00381_r,Cl_00457_r,B_00416_LB_00381_p,Cl_00457_p
B_00416_LB_00381_Cl_00476,27.060649407639907,-9.846908716553328,B_00416_LB_00381_r,Cl_00476_r,B_00416_LB_00381_p,Cl_00476_p
B_00416_LB_00381_Cl_00488,27.050305229386854,-15.939720730968816,B_00416_LB_00381_r,Cl_00488_r,B_00416_LB_00381_p,Cl_00488_p
B_00416_LB_00381_Cl_00489,20.10928641313309,-5.3099925044131275,B_00416_LB_00381_r,Cl_00489_r,B_00416_LB_00381_p,Cl_00489_p
B_00416_LB_00381_Cl_00516,16.561793531923975,-17.786662360228572,B_00416_LB_00381_r,Cl_00516_r,B_00416_LB_00381_p,Cl_00516_p
B_00416_LB_00381_Cl_00539,13.612367208865248,-15.251134574205025,B_00416_LB_00381_r,Cl_00539_r,B_00416_LB_00381_p,Cl_00539_p
B_00416_LB_00381_Cl_00545,10.17052993663157,-27.52521458622886,B_00416_LB_00381_r,Cl_00545_r,B_00416_LB_00381_p,Cl_00545_p
B_00416_LB_00381_Cl_00551,17.34591149575297,-16.48105123394653,B_00416_LB_00381_r,Cl_00551_r,B_00416_LB_00381_p,Cl_00551_p
B_00416_LB_00381_Cl_00552,16.5128804134496,-19.129453009463294,B_00416_LB_00381_r,Cl_00552_r,B_00416_LB_00381_p,Cl_00552_p
B_00416_LB_00381_Cl_00553,17.75775791266885,-6.173972188262683,B_00416_LB_00381_r,Cl_00553_r,B_00416_LB_00381_p,Cl_00553_p
B_00416_LB_00381_Cl_00566,15.621969668031666,-21.08846924838467,B_00416_LB_00381_r,Cl_00566_r,B_00416_LB_00381_p,Cl_00566_p
B_00416_LB_00381_Cl_00601,15.391259368067796,-18.623202446890527,B_00416_LB_00381_r,Cl_00601_r,B_00416_LB_00381_p,Cl_00601_p
B_00416_LB_00381_Cl_00604,14.577163085518862,-23.741535601274215,B_00416_LB_00381_r,Cl_00604_r,B_00416_LB_00381_p,Cl_00604_p
B_00416_LB_00381_Cl_00610,14.6063130414237,-23.667751354674238,B_00416_LB_00381_r,Cl_00610_r,B_00416_LB_00381_p,Cl_00610_p
B_00416_LB_00381_Cl_00619,9.293720515527857,-24.842509044946834,B_00416_LB_00381_r,Cl_00619_r,B_00416_LB_00381_p,Cl_00619_p
B_00417_LB_00001_Cl_00462,12.37151992045845,-29.27452863519458,B_00417_LB_00001_r,Cl_00462_r,B_00417_LB_00001_p,Cl_00462_p
B_00417_LB_00002_Cl_00558,14.996644787890757,-24.32463366299971,B_00417_LB_00002_r,Cl_00558_r,B_00417_LB_00002_p,Cl_00558_p
B_00417_LB_00003_Cl_00569,11.693622031017188,-26.33896445856418,B_00417_LB_00003_r,Cl_00569_r,B_00417_LB_00003_p,Cl_00569_p
B_00417_LB_00004_Cl_00509,14.75097033772248,-20.672932078075714,B_00417_LB_00004_r,Cl_00509_r,B_00417_LB_00004_p,Cl_00509_p
B_00417_LB_00004_Cl_00588,10.623197132004224,-27.984429063029555,B_00417_LB_00004_r,Cl_00588_r,B_00417_LB_00004_p,Cl_00588_p
B_00417_LB_00007_Cl_00494,9.998830795121632,-27.55147927894888,B_00417_LB_00007_r,Cl_00494_r,B_00417_LB_00007_p,Cl_00494_p
B_00417_LB_00010_Cl_00535,11.678212458381726,-31.03500540747715,B_00417_LB_00010_r,Cl_00535_r,B_00417_LB_00010_p,Cl_00535_p
B_00417_LB_00011_Cl_00519,12.55176373051525,-27.37636540011507,B_00417_LB_00011_r,Cl_00519_r,B_00417_LB_00011_p,Cl_00519_p
B_00417_LB_00011_Cl_00533,12.609583950077674,-38.54154331858499,B_00417_LB_00011_r,Cl_00533_r,B_00417_LB_00011_p,Cl_00533_p
B_00417_LB_00012_Cl_00618,15.828661013335864,-12.889022264096205,B_00417_LB_00012_r,Cl_00618_r,B_00417_LB_00012_p,Cl_00618_p
B_00417_LB_00014_Cl_00457,12.19585428250276,-30.920812369850886,B_00417_LB_00014_r,Cl_00457_r,B_00417_LB_00014_p,Cl_00457_p
B_00417_LB_00014_Cl_00519,12.20202911930932,-26.437875077916406,B_00417_LB_00014_r,Cl_00519_r,B_00417_LB_00014_p,Cl_00519_p
B_00417_LB_00015_Cl_00493,15.43353352813376,-22.648205204945263,B_00417_LB_00015_r,Cl_00493_r,B_00417_LB_00015_p,Cl_00493_p
B_00417_LB_00016_Cl_00481,22.018066363018782,-11.684429221666264,B_00417_LB_00016_r,Cl_00481_r,B_00417_LB_00016_p,Cl_00481_p
B_00417_LB_00017_Cl_00459,7.970876977510054,-37.56178673243432,B_00417_LB_00017_r,Cl_00459_r,B_00417_LB_00017_p,Cl_00459_p
B_00417_LB_00022_Cl_00540,11.99677243439959,-29.604203640675298,B_00417_LB_00022_r,Cl_00540_r,B_00417_LB_00022_p,Cl_00540_p
B_00417_LB_00025_Cl_00609,13.683402157149793,-27.3514979535392,B_00417_LB_00025_r,Cl_00609_r,B_00417_LB_00025_p,Cl_00609_p
B_00417_LB_00032_Cl_00490,18.69204656254294,-11.703006683951436,B_00417_LB_00032_r,Cl_00490_r,B_00417_LB_00032_p,Cl_00490_p
B_00417_LB_00037_Cl_00551,8.109636478363747,-34.569628148339255,B_00417_LB_00037_r,Cl_00551_r,B_00417_LB_00037_p,Cl_00551_p
B_00417_LB_00038_Cl_00603,14.908789369643616,-26.74661730832914,B_00417_LB_00038_r,Cl_00603_r,B_00417_LB_00038_p,Cl_00603_p
B_00417_LB_00045_Cl_00519,15.554483698947132,-26.181360533916727,B_00417_LB_00045_r,Cl_00519_r,B_00417_LB_00045_p,Cl_00519_p
B_00417_LB_00047_Cl_00517,9.960019108751915,-27.09452182227581,B_00417_LB_00047_r,Cl_00517_r,B_00417_LB_00047_p,Cl_00517_p
B_00417_LB_00050_Cl_00487,18.638966707443707,-16.410844939899224,B_00417_LB_00050_r,Cl_00487_r,B_00417_LB_00050_p,Cl_00487_p
B_00417_LB_00051_Cl_00608,17.10289126188219,-24.70413334918409,B_00417_LB_00051_r,Cl_00608_r,B_00417_LB_00051_p,Cl_00608_p
B_00417_LB_00057_Cl_00509,12.931871185728914,-19.850118560346555,B_00417_LB_00057_r,Cl_00509_r,B_00417_LB_00057_p,Cl_00509_p
B_00417_LB_00059_Cl_00519,6.054310323579126,-37.04352403320665,B_00417_LB_00059_r,Cl_00519_r,B_00417_LB_00059_p,Cl_00519_p
B_00417_LB_00059_Cl_00603,10.44009556216348,-32.8327187660912,B_00417_LB_00059_r,Cl_00603_r,B_00417_LB_00059_p,Cl_00603_p
B_00417_LB_00063_Cl_00477,23.19885635585312,-8.360745002590232,B_00417_LB_00063_r,Cl_00477_r,B_00417_LB_00063_p,Cl_00477_p
B_00417_LB_00063_Cl_00519,12.804550659111129,-27.061079885287597,B_00417_LB_00063_r,Cl_00519_r,B_00417_LB_00063_p,Cl_00519_p
B_00417_LB_00064_Cl_00519,12.824500573045645,-28.59721054696115,B_00417_LB_00064_r,Cl_00519_r,B_00417_LB_00064_p,Cl_00519_p
B_00417_LB_00077_Cl_00599,9.19169224962803,-35.04161807198431,B_00417_LB_00077_r,Cl_00599_r,B_00417_LB_00077_p,Cl_00599_p
B_00417_LB_00085_Cl_00583,17.157023783810583,-20.79365577622351,B_00417_LB_00085_r,Cl_00583_r,B_00417_LB_00085_p,Cl_00583_p
B_00417_LB_00086_Cl_00574,8.036419085767465,-33.065700703802804,B_00417_LB_00086_r,Cl_00574_r,B_00417_LB_00086_p,Cl_00574_p
B_00417_LB_00088_Cl_00446,10.130792817480415,-39.83116202296937,B_00417_LB_00088_r,Cl_00446_r,B_00417_LB_00088_p,Cl_00446_p
B_00417_LB_00090_Cl_00568,18.545206963113426,-16.670926824120162,B_00417_LB_00090_r,Cl_00568_r,B_00417_LB_00090_p,Cl_00568_p
B_00417_LB_00093_Cl_00452,7.725353346749973,-33.51131117340478,B_00417_LB_00093_r,Cl_00452_r,B_00417_LB_00093_p,Cl_00452_p
B_00417_LB_00093_Cl_00596,21.034180134178918,-5.126876542242629,B_00417_LB_00093_r,Cl_00596_r,B_00417_LB_00093_p,Cl_00596_p
B_00417_LB_00098_Cl_00593,13.303581560763552,-24.79424274371352,B_00417_LB_00098_r,Cl_00593_r,B_00417_LB_00098_p,Cl_00593_p
B_00417_LB_00102_Cl_00561,12.832512017560413,-31.571697593605005,B_00417_LB_00102_r,Cl_00561_r,B_00417_LB_00102_p,Cl_00561_p
B_00417_LB_00103_Cl_00618,17.305221526954394,-7.8429272379736545,B_00417_LB_00103_r,Cl_00618_r,B_00417_LB_00103_p,Cl_00618_p
B_00417_LB_00104_Cl_00481,20.788731375151254,-4.696071247184087,B_00417_LB_00104_r,Cl_00481_r,B_00417_LB_00104_p,Cl_00481_p
B_00417_LB_00108_Cl_00610,9.663748267670442,-34.70675628984418,B_00417_LB_00108_r,Cl_00610_r,B_00417_LB_00108_p,Cl_00610_p
B_00417_LB_00113_Cl_00520,22.227417523563773,-11.54434053867991,B_00417_LB_00113_r,Cl_00520_r,B_00417_LB_00113_p,Cl_00520_p
B_00417_LB_00113_Cl_00573,18.663439541198134,-12.82922873394836,B_00417_LB_00113_r,Cl_00573_r,B_00417_LB_00113_p,Cl_00573_p
B_00417_LB_00114_Cl_00512,13.727257768758387,-22.50784101282867,B_00417_LB_00114_r,Cl_00512_r,B_00417_LB_00114_p,Cl_00512_p
B_00417_LB_00116_Cl_00539,12.447103181525346,-22.70747183281681,B_00417_LB_00116_r,Cl_00539_r,B_00417_LB_00116_p,Cl_00539_p
B_00417_LB_00120_Cl_00445,5.175336535895499,-41.58104942454538,B_00417_LB_00120_r,Cl_00445_r,B_00417_LB_00120_p,Cl_00445_p
B_00417_LB_00120_Cl_00461,10.269375090658745,-31.95239889849954,B_00417_LB_00120_r,Cl_00461_r,B_00417_LB_00120_p,Cl_00461_p
B_00417_LB_00120_Cl_00488,18.56141605925838,-23.6045114588765,B_00417_LB_00120_r,Cl_00488_r,B_00417_LB_00120_p,Cl_00488_p
B_00417_LB_00120_Cl_00500,12.87006832008341,-13.765589112906053,B_00417_LB_00120_r,Cl_00500_r,B_00417_LB_00120_p,Cl_00500_p
B_00417_LB_00120_Cl_00502,9.673072225899212,-27.120200561463676,B_00417_LB_00120_r,Cl_00502_r,B_00417_LB_00120_p,Cl_00502_p
B_00417_LB_00120_Cl_00504,18.434220416620278,-16.992930513739484,B_00417_LB_00120_r,Cl_00504_r,B_00417_LB_00120_p,Cl_00504_p
B_00417_LB_00120_Cl_00537,8.0399309075396,-32.192381862686894,B_00417_LB_00120_r,Cl_00537_r,B_00417_LB_00120_p,Cl_00537_p
B_00417_LB_00120_Cl_00544,6.225363972552432,-39.33965391725843,B_00417_LB_00120_r,Cl_00544_r,B_00417_LB_00120_p,Cl_00544_p
B_00417_LB_00120_Cl_00556,10.613031400905104,-22.411940039266465,B_00417_LB_00120_r,Cl_00556_r,B_00417_LB_00120_p,Cl_00556_p
B_00417_LB_00120_Cl_00558,16.391917857944588,-16.182668557389867,B_00417_LB_00120_r,Cl_00558_r,B_00417_LB_00120_p,Cl_00558_p
B_00417_LB_00120_Cl_00561,13.44511359273301,-31.156835614994108,B_00417_LB_00120_r,Cl_00561_r,B_00417_LB_00120_p,Cl_00561_p
B_00417_LB_00120_Cl_00562,16.358385864240265,-16.535676703798597,B_00417_LB_00120_r,Cl_00562_r,B_00417_LB_00120_p,Cl_00562_p
B_00417_LB_00120_Cl_00566,10.359592827234252,-28.753259976221017,B_00417_LB_00120_r,Cl_00566_r,B_00417_LB_00120_p,Cl_00566_p
B_00417_LB_00120_Cl_00583,16.463662653476426,-19.102963711034185,B_00417_LB_00120_r,Cl_00583_r,B_00417_LB_00120_p,Cl_00583_p
B_00417_LB_00120_Cl_00584,16.973193320912788,-15.275310099312145,B_00417_LB_00120_r,Cl_00584_r,B_00417_LB_00120_p,Cl_00584_p
B_00417_LB_00120_Cl_00585,12.105430715008904,-33.50346030298534,B_00417_LB_00120_r,Cl_00585_r,B_00417_LB_00120_p,Cl_00585_p
B_00417_LB_00120_Cl_00590,4.936670437064432,-43.41341546825362,B_00417_LB_00120_r,Cl_00590_r,B_00417_LB_00120_p,Cl_00590_p
B_00417_LB_00120_Cl_00591,8.534819562798717,-33.5525472027919,B_00417_LB_00120_r,Cl_00591_r,B_00417_LB_00120_p,Cl_00591_p
B_00417_LB_00120_Cl_00594,13.531445855421373,-20.608955188398994,B_00417_LB_00120_r,Cl_00594_r,B_00417_LB_00120_p,Cl_00594_p
B_00417_LB_00120_Cl_00595,10.861781388870408,-29.145407241635326,B_00417_LB_00120_r,Cl_00595_r,B_00417_LB_00120_p,Cl_00595_p
B_00417_LB_00120_Cl_00597,6.26790576785786,-36.343238028817076,B_00417_LB_00120_r,Cl_00597_r,B_00417_LB_00120_p,Cl_00597_p
B_00417_LB_00120_Cl_00607,9.952978799071847,-32.34271626255304,B_00417_LB_00120_r,Cl_00607_r,B_00417_LB_00120_p,Cl_00607_p
B_00417_LB_00120_Cl_00610,11.210331668298899,-31.332542082795943,B_00417_LB_00120_r,Cl_00610_r,B_00417_LB_00120_p,Cl_00610_p
B_00417_LB_00120_Cl_00617,10.43310359267389,-8.438798332341191,B_00417_LB_00120_r,Cl_00617_r,B_00417_LB_00120_p,Cl_00617_p
B_00417_LB_00120_Cl_00621,3.749522749486806,-42.08628647793566,B_00417_LB_00120_r,Cl_00621_r,B_00417_LB_00120_p,Cl_00621_p
B_00417_LB_00121_Cl_00533,12.439197022156174,-32.310072936141864,B_00417_LB_00121_r,Cl_00533_r,B_00417_LB_00121_p,Cl_00533_p
B_00417_LB_00131_Cl_00554,18.161555143941747,-14.935497330339746,B_00417_LB_00131_r,Cl_00554_r,B_00417_LB_00131_p,Cl_00554_p
B_00417_LB_00134_Cl_00550,18.4258965363309,-11.434147767795936,B_00417_LB_00134_r,Cl_00550_r,B_00417_LB_00134_p,Cl_00550_p
B_00417_LB_00141_Cl_00526,11.811872513050533,-24.646353509315134,B_00417_LB_00141_r,Cl_00526_r,B_00417_LB_00141_p,Cl_00526_p
B_00417_LB_00142_Cl_00614,12.045732729944131,-27.410567058341762,B_00417_LB_00142_r,Cl_00614_r,B_00417_LB_00142_p,Cl_00614_p
B_00417_LB_00143_Cl_00443,14.033137100726767,-30.554235569921676,B_00417_LB_00143_r,Cl_00443_r,B_00417_LB_00143_p,Cl_00443_p
B_00417_LB_00143_Cl_00444,8.04722353093151,-28.630816054663235,B_00417_LB_00143_r,Cl_00444_r,B_00417_LB_00143_p,Cl_00444_p
B_00417_LB_00143_Cl_00445,12.110458521500487,-32.000536662097204,B_00417_LB_00143_r,Cl_00445_r,B_00417_LB_00143_p,Cl_00445_p
B_00417_LB_00143_Cl_00446,12.07663637978663,-32.11959516981838,B_00417_LB_00143_r,Cl_00446_r,B_00417_LB_00143_p,Cl_00446_p
B_00417_LB_00143_Cl_00447,11.29148577271835,-31.25526743605521,B_00417_LB_00143_r,Cl_00447_r,B_00417_LB_00143_p,Cl_00447_p
B_00417_LB_00143_Cl_00448,9.255464828989288,-29.62738156304067,B_00417_LB_00143_r,Cl_00448_r,B_00417_LB_00143_p,Cl_00448_p
B_00417_LB_00143_Cl_00449,13.13534859625816,-29.69910115908298,B_00417_LB_00143_r,Cl_00449_r,B_00417_LB_00143_p,Cl_00449_p
B_00417_LB_00143_Cl_00450,10.925222146214882,-23.699768258899347,B_00417_LB_00143_r,Cl_00450_r,B_00417_LB_00143_p,Cl_00450_p
B_00417_LB_00143_Cl_00451,13.209655672572532,-22.636346756048553,B_00417_LB_00143_r,Cl_00451_r,B_00417_LB_00143_p,Cl_00451_p
B_00417_LB_00143_Cl_00452,16.602175262425426,-23.002344058248454,B_00417_LB_00143_r,Cl_00452_r,B_00417_LB_00143_p,Cl_00452_p
B_00417_LB_00143_Cl_00453,16.459589579782826,-17.352927506391527,B_00417_LB_00143_r,Cl_00453_r,B_00417_LB_00143_p,Cl_00453_p
B_00417_LB_00143_Cl_00454,14.035883999821202,-32.80552907797263,B_00417_LB_00143_r,Cl_00454_r,B_00417_LB_00143_p,Cl_00454_p
B_00417_LB_00143_Cl_00455,12.570011752740465,-34.16134013664913,B_00417_LB_00143_r,Cl_00455_r,B_00417_LB_00143_p,Cl_00455_p
B_00417_LB_00143_Cl_00457,15.141357566968876,-16.781383509243085,B_00417_LB_00143_r,Cl_00457_r,B_00417_LB_00143_p,Cl_00457_p
B_00417_LB_00143_Cl_00459,14.136974487556053,-19.404370202703134,B_00417_LB_00143_r,Cl_00459_r,B_00417_LB_00143_p,Cl_00459_p
B_00417_LB_00143_Cl_00460,15.850841745801569,-19.675107251189036,B_00417_LB_00143_r,Cl_00460_r,B_00417_LB_00143_p,Cl_00460_p
B_00417_LB_00143_Cl_00462,20.725295074746274,-9.917530271732543,B_00417_LB_00143_r,Cl_00462_r,B_00417_LB_00143_p,Cl_00462_p
B_00417_LB_00143_Cl_00463,15.203319041019261,-25.607723834493825,B_00417_LB_00143_r,Cl_00463_r,B_00417_LB_00143_p,Cl_00463_p
B_00417_LB_00143_Cl_00465,16.88778894230475,-14.235030317063702,B_00417_LB_00143_r,Cl_00465_r,B_00417_LB_00143_p,Cl_00465_p
B_00417_LB_00143_Cl_00467,17.107400015590116,-13.433969774615633,B_00417_LB_00143_r,Cl_00467_r,B_00417_LB_00143_p,Cl_00467_p
B_00417_LB_00143_Cl_00468,17.84704314635506,-13.93111116349311,B_00417_LB_00143_r,Cl_00468_r,B_00417_LB_00143_p,Cl_00468_p
B_00417_LB_00143_Cl_00469,21.22641566329231,-6.330071840078863,B_00417_LB_00143_r,Cl_00469_r,B_00417_LB_00143_p,Cl_00469_p
B_00417_LB_00143_Cl_00470,17.692596220587564,-11.266908444974131,B_00417_LB_00143_r,Cl_00470_r,B_00417_LB_00143_p,Cl_00470_p
B_00417_LB_00143_Cl_00471,14.784484949755141,-27.032712715060185,B_00417_LB_00143_r,Cl_00471_r,B_00417_LB_00143_p,Cl_00471_p
B_00417_LB_00143_Cl_00476,25.474653266306582,-7.931186682084183,B_00417_LB_00143_r,Cl_00476_r,B_00417_LB_00143_p,Cl_00476_p
B_00417_LB_00143_Cl_00482,23.382645016974504,-3.3354358069360917,B_00417_LB_00143_r,Cl_00482_r,B_00417_LB_00143_p,Cl_00482_p
B_00417_LB_00143_Cl_00488,19.987167944752184,-14.02399869642833,B_00417_LB_00143_r,Cl_00488_r,B_00417_LB_00143_p,Cl_00488_p
B_00417_LB_00143_Cl_00489,23.839123195954553,-3.3942704698726436,B_00417_LB_00143_r,Cl_00489_r,B_00417_LB_00143_p,Cl_00489_p
B_00417_LB_00143_Cl_00493,20.533275801045566,-3.9080527456188476,B_00417_LB_00143_r,Cl_00493_r,B_00417_LB_00143_p,Cl_00493_p
B_00417_LB_00143_Cl_00494,19.585294219058888,-8.933308720243303,B_00417_LB_00143_r,Cl_00494_r,B_00417_LB_00143_p,Cl_00494_p
B_00417_LB_00143_Cl_00495,19.723971392196578,-4.075786676364725,B_00417_LB_00143_r,Cl_00495_r,B_00417_LB_00143_p,Cl_00495_p
B_00417_LB_00143_Cl_00496,22.22832255137401,-7.512788238089531,B_00417_LB_00143_r,Cl_00496_r,B_00417_LB_00143_p,Cl_00496_p
B_00417_LB_00143_Cl_00497,20.64054164522439,-3.498354388698503,B_00417_LB_00143_r,Cl_00497_r,B_00417_LB_00143_p,Cl_00497_p
B_00417_LB_00143_Cl_00498,24.335243142760948,-5.213040670553632,B_00417_LB_00143_r,Cl_00498_r,B_00417_LB_00143_p,Cl_00498_p
B_00417_LB_00143_Cl_00499,15.371829221382708,-19.893283736275578,B_00417_LB_00143_r,Cl_00499_r,B_00417_LB_00143_p,Cl_00499_p
B_00417_LB_00143_Cl_00501,19.51325500648644,-5.15189183664834,B_00417_LB_00143_r,Cl_00501_r,B_00417_LB_00143_p,Cl_00501_p
B_00417_LB_00143_Cl_00503,18.715594292962052,-10.328484561314903,B_00417_LB_00143_r,Cl_00503_r,B_00417_LB_00143_p,Cl_00503_p
B_00417_LB_00143_Cl_00504,21.291408764779703,-7.4124177512913105,B_00417_LB_00143_r,Cl_00504_r,B_00417_LB_00143_p,Cl_00504_p
B_00417_LB_00143_Cl_00505,21.45530797752936,-9.42248903797417,B_00417_LB_00143_r,Cl_00505_r,B_00417_LB_00143_p,Cl_00505_p
B_00417_LB_00143_Cl_00509,23.48018069378504,-3.4449283644106767,B_00417_LB_00143_r,Cl_00509_r,B_00417_LB_00143_p,Cl_00509_p
B_00417_LB_00143_Cl_00510,5.487757285821512,-34.44408040070565,B_00417_LB_00143_r,Cl_00510_r,B_00417_LB_00143_p,Cl_00510_p
B_00417_LB_00143_Cl_00511,10.789610875538177,-30.834103688855777,B_00417_LB_00143_r,Cl_00511_r,B_00417_LB_00143_p,Cl_00511_p
B_00417_LB_00143_Cl_00512,12.90209264105534,-12.17404450287684,B_00417_LB_00143_r,Cl_00512_r,B_00417_LB_00143_p,Cl_00512_p
B_00417_LB_00143_Cl_00513,10.970121474033771,-30.767972200270076,B_00417_LB_00143_r,Cl_00513_r,B_00417_LB_00143_p,Cl_00513_p
B_00417_LB_00143_Cl_00514,19.617030741803962,-14.642349741954467,B_00417_LB_00143_r,Cl_00514_r,B_00417_LB_00143_p,Cl_00514_p
B_00417_LB_00143_Cl_00515,17.86359767781847,-7.249822733277322,B_00417_LB_00143_r,Cl_00515_r,B_00417_LB_00143_p,Cl_00515_p
B_00417_LB_00143_Cl_00518,21.52550454449794,-8.190074384102846,B_00417_LB_00143_r,Cl_00518_r,B_00417_LB_00143_p,Cl_00518_p
B_00417_LB_00143_Cl_00519,13.265851522565695,-12.298446217451286,B_00417_LB_00143_r,Cl_00519_r,B_00417_LB_00143_p,Cl_00519_p
B_00417_LB_00143_Cl_00523,16.177590422331374,-19.883674625019786,B_00417_LB_00143_r,Cl_00523_r,B_00417_LB_00143_p,Cl_00523_p
B_00417_LB_00143_Cl_00524,15.490797817349776,-18.291378093521054,B_00417_LB_00143_r,Cl_00524_r,B_00417_LB_00143_p,Cl_00524_p
B_00417_LB_00143_Cl_00525,5.376406681885839,-4.9222028910792215,B_00417_LB_00143_r,Cl_00525_r,B_00417_LB_00143_p,Cl_00525_p
B_00417_LB_00143_Cl_00526,8.174860989428822,-23.84110820309014,B_00417_LB_00143_r,Cl_00526_r,B_00417_LB_00143_p,Cl_00526_p
B_00417_LB_00143_Cl_00527,15.56427939463331,-22.606749393473923,B_00417_LB_00143_r,Cl_00527_r,B_00417_LB_00143_p,Cl_00527_p
B_00417_LB_00143_Cl_00533,14.009309687670028,-23.463624135778527,B_00417_LB_00143_r,Cl_00533_r,B_00417_LB_00143_p,Cl_00533_p
B_00417_LB_00143_Cl_00537,14.010294851858763,-22.611869100238724,B_00417_LB_00143_r,Cl_00537_r,B_00417_LB_00143_p,Cl_00537_p
B_00417_LB_00143_Cl_00538,15.918447175275148,-13.207725193764206,B_00417_LB_00143_r,Cl_00538_r,B_00417_LB_00143_p,Cl_00538_p
B_00417_LB_00143_Cl_00540,18.20228328911124,-11.88352986667544,B_00417_LB_00143_r,Cl_00540_r,B_00417_LB_00143_p,Cl_00540_p
B_00417_LB_00143_Cl_00541,11.667774571040713,-27.7418953418254,B_00417_LB_00143_r,Cl_00541_r,B_00417_LB_00143_p,Cl_00541_p
B_00417_LB_00143_Cl_00542,13.026567485392638,-27.72838966245227,B_00417_LB_00143_r,Cl_00542_r,B_00417_LB_00143_p,Cl_00542_p
B_00417_LB_00143_Cl_00543,11.246524091620369,-33.5554704340361,B_00417_LB_00143_r,Cl_00543_r,B_00417_LB_00143_p,Cl_00543_p
B_00417_LB_00143_Cl_00545,13.723523963719671,-25.609492551260338,B_00417_LB_00143_r,Cl_00545_r,B_00417_LB_00143_p,Cl_00545_p
B_00417_LB_00143_Cl_00546,11.626511815283292,-19.118376411196298,B_00417_LB_00143_r,Cl_00546_r,B_00417_LB_00143_p,Cl_00546_p
B_00417_LB_00143_Cl_00548,15.270108655736983,-21.275210598284566,B_00417_LB_00143_r,Cl_00548_r,B_00417_LB_00143_p,Cl_00548_p
B_00417_LB_00143_Cl_00550,22.490509808918073,-4.64775153729803,B_00417_LB_00143_r,Cl_00550_r,B_00417_LB_00143_p,Cl_00550_p
B_00417_LB_00143_Cl_00553,7.393892648967239,-4.258250153793538,B_00417_LB_00143_r,Cl_00553_r,B_00417_LB_00143_p,Cl_00553_p
B_00417_LB_00143_Cl_00554,21.909265196531923,-4.329872301769803,B_00417_LB_00143_r,Cl_00554_r,B_00417_LB_00143_p,Cl_00554_p
B_00417_LB_00143_Cl_00555,16.580009440286076,-6.172538845438691,B_00417_LB_00143_r,Cl_00555_r,B_00417_LB_00143_p,Cl_00555_p
B_00417_LB_00143_Cl_00556,19.22634234180008,-12.831427276818292,B_00417_LB_00143_r,Cl_00556_r,B_00417_LB_00143_p,Cl_00556_p
B_00417_LB_00143_Cl_00557,9.29033940289647,-4.882710123502091,B_00417_LB_00143_r,Cl_00557_r,B_00417_LB_00143_p,Cl_00557_p
B_00417_LB_00143_Cl_00558,20.45952174870361,-6.6021557949416945,B_00417_LB_00143_r,Cl_00558_r,B_00417_LB_00143_p,Cl_00558_p
B_00417_LB_00143_Cl_00559,20.082547010378555,-10.385959302184412,B_00417_LB_00143_r,Cl_00559_r,B_00417_LB_00143_p,Cl_00559_p
B_00417_LB_00143_Cl_00561,14.286192393723834,-21.576322852545935,B_00417_LB_00143_r,Cl_00561_r,B_00417_LB_00143_p,Cl_00561_p
B_00417_LB_00143_Cl_00562,17.170911373638425,-6.955163941350425,B_00417_LB_00143_r,Cl_00562_r,B_00417_LB_00143_p,Cl_00562_p
B_00417_LB_00143_Cl_00563,13.254322080911788,-20.889573101599378,B_00417_LB_00143_r,Cl_00563_r,B_00417_LB_00143_p,Cl_00563_p
B_00417_LB_00143_Cl_00566,15.152201405628208,-19.172747213772848,B_00417_LB_00143_r,Cl_00566_r,B_00417_LB_00143_p,Cl_00566_p
B_00417_LB_00143_Cl_00570,17.857820625875892,-11.810848846968428,B_00417_LB_00143_r,Cl_00570_r,B_00417_LB_00143_p,Cl_00570_p
B_00417_LB_00143_Cl_00571,17.415570591345617,-14.331014156884304,B_00417_LB_00143_r,Cl_00571_r,B_00417_LB_00143_p,Cl_00571_p
B_00417_LB_00143_Cl_00572,18.606042005935002,-11.6426016520741,B_00417_LB_00143_r,Cl_00572_r,B_00417_LB_00143_p,Cl_00572_p
B_00417_LB_00143_Cl_00574,13.625148461323626,-25.012742978887434,B_00417_LB_00143_r,Cl_00574_r,B_00417_LB_00143_p,Cl_00574_p
