key,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key
B_00389_LB_00160_Cl_00447,14.934307551714971,-14.982752543441482,B_00389_LB_00160_r,Cl_00447_r,B_00389_LB_00160_p,Cl_00447_p
B_00389_LB_00160_Cl_00448,16.962505976296228,-13.354866670712303,B_00389_LB_00160_r,Cl_00448_r,B_00389_LB_00160_p,Cl_00448_p
B_00389_LB_00160_Cl_00449,17.096799182541183,-13.426586266754612,B_00389_LB_00160_r,Cl_00449_r,B_00389_LB_00160_p,Cl_00449_p
B_00389_LB_00160_Cl_00510,6.334701809699919,-18.171565508234604,B_00389_LB_00160_r,Cl_00510_r,B_00389_LB_00160_p,Cl_00510_p
B_00389_LB_00160_Cl_00523,20.73912625680594,-3.611159732548739,B_00389_LB_00160_r,Cl_00523_r,B_00389_LB_00160_p,Cl_00523_p
B_00389_LB_00160_Cl_00526,8.726471799488516,-7.5685933104764125,B_00389_LB_00160_r,Cl_00526_r,B_00389_LB_00160_p,Cl_00526_p
B_00389_LB_00160_Cl_00574,18.517902745596736,-8.740228086559066,B_00389_LB_00160_r,Cl_00574_r,B_00389_LB_00160_p,Cl_00574_p
B_00389_LB_00163_Cl_00526,10.134838415666913,-15.92871256603825,B_00389_LB_00163_r,Cl_00526_r,B_00389_LB_00163_p,Cl_00526_p
B_00389_LB_00169_Cl_00526,17.738904348350296,-23.036864200632326,B_00389_LB_00169_r,Cl_00526_r,B_00389_LB_00169_p,Cl_00526_p
B_00389_LB_00173_Cl_00526,14.31815766315455,-18.04631201398864,B_00389_LB_00173_r,Cl_00526_r,B_00389_LB_00173_p,Cl_00526_p
B_00389_LB_00178_Cl_00526,11.807476821143142,-17.312085702666014,B_00389_LB_00178_r,Cl_00526_r,B_00389_LB_00178_p,Cl_00526_p
B_00389_LB_00178_Cl_00543,14.820541534763624,-27.02644793361198,B_00389_LB_00178_r,Cl_00543_r,B_00389_LB_00178_p,Cl_00543_p
B_00389_LB_00186_Cl_00539,12.869227602325266,-13.397260509894426,B_00389_LB_00186_r,Cl_00539_r,B_00389_LB_00186_p,Cl_00539_p
B_00389_LB_00186_Cl_00553,18.02934139742131,-4.320098123880745,B_00389_LB_00186_r,Cl_00553_r,B_00389_LB_00186_p,Cl_00553_p
B_00389_LB_00190_Cl_00601,17.728977850496573,-13.800299338569413,B_00389_LB_00190_r,Cl_00601_r,B_00389_LB_00190_p,Cl_00601_p
B_00389_LB_00193_Cl_00514,22.265950510283766,-5.487896395410379,B_00389_LB_00193_r,Cl_00514_r,B_00389_LB_00193_p,Cl_00514_p
B_00389_LB_00193_Cl_00526,8.227807238002104,-14.686654856474714,B_00389_LB_00193_r,Cl_00526_r,B_00389_LB_00193_p,Cl_00526_p
B_00389_LB_00194_Cl_00526,8.6324595622414,-16.485529300654036,B_00389_LB_00194_r,Cl_00526_r,B_00389_LB_00194_p,Cl_00526_p
B_00389_LB_00194_Cl_00614,19.980515903095082,-10.843847810271937,B_00389_LB_00194_r,Cl_00614_r,B_00389_LB_00194_p,Cl_00614_p
B_00389_LB_00195_Cl_00455,14.016886605089223,-22.956583264984936,B_00389_LB_00195_r,Cl_00455_r,B_00389_LB_00195_p,Cl_00455_p
B_00389_LB_00195_Cl_00460,20.614048556595385,-8.470350379382161,B_00389_LB_00195_r,Cl_00460_r,B_00389_LB_00195_p,Cl_00460_p
B_00389_LB_00195_Cl_00461,19.84775425143023,-11.167129264101812,B_00389_LB_00195_r,Cl_00461_r,B_00389_LB_00195_p,Cl_00461_p
B_00389_LB_00195_Cl_00522,20.591017550579117,-6.695568392659964,B_00389_LB_00195_r,Cl_00522_r,B_00389_LB_00195_p,Cl_00522_p
B_00389_LB_00195_Cl_00523,20.214643255637153,-8.678917753212911,B_00389_LB_00195_r,Cl_00523_r,B_00389_LB_00195_p,Cl_00523_p
B_00389_LB_00195_Cl_00527,19.432760769883217,-11.401992521667047,B_00389_LB_00195_r,Cl_00527_r,B_00389_LB_00195_p,Cl_00527_p
B_00389_LB_00195_Cl_00544,16.92032755735447,-18.554384282860706,B_00389_LB_00195_r,Cl_00544_r,B_00389_LB_00195_p,Cl_00544_p
B_00389_LB_00195_Cl_00547,20.628065246999398,-8.336877920025417,B_00389_LB_00195_r,Cl_00547_r,B_00389_LB_00195_p,Cl_00547_p
B_00389_LB_00195_Cl_00597,16.04352618492347,-15.55796839470471,B_00389_LB_00195_r,Cl_00597_r,B_00389_LB_00195_p,Cl_00597_p
B_00389_LB_00195_Cl_00602,17.215523368079086,-13.677074161353914,B_00389_LB_00195_r,Cl_00602_r,B_00389_LB_00195_p,Cl_00602_p
B_00389_LB_00195_Cl_00604,19.092526472027167,-10.621056695069536,B_00389_LB_00195_r,Cl_00604_r,B_00389_LB_00195_p,Cl_00604_p
B_00389_LB_00195_Cl_00613,14.440556384176231,-19.963507314187996,B_00389_LB_00195_r,Cl_00613_r,B_00389_LB_00195_p,Cl_00613_p
B_00389_LB_00205_Cl_00533,13.50701759113323,-25.24407444245515,B_00389_LB_00205_r,Cl_00533_r,B_00389_LB_00205_p,Cl_00533_p
B_00389_LB_00208_Cl_00621,10.08047569600607,-26.23097407446873,B_00389_LB_00208_r,Cl_00621_r,B_00389_LB_00208_p,Cl_00621_p
B_00389_LB_00209_Cl_00610,17.83143670019737,-17.248869656327834,B_00389_LB_00209_r,Cl_00610_r,B_00389_LB_00209_p,Cl_00610_p
B_00389_LB_00215_Cl_00589,13.571310284882252,-25.483441898696913,B_00389_LB_00215_r,Cl_00589_r,B_00389_LB_00215_p,Cl_00589_p
B_00389_LB_00220_Cl_00526,12.356679083693143,-18.9694415818601,B_00389_LB_00220_r,Cl_00526_r,B_00389_LB_00220_p,Cl_00526_p
B_00389_LB_00230_Cl_00446,6.9832452297457905,-35.09392948893462,B_00389_LB_00230_r,Cl_00446_r,B_00389_LB_00230_p,Cl_00446_p
B_00389_LB_00230_Cl_00451,8.066917975591085,-25.610681075164795,B_00389_LB_00230_r,Cl_00451_r,B_00389_LB_00230_p,Cl_00451_p
B_00389_LB_00230_Cl_00458,6.531421899347652,-25.10296343071823,B_00389_LB_00230_r,Cl_00458_r,B_00389_LB_00230_p,Cl_00458_p
B_00389_LB_00230_Cl_00463,9.14236065060973,-28.582058153610067,B_00389_LB_00230_r,Cl_00463_r,B_00389_LB_00230_p,Cl_00463_p
B_00389_LB_00230_Cl_00566,12.982124615237181,-22.147081533031766,B_00389_LB_00230_r,Cl_00566_r,B_00389_LB_00230_p,Cl_00566_p
B_00389_LB_00230_Cl_00622,5.314606770055137,-24.6280370649538,B_00389_LB_00230_r,Cl_00622_r,B_00389_LB_00230_p,Cl_00622_p
B_00389_LB_00232_Cl_00446,9.175195649460601,-36.29525888903364,B_00389_LB_00232_r,Cl_00446_r,B_00389_LB_00232_p,Cl_00446_p
B_00389_LB_00232_Cl_00617,17.78154237124444,-3.033949289393637,B_00389_LB_00232_r,Cl_00617_r,B_00389_LB_00232_p,Cl_00617_p
B_00389_LB_00236_Cl_00470,21.73180286906583,-8.256597896169039,B_00389_LB_00236_r,Cl_00470_r,B_00389_LB_00236_p,Cl_00470_p
B_00389_LB_00236_Cl_00594,20.10066748130899,-8.01813187686037,B_00389_LB_00236_r,Cl_00594_r,B_00389_LB_00236_p,Cl_00594_p
B_00389_LB_00237_Cl_00526,10.17573573277644,-26.5016255756126,B_00389_LB_00237_r,Cl_00526_r,B_00389_LB_00237_p,Cl_00526_p
B_00389_LB_00258_Cl_00461,18.863433475020337,-18.95910029735393,B_00389_LB_00258_r,Cl_00461_r,B_00389_LB_00258_p,Cl_00461_p
B_00389_LB_00258_Cl_00463,17.3466939606877,-22.19493799579639,B_00389_LB_00258_r,Cl_00463_r,B_00389_LB_00258_p,Cl_00463_p
B_00389_LB_00260_Cl_00526,10.341746746330255,-33.28856505870233,B_00389_LB_00260_r,Cl_00526_r,B_00389_LB_00260_p,Cl_00526_p
B_00389_LB_00266_Cl_00618,20.629752416362106,-4.262319596659837,B_00389_LB_00266_r,Cl_00618_r,B_00389_LB_00266_p,Cl_00618_p
B_00389_LB_00280_Cl_00526,8.635688558511253,-18.821811848064286,B_00389_LB_00280_r,Cl_00526_r,B_00389_LB_00280_p,Cl_00526_p
B_00389_LB_00294_Cl_00519,18.56465438895522,-17.18378271291821,B_00389_LB_00294_r,Cl_00519_r,B_00389_LB_00294_p,Cl_00519_p
B_00389_LB_00294_Cl_00616,11.939492683901735,-31.282883458633393,B_00389_LB_00294_r,Cl_00616_r,B_00389_LB_00294_p,Cl_00616_p
B_00389_LB_00300_Cl_00488,24.6585084099996,-2.815091536689393,B_00389_LB_00300_r,Cl_00488_r,B_00389_LB_00300_p,Cl_00488_p
B_00389_LB_00300_Cl_00523,22.76405054457782,-8.674767465352188,B_00389_LB_00300_r,Cl_00523_r,B_00389_LB_00300_p,Cl_00523_p
B_00389_LB_00300_Cl_00527,22.31992565548492,-11.397842233949003,B_00389_LB_00300_r,Cl_00527_r,B_00389_LB_00300_p,Cl_00527_p
B_00389_LB_00300_Cl_00542,17.96860360163088,-16.519482502998688,B_00389_LB_00300_r,Cl_00542_r,B_00389_LB_00300_p,Cl_00542_p
B_00389_LB_00300_Cl_00613,19.673638374768412,-19.95935702639861,B_00389_LB_00300_r,Cl_00613_r,B_00389_LB_00300_p,Cl_00613_p
B_00389_LB_00304_Cl_00526,8.01401439649738,-19.651742633103552,B_00389_LB_00304_r,Cl_00526_r,B_00389_LB_00304_p,Cl_00526_p
B_00389_LB_00307_Cl_00466,23.971236135742096,-6.1276986000510485,B_00389_LB_00307_r,Cl_00466_r,B_00389_LB_00307_p,Cl_00466_p
B_00389_LB_00307_Cl_00476,30.08739566479572,-2.6142403702131336,B_00389_LB_00307_r,Cl_00476_r,B_00389_LB_00307_p,Cl_00476_p
B_00389_LB_00307_Cl_00543,14.275302587128671,-28.238524122093715,B_00389_LB_00307_r,Cl_00543_r,B_00389_LB_00307_p,Cl_00543_p
B_00389_LB_00307_Cl_00597,15.26705104043688,-21.445778954711876,B_00389_LB_00307_r,Cl_00597_r,B_00389_LB_00307_p,Cl_00597_p
B_00389_LB_00308_Cl_00514,17.102448089643776,-14.674070926977837,B_00389_LB_00308_r,Cl_00514_r,B_00389_LB_00308_p,Cl_00514_p
B_00389_LB_00312_Cl_00489,24.407694017740813,-1.7626947681685117,B_00389_LB_00312_r,Cl_00489_r,B_00389_LB_00312_p,Cl_00489_p
B_00389_LB_00313_Cl_00579,23.891079518208933,-5.1756308297326745,B_00389_LB_00313_r,Cl_00579_r,B_00389_LB_00313_p,Cl_00579_p
B_00389_LB_00315_Cl_00575,16.51770787246737,-5.2694108594690405,B_00389_LB_00315_r,Cl_00575_r,B_00389_LB_00315_p,Cl_00575_p
B_00389_LB_00317_Cl_00446,13.49992680307316,-29.156621502938773,B_00389_LB_00317_r,Cl_00446_r,B_00389_LB_00317_p,Cl_00446_p
B_00389_LB_00317_Cl_00451,13.96481338125341,-19.673373089168948,B_00389_LB_00317_r,Cl_00451_r,B_00389_LB_00317_p,Cl_00451_p
B_00389_LB_00317_Cl_00463,15.591711367903986,-22.64475016761422,B_00389_LB_00317_r,Cl_00463_r,B_00389_LB_00317_p,Cl_00463_p
B_00389_LB_00317_Cl_00472,13.097126590270953,-24.22970358414322,B_00389_LB_00317_r,Cl_00472_r,B_00389_LB_00317_p,Cl_00472_p
B_00389_LB_00317_Cl_00488,27.106577103959847,-11.061025029548725,B_00389_LB_00317_r,Cl_00488_r,B_00389_LB_00317_p,Cl_00488_p
B_00389_LB_00317_Cl_00499,18.936351090691605,-16.930310069395972,B_00389_LB_00317_r,Cl_00499_r,B_00389_LB_00317_p,Cl_00499_p
B_00389_LB_00317_Cl_00502,18.971287165013344,-14.576714132278578,B_00389_LB_00317_r,Cl_00502_r,B_00389_LB_00317_p,Cl_00502_p
B_00389_LB_00317_Cl_00517,13.308690607185408,-1.9791771540380738,B_00389_LB_00317_r,Cl_00517_r,B_00389_LB_00317_p,Cl_00517_p
B_00389_LB_00317_Cl_00541,15.92365117344889,-24.778921674945796,B_00389_LB_00317_r,Cl_00541_r,B_00389_LB_00317_p,Cl_00541_p
B_00389_LB_00317_Cl_00561,17.363925677504728,-18.61334918566633,B_00389_LB_00317_r,Cl_00561_r,B_00389_LB_00317_p,Cl_00561_p
B_00389_LB_00317_Cl_00563,15.500331814746657,-17.926599434577092,B_00389_LB_00317_r,Cl_00563_r,B_00389_LB_00317_p,Cl_00563_p
B_00389_LB_00317_Cl_00573,9.795307898626675,-3.589119220999688,B_00389_LB_00317_r,Cl_00573_r,B_00389_LB_00317_p,Cl_00573_p
B_00389_LB_00317_Cl_00575,17.040407931617153,-7.755293618080932,B_00389_LB_00317_r,Cl_00575_r,B_00389_LB_00317_p,Cl_00575_p
B_00389_LB_00317_Cl_00594,22.53722156397003,-8.065468759071214,B_00389_LB_00317_r,Cl_00594_r,B_00389_LB_00317_p,Cl_00594_p
B_00389_LB_00317_Cl_00597,14.770112988874502,-23.7997515994893,B_00389_LB_00317_r,Cl_00597_r,B_00389_LB_00317_p,Cl_00597_p
B_00389_LB_00317_Cl_00602,15.837015296765525,-21.91885736642386,B_00389_LB_00317_r,Cl_00602_r,B_00389_LB_00317_p,Cl_00602_p
B_00389_LB_00317_Cl_00603,23.838965223042543,-5.124667283456226,B_00389_LB_00317_r,Cl_00603_r,B_00389_LB_00317_p,Cl_00603_p
B_00389_LB_00317_Cl_00615,16.270905471680166,-11.860527573765093,B_00389_LB_00317_r,Cl_00615_r,B_00389_LB_00317_p,Cl_00615_p
B_00389_LB_00317_Cl_00621,12.230577851732889,-29.54280004832252,B_00389_LB_00317_r,Cl_00621_r,B_00389_LB_00317_p,Cl_00621_p
B_00389_LB_00322_Cl_00520,21.754501595707342,-12.49782245199039,B_00389_LB_00322_r,Cl_00520_r,B_00389_LB_00322_p,Cl_00520_p
B_00389_LB_00323_Cl_00526,8.473392059848377,-30.006702413555832,B_00389_LB_00323_r,Cl_00526_r,B_00389_LB_00323_p,Cl_00526_p
B_00389_LB_00324_Cl_00526,9.021403121048603,-25.76300622214815,B_00389_LB_00324_r,Cl_00526_r,B_00389_LB_00324_p,Cl_00526_p
B_00389_LB_00325_Cl_00446,12.476285203852488,-34.09968181067503,B_00389_LB_00325_r,Cl_00446_r,B_00389_LB_00325_p,Cl_00446_p
B_00389_LB_00325_Cl_00448,11.661308609443257,-31.607468203897326,B_00389_LB_00325_r,Cl_00448_r,B_00389_LB_00325_p,Cl_00448_p
B_00389_LB_00328_Cl_00473,12.070616484531168,-26.64001631496401,B_00389_LB_00328_r,Cl_00473_r,B_00389_LB_00328_p,Cl_00473_p
B_00389_LB_00328_Cl_00605,19.848145561515047,-14.141425007345552,B_00389_LB_00328_r,Cl_00605_r,B_00389_LB_00328_p,Cl_00605_p
B_00389_LB_00329_Cl_00443,15.669206074025837,-28.255075024655994,B_00389_LB_00329_r,Cl_00443_r,B_00389_LB_00329_p,Cl_00443_p
B_00389_LB_00329_Cl_00448,13.432065045681604,-27.328221017489632,B_00389_LB_00329_r,Cl_00448_r,B_00389_LB_00329_p,Cl_00448_p
B_00389_LB_00329_Cl_00461,18.59449837997752,-20.072725590500323,B_00389_LB_00329_r,Cl_00461_r,B_00389_LB_00329_p,Cl_00461_p
B_00389_LB_00329_Cl_00463,16.229531653342256,-23.308563288942782,B_00389_LB_00329_r,Cl_00463_r,B_00389_LB_00329_p,Cl_00463_p
B_00389_LB_00329_Cl_00544,15.64901460688318,-27.45998060925922,B_00389_LB_00329_r,Cl_00544_r,B_00389_LB_00329_p,Cl_00544_p
B_00389_LB_00329_Cl_00602,14.635298549352001,-22.582670487752427,B_00389_LB_00329_r,Cl_00602_r,B_00389_LB_00329_p,Cl_00602_p
B_00389_LB_00330_Cl_00446,8.194362768387897,-39.68913793210994,B_00389_LB_00330_r,Cl_00446_r,B_00389_LB_00330_p,Cl_00446_p
B_00389_LB_00330_Cl_00458,7.97130609271468,-29.698171873893543,B_00389_LB_00330_r,Cl_00458_r,B_00389_LB_00330_p,Cl_00458_p
B_00389_LB_00330_Cl_00477,26.07213718193683,-1.1676540967601179,B_00389_LB_00330_r,Cl_00477_r,B_00389_LB_00330_p,Cl_00477_p
B_00389_LB_00330_Cl_00526,8.053986989512733,-31.410650965025,B_00389_LB_00330_r,Cl_00526_r,B_00389_LB_00330_p,Cl_00526_p
B_00389_LB_00330_Cl_00566,13.260651791782214,-26.742289975993064,B_00389_LB_00330_r,Cl_00566_r,B_00389_LB_00330_p,Cl_00566_p
B_00389_LB_00330_Cl_00596,25.05489361235167,-2.187452188878483,B_00389_LB_00330_r,Cl_00596_r,B_00389_LB_00330_p,Cl_00596_p
B_00389_LB_00330_Cl_00617,17.134951945773228,-6.427828332469933,B_00389_LB_00330_r,Cl_00617_r,B_00389_LB_00330_p,Cl_00617_p
B_00389_LB_00331_Cl_00570,20.11059751425231,-12.891171638380602,B_00389_LB_00331_r,Cl_00570_r,B_00389_LB_00331_p,Cl_00570_p
B_00389_LB_00332_Cl_00448,15.110646210933712,-26.17652211321768,B_00389_LB_00332_r,Cl_00448_r,B_00389_LB_00332_p,Cl_00448_p
B_00389_LB_00332_Cl_00504,25.07287421542497,-3.9615583016823352,B_00389_LB_00332_r,Cl_00504_r,B_00389_LB_00332_p,Cl_00504_p
B_00389_LB_00332_Cl_00602,17.62424498501489,-21.430971583195117,B_00389_LB_00332_r,Cl_00602_r,B_00389_LB_00332_p,Cl_00602_p
B_00389_LB_00333_Cl_00549,23.791451987708093,-10.529972086936956,B_00389_LB_00333_r,Cl_00549_r,B_00389_LB_00333_p,Cl_00549_p
B_00389_LB_00334_Cl_00526,11.07045126924193,-35.3417539756325,B_00389_LB_00334_r,Cl_00526_r,B_00389_LB_00334_p,Cl_00526_p
B_00389_LB_00342_Cl_00602,10.334166071456027,-29.58857403270015,B_00389_LB_00342_r,Cl_00602_r,B_00389_LB_00342_p,Cl_00602_p
B_00389_LB_00348_Cl_00526,9.752888315776797,-34.95818377441946,B_00389_LB_00348_r,Cl_00526_r,B_00389_LB_00348_p,Cl_00526_p
B_00389_LB_00352_Cl_00575,19.690871713205155,-12.461130389236473,B_00389_LB_00352_r,Cl_00575_r,B_00389_LB_00352_p,Cl_00575_p
B_00389_LB_00384_Cl_00463,19.05870857302008,-13.616676817599114,B_00389_LB_00384_r,Cl_00463_r,B_00389_LB_00384_p,Cl_00463_p
B_00390_LB_00004_Cl_00484,8.767763153780514,-39.785718404567945,B_00390_LB_00004_r,Cl_00484_r,B_00390_LB_00004_p,Cl_00484_p
B_00390_LB_00004_Cl_00515,6.857798874685608,-42.142501312957265,B_00390_LB_00004_r,Cl_00515_r,B_00390_LB_00004_p,Cl_00515_p
B_00390_LB_00006_Cl_00484,16.679098355338333,-34.30567211538755,B_00390_LB_00006_r,Cl_00484_r,B_00390_LB_00006_p,Cl_00484_p
B_00390_LB_00006_Cl_00488,16.246878788377085,-43.436630986999226,B_00390_LB_00006_r,Cl_00488_r,B_00390_LB_00006_p,Cl_00488_p
B_00390_LB_00015_Cl_00484,11.322070947963168,-39.901703366078806,B_00390_LB_00015_r,Cl_00484_r,B_00390_LB_00015_p,Cl_00484_p
B_00390_LB_00022_Cl_00557,10.930407020034002,-39.6709715980415,B_00390_LB_00022_r,Cl_00557_r,B_00390_LB_00022_p,Cl_00557_p
B_00390_LB_00026_Cl_00484,8.687878968073994,-41.218791697827804,B_00390_LB_00026_r,Cl_00484_r,B_00390_LB_00026_p,Cl_00484_p
B_00390_LB_00027_Cl_00484,8.607002388626944,-40.03196288042576,B_00390_LB_00027_r,Cl_00484_r,B_00390_LB_00027_p,Cl_00484_p
B_00390_LB_00028_Cl_00484,13.399158270664838,-34.855816162175955,B_00390_LB_00028_r,Cl_00484_r,B_00390_LB_00028_p,Cl_00484_p
B_00390_LB_00049_Cl_00488,7.403780089977094,-50.91233152243764,B_00390_LB_00049_r,Cl_00488_r,B_00390_LB_00049_p,Cl_00488_p
B_00390_LB_00051_Cl_00500,12.100669130448608,-37.99739475693484,B_00390_LB_00051_r,Cl_00500_r,B_00390_LB_00051_p,Cl_00500_p
B_00390_LB_00051_Cl_00507,10.579271366919544,-40.976794283951854,B_00390_LB_00051_r,Cl_00507_r,B_00390_LB_00051_p,Cl_00507_p
B_00390_LB_00051_Cl_00514,2.684494223710686,-48.45466814871678,B_00390_LB_00051_r,Cl_00514_r,B_00390_LB_00051_p,Cl_00514_p
B_00390_LB_00051_Cl_00517,9.655873886939757,-38.754469227537314,B_00390_LB_00051_r,Cl_00517_r,B_00390_LB_00051_p,Cl_00517_p
B_00390_LB_00051_Cl_00557,11.035237387157743,-38.695028530121725,B_00390_LB_00051_r,Cl_00557_r,B_00390_LB_00051_p,Cl_00557_p
B_00390_LB_00072_Cl_00520,11.967745291415444,-30.144867200164434,B_00390_LB_00072_r,Cl_00520_r,B_00390_LB_00072_p,Cl_00520_p
B_00390_LB_00074_Cl_00470,18.02515776430519,-24.148814637554064,B_00390_LB_00074_r,Cl_00470_r,B_00390_LB_00074_p,Cl_00470_p
B_00390_LB_00076_Cl_00484,12.649093779653864,-27.61822533843495,B_00390_LB_00076_r,Cl_00484_r,B_00390_LB_00076_p,Cl_00484_p
B_00390_LB_00076_Cl_00573,13.139719860570143,-29.277278401283564,B_00390_LB_00076_r,Cl_00573_r,B_00390_LB_00076_p,Cl_00573_p
B_00390_LB_00080_Cl_00484,16.070025010252472,-25.234065470853334,B_00390_LB_00080_r,Cl_00484_r,B_00390_LB_00080_p,Cl_00484_p
B_00390_LB_00085_Cl_00484,13.320519476771162,-28.908156428228203,B_00390_LB_00085_r,Cl_00484_r,B_00390_LB_00085_p,Cl_00484_p
B_00390_LB_00085_Cl_00519,6.826810064660912,-36.31356282064881,B_00390_LB_00085_r,Cl_00519_r,B_00390_LB_00085_p,Cl_00519_p
B_00390_LB_00085_Cl_00575,9.888760214720623,-34.73338388815806,B_00390_LB_00085_r,Cl_00575_r,B_00390_LB_00085_p,Cl_00575_p
B_00390_LB_00137_Cl_00526,8.517523770636771,-39.38813163165993,B_00390_LB_00137_r,Cl_00526_r,B_00390_LB_00137_p,Cl_00526_p
B_00390_LB_00138_Cl_00484,5.290476598008114,-28.946206199525054,B_00390_LB_00138_r,Cl_00484_r,B_00390_LB_00138_p,Cl_00484_p
B_00390_LB_00138_Cl_00520,6.196232630995647,-29.320371067247898,B_00390_LB_00138_r,Cl_00520_r,B_00390_LB_00138_p,Cl_00520_p
B_00390_LB_00160_Cl_00447,17.996320463044757,-12.048733155737077,B_00390_LB_00160_r,Cl_00447_r,B_00390_LB_00160_p,Cl_00447_p
B_00390_LB_00160_Cl_00448,17.417894154596485,-10.4208472830079,B_00390_LB_00160_r,Cl_00448_r,B_00390_LB_00160_p,Cl_00448_p
B_00390_LB_00160_Cl_00526,9.766282515946363,-4.634573922843348,B_00390_LB_00160_r,Cl_00526_r,B_00390_LB_00160_p,Cl_00526_p
B_00390_LB_00177_Cl_00519,16.360712462133666,-11.463134125378488,B_00390_LB_00177_r,Cl_00519_r,B_00390_LB_00177_p,Cl_00519_p
B_00390_LB_00177_Cl_00553,17.510354220556454,-3.4229380617207408,B_00390_LB_00177_r,Cl_00553_r,B_00390_LB_00177_p,Cl_00553_p
B_00390_LB_00184_Cl_00581,19.583287358259494,-5.830783694936447,B_00390_LB_00184_r,Cl_00581_r,B_00390_LB_00184_p,Cl_00581_p
B_00390_LB_00184_Cl_00610,8.342020823278705,-11.509847960264201,B_00390_LB_00184_r,Cl_00610_r,B_00390_LB_00184_p,Cl_00610_p
B_00390_LB_00185_Cl_00597,8.060296641694219,-28.015083270435138,B_00390_LB_00185_r,Cl_00597_r,B_00390_LB_00185_p,Cl_00597_p
B_00390_LB_00201_Cl_00617,14.552903828233672,-4.402791390888504,B_00390_LB_00201_r,Cl_00617_r,B_00390_LB_00201_p,Cl_00617_p
B_00390_LB_00207_Cl_00622,8.686887874568425,-19.719471535317485,B_00390_LB_00207_r,Cl_00622_r,B_00390_LB_00207_p,Cl_00622_p
B_00390_LB_00236_Cl_00592,18.472182134059384,-9.29437399923751,B_00390_LB_00236_r,Cl_00592_r,B_00390_LB_00236_p,Cl_00592_p
B_00390_LB_00242_Cl_00533,13.032755015363128,-28.629196408344075,B_00390_LB_00242_r,Cl_00533_r,B_00390_LB_00242_p,Cl_00533_p
B_00390_LB_00243_Cl_00602,16.558378300359582,-23.32408215607889,B_00390_LB_00243_r,Cl_00602_r,B_00390_LB_00243_p,Cl_00602_p
B_00390_LB_00251_Cl_00607,15.44670487276785,-26.391394098590077,B_00390_LB_00251_r,Cl_00607_r,B_00390_LB_00251_p,Cl_00607_p
B_00390_LB_00254_Cl_00533,20.288857789907556,-7.181220970977642,B_00390_LB_00254_r,Cl_00533_r,B_00390_LB_00254_p,Cl_00533_p
B_00390_LB_00255_Cl_00576,10.339211988138937,-29.776504445403603,B_00390_LB_00255_r,Cl_00576_r,B_00390_LB_00255_p,Cl_00576_p
B_00390_LB_00258_Cl_00463,17.939796306934067,-17.543080462236308,B_00390_LB_00258_r,Cl_00463_r,B_00390_LB_00258_p,Cl_00463_p
B_00390_LB_00258_Cl_00502,22.08341195602128,-9.475044426900668,B_00390_LB_00258_r,Cl_00502_r,B_00390_LB_00258_p,Cl_00502_p
B_00390_LB_00258_Cl_00602,18.004378861479523,-16.817187660903272,B_00390_LB_00258_r,Cl_00602_r,B_00390_LB_00258_p,Cl_00602_p
B_00390_LB_00263_Cl_00597,13.548264356839939,-20.69175988017823,B_00390_LB_00263_r,Cl_00597_r,B_00390_LB_00263_p,Cl_00597_p
B_00390_LB_00267_Cl_00621,7.6685857221064255,-39.336813135435534,B_00390_LB_00267_r,Cl_00621_r,B_00390_LB_00267_p,Cl_00621_p
B_00390_LB_00271_Cl_00496,26.498441256460442,-4.674412945858609,B_00390_LB_00271_r,Cl_00496_r,B_00390_LB_00271_p,Cl_00496_p
B_00390_LB_00273_Cl_00461,19.73550304473503,-13.268614997694051,B_00390_LB_00273_r,Cl_00461_r,B_00390_LB_00273_p,Cl_00461_p
B_00390_LB_00273_Cl_00548,20.884761469478732,-12.171939459927252,B_00390_LB_00273_r,Cl_00548_r,B_00390_LB_00273_p,Cl_00548_p
B_00390_LB_00273_Cl_00604,16.175828847297645,-12.722542428661777,B_00390_LB_00273_r,Cl_00604_r,B_00390_LB_00273_p,Cl_00604_p
B_00390_LB_00276_Cl_00517,17.228967430682825,-10.543926966385275,B_00390_LB_00276_r,Cl_00517_r,B_00390_LB_00276_p,Cl_00517_p
B_00390_LB_00279_Cl_00537,14.682643793986976,-20.856207795505984,B_00390_LB_00279_r,Cl_00537_r,B_00390_LB_00279_p,Cl_00537_p
B_00390_LB_00284_Cl_00502,17.457377772231997,-15.212942942679593,B_00390_LB_00284_r,Cl_00502_r,B_00390_LB_00284_p,Cl_00502_p
B_00390_LB_00289_Cl_00540,20.89982035463408,-13.587304546627369,B_00390_LB_00289_r,Cl_00540_r,B_00390_LB_00289_p,Cl_00540_p
B_00390_LB_00289_Cl_00582,16.155491363041136,-8.278009757169286,B_00390_LB_00289_r,Cl_00582_r,B_00390_LB_00289_p,Cl_00582_p
B_00390_LB_00292_Cl_00602,25.293930460205374,-5.0141101315334495,B_00390_LB_00292_r,Cl_00602_r,B_00390_LB_00292_p,Cl_00602_p
B_00390_LB_00296_Cl_00446,19.021556229515298,-17.039564025907747,B_00390_LB_00296_r,Cl_00446_r,B_00390_LB_00296_p,Cl_00446_p
B_00390_LB_00296_Cl_00511,15.632730556751287,-15.754072544873804,B_00390_LB_00296_r,Cl_00511_r,B_00390_LB_00296_p,Cl_00511_p
