identifier,B_Index,N_Index,N_Atomid,Cl_Index,conf_idxs_ts,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol),bep_fit_deltaGa(kcal/mol),bep_residual(kcal/mol),bep_abs_residual(kcal/mol),bep_outlier_2sigma,bep_outlier_top5pct,log_found,log_path,log_source,log_name_variant,normal_termination,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,high_spin_contamination
B_00429_Nu_00143_Cl_00604_0000,429,143,2,604,0,-25.15920105,14.12568341,13.4547490798673,0.6709343301327007,0.6709343301327007,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00143_Cl_00604_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7671,0.7502,0.7502,0.0171,0.0001999999999999,False
B_00429_Nu_00143_Cl_00609_0000,429,143,2,609,0,-17.50019012,17.53859777,16.245289625269773,1.2933081447302257,1.2933081447302257,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00143_Cl_00609_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7644,0.7501,0.7501,0.0143999999999999,9.9999999999989e-05,False
B_00429_Nu_00143_Cl_00610_0000,429,143,2,610,0,-25.0854168,12.59491662,13.48163217784417,-0.8867155578441714,0.8867155578441714,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00143_Cl_00610_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7671,0.7502,0.7502,0.0171,0.0001999999999999,False
B_00429_Nu_00143_Cl_00621_0000,429,143,2,621,0,-35.8391612,8.388253249,9.56353360906529,-1.1752803600652904,1.1752803600652904,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00143_Cl_00621_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7608,0.7501,0.7501,0.0108,9.9999999999989e-05,False
B_00429_Nu_00145_Cl_00526_0000,429,145,4,526,0,-10.36898129,18.39848475,18.843526859780045,-0.44504210978004366,0.44504210978004366,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00145_Cl_00526_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7604,0.7501,0.7501,0.0103999999999999,9.9999999999989e-05,False
B_00429_Nu_00145_Cl_00605_0000,429,145,4,605,0,-6.70182748,24.41813592,20.179644732774406,4.238491187225595,4.238491187225595,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00145_Cl_00605.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.764,0.7501,0.7501,0.014,9.9999999999989e-05,False
B_00429_Nu_00147_Cl_00519_0000,429,147,4,519,0,-15.58090561,13.53845304,16.94457590286723,-3.406122862867228,3.406122862867228,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00147_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7659,0.7501,0.7501,0.0159,9.9999999999989e-05,False
B_00429_Nu_00151_Cl_00519_0000,429,151,6,519,0,-15.24604695,20.10724913,17.066580777419503,3.0406683525804965,3.0406683525804965,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00151_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7687,0.7502,0.7502,0.0187,0.0001999999999999,False
B_00429_Nu_00155_Cl_00446_0000,429,155,5,446,0,-25.70306906,11.3610712,13.256592196801936,-1.8955209968019364,1.8955209968019364,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00155_Cl_00446_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7597,0.7501,0.7501,0.0097,9.9999999999989e-05,False
B_00429_Nu_00157_Cl_00519_0000,429,157,2,519,0,-13.55464624,14.652861,17.682838190147535,-3.0299771901475356,3.0299771901475356,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00157_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7656,0.7501,0.7501,0.0155999999999999,9.9999999999989e-05,False
B_00429_Nu_00158_Cl_00499_0000,429,158,9,499,0,-19.49409023,17.62281716,15.518817349503292,2.103999810496708,2.103999810496708,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00158_Cl_00499_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7715,0.7503,0.7503,0.0214999999999999,0.0002999999999999,False
B_00429_Nu_00160_Cl_00510_0012,429,160,2,510,12,-20.46382492,5.878561295,15.16549705848129,-9.286935763481289,9.286935763481289,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00160_Cl_00510_0012.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7583,0.75,0.75,0.0082999999999999,0.0,False
B_00429_Nu_00160_Cl_00526_0000,429,160,2,526,0,-9.860852721,6.721978779,19.02866217124928,-12.30668339224928,12.30668339224928,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00160_Cl_00526_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7591,0.7501,0.7501,0.0090999999999999,9.9999999999989e-05,False
B_00429_Nu_00163_Cl_00547_0000,429,163,5,547,0,-14.40672866,16.96004087,17.37238419513872,-0.4123433251387212,0.4123433251387212,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00163_Cl_00547_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7589,0.75,0.75,0.0089,0.0,False
B_00429_Nu_00170_Cl_00446_0000,429,170,6,446,0,-37.03120388,9.096032899,9.12921598492394,-0.03318308592393926,0.03318308592393926,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00170_Cl_00446_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7592,0.7501,0.7501,0.0091999999999999,9.9999999999989e-05,False
B_00429_Nu_00170_Cl_00519_0000,429,170,6,519,0,-17.21005492,16.40104878,16.350999624465253,0.050049155534747314,0.050049155534747314,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00170_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7655,0.7501,0.7501,0.0154999999999999,9.9999999999989e-05,False
B_00429_Nu_00176_Cl_00512_0000,429,176,2,512,0,-14.23634528,13.5205481,17.434462932784907,-3.913914832784908,3.913914832784908,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00176_Cl_00512_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.763,0.7501,0.7501,0.013,9.9999999999989e-05,False
B_00429_Nu_00176_Cl_00519_0000,429,176,2,519,0,-14.36074699,20.75744882,17.38913749600917,3.368311323990831,3.368311323990831,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00176_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7662,0.7501,0.7501,0.0161999999999999,9.9999999999989e-05,False
B_00429_Nu_00177_Cl_00519_0000,429,177,2,519,0,-9.643327218,17.01175584,19.10791701777299,-2.0961611777729914,2.0961611777729914,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00177_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00429_Nu_00180_Cl_00465_0000,429,180,0,465,0,-13.51235792,14.90859377,17.698245828631865,-2.789652058631866,2.789652058631866,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00180_Cl_00465_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7652,0.7501,0.7501,0.0151999999999999,9.9999999999989e-05,False
B_00429_Nu_00180_Cl_00602_0000,429,180,0,602,0,-24.15915863,9.334876966,13.819111912828085,-4.484234946828085,4.484234946828085,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00180_Cl_00602_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7602,0.7501,0.7501,0.0101999999999999,9.9999999999989e-05,False
B_00429_Nu_00184_Cl_00516_0000,429,184,2,516,0,-14.6183979,10.14043597,17.295263062680107,-7.154827092680106,7.154827092680106,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00184_Cl_00516_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.76,0.7501,0.7501,0.01,9.9999999999989e-05,False
B_00429_Nu_00184_Cl_00549_0012,429,184,2,549,12,-33.69846767,7.992207144,10.34348968242028,-2.3512825384202802,2.3512825384202802,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00184_Cl_00549_0012.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7579,0.7501,0.7501,0.0079,9.9999999999989e-05,False
B_00429_Nu_00184_Cl_00562_0000,429,184,2,562,0,-5.702621519,18.05616451,20.543702804092284,-2.4875382940922854,2.4875382940922854,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00184_Cl_00562_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7622,0.7501,0.7501,0.0121999999999999,9.9999999999989e-05,False
B_00429_Nu_00184_Cl_00598_0000,429,184,2,598,0,-22.95271945,10.27485199,14.258674863987382,-3.983822873987382,3.983822873987382,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00184_Cl_00598_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7585,0.7501,0.7501,0.0084999999999999,9.9999999999989e-05,False
B_00429_Nu_00190_Cl_00519_0001,429,190,6,519,1,-10.99451258,20.490306,18.615616174821287,1.874689825178713,1.874689825178713,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00190_Cl_00519_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7662,0.7501,0.7501,0.0161999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00446_0000,429,191,2,446,0,-28.54562423,14.30623214,12.220914675653859,2.085317464346142,2.085317464346142,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00446_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7619,0.7501,0.7501,0.0119,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00447_0000,429,191,2,447,0,-27.68129649,12.80679746,12.535830220889421,0.2709672391105791,0.2709672391105791,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00447_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7615,0.7501,0.7501,0.0114999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00448_0000,429,191,2,448,0,-26.05341062,12.3888948,13.128946168240967,-0.7400513682409677,0.7400513682409677,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00448_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7603,0.7501,0.7501,0.0102999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00450_0000,429,191,2,450,0,-20.12579732,12.25303794,15.288656528011527,-3.035618588011527,3.035618588011527,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00450_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7619,0.7501,0.7501,0.0119,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00451_0001,429,191,2,451,1,-19.06237581,14.12791168,15.676111366192327,-1.5481996861923264,1.5481996861923264,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00451_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00455_0000,429,191,2,455,0,-30.5873692,13.18140759,11.477010250626938,1.7043973393730614,1.7043973393730614,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00455_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7595,0.7501,0.7501,0.0094999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00464_0000,429,191,2,464,0,-11.73465936,16.56079742,18.345945636677914,-1.7851482166779142,1.7851482166779142,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00464_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7605,0.7501,0.7501,0.0104999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00465_0000,429,191,2,465,0,-10.66105938,19.62145071,18.737108973708597,0.8843417362914039,0.8843417362914039,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00465_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7635,0.7501,0.7501,0.0134999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00473_0000,429,191,2,473,0,-29.09857476,11.33297245,12.01944860024681,-0.6864761502468095,0.6864761502468095,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00473_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7628,0.7501,0.7501,0.0128,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00476_0000,429,191,2,476,0,-4.35721574,28.69607923,21.03389787113579,7.66218135886421,7.66218135886421,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00476_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7683,0.7502,0.7502,0.0182999999999999,0.0001999999999999,False
B_00429_Nu_00191_Cl_00488_0000,429,191,2,488,0,-10.45002775,29.67295927,18.813997794635945,10.858961475364055,10.858961475364055,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.8064,0.7504,0.7504,0.0564,0.0003999999999999,True
B_00429_Nu_00191_Cl_00505_0000,429,191,2,505,0,-5.848518096,20.4677362,20.490545768898716,-0.022809568898715327,0.022809568898715327,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00505_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00516_0000,429,191,2,516,0,-12.29696938,19.17779572,18.141069455636078,1.0367262643639208,1.0367262643639208,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00516_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7619,0.7501,0.7501,0.0119,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00536_0000,429,191,2,536,0,-23.57735838,14.78941339,14.031089308054272,0.7583240819457284,0.7583240819457284,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00536_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7585,0.7501,0.7501,0.0084999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00543_0000,429,191,2,543,0,-29.98149949,13.94586015,11.697757290478235,2.248102859521765,2.248102859521765,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00543_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7633,0.7501,0.7501,0.0132999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00545_0000,429,191,2,545,0,-22.03552161,13.49599644,14.592853491497914,-1.0968570514979135,1.0968570514979135,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00545_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7596,0.7501,0.7501,0.0096,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00546_0000,429,191,2,546,0,-15.54440547,17.81283657,16.957874633148954,0.8549619368510477,0.8549619368510477,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00546_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7641,0.7501,0.7501,0.0141,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00547_0001,429,191,2,547,1,-15.96766385,13.87110653,16.803661552456646,-2.9325550224566452,2.9325550224566452,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00547_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7615,0.7501,0.7501,0.0114999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00552_0000,429,191,2,552,0,-13.63976003,20.86204711,17.65182720398514,3.21021990601486,3.21021990601486,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00552_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7674,0.7502,0.7502,0.0173999999999999,0.0001999999999999,False
B_00429_Nu_00191_Cl_00556_0000,429,191,2,556,0,-9.257456335,18.6709372,19.248508061987856,-0.577570861987855,0.577570861987855,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00556_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7627,0.7501,0.7501,0.0127,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00561_0000,429,191,2,561,0,-18.00235191,21.47816559,16.062328294080384,5.415837295919616,5.415837295919616,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00561_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7709,0.7503,0.7503,0.0209,0.0002999999999999,False
B_00429_Nu_00191_Cl_00563_0000,429,191,2,563,0,-17.31560216,19.30150934,16.312543764385246,2.9889655756147526,2.9889655756147526,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00563_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.765,0.7501,0.7501,0.015,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00574_0000,429,191,2,574,0,-21.43877204,16.99760578,14.810277632259194,2.187328147740807,2.187328147740807,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00574_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7614,0.7501,0.7501,0.0113999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00579_0000,429,191,2,579,0,-8.584211433,19.7939784,19.493803076342473,0.30017532365752686,0.30017532365752686,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00579_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7641,0.7501,0.7501,0.0141,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00583_0000,429,191,2,583,0,-5.948480007,22.62715304,20.454124908791467,2.1730281312085324,2.1730281312085324,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00583_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7646,0.7501,0.7501,0.0145999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00594_0000,429,191,2,594,0,-7.454471484,19.49531284,19.90542086384254,-0.41010802384253964,0.41010802384253964,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00594_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7639,0.7501,0.7501,0.0139,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00597_0001,429,191,2,597,1,-23.18875432,14.55715797,14.172676178140904,0.3844817918590966,0.3844817918590966,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00597_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7609,0.7501,0.7501,0.0109,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00601_0000,429,191,2,601,0,-13.13350947,18.79373428,17.836278267800598,0.9574560121994011,0.9574560121994011,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00601_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7627,0.7501,0.7501,0.0127,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00603_0000,429,191,2,603,0,-4.513670008,24.32207337,20.976894168915553,3.345179201084445,3.345179201084445,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00603_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7655,0.7501,0.7501,0.0154999999999999,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00604_0000,429,191,2,604,0,-18.25184262,19.05519314,15.971427008219933,3.0837661317800666,3.0837661317800666,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00604_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.767,0.7502,0.7502,0.017,0.0001999999999999,False
B_00429_Nu_00191_Cl_00610_0000,429,191,2,610,0,-18.17805838,18.24305103,15.99831010255333,2.2447409274466708,2.2447409274466708,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00610_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7682,0.7502,0.7502,0.0181999999999999,0.0001999999999999,False
B_00429_Nu_00191_Cl_00615_0000,429,191,2,615,0,-11.2495303,18.10862856,18.522701137362777,-0.41407257736277714,0.41407257736277714,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00615_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00429_Nu_00191_Cl_00621_0002,429,191,2,621,2,-28.93180277,9.776240198,12.080211537417924,-2.3039713394179238,2.3039713394179238,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00191_Cl_00621_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7584,0.7501,0.7501,0.0083999999999999,9.9999999999989e-05,False
B_00429_Nu_00193_Cl_00514_0000,429,193,2,514,0,-8.142934456,22.50124896,19.65458118559517,2.846667774404832,2.846667774404832,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00193_Cl_00514_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7599,0.75,0.75,0.0099,0.0,False
B_00429_Nu_00194_Cl_00595_0000,429,194,2,595,0,-14.17351186,17.13735081,17.457356124571525,-0.3200053145715245,0.3200053145715245,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00194_Cl_00595_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7625,0.7501,0.7501,0.0124999999999999,9.9999999999989e-05,False
B_00429_Nu_00194_Cl_00604_0000,429,194,2,604,0,-16.43443094,16.8785326,16.63359618738417,0.24493641261582866,0.24493641261582866,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00194_Cl_00604_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7599,0.7501,0.7501,0.0099,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00449_0001,429,195,2,449,1,-15.27139588,16.74812326,17.0573449612555,-0.30922170125549897,0.30922170125549897,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00449_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.75,0.75,0.0116,0.0,False
B_00429_Nu_00195_Cl_00456_0000,429,195,2,456,0,-6.137751524,19.42854822,20.3851643279664,-0.9566161079664006,0.9566161079664006,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00456_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00459_0000,429,195,2,459,0,-4.976664928,21.38839576,20.80820318408948,0.5801925759105231,0.5801925759105231,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00459_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7649,0.7501,0.7501,0.0149,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00460_0000,429,195,2,460,0,-5.247401976,19.48119652,20.70956085070054,-1.2283643307005399,1.2283643307005399,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00460_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7634,0.7501,0.7501,0.0133999999999999,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00471_0000,429,195,2,471,0,-12.60500744,16.91200023,18.028836596352626,-1.1168363663526257,1.1168363663526257,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00471_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00499_0000,429,195,2,499,0,-5.465578461,19.3808659,20.63006882059243,-1.249202920592431,1.249202920592431,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00499_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7678,0.7502,0.7502,0.0178,0.0001999999999999,False
B_00429_Nu_00195_Cl_00511_0000,429,195,2,511,0,-16.40639841,13.95962226,16.643809766170016,-2.684187506170016,2.684187506170016,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00511_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.767,0.7502,0.7502,0.017,0.0001999999999999,False
B_00429_Nu_00195_Cl_00523_0000,429,195,2,523,0,-5.45596935,18.28647771,20.6335698749839,-2.3470921649838985,2.3470921649838985,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00523_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.761,0.7501,0.7501,0.011,9.9999999999989e-05,False
B_00429_Nu_00195_Cl_00547_0000,429,195,2,547,0,-5.113929517,18.96057518,20.758191191084983,-1.7976160110849833,1.7976160110849833,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00429_Nu_00195_Cl_00547_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
