identifier,B_Index,N_Index,N_Atomid,Cl_Index,conf_idxs_ts,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol),bep_fit_deltaGa(kcal/mol),bep_residual(kcal/mol),bep_abs_residual(kcal/mol),bep_outlier_2sigma,bep_outlier_top5pct,log_found,log_path,log_source,log_name_variant,normal_termination,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,high_spin_contamination
B_00396_Nu_00235_Cl_00452_0000,396,235,7,452,0,-15.72568964,19.91999812,16.891824221255284,3.028173898744715,3.028173898744715,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00235_Cl_00452_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7694,0.7503,0.7503,0.0193999999999999,0.0002999999999999,False
B_00396_Nu_00237_Cl_00488_0010,396,237,7,488,10,-17.31716213,28.56678345,16.311975393407007,12.254808056592992,12.254808056592992,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00237_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7632,0.7501,0.7501,0.0131999999999999,9.9999999999989e-05,False
B_00396_Nu_00243_Cl_00594_0001,396,243,2,594,1,-7.216131106,21.95752686,19.992259555482264,1.965267304517738,1.965267304517738,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00243_Cl_00594_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.771,0.7503,0.7503,0.021,0.0002999999999999,False
B_00396_Nu_00248_Cl_00519_0000,396,248,4,519,0,-14.01272168,23.9535821,17.51593960495736,6.437642495042638,6.437642495042638,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00248_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7739,0.7504,0.7504,0.0239,0.0003999999999999,False
B_00396_Nu_00252_Cl_00519_0000,396,252,7,519,0,-16.4400702,19.5837598,16.631541537793005,2.952218262206994,2.952218262206994,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00252_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7723,0.7503,0.7503,0.0222999999999999,0.0002999999999999,False
B_00396_Nu_00253_Cl_00470_0000,396,253,7,470,0,-13.03424131,20.97690946,17.872446361550463,3.104463098449539,3.104463098449539,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00253_Cl_00470_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7722,0.7504,0.7504,0.0221999999999999,0.0003999999999999,False
B_00396_Nu_00253_Cl_00519_0000,396,253,7,519,0,-14.06577908,18.58597643,17.496608280418616,1.0893681495813823,1.0893681495813823,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00253_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7708,0.7503,0.7503,0.0208,0.0002999999999999,False
B_00396_Nu_00258_Cl_00536_0000,396,258,9,536,0,-17.76790193,14.41886205,16.147749529411982,-1.7288874794119824,1.7288874794119824,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00258_Cl_00536_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7663,0.7502,0.7502,0.0162999999999999,0.0001999999999999,False
B_00396_Nu_00260_Cl_00519_0000,396,260,10,519,0,-25.79971492,15.61783816,13.22137953117968,2.3964586288203193,2.3964586288203193,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00260_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7664,0.7502,0.7502,0.0163999999999999,0.0001999999999999,False
B_00396_Nu_00263_Cl_00488_0011,396,263,7,488,11,-8.738019663,30.37356111,19.43776345112789,10.935797658872112,10.935797658872112,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00263_Cl_00488_0011.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7707,0.7502,0.7502,0.0207,0.0001999999999999,False
B_00396_Nu_00264_Cl_00610_0000,396,264,9,610,0,-15.39664279,15.24495866,17.01171157807643,-1.7667529180764294,1.7667529180764294,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00264_Cl_00610_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00396_Nu_00266_Cl_00519_0000,396,266,5,519,0,-24.6086172,12.87894041,13.655352861623333,-0.776412451623333,0.776412451623333,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00266_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7684,0.7503,0.7503,0.0183999999999999,0.0002999999999999,False
B_00396_Nu_00267_Cl_00519_0001,396,267,6,519,1,-17.50645028,13.95260195,16.243008752392015,-2.290406802392015,2.290406802392015,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00267_Cl_00519_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7706,0.7503,0.7503,0.0205999999999999,0.0002999999999999,False
B_00396_Nu_00280_Cl_00488_0002,396,280,3,488,2,-8.132679463,28.13589572,19.65831756539941,8.47757815460059,8.47757815460059,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00280_Cl_00488_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7704,0.7503,0.7503,0.0203999999999999,0.0002999999999999,False
B_00396_Nu_00282_Cl_00535_0000,396,282,3,535,0,-15.04561006,23.66936879,17.1396094326142,6.5297593573857995,6.5297593573857995,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00282_Cl_00535_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7688,0.7503,0.7503,0.0188,0.0002999999999999,False
B_00396_Nu_00282_Cl_00593_0000,396,282,3,593,0,-15.8651412,20.87951526,16.84101541110261,4.038499848897391,4.038499848897391,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00282_Cl_00593_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7672,0.7502,0.7502,0.0171999999999999,0.0001999999999999,False
B_00396_Nu_00287_Cl_00455_0001,396,287,4,455,1,-44.12486839,10.03340931,6.5446579249398695,3.48875138506013,3.48875138506013,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00287_Cl_00455_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.762,0.7501,0.7501,0.012,9.9999999999989e-05,False
B_00396_Nu_00289_Cl_00519_0000,396,289,3,519,0,-13.51643469,16.08767158,17.696760468174325,-1.6090888881743268,1.6090888881743268,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00289_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7731,0.7504,0.7504,0.0231,0.0003999999999999,False
B_00396_Nu_00290_Cl_00603_0000,396,290,2,603,0,-7.791211056,24.19384554,19.782730683936048,4.4111148560639535,4.4111148560639535,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00290_Cl_00603_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7715,0.7503,0.7503,0.0214999999999999,0.0002999999999999,False
B_00396_Nu_00293_Cl_00461_0000,396,293,3,461,0,-19.902779,17.09910643,15.369912668003424,1.7291937619965747,1.7291937619965747,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00293_Cl_00461_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7615,0.7501,0.7501,0.0114999999999999,9.9999999999989e-05,False
B_00396_Nu_00293_Cl_00488_0010,396,293,3,488,10,-11.55489156,28.35703876,18.411443563139002,9.945595196860996,9.945595196860996,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00293_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7634,0.7501,0.7501,0.0133999999999999,9.9999999999989e-05,False
B_00396_Nu_00304_Cl_00488_0000,396,304,3,488,0,-8.710106979,28.91711216,19.44793336433795,9.46917879566205,9.46917879566205,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00304_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.8128,0.7515,0.7515,0.0627999999999999,0.0014999999999999,True
B_00396_Nu_00304_Cl_00579_0000,396,304,3,579,0,-6.844290657,26.64593744,20.127738647866213,6.518198792133788,6.518198792133788,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00304_Cl_00579_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7708,0.7503,0.7503,0.0208,0.0002999999999999,False
B_00396_Nu_00305_Cl_00528_0000,396,305,4,528,0,-16.33989885,18.88306706,16.668038706450616,2.215028353549382,2.215028353549382,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00305_Cl_00528_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00396_Nu_00305_Cl_00563_0000,396,305,4,563,0,-17.71575361,18.11573213,16.16674963303693,1.9489824969630725,1.9489824969630725,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00305_Cl_00563_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7645,0.7502,0.7502,0.0144999999999999,0.0001999999999999,False
B_00396_Nu_00308_Cl_00457_0000,396,308,4,457,0,-13.80406312,20.43865582,17.591963804053954,2.846692015946047,2.846692015946047,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00308_Cl_00457_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7739,0.7504,0.7504,0.0239,0.0003999999999999,False
B_00396_Nu_00317_Cl_00472_0000,396,317,2,472,0,-22.58147779,18.11354643,14.3939357891696,3.7196106408303997,3.7196106408303997,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00317_Cl_00472_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.763,0.7501,0.7501,0.013,9.9999999999989e-05,False
B_00396_Nu_00321_Cl_00572_0000,396,321,2,572,0,-14.02278417,18.76781251,17.5122733631163,1.2555391468836987,1.2555391468836987,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00321_Cl_00572_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7704,0.7503,0.7503,0.0203999999999999,0.0002999999999999,False
B_00396_Nu_00323_Cl_00566_0000,396,323,2,566,0,-25.56731686,13.16272195,13.306053154840756,-0.1433312048407558,0.1433312048407558,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00323_Cl_00566_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.764,0.7502,0.7502,0.014,0.0001999999999999,False
B_00396_Nu_00324_Cl_00519_0000,396,324,3,519,0,-11.06911078,23.90158756,18.588436516296625,5.313151043703375,5.313151043703375,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00324_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7725,0.7503,0.7503,0.0224999999999999,0.0002999999999999,False
B_00396_Nu_00324_Cl_00593_0000,396,324,3,593,0,-12.73008882,21.28660892,17.98326352359493,3.3033453964050707,3.3033453964050707,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00324_Cl_00593_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7717,0.7503,0.7503,0.0217,0.0002999999999999,False
B_00396_Nu_00326_Cl_00529_0000,396,326,3,529,0,-6.076972702,24.91475365,20.407308932360223,4.507444717639778,4.507444717639778,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00326_Cl_00529_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7695,0.7502,0.7502,0.0194999999999999,0.0001999999999999,False
B_00396_Nu_00330_Cl_00488_0010,396,330,3,488,10,-23.95780952,23.60924956,13.89247293298734,9.716776627012658,9.716776627012658,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00330_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7583,0.7501,0.7501,0.0082999999999999,9.9999999999989e-05,False
B_00396_Nu_00334_Cl_00488_0010,396,334,2,488,10,-35.16240142,18.20129418,9.810109260000894,8.391184919999107,8.391184919999107,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00334_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7572,0.75,0.75,0.0071999999999999,0.0,False
B_00396_Nu_00339_Cl_00507_0000,396,339,4,507,0,-10.43709844,22.03144333,18.818708554825328,3.2127347751746704,3.2127347751746704,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00339_Cl_00507.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7643,0.7501,0.7501,0.0142999999999999,9.9999999999989e-05,False
B_00396_Nu_00345_Cl_00488_0010,396,345,2,488,10,-34.1396539,19.16900859,10.182744636599036,8.986263953400965,8.986263953400965,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00345_Cl_00488_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7606,0.7501,0.7501,0.0106,9.9999999999989e-05,False
B_00396_Nu_00349_Cl_00460_0000,396,349,5,460,0,-33.29712429,11.23120915,10.489718090338073,0.7414910596619269,0.7414910596619269,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00460_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7602,0.7501,0.7501,0.0101999999999999,9.9999999999989e-05,False
B_00396_Nu_00349_Cl_00468_0000,396,349,5,468,0,-27.5531282,13.03122659,12.58252800120972,0.448698588790279,0.448698588790279,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00468_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7612,0.7501,0.7501,0.0111999999999999,9.9999999999989e-05,False
B_00396_Nu_00349_Cl_00519_0000,396,349,5,519,0,-25.92046325,17.17784448,13.177385193825387,4.000459286174614,4.000459286174614,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7649,0.7502,0.7502,0.0149,0.0001999999999999,False
B_00396_Nu_00349_Cl_00575_0000,396,349,5,575,0,-24.34028432,13.86744528,13.753119242706774,0.11432603729322643,0.11432603729322643,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00575_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7638,0.7501,0.7501,0.0138,9.9999999999989e-05,False
B_00396_Nu_00349_Cl_00609_0000,396,349,5,609,0,-27.78881967,13.23054877,12.496654432252624,0.7338943377473761,0.7338943377473761,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00609_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7603,0.7501,0.7501,0.0102999999999999,9.9999999999989e-05,False
B_00396_Nu_00349_Cl_00615_0000,396,349,5,615,0,-28.44551828,10.88717235,12.257388015992992,-1.3702156659929923,1.3702156659929923,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00349_Cl_00615_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7604,0.7501,0.7501,0.0103999999999999,9.9999999999989e-05,False
B_00396_Nu_00351_Cl_00609_0000,396,351,2,609,0,-29.75176594,9.160389618,11.7814601069089,-2.6210704889089005,2.6210704889089005,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00351_Cl_00609_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7591,0.7501,0.7501,0.0090999999999999,9.9999999999989e-05,False
B_00396_Nu_00353_Cl_00520_0000,396,353,7,520,0,-8.200955401,25.27497128,19.633441406453336,5.641529873546663,5.641529873546663,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00353_Cl_00520_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.762,0.7501,0.7501,0.012,9.9999999999989e-05,False
B_00396_Nu_00357_Cl_00533_0000,396,357,5,533,0,-35.05635121,12.31711819,9.848748375881284,2.4683698141187165,2.4683698141187165,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00357_Cl_00533_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.762,0.7501,0.7501,0.012,9.9999999999989e-05,False
B_00396_Nu_00359_Cl_00518_0000,396,359,2,518,0,-22.31325539,15.68991802,14.491661917154792,1.1982561028452086,1.1982561028452086,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00359_Cl_00518_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7596,0.7501,0.7501,0.0096,9.9999999999989e-05,False
B_00396_Nu_00365_Cl_00491_0000,396,365,13,491,0,-19.57471557,17.53421764,15.489441718326741,2.04477592167326,2.04477592167326,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00365_Cl_00491_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.777,0.7506,0.7506,0.027,0.0006,False
B_00396_Nu_00379_Cl_00614_0000,396,379,9,614,0,-10.75272702,22.00833951,18.70371010948719,3.304629400512809,3.304629400512809,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00379_Cl_00614_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00396_Nu_00380_Cl_00595_0000,396,380,5,595,0,-17.29015982,20.93805547,16.321813614237765,4.616241855762233,4.616241855762233,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00380_Cl_00595.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7702,0.7503,0.7503,0.0201999999999999,0.0002999999999999,False
B_00396_Nu_00381_Cl_00538_0000,396,381,2,538,0,-14.25835917,23.63185999,17.426442229698246,6.205417760301753,6.205417760301753,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00381_Cl_00538_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7684,0.7502,0.7502,0.0183999999999999,0.0001999999999999,False
B_00396_Nu_00381_Cl_00575_0000,396,381,2,575,0,-11.76890126,22.37635046,18.3334696902176,4.0428807697824,4.0428807697824,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00381_Cl_00575_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7716,0.7503,0.7503,0.0215999999999999,0.0002999999999999,False
B_00396_Nu_00382_Cl_00502_0000,396,382,5,502,0,-14.18926078,16.8999125,17.45161804687351,-0.5517055468735101,0.5517055468735101,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00382_Cl_00502_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7647,0.7502,0.7502,0.0147,0.0001999999999999,False
B_00396_Nu_00383_Cl_00573_0001,396,383,7,573,1,-13.13106881,13.9182642,17.837167515870586,-3.918903315870587,3.918903315870587,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00383_Cl_00573_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7706,0.7503,0.7503,0.0205999999999999,0.0002999999999999,False
B_00396_Nu_00384_Cl_00607_0000,396,384,6,607,0,-8.333941074,17.49419567,19.584988425271323,-2.0907927552713232,2.0907927552713232,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00396_Nu_00384_Cl_00607.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7599,0.7501,0.7501,0.0099,9.9999999999989e-05,False
B_00397_Nu_00000_Cl_00596_0000,397,0,2,596,0,-9.441917728,19.88967242,19.181300037226894,0.7083723827731063,0.7083723827731063,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00000_Cl_00596_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.77,0.7503,0.7503,0.02,0.0002999999999999,False
B_00397_Nu_00001_Cl_00462_0010,397,1,1,462,10,-30.57512689,9.682648261,11.481470704168082,-1.7988224431680813,1.7988224431680813,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00001_Cl_00462_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7698,0.7502,0.7502,0.0198,0.0001999999999999,False
B_00397_Nu_00003_Cl_00489_0000,397,3,2,489,0,-18.38045449,8.978661733,15.924567610689992,-6.945905877689993,6.945905877689993,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00003_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7683,0.7501,0.7501,0.0182999999999999,9.9999999999989e-05,False
B_00397_Nu_00004_Cl_00489_0000,397,4,1,489,0,-19.09433828,8.869433502,15.664465924074358,-6.7950324220743585,6.7950324220743585,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00004_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7683,0.7502,0.7502,0.0182999999999999,0.0001999999999999,False
B_00397_Nu_00004_Cl_00580_0010,397,4,1,580,10,-38.04431721,9.992183801,8.760090800185143,1.2320930008148565,1.2320930008148565,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00004_Cl_00580_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7649,0.7501,0.7501,0.0149,9.9999999999989e-05,False
B_00397_Nu_00006_Cl_00454_0000,397,6,5,454,0,-53.75429551,8.53783773,3.0362014084326994,5.5016363215673,5.5016363215673,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00006_Cl_00454_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7697,0.7501,0.7501,0.0197,9.9999999999989e-05,False
B_00397_Nu_00008_Cl_00519_0000,397,8,3,519,0,-33.72910923,6.418296063,10.332325510396519,-3.914029447396519,3.914029447396519,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00008_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7726,0.7503,0.7503,0.0225999999999999,0.0002999999999999,False
B_00397_Nu_00011_Cl_00519_0001,397,11,2,519,1,-25.69808082,12.41215799,13.258409648963502,-0.8462516589635012,0.8462516589635012,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00011_Cl_00519_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7729,0.7503,0.7503,0.0229,0.0002999999999999,False
B_00397_Nu_00014_Cl_00572_0000,397,14,5,572,0,-27.18971733,12.88193053,12.714935798592899,0.16699473140710097,0.16699473140710097,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00014_Cl_00572_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7681,0.7502,0.7502,0.0181,0.0001999999999999,False
B_00397_Nu_00017_Cl_00593_0000,397,17,4,593,0,-32.59881666,10.18061961,10.744144643908601,-0.5635250339086006,0.5635250339086006,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00017_Cl_00593_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7696,0.7501,0.7501,0.0195999999999999,9.9999999999989e-05,False
B_00397_Nu_00026_Cl_00519_0000,397,26,3,519,0,-32.06622813,8.986985052,10.93819187801815,-1.9512068260181508,1.9512068260181508,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00026_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7716,0.7503,0.7503,0.0215999999999999,0.0002999999999999,False
B_00397_Nu_00026_Cl_00551_0000,397,26,3,551,0,-34.33311111,10.57542975,10.112259009507047,0.46317074049295215,0.46317074049295215,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00026_Cl_00551.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7671,0.7501,0.7501,0.0171,9.9999999999989e-05,False
B_00397_Nu_00031_Cl_00484_0000,397,31,2,484,0,-26.23382833,13.64104589,13.063211448775869,0.5778344412241303,0.5778344412241303,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00031_Cl_00484_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7713,0.7503,0.7503,0.0212999999999999,0.0002999999999999,False
B_00397_Nu_00031_Cl_00494_0000,397,31,2,494,0,-30.27409722,5.825139635,11.591150074935625,-5.7660104399356245,5.7660104399356245,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00031_Cl_00494_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7705,0.7502,0.7502,0.0204999999999999,0.0001999999999999,False
B_00397_Nu_00031_Cl_00618_0000,397,31,2,618,0,-17.01039062,10.50948937,16.423746788519686,-5.914257418519686,5.914257418519686,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00031_Cl_00618_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7681,0.7502,0.7502,0.0181,0.0001999999999999,False
B_00397_Nu_00033_Cl_00493_0001,397,33,2,493,1,-24.24634315,15.64069861,13.787346461620997,1.8533521483790025,1.8533521483790025,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00033_Cl_00493_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7722,0.7503,0.7503,0.0221999999999999,0.0002999999999999,False
B_00397_Nu_00034_Cl_00618_0000,397,34,1,618,0,-16.19695241,10.96783516,16.720120866965424,-5.752285706965424,5.752285706965424,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00034_Cl_00618_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7678,0.7502,0.7502,0.0178,0.0001999999999999,False
