reaction_key,B_Index,N_Index,N_Atomid,Cl_Index,opt_path,spe_path,ts_opt_min,ts_spe_min,ts_opt_spe_min,LB_B_opt_min,LB_B_spe_min,LB_B_min,C_Cl_opt_min,C_Cl_spe_min,C_Cl_min,LB_B_Cl_opt_min,LB_B_Cl_spe_min,LB_B_Cl_min,C_radical_opt_min,C_radical_spe_min,C_radical_min,components_min,complete_min,component_fraction
TS:388:312:476,388,312,2,476,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00312_Cl_00476_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00312_Cl_00476_0000.log,4.385,1.1283333333333334,5.513333333333334,1.1283333333333334,0.4183333333333333,1.5466666666666666,0.635,0.1116666666666666,0.7466666666666666,0.9083333333333332,0.3333333333333333,1.2416666666666665,1.04,0.1133333333333333,1.1533333333333333,4.688333333333333,10.201666666666666,0.45956543048521475
TS:388:312:501,388,312,2,501,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00312_Cl_00501_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00312_Cl_00501_0000.log,8.123333333333333,2.04,10.163333333333334,1.1283333333333334,0.4183333333333333,1.5466666666666666,2.225,0.2983333333333333,2.5233333333333334,0.9083333333333332,0.3333333333333333,1.2416666666666665,3.8316666666666666,0.285,4.116666666666666,9.428333333333333,19.59166666666667,0.481242024670353
TS:388:313:565,388,313,4,565,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00313_Cl_00565_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00313_Cl_00565_0000.log,17.275,3.31,20.584999999999997,3.2783333333333333,0.9483333333333334,4.226666666666667,1.64,0.205,1.845,2.046666666666667,0.5549999999999999,2.6016666666666666,2.3766666666666665,0.18,2.5566666666666666,11.229999999999999,31.814999999999998,0.35297815495835294
TS:388:314:462,388,314,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00314_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00314_Cl_00462_0000.log,1.3983333333333334,1.065,2.4633333333333334,0.4283333333333333,0.2483333333333333,0.6766666666666665,0.2716666666666666,0.0566666666666666,0.3283333333333332,1.8166666666666669,0.1783333333333333,1.995,0.4266666666666666,0.07,0.4966666666666666,3.4966666666666666,5.96,0.5866890380313199
TS:388:315:462,388,315,1,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00315_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00315_Cl_00462_0000.log,4.04,1.215,5.255,1.1866666666666663,0.325,1.5116666666666663,0.2716666666666666,0.0566666666666666,0.3283333333333332,0.99,0.175,1.165,0.4266666666666666,0.07,0.4966666666666666,3.501666666666666,8.756666666666666,0.39988580129425194
TS:388:315:514,388,315,1,514,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00315_Cl_00514_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00315_Cl_00514_0000.log,8.533333333333333,1.9,10.433333333333334,1.1866666666666663,0.325,1.5116666666666663,2.15,0.945,3.0949999999999998,0.99,0.175,1.165,4.175,0.81,4.984999999999999,10.756666666666664,21.189999999999998,0.5076293849299983
TS:388:316:462,388,316,7,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00316_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00316_Cl_00462_0000.log,9.221666666666668,5.236666666666666,14.458333333333334,4.323333333333333,1.6466666666666665,5.97,0.2716666666666666,0.0566666666666666,0.3283333333333332,5.528333333333333,0.7016666666666667,6.23,0.4266666666666666,0.07,0.4966666666666666,13.024999999999999,27.483333333333334,0.47392359005457846
TS:388:317:462,388,317,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00317_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00317_Cl_00462_0010.log,1.9666666666666663,1.85,3.8166666666666664,1.6233333333333333,0.5216666666666667,2.145,0.2716666666666666,0.0566666666666666,0.3283333333333332,1.2933333333333334,0.2516666666666666,1.545,0.4266666666666666,0.07,0.4966666666666666,4.514999999999999,8.331666666666665,0.5419083816763353
TS:388:318:462,388,318,5,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00318_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00318_Cl_00462_0000.log,4.508333333333333,4.163333333333333,8.671666666666667,3.203333333333333,1.0466666666666666,4.25,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.453333333333333,0.5616666666666668,4.015,0.4266666666666666,0.07,0.4966666666666666,9.09,17.761666666666667,0.5117762972694004
TS:388:319:462,388,319,3,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00319_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00319_Cl_00462_0010.log,5.161666666666666,4.53,9.691666666666666,6.001666666666667,1.37,7.371666666666667,0.2716666666666666,0.0566666666666666,0.3283333333333332,25.00333333333333,0.5783333333333334,25.581666666666663,0.4266666666666666,0.07,0.4966666666666666,33.778333333333336,43.47,0.7770493060348134
TS:388:320:462,388,320,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00320_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00320_Cl_00462_0000.log,4.058333333333334,4.223333333333334,8.281666666666666,4.693333333333333,1.1666666666666667,5.86,0.2716666666666666,0.0566666666666666,0.3283333333333332,4.720000000000001,0.49,5.210000000000001,0.4266666666666666,0.07,0.4966666666666666,11.895,20.176666666666666,0.5895423756814803
TS:388:321:462,388,321,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00321_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00321_Cl_00462_0010.log,6.151666666666667,6.385,12.536666666666667,5.626666666666667,2.115,7.741666666666667,0.2716666666666666,0.0566666666666666,0.3283333333333332,7.071666666666666,0.925,7.996666666666666,0.4266666666666666,0.07,0.4966666666666666,16.563333333333333,29.1,0.5691867124856815
TS:388:322:462,388,322,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00322_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00322_Cl_00462_0000.log,4.51,4.276666666666666,8.786666666666665,3.5316666666666667,1.3,4.831666666666667,0.2716666666666666,0.0566666666666666,0.3283333333333332,6.181666666666667,0.6,6.781666666666666,0.4266666666666666,0.07,0.4966666666666666,12.438333333333333,21.224999999999998,0.5860227718884963
TS:388:323:462,388,323,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00323_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00323_Cl_00462_0000.log,3.8516666666666666,3.673333333333333,7.5249999999999995,5.055,1.14,6.194999999999999,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.5966666666666667,0.495,4.091666666666667,0.4266666666666666,0.07,0.4966666666666666,11.111666666666665,18.636666666666663,0.5962260776247541
TS:388:324:462,388,324,3,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00324_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00324_Cl_00462_0000.log,2.5216666666666665,2.4716666666666667,4.993333333333333,1.325,0.7466666666666666,2.0716666666666663,0.2716666666666666,0.0566666666666666,0.3283333333333332,2.728333333333333,0.3583333333333333,3.0866666666666664,0.4266666666666666,0.07,0.4966666666666666,5.9833333333333325,10.976666666666667,0.5450956574552079
TS:388:325:462,388,325,4,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00325_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00325_Cl_00462_0010.log,2.513333333333333,2.6066666666666665,5.119999999999999,3.1666666666666665,0.625,3.7916666666666665,0.2716666666666666,0.0566666666666666,0.3283333333333332,2.425,0.3616666666666666,2.786666666666666,0.4266666666666666,0.07,0.4966666666666666,7.403333333333332,12.523333333333332,0.5911631620974181
TS:388:326:462,388,326,3,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00462_0010.log,4.615,4.348333333333334,8.963333333333335,3.1766666666666667,1.1216666666666666,4.298333333333334,0.2716666666666666,0.0566666666666666,0.3283333333333332,4.638333333333334,0.5850000000000001,5.223333333333334,0.4266666666666666,0.07,0.4966666666666666,10.346666666666668,19.310000000000002,0.5358190920075954
TS:388:326:491,388,326,3,491,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00491_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00491_0000.log,32.321666666666665,8.78,41.10166666666667,3.1766666666666667,1.1216666666666666,4.298333333333334,2.78,0.7366666666666667,3.5166666666666666,4.638333333333334,0.5850000000000001,5.223333333333334,3.385,0.5616666666666668,3.9466666666666663,16.985,58.086666666666666,0.29240789624698726
TS:388:326:498,388,326,3,498,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00498_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00498_0000.log,17.60333333333333,4.8533333333333335,22.456666666666663,3.1766666666666667,1.1216666666666666,4.298333333333334,1.8766666666666665,0.425,2.3016666666666663,4.638333333333334,0.5850000000000001,5.223333333333334,1.8383333333333327,0.4016666666666666,2.2399999999999993,14.063333333333333,36.519999999999996,0.38508579773640017
TS:388:326:533,388,326,3,533,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00533_0001.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00533_0001.log,35.388333333333335,5.84,41.22833333333334,3.1766666666666667,1.1216666666666666,4.298333333333334,1.515,0.35,1.8649999999999998,4.638333333333334,0.5850000000000001,5.223333333333334,2.5716666666666668,0.3866666666666666,2.9583333333333335,14.345,55.57333333333334,0.25812739923224565
TS:388:326:561,388,326,3,561,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00561_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00561_0000.log,9.16,3.866666666666666,13.026666666666666,3.1766666666666667,1.1216666666666666,4.298333333333334,0.6983333333333333,0.1466666666666666,0.8449999999999999,4.638333333333334,0.5850000000000001,5.223333333333334,1.0083333333333333,0.125,1.1333333333333333,11.5,24.526666666666664,0.46887741234030994
TS:388:326:572,388,326,3,572,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00572_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00572_0000.log,11.613333333333332,4.265,15.87833333333333,3.1766666666666667,1.1216666666666666,4.298333333333334,1.3283333333333334,0.235,1.5633333333333335,4.638333333333334,0.5850000000000001,5.223333333333334,1.48,0.28,1.76,12.845,28.72333333333333,0.4471974004874087
TS:388:326:597,388,326,3,597,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00597_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00597_0000.log,31.55,3.325,34.875,3.1766666666666667,1.1216666666666666,4.298333333333334,1.4066666666666667,0.1516666666666666,1.5583333333333333,4.638333333333334,0.5850000000000001,5.223333333333334,1.3416666666666668,0.5366666666666667,1.8783333333333334,12.958333333333336,47.833333333333336,0.2709059233449478
TS:388:326:603,388,326,3,603,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00603_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00603_0000.log,11.671666666666669,2.95,14.62166666666667,3.1766666666666667,1.1216666666666666,4.298333333333334,0.7,0.1133333333333333,0.8133333333333332,4.638333333333334,0.5850000000000001,5.223333333333334,1.1316666666666666,0.1133333333333333,1.2449999999999999,11.58,26.201666666666668,0.44195661853571655
TS:388:326:604,388,326,3,604,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00326_Cl_00604_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00326_Cl_00604_0000.log,10.661666666666664,4.1433333333333335,14.804999999999996,3.1766666666666667,1.1216666666666666,4.298333333333334,1.2266666666666666,0.1983333333333333,1.4249999999999998,4.638333333333334,0.5850000000000001,5.223333333333334,1.2183333333333333,0.245,1.4633333333333334,12.41,27.214999999999996,0.45599853022230397
TS:388:329:462,388,329,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00329_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00329_Cl_00462_0000.log,3.843333333333333,2.805,6.648333333333333,2.3016666666666667,0.7583333333333333,3.06,0.2716666666666666,0.0566666666666666,0.3283333333333332,2.5500000000000003,0.3666666666666666,2.916666666666667,0.4266666666666666,0.07,0.4966666666666666,6.801666666666666,13.45,0.5057001239157373
TS:388:329:605,388,329,2,605,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00329_Cl_00605_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00329_Cl_00605_0000.log,3.405,3.1666666666666665,6.571666666666666,2.3016666666666667,0.7583333333333333,3.06,0.465,0.065,0.53,2.5500000000000003,0.3666666666666666,2.916666666666667,1.115,0.0583333333333333,1.1733333333333333,7.68,14.251666666666665,0.5388843410127471
TS:388:330:462,388,330,3,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00330_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00330_Cl_00462_0010.log,6.055,4.851666666666667,10.906666666666666,4.23,1.445,5.675000000000001,0.2716666666666666,0.0566666666666666,0.3283333333333332,4.006666666666667,0.565,4.571666666666667,0.4266666666666666,0.07,0.4966666666666666,11.071666666666667,21.97833333333333,0.5037536968226284
TS:388:331:462,388,331,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00331_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00331_Cl_00462_0000.log,10.898333333333332,3.223333333333333,14.121666666666664,2.765,0.9383333333333332,3.703333333333333,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.876666666666667,0.4333333333333333,4.3100000000000005,0.4266666666666666,0.07,0.4966666666666666,8.838333333333333,22.959999999999997,0.3849448315911731
TS:388:331:469,388,331,2,469,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00331_Cl_00469_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00331_Cl_00469_0000.log,51.778333333333336,1.94,53.718333333333334,2.765,0.9383333333333332,3.703333333333333,0.495,0.1116666666666666,0.6066666666666666,3.876666666666667,0.4333333333333333,4.3100000000000005,1.8966666666666667,0.1433333333333333,2.04,10.66,64.37833333333333,0.16558365909855802
TS:388:332:462,388,332,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00332_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00332_Cl_00462_0000.log,1.95,1.8166666666666669,3.7666666666666666,1.7066666666666668,0.45,2.1566666666666667,0.2716666666666666,0.0566666666666666,0.3283333333333332,4.266666666666667,0.2383333333333333,4.505,0.4266666666666666,0.07,0.4966666666666666,7.486666666666666,11.253333333333334,0.6652843601895734
TS:388:332:551,388,332,2,551,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00332_Cl_00551_0001.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00332_Cl_00551_0001.log,4.44,1.2583333333333333,5.698333333333334,1.7066666666666668,0.45,2.1566666666666667,1.085,0.1633333333333333,1.2483333333333333,4.266666666666667,0.2383333333333333,4.505,1.75,0.1033333333333333,1.8533333333333333,9.763333333333334,15.461666666666668,0.6314541338794869
TS:388:334:462,388,334,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00334_Cl_00462_0020.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00334_Cl_00462_0020.log,19.616666666666667,2.348333333333333,21.965,2.123333333333333,0.725,2.848333333333333,0.2716666666666666,0.0566666666666666,0.3283333333333332,6.363333333333333,0.3233333333333333,6.6866666666666665,0.4266666666666666,0.07,0.4966666666666666,10.36,32.325,0.3204949729311678
TS:388:334:517,388,334,2,517,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00334_Cl_00517_0001.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00334_Cl_00517_0001.log,4.225,4.335,8.559999999999999,2.123333333333333,0.725,2.848333333333333,3.3166666666666664,0.2083333333333333,3.525,6.363333333333333,0.3233333333333333,6.6866666666666665,1.538333333333333,0.185,1.7233333333333332,14.783333333333331,23.34333333333333,0.6333000142795945
TS:388:334:573,388,334,2,573,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00334_Cl_00573_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00334_Cl_00573_0010.log,8.896666666666667,6.466666666666667,15.363333333333333,2.123333333333333,0.725,2.848333333333333,1.6566666666666667,0.2699999999999999,1.9266666666666667,6.363333333333333,0.3233333333333333,6.6866666666666665,1.4233333333333331,0.2716666666666666,1.6949999999999998,13.156666666666666,28.52,0.46131369798971483
TS:388:334:577,388,334,2,577,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00334_Cl_00577_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00334_Cl_00577_0000.log,4.783333333333333,4.091666666666667,8.875,2.123333333333333,0.725,2.848333333333333,0.9733333333333334,0.1933333333333333,1.1666666666666667,6.363333333333333,0.3233333333333333,6.6866666666666665,0.7433333333333334,0.1416666666666666,0.885,11.586666666666666,20.461666666666666,0.5662621161521544
TS:388:335:477,388,335,3,477,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00335_Cl_00477_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00335_Cl_00477_0000.log,50.61333333333333,2.22,52.83333333333333,4.246666666666667,0.5399999999999999,4.786666666666667,0.7450000000000001,0.2733333333333333,1.0183333333333335,3.75,0.29,4.04,1.1233333333333333,0.355,1.4783333333333333,11.323333333333334,64.15666666666667,0.17649503818776954
TS:388:336:462,388,336,2,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00336_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00336_Cl_00462_0000.log,2.3016666666666667,2.135,4.4366666666666665,4.13,0.59,4.72,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.2883333333333336,0.3,3.5883333333333334,0.4266666666666666,0.07,0.4966666666666666,9.133333333333333,13.57,0.6730533038565463
TS:388:337:462,388,337,4,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00337_Cl_00462_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00337_Cl_00462_0010.log,3.256666666666667,2.4516666666666667,5.708333333333334,3.91,0.685,4.595000000000001,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.825,0.3116666666666666,4.136666666666667,0.4266666666666666,0.07,0.4966666666666666,9.556666666666667,15.265,0.6260508789169124
TS:388:338:462,388,338,3,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00338_Cl_00462_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00338_Cl_00462_0000.log,3.5483333333333333,2.668333333333333,6.216666666666667,2.523333333333333,0.575,3.0983333333333327,0.2716666666666666,0.0566666666666666,0.3283333333333332,3.3166666666666664,0.2616666666666666,3.578333333333333,0.4266666666666666,0.07,0.4966666666666666,7.501666666666665,13.718333333333332,0.5468351354634916
TS:388:338:525,388,338,3,525,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00338_Cl_00525_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00338_Cl_00525_0010.log,3.285,2.985,6.27,2.523333333333333,0.575,3.0983333333333327,0.5833333333333333,0.11,0.6933333333333332,3.3166666666666664,0.2616666666666666,3.578333333333333,1.1933333333333334,0.08,1.2733333333333334,8.643333333333333,14.913333333333332,0.5795708538220832
TS:388:339:447,388,339,4,447,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00339_Cl_00447_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00339_Cl_00447_0000.log,7.643333333333333,2.9683333333333333,10.611666666666666,1.4833333333333332,0.3083333333333333,1.7916666666666665,1.5016666666666667,0.4333333333333333,1.935,0.8233333333333333,0.12,0.9433333333333332,1.3250000000000002,0.5333333333333333,1.8583333333333334,6.528333333333333,17.14,0.3808829249319331
TS:388:339:462,388,339,4,462,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00339_Cl_00462_0001.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00339_Cl_00462_0001.log,1.175,1.6883333333333332,2.8633333333333333,1.4833333333333332,0.3083333333333333,1.7916666666666665,0.2716666666666666,0.0566666666666666,0.3283333333333332,0.8233333333333333,0.12,0.9433333333333332,0.4266666666666666,0.07,0.4966666666666666,3.5599999999999996,6.423333333333333,0.5542293720809548
TS:388:339:472,388,339,4,472,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00339_Cl_00472_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00339_Cl_00472_0000.log,10.761666666666668,1.5566666666666666,12.318333333333335,1.4833333333333332,0.3083333333333333,1.7916666666666665,1.1666666666666663,0.3,1.4666666666666663,0.8233333333333333,0.12,0.9433333333333332,2.765,0.3233333333333333,3.0883333333333334,7.289999999999999,19.608333333333334,0.37178070548236286
TS:388:339:526,388,339,4,526,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00339_Cl_00526_0002.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00339_Cl_00526_0002.log,3.178333333333333,3.18,6.3583333333333325,1.4833333333333332,0.3083333333333333,1.7916666666666665,1.3566666666666665,0.2516666666666666,1.608333333333333,0.8233333333333333,0.12,0.9433333333333332,3.4016666666666664,0.2483333333333333,3.6499999999999995,7.993333333333332,14.351666666666665,0.5569620253164557
