reaction_key,B_Index,N_Index,N_Atomid,Cl_Index,opt_path,spe_path,ts_opt_min,ts_spe_min,ts_opt_spe_min,LB_B_opt_min,LB_B_spe_min,LB_B_min,C_Cl_opt_min,C_Cl_spe_min,C_Cl_min,LB_B_Cl_opt_min,LB_B_Cl_spe_min,LB_B_Cl_min,C_radical_opt_min,C_radical_spe_min,C_radical_min,components_min,complete_min,component_fraction
TS:388:1:487,388,1,1,487,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00487_0003.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00487_0003.log,5.8566666666666665,1.9166666666666663,7.7733333333333325,0.895,0.2716666666666666,1.1666666666666665,0.6283333333333334,0.2483333333333333,0.8766666666666667,1.3716666666666666,0.3266666666666667,1.6983333333333333,0.5850000000000001,0.1083333333333333,0.6933333333333334,4.435,12.208333333333332,0.3632764505119454
TS:388:1:488,388,1,1,488,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00488_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00488_0010.log,22.02,3.5733333333333333,25.593333333333334,0.895,0.2716666666666666,1.1666666666666665,2.24,0.4083333333333333,2.6483333333333334,1.3716666666666666,0.3266666666666667,1.6983333333333333,4.57,0.4666666666666667,5.036666666666667,10.55,36.14333333333333,0.2918933874389007
TS:388:1:490,388,1,1,490,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00490_0000.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00490_0000.log,2.671666666666667,1.971666666666667,4.6433333333333335,0.895,0.2716666666666666,1.1666666666666665,0.3283333333333333,0.1233333333333333,0.4516666666666666,1.3716666666666666,0.3266666666666667,1.6983333333333333,0.425,0.0583333333333333,0.4833333333333333,3.8,8.443333333333333,0.4500592183181997
TS:388:1:491,388,1,1,491,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00491_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00491_0010.log,66.27333333333333,6.0616666666666665,72.335,0.895,0.2716666666666666,1.1666666666666665,2.78,0.7366666666666667,3.5166666666666666,1.3716666666666666,0.3266666666666667,1.6983333333333333,3.385,0.5616666666666668,3.9466666666666663,10.328333333333333,82.66333333333333,0.12494455421589581
TS:388:1:493,388,1,1,493,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00493_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00493_0010.log,7.915,1.3516666666666666,9.266666666666666,0.895,0.2716666666666666,1.1666666666666665,0.4549999999999999,0.105,0.5599999999999999,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.0,0.0849999999999999,1.085,4.51,13.776666666666666,0.32736511008952335
TS:388:1:495,388,1,1,495,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00495_0011.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00495_0011.log,9.806666666666668,1.845,11.651666666666669,0.895,0.2716666666666666,1.1666666666666665,1.4266666666666667,0.2716666666666666,1.6983333333333333,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.538333333333333,0.2333333333333333,1.7716666666666665,6.334999999999999,17.986666666666668,0.3522053372868791
TS:388:1:497,388,1,1,497,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00497_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00497_0010.log,7.255,2.15,9.405,0.895,0.2716666666666666,1.1666666666666665,1.2516666666666667,0.3166666666666666,1.5683333333333334,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.221666666666667,0.2333333333333333,1.4550000000000003,5.888333333333334,15.293333333333333,0.38502615518744554
TS:388:1:498,388,1,1,498,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00498_0012.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00498_0012.log,16.69,4.096666666666667,20.78666666666667,0.895,0.2716666666666666,1.1666666666666665,1.8766666666666665,0.425,2.3016666666666663,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.8383333333333327,0.4016666666666666,2.2399999999999993,7.406666666666665,28.193333333333335,0.26270986048711276
TS:388:1:501,388,1,1,501,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00501_0014.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00501_0014.log,9.18,2.9883333333333333,12.168333333333333,0.895,0.2716666666666666,1.1666666666666665,2.225,0.2983333333333333,2.5233333333333334,1.3716666666666666,0.3266666666666667,1.6983333333333333,3.8316666666666666,0.285,4.116666666666666,9.504999999999999,21.673333333333332,0.43855736696401104
TS:388:1:506,388,1,1,506,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00506_0011.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00506_0011.log,4.48,2.375,6.855,0.895,0.2716666666666666,1.1666666666666665,0.6799999999999999,0.1883333333333333,0.8683333333333332,1.3716666666666666,0.3266666666666667,1.6983333333333333,0.6616666666666666,0.1533333333333333,0.815,4.548333333333333,11.403333333333332,0.39885998246126864
TS:388:1:507,388,1,1,507,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00507_0002.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00507_0002.log,6.4783333333333335,4.5600000000000005,11.038333333333334,0.895,0.2716666666666666,1.1666666666666665,1.6866666666666668,0.3916666666666666,2.078333333333333,1.3716666666666666,0.3266666666666667,1.6983333333333333,2.2666666666666666,0.3716666666666667,2.638333333333333,7.581666666666667,18.62,0.40717866093805943
TS:388:1:508,388,1,1,508,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00508_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00508_0010.log,12.38,7.28,19.66,0.895,0.2716666666666666,1.1666666666666665,2.66,0.755,3.415,1.3716666666666666,0.3266666666666667,1.6983333333333333,3.5083333333333333,0.6766666666666666,4.185,10.465,30.125,0.3473858921161826
TS:388:1:517,388,1,1,517,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00517_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00517_0010.log,4.661666666666667,1.8066666666666664,6.468333333333334,0.895,0.2716666666666666,1.1666666666666665,3.3166666666666664,0.2083333333333333,3.525,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.538333333333333,0.185,1.7233333333333332,8.113333333333333,14.581666666666667,0.556406446451023
TS:388:1:519,388,1,1,519,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00519_0004.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00519_0004.log,8.175,2.6016666666666666,10.776666666666667,0.895,0.2716666666666666,1.1666666666666665,1.4833333333333334,0.285,1.7683333333333333,1.3716666666666666,0.3266666666666667,1.6983333333333333,2.195,0.2566666666666666,2.451666666666666,7.084999999999999,17.861666666666665,0.39665951292339274
TS:388:1:525,388,1,1,525,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00525_0013.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00525_0013.log,2.8583333333333334,1.7866666666666666,4.645,0.895,0.2716666666666666,1.1666666666666665,0.5833333333333333,0.11,0.6933333333333332,1.3716666666666666,0.3266666666666667,1.6983333333333333,1.1933333333333334,0.08,1.2733333333333334,4.831666666666667,9.476666666666667,0.5098487513190292
TS:388:1:529,388,1,1,529,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00529_0010.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00529_0010.log,18.113333333333333,3.095,21.208333333333332,0.895,0.2716666666666666,1.1666666666666665,2.0666666666666664,0.335,2.4016666666666664,1.3716666666666666,0.3266666666666667,1.6983333333333333,3.505,0.3233333333333333,3.828333333333333,9.094999999999999,30.30333333333333,0.30013199868001317
TS:388:1:550,388,1,1,550,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00550_0013.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00550_0013.log,7.008333333333333,1.3383333333333334,8.346666666666666,0.895,0.2716666666666666,1.1666666666666665,0.6900000000000001,0.2466666666666666,0.9366666666666666,1.3716666666666666,0.3266666666666667,1.6983333333333333,5.358333333333333,0.1116666666666666,5.47,9.271666666666667,17.618333333333332,0.5262510642323338
TS:388:1:552,388,1,1,552,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00388_Nu_00001_Cl_00552_0001.log,E:\work\B_Cl_Nu\Sum\TS_ENG\B_00388_Nu_00001_Cl_00552_0001.log,17.336666666666666,2.861666666666667,20.198333333333334,0.895,0.2716666666666666,1.1666666666666665,1.1816666666666666,0.2883333333333333,1.47,1.3716666666666666,0.3266666666666667,1.6983333333333333,2.04,0.2983333333333333,2.3383333333333334,6.673333333333334,26.87166666666667,0.24834087948892886
