B_Index,N_Index,Cl_Index,Conf_id,TS_G,deltaG(kcal/mol),deltaGa(kcal/mol),B_Cl,C_Cl
404,163,496,10,-1918.412246,13.5330415,35.80432798,2.748499195,2.307259886
404,176,496,10,-1549.463638,3.9591485,32.34642647,2.705336802,2.178571209
404,177,496,10,-1396.946534,-2.896791,24.2295069,2.713796862,2.21700523
404,178,496,1,-1498.526619,6.84546025,26.70515128,2.659835378,2.282810121
404,193,496,10,-1588.839958,14.68193125,36.16245478,2.655158743,2.355455946
404,200,496,11,-1475.254546,-1.9614395,25.4146034,2.654368916,2.220168959
404,262,483,1,-1989.703693,39.085218,50.19517453,2.467944268,2.325893808
404,264,496,20,-1435.996018,13.20680425,38.08689688,2.770638982,2.373943567
404,280,496,10,-1436.003573,9.065618,42.62406073,2.562562894,2.269006206
404,295,496,0,-1479.719549,5.68671875,35.57567325,2.341309738,2.307209194
404,296,483,0,-1985.6949,40.62717375,52.41378863,2.322857158,2.318196864
404,298,496,0,-1359.796534,3.0281895,30.97174968,2.557431303,2.283327445
404,301,496,1,-1549.015251,3.66604325,31.1845161,2.756600178,2.232615769
404,302,483,20,-1907.089265,44.11808175,56.93828325,2.167584928,2.333554245
404,304,584,1,-1260.542446,8.0855885,36.1064755,2.410069797,2.369292922
404,306,479,0,-2082.701006,44.42154075,54.59996097,2.082921582,2.268082221
404,306,483,1,-1907.100324,51.32517025,58.3291119,2.108893401,2.314567205
404,306,485,10,-1929.103014,45.18746725,53.32097792,2.08637651,2.439998663
404,306,496,10,-1465.661202,32.9097395,50.24966035,2.151376697,2.492748837
404,324,496,0,-1359.819583,0.0992705,32.44062677,2.668227235,2.203848246
404,331,496,1,-1415.165093,-0.0204565,34.2319573,2.691697895,2.273655349
404,367,483,1,-2029.831523,43.869027,53.584735,2.347306429,2.266605889
404,377,483,1,-1896.128423,44.84435025,58.22661605,2.163558313,2.147596969
404,377,485,10,-1918.130313,38.70664725,53.71976045,2.043397489,2.348537152
405,74,617,11,-4866.704423,-0.2892775,26.7323283,2.454093742,1.953399446
405,145,497,1,-1409.854191,13.1281785,45.82805063,2.383095043,2.373415142
405,155,497,3,-2280.332429,11.58082625,38.9774888,2.439071644,2.335754476
405,160,526,11,-1421.375124,-3.552654,14.6324466,2.483878869,2.422366214
405,193,497,11,-1450.350081,12.89016775,36.97206155,2.223612862,2.452229137
405,263,497,0,-1357.871885,10.01320575,45.6436472,2.144674601,2.331818996
405,333,479,10,-2232.387052,43.48895025,56.23625507,2.005637282,2.288663456
405,365,483,0,-2238.667226,35.11973175,45.78595793,2.272672794,2.142456782
405,377,483,10,-1937.553707,41.42660875,54.14257623,2.045224586,2.200992518
406,377,483,0,-2087.746745,39.1917675,54.25719538,2.05079533,2.188192094
407,21,492,13,-1582.800576,26.242301,34.29276205,2.616183425,1.868865431
407,160,462,12,-1596.84508,1.52438575,31.0814555,2.108769035,2.266467109
407,292,483,1,-1910.413422,30.4785535,49.7480494,2.021129507,2.140564942
407,306,499,0,-1209.286972,6.263203,31.88203883,2.039192439,2.431556052
407,333,488,11,-1965.218585,12.630069,24.18095723,2.125721154,2.10260877
407,366,483,1,-2292.796724,27.76304725,42.13331808,2.031106221,2.033941375
407,377,483,2,-1899.44156,38.1450975,52.15041433,2.013764085,2.266944276
408,184,483,2,-2182.401606,26.656702,37.3348695,2.148682905,2.077555443
408,306,483,10,-2023.521434,38.483822,50.88119517,2.022352482,2.254910885
408,333,479,1,-2307.388517,41.09666925,56.4766064,2.023986662,2.364859241
408,333,483,12,-2131.785329,48.00029875,61.77863,2.028315596,2.332801866
408,333,488,10,-2078.336391,21.66324525,27.04776627,2.562272712,2.209913175
408,366,483,1,-2405.903322,38.77629975,50.63564815,2.202008501,2.136798944
408,377,483,0,-2012.556022,39.8777505,53.6001966,2.038028319,2.21304147
409,4,492,0,-1662.668425,-1.5934735,12.11063077,2.651368435,1.825048757
409,6,492,11,-1775.999666,3.8803345,15.2013883,2.615159613,1.836026853
409,12,492,1,-1626.742774,-1.50267425,12.36882193,2.65056362,1.827314663
409,27,492,1,-1700.776899,9.50355025,21.83780947,2.633457082,1.832584028
409,114,480,0,-2474.820378,7.04964875,15.46683335,2.643996974,1.835552096
409,114,492,0,-2290.018459,12.237505,22.92138903,2.432149998,1.899592669
409,137,480,0,-2669.820703,9.11286875,16.7226993,2.610252266,1.855361293
409,145,501,0,-1487.22026,7.2419775,44.28933905,2.18603501,2.315612136
409,160,465,10,-1902.560998,4.240896,33.15802243,2.212354019,2.317393665
409,160,466,0,-2003.20043,7.4339925,31.44122008,2.139590382,2.355588114
409,163,501,3,-1857.283283,4.29366875,35.44191535,2.154377505,2.287815822
409,178,501,0,-1437.3962,1.26284375,33.83893522,2.358214831,2.321367052
409,193,501,3,-1527.715599,6.6210035,35.21403873,2.149478946,2.343195684
409,223,501,11,-1396.905392,2.00078375,33.4726823,2.293818135,2.308829356
409,245,501,0,-1317.380169,2.97435,35.74788435,2.040856511,2.327975972
409,263,501,2,-1435.249574,-1.971856,34.95132957,2.131636072,2.274242642
409,273,501,1,-1388.518331,1.897811,34.5977898,2.046074023,2.298585822
409,280,501,1,-1374.882462,-0.2503725,35.47525442,2.097744751,2.275466375
409,292,480,0,-2007.269075,45.9715285,48.45531155,2.038292634,2.185080778
409,292,483,10,-1951.897343,28.4846095,49.901812,2.001728913,2.15566504
409,293,501,11,-1449.087172,-0.97519775,34.42376523,2.149483522,2.218463171
409,296,488,0,-1977.015178,-2.2596275,24.41600618,2.408066462,2.138631361
409,302,483,0,-1951.873635,32.19821725,52.28743523,2.006968635,2.175139329
409,304,501,2,-1298.664202,-1.39549725,36.29940038,2.128229245,2.250922148
409,306,537,10,-1963.242548,3.98719775,24.43159328,2.087307837,2.319490721
409,306,544,2,-2283.30109,-3.74272375,31.8268753,2.181724145,2.254118535
409,306,592,10,-1860.860086,12.289964,13.12651562,2.333028908,2.319969168
409,307,501,1,-1373.664805,0.0571025,36.29658917,2.126387054,2.256724853
409,328,501,10,-1418.601957,1.0771665,34.07038233,2.05078709,2.268624699
409,333,445,1,-2481.694715,-2.55310925,30.04700293,2.117372106,2.28928572
409,333,472,0,-2191.638143,1.970601,37.7063746,2.083583753,2.267106885
409,333,488,12,-2006.708657,12.0052045,19.9463927,2.189949745,2.056286204
409,333,514,1,-2453.405545,11.76016575,44.9849228,2.001572857,2.308491744
409,333,533,12,-1972.2804,6.705465,18.8858424,2.096769886,2.311108229
409,333,537,14,-2071.52462,7.21493225,20.00574793,2.159587614,2.292684508
409,333,543,1,-2429.696236,-3.47992675,16.75315815,2.352094336,2.243354883
409,333,544,12,-2391.58036,-0.51498925,29.15963635,2.07192562,2.337621791
409,333,590,5,-1704.121643,-3.0919435,22.20931457,2.18450257,2.330999109
409,333,591,10,-1854.598769,5.390978,35.4741563,2.022526023,2.337652579
409,333,619,10,-2962.37168,5.65396325,33.2015772,2.048498188,2.333869972
409,366,483,2,-2334.273955,29.24080975,49.23048113,2.031392965,2.03309936
409,367,483,10,-2074.62659,29.73879375,49.13472463,2.052809147,2.065728287
409,377,483,1,-1940.92381,38.336485,55.9991291,2.000337701,2.190791725
409,377,488,12,-1887.466115,11.9994315,26.763628,2.340121298,2.174352083
409,377,526,10,-1408.49007,2.988908,8.966265925,2.354503414,2.492223754
409,377,598,10,-2744.710588,3.13254275,40.64859033,2.281739772,2.284907404
410,46,492,0,-1754.779537,29.24532775,40.08134915,2.54425822,1.868133987
410,195,483,10,-2319.790888,32.26410475,49.5547794,2.208926876,2.083770443
410,296,483,0,-2162.13124,32.76171225,50.201506,2.127521539,2.01089213
410,302,483,10,-2083.526292,36.3604875,52.8912722,2.009052979,2.119509559
410,306,483,0,-2083.538387,39.054847,53.89214725,2.009801191,2.148678714
410,377,483,10,-2072.573514,40.33977875,55.84963978,2.043675142,2.219676549
411,152,490,0,-1664.571184,21.36869675,43.44784273,2.37742665,2.210804265
411,171,484,0,-1836.763821,13.55651,41.67007247,2.404074036,2.240573015
411,171,490,11,-1665.751576,23.32461425,44.63479035,2.351348671,2.217940516
411,171,554,11,-1795.52596,14.04564625,41.57833825,2.411283858,2.27597138
411,189,512,12,-2024.138549,0.259283,31.99481312,2.646596166,2.328203158
412,160,467,10,-1634.936501,6.65670825,31.95304045,2.187706961,2.312735039
412,160,468,10,-1908.642043,5.112368,33.473862,2.229502524,2.247921538
412,195,526,11,-1573.689341,-3.2666395,20.16984545,2.435235983,2.428381706
412,333,488,0,-1924.720012,17.82934575,27.33090683,2.220809052,2.146530851
412,377,483,10,-1858.938201,42.37676925,54.87031935,2.049240239,2.186195265
413,27,492,0,-1814.049408,21.92026925,27.23462322,2.762424331,1.874327507
413,74,483,11,-3272.13746,9.57809725,28.8892717,2.109662558,2.005530979
413,74,485,0,-3294.138444,3.44039425,24.95134525,2.012586603,2.270109469
413,74,492,0,-3142.703742,32.2528725,37.11351887,2.309226031,2.055766465
413,138,596,11,-2197.500583,6.74945275,29.83030207,2.589812258,2.016194344
413,160,483,0,-2070.498775,33.197762,43.8499008,2.1014944,2.265382441
413,160,526,1,-1538.031465,-2.149815,17.88167925,2.527766075,2.403894729
413,163,505,10,-2385.670441,8.73938075,33.23080615,2.476044767,2.238435353
413,195,483,10,-2301.431356,39.50796475,47.9837453,2.165458247,2.304902148
413,195,526,1,-1768.96108,4.16038775,23.87736645,2.40173371,2.499827796
413,263,505,1,-1963.623145,3.406321,38.83046555,2.45943934,2.224677434
413,306,483,10,-2065.182077,39.575672,51.25632722,2.02777659,2.292346319
413,333,488,12,-2119.991193,21.89717725,28.20804515,2.414022284,2.127297139
413,377,483,0,-2054.214345,41.1089055,52.87080315,2.070417628,2.258262403
414,27,479,2,-2042.899573,17.56541925,33.51195752,2.121446672,2.195660884
414,27,483,10,-1867.300613,24.46904875,36.16081073,2.236241729,2.018312518
414,27,488,0,-1813.772868,-1.86800475,50.88104457,2.677700765,1.88624444
414,27,490,1,-1226.087168,19.16529325,49.36508615,2.710164499,1.89865237
414,27,492,10,-1737.854027,47.143824,52.459251,2.65974944,1.893538317
414,27,506,1,-1206.639164,6.69009125,52.58847207,2.938087166,2.016505154
414,27,508,2,-1438.803916,14.267844,52.3154782,2.869032233,1.995756014
414,27,582,10,-1281.841348,7.28081975,52.86184872,2.97409085,2.084214601
414,100,486,11,-1885.84867,15.8773815,30.75968605,2.458940338,2.049426159
414,145,506,0,-1411.035891,11.720947,47.7405765,2.362436132,2.392470166
414,163,506,2,-1781.098911,14.52028725,44.87630882,2.274356304,2.389862525
414,178,506,2,-1361.215757,-2.12929575,31.40026942,2.39782361,2.289391964
414,195,483,10,-2225.230014,37.67541375,53.20965942,2.330804358,2.088097733
414,263,506,10,-1359.065269,11.48946225,42.901171,2.353861384,2.461617843
414,280,506,4,-1298.720387,-1.54923475,29.02303587,2.229399061,2.395454584
414,304,506,1,-1222.49978,-3.3645295,33.75363915,2.348316368,2.357499815
414,306,483,1,-1988.98661,37.1438585,54.22898925,2.051727398,2.121821857
414,366,483,10,-2371.360391,42.75276725,57.18366085,2.2640137,2.249426891
414,367,483,1,-2111.710797,43.97011725,56.32975885,2.207182868,2.199347722
414,377,483,11,-1978.018049,39.78619825,54.72393615,2.080545711,2.129876299
415,85,596,4,-2139.394498,-4.07052975,20.97618295,2.37280779,2.023436978
415,143,479,10,-2508.529216,-2.33235475,25.9854527,2.193053951,2.059894977
415,143,483,10,-2332.929548,4.57127475,29.07821822,2.145420111,2.038222429
415,143,486,2,-1786.532816,4.1117565,30.4231327,2.125616014,2.144676136
415,143,490,0,-1691.738502,-0.73248075,28.22786788,2.185714477,2.102028771
415,143,492,11,-2203.504292,27.24605,31.9924349,2.037894449,2.021339179
415,143,618,0,-3124.94002,-1.1941325,26.87489003,2.198542833,2.07561102
415,304,507,0,-1512.028224,-4.03400925,25.38733852,2.136269379,2.36386485
415,333,488,1,-2216.650575,9.64975775,21.06293483,2.1288681,2.123412219
416,27,508,11,-1319.739532,6.9515705,48.36645755,2.748411227,1.98205953
416,27,517,0,-1161.58648,1.46339275,48.78481808,2.902985235,2.001797834
416,143,479,0,-2216.591515,-2.57758175,28.2299449,2.189230039,2.044784682
416,143,480,0,-2096.371914,21.81296675,24.64632377,2.262652991,2.021778702
416,143,483,10,-2040.992652,4.32604775,30.81776745,2.164946978,2.03851242
416,143,492,0,-1911.5737,27.000823,29.7760798,2.048814841,2.025210608
416,304,508,10,-1335.583094,3.2287385,32.39015695,2.115718011,2.359056711
416,306,483,1,-1869.91043,34.3075585,46.8172228,2.028873576,2.189916544
416,333,488,0,-1924.725219,15.17677775,23.46157868,2.133822233,2.126149041
416,377,483,1,-1858.944452,38.09207375,52.2257206,2.011122693,2.191856802
417,141,480,1,-2728.10114,25.87590375,27.867275,2.225298661,2.076094595
417,143,480,10,-2706.899643,24.35358875,28.48755875,2.235833892,2.087253085
417,143,481,0,-2148.881532,1.894548,30.93485268,2.166590772,2.152539637
417,143,485,0,-2673.490099,0.72896675,50.33986348,2.227923197,2.099106071
417,143,490,10,-2010.333253,1.56291425,31.34941683,2.189746447,2.138705676
417,143,492,0,-2522.102138,29.541445,33.1722102,2.124556313,2.100697158
417,143,617,10,-4362.753464,-2.30418,26.5254039,2.218638793,2.080099383
417,143,618,10,-3443.534653,1.1012625,30.07131855,2.195445802,2.114293625
417,160,475,0,-1784.626854,15.37029875,36.80766282,2.037534641,2.483689423
417,160,476,0,-1822.696406,4.89983375,37.23565547,2.161916594,2.314040782
417,160,477,0,-2358.547322,19.38473,39.6952735,2.048639852,2.379222105
417,160,478,0,-1990.209892,20.27327,40.50255852,2.050597398,2.348023644
417,160,486,10,-1939.367248,22.761684,42.78961405,2.016811664,2.448122092
417,160,490,0,-1844.572977,17.91744675,40.5672977,2.077752354,2.32502657
417,160,509,0,-2121.675023,9.08425475,33.49310115,2.072569609,2.282413475
417,377,483,0,-2469.474467,33.97592475,51.81426258,2.002463907,2.177466328
418,160,474,0,-1771.948557,28.46898475,46.13351135,2.051190105,2.441268169
418,292,483,10,-2190.777106,35.666598,53.69649902,2.006087066,2.210188394
418,302,483,11,-2190.757043,38.99680325,54.58166935,2.011812056,2.236669067
418,302,510,4,-2105.167421,-2.17366,20.99724813,2.519749118,2.475943499
418,306,510,10,-2105.181765,0.13572825,17.48293438,2.644708302,2.492283487
418,333,488,1,-2245.583572,20.87221875,27.91037798,2.334461553,2.142137477
418,333,544,10,-2630.452697,8.352025,38.74148605,2.195281966,2.377402785
418,333,602,10,-2899.387995,12.5456075,36.68448458,2.091328721,2.301366403
419,292,483,2,-1962.202224,30.8640895,48.57614923,2.040185018,2.132059303
419,302,483,0,-1962.177752,36.0309245,54.43797813,2.058494606,2.18300046
419,306,483,0,-1962.187412,38.95890225,55.18297123,2.031969043,2.201435146
419,333,488,10,-2017.005535,17.83813075,25.56690392,2.346057658,2.070503645
419,377,483,11,-1951.224388,38.18030025,54.95516363,2.03338895,2.192199374
420,143,479,0,-2667.775767,-2.84753225,28.4869438,2.201824184,2.082677559
420,143,480,11,-2547.552483,21.54301625,27.21489462,2.232415589,2.071680266
420,143,483,10,-2492.177265,4.05609725,30.8488287,2.176022017,2.07417839
420,143,485,0,-2514.138577,-2.08160575,51.80455515,2.198784522,2.10171274
420,143,492,0,-2362.755851,26.7308725,31.35153778,2.136206357,2.080869034
420,160,476,10,-1663.344618,6.34057375,36.05308153,2.046706434,2.291982129
420,160,477,11,-2199.189578,20.82547,42.25046605,1.99158925,2.338602828
421,141,483,0,-2173.374034,4.948465,31.93447272,2.182355448,2.030436379
421,141,485,10,-2195.340292,-1.189238,49.78674733,2.204198607,2.05405869
421,141,492,10,-2043.953735,27.62324025,31.73791463,2.135785869,2.060410047
421,143,480,10,-2207.554051,19.408324,25.74084692,2.206835143,2.030132503
421,143,483,0,-2152.178889,1.921405,29.33917038,2.14796518,2.036723847
421,143,490,10,-1510.986905,-3.3823505,29.0771201,2.171429821,2.090266696
421,143,492,0,-2022.756122,24.59618025,30.6917027,2.103621762,2.043482465
421,160,476,11,-1323.356087,6.78873425,33.3532063,2.034845582,2.281553679
421,160,494,0,-1870.988861,6.7876675,32.8453078,2.301164971,2.154319954
421,333,488,10,-2035.917706,7.97445825,14.56711757,2.08640121,1.942411098
422,11,483,11,-2493.890229,4.04291975,18.6666441,2.391157387,2.148452155
422,11,492,10,-2364.449132,26.717695,31.52091257,2.5541695,1.963110649
422,195,483,0,-2831.236378,38.38662225,53.91893523,2.290495973,2.219769903
422,292,483,0,-2594.994857,36.35163975,50.00812305,2.202810576,2.172404429
422,302,483,0,-2594.972366,40.80688975,56.780718,2.134361381,2.186572143
422,306,479,0,-2770.586597,37.55280025,52.1870164,2.058016774,2.338936369
422,306,483,0,-2594.981244,44.45642975,58.84733278,2.095643779,2.290973281
422,306,485,10,-2616.98613,38.31872675,52.46117115,2.004493623,2.381287351
422,306,514,10,-2988.239143,17.8743375,42.91240325,2.218211162,2.312091804
422,366,483,10,-2977.354512,41.75817975,62.9165887,2.205485937,2.209313989
422,367,483,10,-2717.714582,42.01608225,56.08536643,2.206655791,2.196312381
422,377,483,0,-2584.018168,46.54851475,59.74930755,2.160636727,2.264564618
422,377,485,10,-2606.017603,40.41081175,56.7829519,2.117888616,2.338900597
423,6,480,1,-1946.677384,18.612905,22.27405375,2.269136216,2.025469078
423,6,483,12,-1891.299444,1.125986,27.6158483,2.20515192,2.030006934
423,14,480,0,-1874.766181,25.995819,29.08112983,2.282538663,2.052647069
423,16,480,0,-1875.996169,22.97371625,24.98575107,2.281329074,2.034844083
423,21,480,10,-1794.968682,18.70320225,22.4157809,2.27633032,2.026234341
423,25,553,10,-1097.456762,-3.79992665,28.18590695,2.45220989,2.322070185
423,28,480,0,-1872.640978,22.1606645,25.13048395,2.267879142,2.034594742
423,29,480,0,-1758.136838,20.2372515,23.89016118,2.283964027,2.024104337
423,35,480,0,-1874.808136,26.6226915,28.84492628,2.285951808,2.043570322
423,36,480,10,-2063.357066,23.868845,26.42635303,2.290368754,2.026191313
423,54,480,0,-1771.75112,18.717823,25.34670162,2.237080319,2.016392515
423,61,480,0,-1947.198623,18.22492175,21.32507922,2.277432968,2.030266589
423,62,480,10,-1924.342162,12.79190125,18.61711552,2.24428463,2.033902694
423,70,480,10,-2231.141426,27.08497075,28.10437587,2.210201139,2.078994883
423,74,479,1,-3320.311577,3.13317025,31.9972792,2.170618251,2.079401472
423,74,480,12,-3200.090109,27.52371875,29.5854704,2.187865299,2.066021503
423,74,483,0,-3144.713697,10.03679975,33.96831945,2.151820872,2.067778884
423,74,492,10,-3015.29101,32.711575,35.2707208,2.134322489,2.067933221
423,75,480,12,-2197.159555,23.89287825,25.3709294,2.228969064,2.064446344
423,77,480,10,-2250.542881,29.07540075,29.87383802,2.236631382,2.076139565
423,77,483,1,-2195.166861,11.58848175,34.01081375,2.178850132,2.088679153
423,86,479,0,-2405.967569,0.143572,26.61228127,2.216437155,2.088535802
423,86,480,10,-2285.743828,24.5341205,25.62646622,2.230797624,2.082674034
423,88,480,10,-2347.583046,26.33586125,29.1071648,2.260785914,2.038984612
423,88,483,0,-2292.207666,8.84894225,32.84281035,2.172524653,2.030417679
423,89,480,2,-2464.033077,25.86084375,26.88477315,2.226845482,2.070726718
423,90,480,0,-2268.041547,27.4045565,29.87051855,2.190398904,2.084205388
423,92,483,1,-2523.930044,7.14465225,29.80815133,2.158265152,2.005564815
423,95,492,1,-2045.149883,33.018548,34.87947455,2.159863122,2.093933622
423,99,492,1,-2240.841078,29.8759025,32.74198365,2.159400556,2.059006837
423,106,478,0,-1529.7757,4.96835675,31.28161545,2.169380564,2.114431541
423,114,481,11,-1902.686837,5.620643,32.07602417,2.172636586,2.14195924
423,114,492,10,-2275.907802,33.26754,34.08812175,2.129617392,2.081461463
423,121,483,3,-3021.306057,10.78666225,33.29149167,2.180714653,2.044840904
423,121,492,10,-2891.883386,33.4614375,34.58311257,2.174630631,2.058745436
423,123,480,0,-2878.232206,24.87127625,26.06606135,2.246004288,2.039363001
423,124,483,1,-2822.844182,9.50405225,33.2683181,2.173207331,2.020955251
423,126,492,10,-2321.875678,30.4946175,32.92328722,2.185806327,2.047620948
423,137,492,10,-2470.908754,31.99999,32.8485457,2.143899997,2.078413796
423,140,483,1,-2217.007214,9.22732475,30.78110263,2.185352008,2.079905598
423,141,479,10,-2305.623133,6.0821065,34.06838687,2.137593971,2.113682575
423,141,480,10,-2185.39787,30.472655,34.037859,2.154974208,2.10308867
423,141,481,0,-1627.382923,8.01361425,34.49983078,2.124123303,2.163410677
423,141,483,10,-2130.022263,12.985736,37.91601608,2.101888641,2.110373162
423,141,485,0,-2152.021246,6.848033,35.23319002,2.145333858,2.113146987
423,141,486,10,-1583.630915,12.52621775,35.88184305,2.090244373,2.193368167
423,141,489,0,-2768.430379,-0.69872125,30.26330218,2.193057888,2.083438519
423,141,490,0,-1488.834209,7.6819805,35.18769,2.141186253,2.146939954
423,141,492,10,-2000.600959,35.66051125,38.35027745,2.091790494,2.126446685
423,141,497,0,-1508.685857,-0.7448425,27.73155303,2.174935454,2.24304732
423,141,507,0,-1586.083604,-3.65688175,22.83945635,2.262685038,2.299081407
423,141,508,0,-1701.5713,2.78453125,25.37244795,2.189754731,2.306923531
423,141,553,10,-1406.893015,-3.48354115,17.06063943,2.200987779,2.498489253
423,141,555,10,-1430.117227,-3.33183675,24.90469062,2.235810611,2.260739558
423,141,557,0,-1505.327975,-2.83573525,20.05367637,2.250851105,2.401985042
423,141,596,0,-1741.686296,8.1265015,34.78720695,2.123250215,2.154099139
423,141,617,10,-3841.24898,3.81488625,33.77751553,2.148441605,2.093613182
423,141,618,10,-2922.034294,7.22032875,34.73441537,2.128084118,2.124969198
423,143,474,10,-1684.68272,6.519223,30.8083926,2.24910573,2.030714511
423,143,475,1,-1407.688595,2.314471,28.04254202,2.108706043,2.188445083
423,143,477,0,-1981.606235,6.32890225,32.70452817,2.103583127,2.161618904
423,143,478,0,-1613.270185,7.21744225,32.64615812,2.092746541,2.146367917
423,143,481,0,-1606.181058,5.19325275,32.60427877,2.109297322,2.149350073
423,143,482,12,-2289.928079,-2.8251305,27.31235792,2.186538002,2.122348344
423,143,483,0,-2108.820269,10.1653745,36.1015057,2.108524327,2.100139096
423,143,485,10,-2130.822355,4.0276715,31.4713087,2.152974426,2.107420845
423,143,486,0,-1562.430245,9.70585625,33.23656032,2.043702032,2.185684677
423,143,489,10,-2747.227787,-3.51908275,28.82421877,2.197991349,2.079625687
423,143,492,10,-1979.398596,32.84014975,36.76678747,2.067729237,2.104208174
423,143,495,12,-1503.509131,-3.5249185,25.56468257,2.200186794,2.22465398
423,143,508,10,-1680.38792,-0.03583025,11.87800398,2.3851417,1.952208344
423,143,596,0,-1720.485157,5.30614,32.43628448,2.114529417,2.146729004
423,143,606,10,-1444.83505,-3.6898255,25.3807184,2.1795161,2.226153036
423,152,490,0,-1388.335473,18.192982,43.12776125,2.21546851,2.190540459
423,160,453,0,-2183.058535,-1.6657615,26.2420751,2.263842117,2.199815666
423,160,457,0,-2311.147912,-1.9104865,26.12878625,2.253499688,2.278291199
423,160,462,0,-1624.198811,5.15045725,31.2819794,2.135220429,2.278049455
423,160,464,10,-2119.984959,-0.43655175,28.99606592,2.183769963,2.264322037
423,160,465,10,-1888.428933,1.120213,27.90819427,2.184869882,2.259217294
423,160,466,4,-1989.066351,4.3133095,27.45554715,2.139809,2.319674902
423,160,467,1,-1702.799903,1.94531275,21.82894918,2.100033886,2.310264596
423,160,468,1,-1976.495056,0.4009725,29.868749,2.149019071,2.226410959
423,160,469,1,-1701.546772,9.6031345,32.5847949,2.031610072,2.304393954
423,160,476,10,-1280.018001,6.96267725,31.78188355,2.035658739,2.332832849
423,160,479,11,-2118.628012,18.38041625,68.81112918,2.00729082,2.250977519
423,160,482,3,-2124.181975,12.29354075,34.36288518,2.043281378,2.279882451
423,160,484,2,-1472.914217,10.212186,27.5057597,2.021402375,2.412276727
423,160,494,10,-1827.647872,6.9616105,33.09563637,2.124331629,2.216695305
423,160,496,0,-1501.635643,6.868615,34.69557312,2.094509932,2.258426837
423,160,498,10,-1836.678338,10.45220475,28.7671853,2.063389597,2.456549611
423,160,505,11,-1810.821522,6.07150175,31.18556402,2.163109542,2.263758475
423,160,509,10,-1578.985567,11.14709825,34.9738882,2.01295642,2.304237914
423,160,512,0,-1507.903505,3.4089565,15.4718659,2.211555044,2.452346102
423,160,514,0,-2336.325717,-1.2980465,31.1991996,2.1900035,2.194839875
423,160,515,0,-1342.437423,7.9721365,22.04370477,2.023811065,2.484743393
423,160,520,0,-1740.854161,10.29909475,32.25933575,2.00602744,2.424368149
423,160,523,10,-1467.393929,-3.62789125,29.12750835,2.211512597,2.170507914
423,160,524,10,-1469.800449,-1.14600325,29.07316685,2.268790348,2.187952264
423,160,550,2,-1317.183671,10.4191355,32.09121595,2.019954098,2.390976338
423,160,551,10,-1317.194374,1.49200675,30.07857245,2.120556465,2.220982877
423,160,552,2,-1395.561614,-0.826543,20.68991745,2.118975058,2.295101007
423,160,556,10,-1866.945265,0.81280075,29.88033892,2.163256661,2.271144777
423,160,566,0,-1434.857879,-2.64384575,16.6782221,2.224558513,2.348801554
423,160,567,0,-2287.25827,-2.6358765,28.82839793,2.258093671,2.213509492
423,160,584,0,-1402.384947,9.36299025,32.04963153,2.039693937,2.395059376
423,160,592,0,-1852.032636,2.45948625,13.5471979,2.479942225,2.393106563
423,160,603,10,-1317.143415,7.37795675,32.02315103,2.029069227,2.348947463
423,160,606,0,-1279.087512,11.42884575,33.33106182,2.005179412,2.456097137
423,160,608,2,-1798.898854,8.22821925,30.50868605,2.223629277,2.309533479
423,160,620,10,-2099.793987,0.149094,29.5699586,2.175170283,2.243454731
423,163,474,10,-1966.366532,18.54846075,38.29101635,2.158357842,2.165475765
423,163,481,10,-1887.867599,17.2224905,38.37429187,2.108879023,2.236696043
423,163,490,10,-1749.320028,16.89085675,38.34454837,2.127941432,2.215568155
423,171,481,0,-1528.059383,20.689679,46.62085295,2.174088631,2.159995197
423,171,490,10,-1389.512213,20.35804525,46.33994003,2.191060937,2.153487519
423,171,558,2,-1464.674549,9.76220575,42.98097645,2.303152144,2.27488109
423,173,490,10,-1352.31161,16.87931075,41.15163825,2.170692404,2.174618971
423,177,490,0,-1227.865778,11.612766,35.19759195,2.167493765,2.197542279
423,178,515,10,-1369.980602,-0.0021335,27.29513933,2.273879452,2.323524493
423,178,558,0,-1404.609545,1.41018075,31.07138412,2.199310621,2.307857412
423,184,490,10,-1455.442541,9.46772,34.43703057,2.191266112,2.194778521
423,190,490,0,-1229.975572,9.2160925,35.1225053,2.175971678,2.185122653
423,191,490,0,-1419.52887,12.56110675,37.7689489,2.173913029,2.1825158
423,193,474,1,-1636.797953,15.73374675,37.86010583,2.07243507,2.217830987
423,193,478,11,-1565.386016,16.431966,39.32248203,2.075094097,2.238370615
423,193,490,1,-1419.750634,14.07614275,38.4256151,2.125756491,2.22312965
423,193,515,10,-1460.29197,2.067989,26.30556555,2.089218465,2.436137818
423,194,481,0,-1495.80878,15.092881,37.84827745,2.114381073,2.238211768
423,194,490,0,-1357.260627,14.76124725,38.18408408,2.139590165,2.213558512
423,195,478,2,-1678.456796,17.23786425,38.82131033,2.107571917,2.219563092
423,195,481,1,-1671.367542,15.21367475,38.85929917,2.114410759,2.237017591
423,195,490,0,-1532.818894,14.882041,39.50526023,2.140207423,2.211904675
423,195,596,10,-1785.67164,15.326562,38.69128605,2.119811305,2.219447733
423,221,490,0,-1459.776539,11.314578,36.92804243,2.189721932,2.164977107
423,238,478,12,-1317.868405,7.86213575,32.94019207,2.140299863,2.158391821
423,238,490,10,-1172.232017,5.5063125,32.67470938,2.169936519,2.152606955
